time	wake_longitudinal
1e-11	2101.8857923837263
1.00138264419705e-11	2085.6304446681875
1.0027672000990756e-11	2069.3526215904603
1.0041536703492846e-11	2053.0522920751137
1.0055420575945395e-11	2036.7294250037512
1.0069323644853623e-11	2020.3820141644364
1.0083245936759398e-11	2003.9963744084444
1.0097187478241287e-11	1987.5857115349143
1.0111148295914602e-11	1971.1523585535942
1.012512841643146e-11	1954.696284092133
1.0139127866480825e-11	1938.2174567348143
1.0153146672788562e-11	1921.715845022475
1.016718486211749e-11	1905.1914174524577
1.0181242461267432e-11	1888.6441424785532
1.0195319497075263e-11	1872.0739885109283
1.0209415996414964e-11	1855.4809239160768
1.0223531986197675e-11	1838.864917016752
1.0237667493371788e-11	1822.2259360918588
1.0251822544922826e-11	1805.563949376596
1.026599716787375e-11	1788.8789250620885
1.0280191389284843e-11	1772.170831295535
1.02944052362538e-11	1755.437602507095
1.0308638735915787e-11	1738.67979978129
1.0322891915443486e-11	1721.8988269767901
1.0337164802047148e-11	1705.0946520576226
1.0351457422974647e-11	1688.230486016294
1.0365769805511533e-11	1671.2931574644417
1.038010197698108e-11	1654.3300398705703
1.0394453964744339e-11	1637.3417752820167
1.0408825796200196e-11	1620.3300219680098
1.0423217498785417e-11	1603.2947474520001
1.0437629099974703e-11	1586.2359192125364
1.0452060627280742e-11	1569.1535046832007
1.0466512108254266e-11	1552.0474712525445
1.0480983570484097e-11	1534.9177862640286
1.0495475041597203e-11	1517.7644170159667
1.050998654925875e-11	1500.587330761455
1.0524518121172156e-11	1483.3868837735758
1.0539069785079143e-11	1466.162738554224
1.0553641568759786e-11	1448.9147784704355
1.0568233500032578e-11	1431.6276621904947
1.0582845606754468e-11	1414.3133464227108
1.0597477916820922e-11	1396.9599145590114
1.061213045816598e-11	1379.5824890734457
1.0626803258762301e-11	1362.1810367913736
1.064149634662122e-11	1344.7555244922833
1.0656209749792804e-11	1327.3059189097332
1.0670943496365902e-11	1309.8321867312825
1.06856976144682e-11	1292.3342945984343
1.0700472132266276e-11	1274.812209106568
1.0715267077965693e-11	1257.2658968048233
1.0730082479810882e-11	1239.695324196249
1.0744918366085461e-11	1222.1001614838456
1.0759774765112105e-11	1204.4798344428732
1.0774651705252652e-11	1186.8351447589662
1.0789549214908154e-11	1169.1660587472609
1.0804467322518932e-11	1151.4725426763143
1.0819406056564629e-11	1133.693267638362
1.0834365445564264e-11	1115.8740764893976
1.0849345518076294e-11	1098.0290158593427
1.0864346302698651e-11	1080.1592818597665
1.0879367828068819e-11	1062.2648403761693
1.089441012286387e-11	1044.3456572468979
1.0909473215800532e-11	1026.4016982630535
1.092455713563523e-11	1008.4329291684509
1.0939661911164156e-11	990.439315659531
1.0954787571223317e-11	972.4208233853079
1.0969934144688584e-11	954.377816407618
1.0985101660475758e-11	936.3129386900008
1.100029014754062e-11	918.2230836740357
1.1015499634878981e-11	900.1082168250105
1.1030730151526754e-11	881.9683035604537
1.1045981726559986e-11	863.7955377167121
1.1061254389094934e-11	845.5917105085512
1.107654816828811e-11	827.3627138843351
1.1091863093336338e-11	809.1085130437199
1.1107199193476811e-11	790.8290731382406
1.1122556497987152e-11	772.5243592712484
1.1137935036185454e-11	754.1943364978513
1.1153334837430355e-11	735.8389698248354
1.1168755931121083e-11	717.4582242106027
1.1184198346697516e-11	699.0520645651094
1.1199662113640232e-11	680.6208031012567
1.1215147261470578e-11	662.1651765920333
1.1230653819750757e-11	643.6840325178612
1.1246181818083712e-11	625.1773355971345
1.1261731286113455e-11	606.6450504993039
1.1277302253524935e-11	588.0546090978183
1.129289475004415e-11	569.4069598502479
1.1308508805438195e-11	550.7345559554869
1.1324144449515323e-11	532.0363347698357
1.1339801712125e-11	513.3116525202704
1.1355480623157968e-11	494.5509766600951
1.1371181212546291e-11	475.7643614603092
1.1386903510263421e-11	456.95177105603705
1.1402647546324256e-11	438.1131695328086
1.1418413350785186e-11	419.2485209265041
1.1434200953744168e-11	400.3622432036897
1.1450010385340766e-11	381.4521817701492
1.1465841675756219e-11	362.51597444990216
1.1481694855213498e-11	343.55358509248805
1.1497569953977356e-11	324.56497749747047
1.1513467002354399e-11	305.55011541434914
1.1529386030693132e-11	286.5027130750238
1.1545327069384018e-11	267.42414126894334
1.1561290148859546e-11	248.31919058626778
1.1577275299594277e-11	229.18782455439623
1.1593282552104912e-11	210.03000665029742
1.160931193695034e-11	190.8457003004467
1.1625363484731708e-11	171.63486888074505
1.1641437226092468e-11	152.39747571646285
1.1657533191718446e-11	133.13527150408794
1.1673651412337894e-11	113.84902442387101
1.1689791918721546e-11	94.53611132605029
1.170595474168269e-11	75.19649534100259
1.1722139912077206e-11	55.83013954814339
1.1738347460803648e-11	36.41518373461423
1.1754577418803333e-11	16.94535997780045
1.1770829817060215e-11	-2.5484292651025555
1.1787104686601236e-11	-22.06917148258023
1.1803402058496187e-11	-41.616903941010065
1.1819721963857814e-11	-61.19166395828539
1.1836064433841886e-11	-80.79348890390804
1.1852429499647248e-11	-100.42241619904611
1.1868817192515879e-11	-120.07848331660227
1.1885227543732957e-11	-139.75808478000812
1.1901660584626919e-11	-159.4581567364994
1.1918116346569512e-11	-179.1854668831631
1.1934594860975862e-11	-198.94005288072145
1.1951096159304532e-11	-218.72195244197655
1.1967620273057582e-11	-238.53120333186789
1.1984167233780622e-11	-258.36784336754874
1.2000737073062886e-11	-278.23191041846496
1.2017329822537278e-11	-298.13030212330773
1.2033945513880445e-11	-318.0575665167919
1.2050584178812828e-11	-338.01238322675
1.2067245849098725e-11	-357.99479034823526
1.2083930556546357e-11	-378.0048260289709
1.2100638333007921e-11	-398.0429856500557
1.2117369210379654e-11	-418.1054318931907
1.2134123220601897e-11	-438.19324325936566
1.2150900395659153e-11	-458.30882892135656
1.2167700767580143e-11	-478.4522272811335
1.2184524368437878e-11	-498.62347679376103
1.2201371230349713e-11	-518.8399417106468
1.2218241385477408e-11	-539.0997009635025
1.2235134866027195e-11	-559.3840495622348
1.2252051704249831e-11	-579.6964441978497
1.2268991932440668e-11	-600.036923648034
1.228595558293971e-11	-620.4055267440959
1.2302942688131725e-11	-640.8022923710896
1.2319953280446109e-11	-661.2272594676574
1.2336987392357246e-11	-681.6788865839364
1.2354045056384366e-11	-702.146098847872
1.237112630509167e-11	-722.6416099840749
1.2388231171088377e-11	-743.1654591198155
1.2405359687028797e-11	-763.7176854364689
1.2422511885612384e-11	-784.2983281695706
1.243968779958381e-11	-804.9074266089219
1.2456887461733019e-11	-825.5450200986365
1.2474110904895289e-11	-846.2111480372296
1.24913581619513e-11	-866.9072168974487
1.2508629265827194e-11	-887.6354478427004
1.252592424949464e-11	-908.3923385561868
1.2543243145970891e-11	-929.1779286641649
1.2560585988318855e-11	-949.9922578476901
1.2577952809647152e-11	-970.8246370159846
1.259534364311018e-11	-991.6856373290486
1.2612758521908176e-11	-1012.5754809831406
1.2630197479287285e-11	-1033.4942078583385
1.2647660548539616e-11	-1054.441857889858
1.2665147763003312e-11	-1075.4300129435949
1.2682659156062609e-11	-1096.4473615356947
1.2700194761147902e-11	-1117.4917540914016
1.2717754611735808e-11	-1138.5652435543525
1.2735338741349229e-11	-1159.667870155225
1.2752947183557421e-11	-1180.7996741803067
1.2770579971976052e-11	-1201.960695971598
1.2788237140267267e-11	-1223.1509759268743
1.2805918722139757e-11	-1244.354782304996
1.2823624751348818e-11	-1265.5853096657233
1.2841355261696416e-11	-1286.8451912919109
1.2859110287031257e-11	-1308.1328567816518
1.2876889861248847e-11	-1329.4439298597063
1.2894694018291607e-11	-1350.7844685693453
1.2912522792148734e-11	-1372.1545136509365
1.2930376216856574e-11	-1393.5541059013428
1.2948254326498484e-11	-1414.983286173796
