time	wake_longitudinal
1.9898937272332506e-11	4303.724059183274
1.992645042247956e-11	4320.87095650953
1.9954001613524005e-11	4338.041561893865
1.9981590898062868e-11	4355.235908116094
2.0009218328765902e-11	4372.454028001355
2.0036883958375674e-11	4389.6959544201545
2.006458783970769e-11	4406.748607595753
2.009233002565046e-11	4423.689341544595
2.0120110569165637e-11	4440.653498500928
2.0147929523288097e-11	4457.641110850436
2.0175786941126043e-11	4474.652211023581
2.0203682875861107e-11	4491.686831495662
2.0231617380748458e-11	4508.6940237879435
2.0259590509116883e-11	4525.68583861594
2.0287602314368923e-11	4542.701147078107
2.0315652849980943e-11	4559.73998165778
2.034374216950325e-11	4576.802374883214
2.0371870326560195e-11	4593.888359327622
2.0400037374850353e-11	4610.997967609329
2.042824336814629e-11	4628.131232391589
2.0456488360295184e-11	4645.288186382972
2.0484772405218565e-11	4662.468862337232
2.051309555691253e-11	4679.628003606916
2.0541457869447828e-11	4696.482880534946
2.0569859396969966e-11	4713.361061760756
2.059830019369932e-11	4730.262579505891
2.062678031393123e-11	4747.187466036461
2.0655299812036115e-11	4764.135753663181
2.0683858742459554e-11	4781.10747474143
2.0712457159722416e-11	4798.056154618942
2.0741095118420953e-11	4814.977050687768
2.0769772673226898e-11	4831.921342335348
2.0798489878887584e-11	4848.889061909451
2.082724679022603e-11	4865.880241802553
2.0856043462141065e-11	4882.894914451944
2.0884879949607413e-11	4899.933112339733
2.0913756307675825e-11	4916.994867992965
2.094267259147315e-11	4934.080213983635
2.097162885620247e-11	4951.189182928802
2.1000625157143182e-11	4967.923776237135
2.1029661549651128e-11	4984.680980023681
2.1058738089158678e-11	5001.461353060805
2.1087854831174848e-11	5018.264927383324
2.1117011831285406e-11	5035.09173507038
2.1146209145152967e-11	5051.941808245433
2.117544682851712e-11	5068.815179076388
2.1204724937194508e-11	5085.629675910235
2.123404352707896e-11	5102.444088772906
2.1263402654141584e-11	5119.28174998595
2.129280237443087e-11	5136.142691693558
2.1322242744072806e-11	5153.026946084376
2.135172381927099e-11	5169.934545391552
2.1381245656306808e-11	5186.865521892841
2.14108083115392e-11	5203.819907910495
2.14404118414053e-11	5220.701808509448
2.147005630242018e-11	5237.280721609578
2.1499741751177057e-11	5253.882557447703
2.1529468244347394e-11	5270.50734771781
2.1559235838681013e-11	5287.15512415771
2.15890445910062e-11	5303.8259185491015
2.1618894558229806e-11	5320.519762717613
2.1648785797337378e-11	5337.236688532896
2.1678718365393245e-11	5353.924775052874
2.1708692319540636e-11	5370.574542879232
2.173870771700179e-11	5387.247331410459
2.176876461507807e-11	5403.943172475995
2.1798863071150055e-11	5420.662097949302
2.1829003142677667e-11	5437.40413974789
2.1859184887200276e-11	5454.169329833418
2.1889408362336805e-11	5470.957700211737
2.191967362578585e-11	5487.415852400072
2.194998073532577e-11	5503.804034252503
