#Parameters = {C_1=25.412767459909; C_2=94.841739321315; Conductivity=10000000; Conductivity_Mo=17900000; Conductivity_MoGr=1000000; Ip=98.18739362802; Pipe_lenght=40; Pipe_r=30; beta=1; cells_wave=20; conductivity_copper=59500000; d=-394.84173932132; half_gap_x=4.5872325400905; half_gap_y=30; half_gap_z=150; mu_copper=0.999994; offset=1.8348930160362; offset_x=1; offset_y=5; sigma_z=5; teta=15; thcoll=25.412767459909; translate_z=-244.84173932132; wakelength=20000}
#"s / mm"	"Z [Real Part / V/pC]"
#-------------------------------
118.87278871729	-0.0084107748133988
119.10009869463	-0.011372826531018
119.32740867197	-0.014085145517513
119.55471864931	-0.016509907958857
119.78202862665	-0.018613246812521
120.00933860399	-0.020365796666460
120.23664858133	-0.021743162691996
120.46395855867	-0.022726304462814
120.69126853601	-0.023301733713620
120.91857851336	-0.023461454060820
121.14588849070	-0.023202792133122
121.37319846804	-0.022528362688791
121.60050844538	-0.021446323724570
121.82781842272	-0.019970694047884
122.05512840006	-0.018121377062646
122.28243837740	-0.015923669040057
122.50974835474	-0.013407446877342
122.73705833208	-0.010606467995884
122.96436830942	-0.0075580473284617
123.19167828676	-0.0043029748306153
123.41898826410	-0.00088526854102212
123.64629824144	0.0026484697554343
123.87360821878	0.0062499974468880
124.10091819612	0.0098703426295353
124.32822817346	0.013460441659004
124.55553815080	0.016971599737050
124.78284812814	0.020355936341086
125.01015810548	0.023566995350131
125.23746808283	0.026560406161988
125.46477806017	0.029294548348475
125.69208803751	0.031731129962626
125.91939801485	0.033835728865245
126.14670799219	0.035578321252035
126.37401796953	0.036933729156809
126.60132794687	0.037881896803965
126.82863792421	0.038408032078654
127.05594790155	0.038502650068907
127.28325787889	0.038161683363921
127.51056785623	0.037386605992519
127.73787783357	0.036184547510130
127.96518781091	0.034568297641068
128.19249778825	0.032556183141251
128.41980776559	0.030171812841998
128.64711774293	0.027443712162038
128.87442772027	0.024404839275907
129.10173769761	0.021092038099507
129.32904767496	0.017545541337821
129.55635765230	0.013808554971674
129.78366762964	0.0099268845911180
130.01097760698	0.0059484583540835
130.23828758432	0.0019226401651281
130.46559756166	-0.0021005819505670
130.69290753900	-0.0060713624174056
