Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	1.721789547475112840e+03	2.599796410604239554e+03
1.032794731918951654e-10	1.761285891943463184e+03	2.663889409842034183e+03
1.066664958279539403e-10	1.802077508440431757e+03	2.730084321807713877e+03
1.101645949633656381e-10	1.844206875064958922e+03	2.798450078165706145e+03
1.137774133221491146e-10	1.887717862973853244e+03	2.869057871175895343e+03
1.175087130904807540e-10	1.932655782066748316e+03	2.941981227829243380e+03
1.213623798344240958e-10	1.979067428169290224e+03	3.017296086414667116e+03
1.253424265461399975e-10	2.027001131763682224e+03	3.095080875596913756e+03
1.294529978227915867e-10	2.076506808317335071e+03	3.175416596087764447e+03
1.336983741824946476e-10	2.127636010262031050e+03	3.258386904995628356e+03
1.380829765218092491e-10	2.180441980677733227e+03	3.344078202941358086e+03
1.426113707194128486e-10	2.234979708736938392e+03	3.432579724031005298e+03
1.472882723907502473e-10	2.291305986967314311e+03	3.523983628779206811e+03
1.521185517986104510e-10	2.349479470392248004e+03	3.618385100079971380e+03
1.571072389247450498e-10	2.409560737610892829e+03	3.715882442324798831e+03
1.622595287078087593e-10	2.471612353881324907e+03	3.816577183771355976e+03
1.675807864530767868e-10	2.535698936272483024e+03	3.920574182269301218e+03
1.730765534195724819e-10	2.601887220952760799e+03	4.027981734453360787e+03
1.787525525904235329e-10	2.670246132685304474e+03	4.138911688517368930e+03
1.846146946324547531e-10	2.740846856602387561e+03	4.253479560686687364e+03
1.906690840512252406e-10	2.813762912333615077e+03	4.371804655510322846e+03
1.969220255479172543e-10	2.889070230565135716e+03	4.494010190097985287e+03
2.033800305846981002e-10	2.966847232109594188e+03	4.620223422431459767e+03
2.100498241653915480e-10	3.047174909569163901e+03	4.750575783883938129e+03
2.169383518385184289e-10	3.130136911676690488e+03	4.885203016085250056e+03
2.240527869300018610e-10	3.215819630402794246e+03	5.024245312275596007e+03
2.314005380130653023e-10	3.304312290919607676e+03	5.167847463294900081e+03
2.389892566231049743e-10	3.395707044514864265e+03	5.316159008359866675e+03
2.468268452255692806e-10	3.490099064553076460e+03	5.469334390785724281e+03
2.549214654451423314e-10	3.587586645583729478e+03	5.627533118814819318e+03
2.632815465648021228e-10	3.688271305699709956e+03	5.790919931719549822e+03
2.719157943036017723e-10	3.792257892252544025e+03	5.959664971352581233e+03
2.808331998823172083e-10	3.899654691034546431e+03	6.133943959323032686e+03
2.900430493863991314e-10	4.010573539041557979e+03	6.313938379983079358e+03
2.995549334359813486e-10	4.125129940933717990e+03	6.499835669415580014e+03
3.093787571730138678e-10	4.243443189315531527e+03	6.691829410619480768e+03
3.195247505759212065e-10	4.365636488960486531e+03	6.890119535096277104e+03
3.300034791125284578e-10	4.491837085109589680e+03	7.094912531047466473e+03
3.408258547423451742e-10	4.622176395977416178e+03	7.306421658399754961e+03
3.520031472796679687e-10	4.756790149603652935e+03	7.524867170881974744e+03
3.635469961293320139e-10	4.895818525192666129e+03	7.750476545384945894e+03
3.754694224073336536e-10	5.039406299088248488e+03	7.983484718843143128e+03
3.877828414589456106e-10	5.187702995535573791e+03	8.224134332884823380e+03
4.005000757873611052e-10	5.340863042387355563e+03	8.472675986505404580e+03
4.136343684063274911e-10	5.499045931916337395e+03	8.729368497027164267e+03
4.271993966306778827e-10	5.662416386901586520e+03	8.994479169617088701e+03
4.412092863191189219e-10	5.831144532161554707e+03	9.268284075643452525e+03
4.556786265841064474e-10	6.005406071712504854e+03	9.551068340161044034e+03
4.706224849841281415e-10	6.185382471736810658e+03	9.843126438824385332e+03
4.860564232142136024e-10	6.371261149551653943e+03	1.014476250453815373e+04
5.019965133110081441e-10	6.563235668774883379e+03	1.045629064416408983e+04
5.184593543892912175e-10	6.761505940891309365e+03	1.077803526561427134e+04
5.354620899273606527e-10	6.966278433429289180e+03	1.111033141567127313e+04
5.530224256192902378e-10	7.177766384964430472e+03	1.145352512888709680e+04
5.711586478126431938e-10	7.396190027174251554e+03	1.180797378792410200e+04
5.898896425508497150e-10	7.621776814175105756e+03	1.217404649571325535e+04
6.092349152400710261e-10	7.854761659380111269e+03	1.255212445981719975e+04
6.292146109610343618e-10	8.095387180124793304e+03	1.294260138939839635e+04
6.498495354469890483e-10	8.343903950315154361e+03	1.334588390520574467e+04
6.711611767496282870e-10	8.600570761361272162e+03	1.376239196300659387e+04
6.931717276155404727e-10	8.865654891668142227e+03	1.419255929090510654e+04
7.159041085964887260e-10	9.139432384964391531e+03	1.463683384100234071e+04
7.393819919175865964e-10	9.422188337758734633e+03	1.509567825586842628e+04
7.636298261282244400e-10	9.714217196223456995e+03	1.556957035031255873e+04
7.886728615614152294e-10	1.001582306281412639e+04	1.605900360895249287e+04
8.145371766280743462e-10	1.032732001294482143e+04	1.656448770010174485e+04
8.412497049736117954e-10	1.064903242204862181e+04	1.708654900650952550e+04
8.688382635251186617e-10	1.098129530336398238e+04	1.762573117350621396e+04
8.973315814583522479e-10	1.132445465679869812e+04	1.818259567512503054e+04
9.267593301146878953e-10	1.167886782923478313e+04	1.875772239878962137e+04
9.571521538991863169e-10	1.204490388664946113e+04	1.935171024917621980e+04
9.885417021919573871e-10	1.242294399843971951e+04	1.996517777187936008e+04
1.020960662306046580e-09	1.272065581774317980e+04	2.047721874636854773e+04
1.054442793526168950e-09	1.297577932443094869e+04	2.093742948893767971e+04
1.089022962263730067e-09	1.323926953812676220e+04	2.141273271943558575e+04
1.124737178364752061e-09	1.351140084274400033e+04	2.190362339195788809e+04
1.161622632608501755e-09	1.379245662054291097e+04	2.241061269248706230e+04
1.199717735435884489e-09	1.408272954722901159e+04	2.293422857121286870e+04
1.239062156947916503e-09	1.438252189672911481e+04	2.347501629231001061e+04
1.279696868215940940e-09	1.469214585596242250e+04	2.403353900174557202e+04
1.321664183946605026e-09	1.501192384993447558e+04	2.461037831370773347e+04
1.365007806546013663e-09	1.534218887749241730e+04	2.520613491626600080e+04
1.409772871628966933e-09	1.568328485809133235e+04	2.582142919689412156e+04
1.456005995020649598e-09	1.603556698993261671e+04	2.645690188850669438e+04
1.503755321299737753e-09	1.639940211984747293e+04	2.711321473668251565e+04
1.553070573933460069e-09	1.677516912531058551e+04	2.779105118876923734e+04
1.604003107056820079e-09	1.716325930898184743e+04	2.849111710558702543e+04
1.656605958949914401e-09	1.756407680618698578e+04	2.921414149647245722e+04
1.710933907269014249e-09	1.797803900576138767e+04	2.996087727842782988e+04
1.767043526088946692e-09	1.840557698469542083e+04	3.073210206016673328e+04
1.824993244816152494e-09	1.884713595703375540e+04	3.152861895187199843e+04
1.884843409033795523e-09	1.930317573749633448e+04	3.235125740150965430e+04
1.946656343342262358e-09	1.977417122030357132e+04	3.320087405856941768e+04
2.010496416260498236e-09	2.026061287370450009e+04	3.407835366613131919e+04
2.076430107255774870e-09	2.076300725072292698e+04	3.498460998218756140e+04
2.144526075971667793e-09	2.128187751665326141e+04	3.592058673117872968e+04
2.214855233726359314e-09	2.181776399385549303e+04	3.688725858673541370e+04
2.287490817355702788e-09	2.237122472441657010e+04	3.788563218664870510e+04
2.362508465477946229e-09	2.294283605126405382e+04	3.891674718112609116e+04
2.439986297259550245e-09	2.353319321833735012e+04	3.998167731542498950e+04
2.520004993764092080e-09	2.414291099044123985e+04	4.108153154799062759e+04
2.602647881969005809e-09	2.477262429342749965e+04	4.221745520526318433e+04
2.688001021537606561e-09	2.542298887537099290e+04	4.339063117435637832e+04
2.776153294436799262e-09	2.609468198942889285e+04	4.460228113484972710e+04
2.867196497493770032e-09	2.678840309909415009e+04	4.585366683097710484e+04
2.961225437988034610e-09	2.750487460657737392e+04	4.714609138553615048e+04
3.058338032378433485e-09	2.824484260507609361e+04	4.848090065688746108e+04
3.158635408267817403e-09	2.900907765571416530e+04	4.985948464045564469e+04
3.262222009711669644e-09	2.979837558996099324e+04	5.128327891619273578e+04
3.369205705980266915e-09	3.061355833836561942e+04	5.275376614351032913e+04
3.479697903887691433e-09	3.145547478646913078e+04	5.427247760523805482e+04
3.593813663804627762e-09	3.232500165878636471e+04	5.584099480221540580e+04
3.711671819475765297e-09	3.322304443177754729e+04	5.746095110017785919e+04
3.833395101766601886e-09	3.415053827676075161e+04	5.913403343065245281e+04
3.959110266468459240e-09	3.510844903374664136e+04	6.086198404763325379e+04
4.088948226294862618e-09	3.609777421721016435e+04	6.264660234186715388e+04
4.223044187206674123e-09	3.711954405484603922e+04	6.448974671463808045e+04
4.361537789208003199e-09	3.817482256039005006e+04	6.639333651300196652e+04
4.504573251759458750e-09	3.926470864162322687e+04	6.835935402848686499e+04
4.652299523960189308e-09	4.039033724471262394e+04	7.038984656134003308e+04
4.804870439655131104e-09	4.155288053608066548e+04	7.248692855247156695e+04
4.962444877628916452e-09	4.275354912303327728e+04	7.465278378531431372e+04
5.125186927053329472e-09	4.399359331441849645e+04	7.688966765989338455e+04
5.293266058360561204e-09	4.527430442262787255e+04	7.919990954147314187e+04
5.466857299720180771e-09	4.659701610829657875e+04	8.158591518622721196e+04
5.646141419303669251e-09	4.796310576910287637e+04	8.405016924645811378e+04
5.831305113526221869e-09	4.937399597411254945e+04	8.659523785797446908e+04
6.022541201461928965e-09	5.083115594516261626e+04	8.922377131232086685e+04
6.220048825634711276e-09	5.233610308682625327e+04	9.193850681664248987e+04
6.424033659394191079e-09	5.389040456655296293e+04	9.474227134405923425e+04
6.634708121092347870e-09	5.549567894662855542e+04	9.763798457751648675e+04
6.852291595284060743e-09	5.715359786965505918e+04	1.006286619501790847e+05
7.077010661181889919e-09	5.886588779930560850e+04	1.037174177855343150e+05
7.309099328602911004e-09	6.063433181816654542e+04	1.069074685404730408e+05
