Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
1.000000000000000166e-10	1.184299237840647064e+07	2.890464226529011503e+07
1.032794731918951654e-10	1.184298222859452479e+07	2.890462928865895793e+07
1.066664958279539403e-10	1.184297174592221715e+07	2.890461588646265864e+07
1.101645949633656381e-10	1.184296091947348043e+07	2.890460204474492744e+07
1.137774133221491146e-10	1.184294973797426000e+07	2.890458774909177423e+07
1.175087130904807540e-10	1.184293818978076987e+07	2.890457298461650312e+07
1.213623798344240958e-10	1.184292626286737062e+07	2.890455773594423011e+07
1.253424265461399975e-10	1.184291394481404498e+07	2.890454198719583452e+07
1.294529978227915867e-10	1.184290122279346175e+07	2.890452572197145596e+07
1.336983741824946476e-10	1.184288808355762251e+07	2.890450892333340645e+07
1.380829765218092491e-10	1.184287451342406869e+07	2.890449157378852367e+07
1.426113707194128486e-10	1.184286049826162122e+07	2.890447365526996925e+07
1.472882723907502473e-10	1.184284602347567864e+07	2.890445514911840111e+07
1.521185517986104510e-10	1.184283107399301417e+07	2.890443603606255352e+07
1.571072389247450498e-10	1.184281563424606994e+07	2.890441629619916528e+07
1.622595287078087593e-10	1.184279968815676495e+07	2.890439590897224844e+07
1.675807864530767868e-10	1.184278321911973692e+07	2.890437485315169021e+07
1.730765534195724819e-10	1.184276620998505317e+07	2.890435310681113973e+07
1.787525525904235329e-10	1.184274864304035716e+07	2.890433064730517939e+07
1.846146946324547531e-10	1.184273049999242090e+07	2.890430745124574751e+07
1.906690840512252406e-10	1.184271176194809005e+07	2.890428349447776005e+07
1.969220255479172543e-10	1.184269240939461812e+07	2.890425875205399096e+07
2.033800305846981002e-10	1.184267242217934690e+07	2.890423319820906594e+07
2.100498241653915480e-10	1.184265177948870510e+07	2.890420680633265153e+07
2.169383518385184289e-10	1.184263045982655883e+07	2.890417954894172028e+07
2.240527869300018610e-10	1.184260844099180773e+07	2.890415139765196294e+07
2.314005380130653023e-10	1.184258570005527325e+07	2.890412232314820215e+07
2.389892566231049743e-10	1.184256221333582327e+07	2.890409229515388608e+07
2.468268452255692806e-10	1.184253795637570322e+07	2.890406128239954636e+07
2.549214654451423314e-10	1.184251290391508117e+07	2.890402925259024650e+07
2.632815465648021228e-10	1.184248702986572869e+07	2.890399617237193137e+07
2.719157943036017723e-10	1.184246030728386156e+07	2.890396200729672611e+07
2.808331998823172083e-10	1.184243270834208652e+07	2.890392672178703919e+07
2.900430493863991314e-10	1.184240420430041663e+07	2.890389027909851819e+07
2.995549334359813486e-10	1.184237476547634043e+07	2.890385264128180221e+07
3.093787571730138678e-10	1.184234436121392250e+07	2.890381376914297789e+07
3.195247505759212065e-10	1.184231295985186659e+07	2.890377362220277637e+07
3.300034791125284578e-10	1.184228052869056165e+07	2.890373215865443647e+07
3.408258547423451742e-10	1.184224703395801596e+07	2.890368933532014117e+07
3.520031472796679687e-10	1.184221244077469595e+07	2.890364510760608315e+07
3.635469961293320139e-10	1.184217671311720088e+07	2.890359942945599556e+07
3.754694224073336536e-10	1.184213981378075667e+07	2.890355225330322236e+07
3.877828414589456106e-10	1.184210170434046723e+07	2.890350353002116457e+07
4.005000757873611052e-10	1.184206234511129931e+07	2.890345320887213573e+07
4.136343684063274911e-10	1.184202169510676153e+07	2.890340123745451123e+07
4.271993966306778827e-10	1.184197971199622378e+07	2.890334756164818257e+07
4.412092863191189219e-10	1.184193635206083022e+07	2.890329212555817515e+07
4.556786265841064474e-10	1.184189157014797814e+07	2.890323487145645171e+07
4.706224849841281415e-10	1.184184531962430105e+07	2.890317573972181976e+07
4.860564232142136024e-10	1.184179755232709832e+07	2.890311466877779365e+07
5.019965133110081441e-10	1.184174821851418912e+07	2.890305159502853453e+07
5.184593543892912175e-10	1.184169726681211218e+07	2.890298645279257372e+07
5.354620899273606527e-10	1.184164464416262321e+07	2.890291917423445359e+07
5.530224256192902378e-10	1.184159029576745257e+07	2.890284968929405138e+07
5.711586478126431938e-10	1.184153416503123008e+07	2.890277792561366037e+07
5.898896425508497150e-10	1.184147619350256212e+07	2.890270380846260488e+07
6.092349152400710261e-10	1.184141632081315294e+07	2.890262726065945625e+07
6.292146109610343618e-10	1.184135448461494595e+07	2.890254820249161869e+07
6.498495354469890483e-10	1.184129062051519565e+07	2.890246655163236335e+07
6.711611767496282870e-10	1.184122466200941242e+07	2.890238222305506468e+07
6.931717276155404727e-10	1.184115654041211680e+07	2.890229512894468382e+07
7.159041085964887260e-10	1.184108618478529900e+07	2.890220517860630155e+07
7.393819919175865964e-10	1.184101352186455950e+07	2.890211227837068215e+07
7.636298261282244400e-10	1.184093847598281689e+07	2.890201633149674162e+07
7.886728615614152294e-10	1.184086096899149939e+07	2.890191723807079718e+07
8.145371766280743462e-10	1.184078092017917894e+07	2.890181489490250871e+07
8.412497049736117954e-10	1.184069824618751928e+07	2.890170919541745260e+07
8.688382635251186617e-10	1.184061286092446558e+07	2.890160002954611927e+07
8.973315814583522479e-10	1.184052467547459900e+07	2.890148728360930458e+07
9.267593301146878953e-10	1.184043359800654650e+07	2.890137084019971639e+07
9.571521538991863169e-10	1.184033953367734700e+07	2.890125057805972174e+07
9.885417021919573871e-10	1.184024238453368656e+07	2.890112637195509300e+07
1.020960662306046580e-09	1.184014779091260210e+07	2.890099894317331538e+07
1.054442793526168950e-09	1.184005333668375574e+07	2.890086781565079838e+07
1.089022962263730067e-09	1.183995578485379741e+07	2.890073238783633336e+07
1.124737178364752061e-09	1.183985503383772634e+07	2.890059251870300248e+07
1.161622632608501755e-09	1.183975097871909291e+07	2.890044806259893253e+07
1.199717735435884489e-09	1.183964351114073768e+07	2.890029886909566075e+07
1.239062156947916503e-09	1.183953251919196174e+07	2.890014478283144161e+07
1.279696868215940940e-09	1.183941788729198091e+07	2.889998564334949851e+07
1.321664183946605026e-09	1.183929949606957100e+07	2.889982128493090719e+07
1.365007806546013663e-09	1.183917722223875858e+07	2.889965153642204031e+07
1.409772871628966933e-09	1.183905093847044557e+07	2.889947622105632722e+07
1.456005995020649598e-09	1.183892051325980574e+07	2.889929515627019480e+07
1.503755321299737753e-09	1.183878581078934483e+07	2.889910815351294726e+07
1.553070573933460069e-09	1.183864669078747928e+07	2.889891501805040240e+07
1.604003107056820079e-09	1.183850300838244520e+07	2.889871554876214266e+07
1.656605958949914401e-09	1.183835461395145766e+07	2.889850953793204203e+07
1.710933907269014249e-09	1.183820135296488740e+07	2.889829677103200182e+07
1.767043526088946692e-09	1.183804306582534872e+07	2.889807702649851143e+07
1.824993244816152494e-09	1.183787958770150505e+07	2.889785007550195605e+07
1.884843409033795523e-09	1.183771074835641310e+07	2.889761568170830607e+07
1.946656343342262358e-09	1.183753637197026238e+07	2.889737360103303567e+07
2.010496416260498236e-09	1.183735627695727348e+07	2.889712358138691261e+07
2.076430107255774870e-09	1.183717027577661537e+07	2.889686536241352186e+07
2.144526075971667793e-09	1.183697817473709956e+07	2.889659867521812022e+07
2.214855233726359314e-09	1.183677977379549295e+07	2.889632324208764359e+07
2.287490817355702788e-09	1.183657486634819210e+07	2.889603877620149031e+07
2.362508465477946229e-09	1.183636323901609145e+07	2.889574498133285716e+07
2.439986297259550245e-09	1.183614467142236419e+07	2.889544155154027045e+07
2.520004993764092080e-09	1.183591893596299738e+07	2.889512817084897682e+07
2.602647881969005809e-09	1.183568579756975546e+07	2.889480451292192563e+07
2.688001021537606561e-09	1.183544501346540637e+07	2.889447024071992934e+07
2.776153294436799262e-09	1.183519633291090652e+07	2.889412500615067407e+07
2.867196497493770032e-09	1.183493949694428593e+07	2.889376844970627129e+07
2.961225437988034610e-09	1.183467423811099492e+07	2.889340020008886233e+07
3.058338032378433485e-09	1.183440028018537723e+07	2.889301987382396683e+07
3.158635408267817403e-09	1.183411733788302913e+07	2.889262707486117631e+07
3.262222009711669644e-09	1.183382511656372994e+07	2.889222139416170493e+07
3.369205705980266915e-09	1.183352331192460097e+07	2.889180240927244350e+07
3.479697903887691433e-09	1.183321160968323983e+07	2.889136968388606608e+07
3.593813663804627762e-09	1.183288968525043689e+07	2.889092276738664508e+07
3.711671819475765297e-09	1.183255720339216106e+07	2.889046119438043982e+07
3.833395101766601886e-09	1.183221381788047589e+07	2.888998448421122879e+07
3.959110266468459240e-09	1.183185917113298923e+07	2.888949214045981690e+07
4.088948226294862618e-09	1.183149289384049177e+07	2.888898365042706579e+07
4.223044187206674123e-09	1.183111460458237864e+07	2.888845848460001126e+07
4.361537789208003199e-09	1.183072390942946076e+07	2.888791609610044211e+07
4.504573251759458750e-09	1.183032040153373964e+07	2.888735592011543363e+07
4.652299523960189308e-09	1.182990366070475057e+07	2.888677737330916524e+07
4.804870439655131104e-09	1.182947325297199562e+07	2.888617985321549326e+07
4.962444877628916452e-09	1.182902873013302870e+07	2.888556273761052638e+07
5.125186927053329472e-09	1.182856962928672507e+07	2.888492538386473060e+07
5.293266058360561204e-09	1.182809547235124558e+07	2.888426712827370316e+07
5.466857299720180771e-09	1.182760576556617953e+07	2.888358728536703810e+07
5.646141419303669251e-09	1.182709999897837453e+07	2.888288514719450101e+07
5.831305113526221869e-09	1.182657764591091312e+07	2.888215998258882388e+07
6.022541201461928965e-09	1.182603816241463646e+07	2.888141103640430793e+07
6.220048825634711276e-09	1.182548098670172319e+07	2.888063752873044461e+07
6.424033659394191079e-09	1.182490553856067359e+07	2.887983865407978371e+07
6.634708121092347870e-09	1.182431121875210479e+07	2.887901358054912090e+07
6.852291595284060743e-09	1.182369740838474035e+07	2.887816144895320013e+07
7.077010661181889919e-09	1.182306346827092953e+07	2.887728137193003297e+07
7.309099328602911004e-09	1.182240873826103285e+07	2.887637243301682547e+07
7.548799281653435948e-09	1.182173253655598313e+07	2.887543368569562584e+07
7.796360130405233414e-09	1.182103415899729170e+07	2.887446415240769088e+07
