Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
3.471686818926559579e-06	2.278766839021710679e+07	6.497388116157470644e+07
3.585539857459816780e-06	2.276672036996439844e+07	6.492616960777487606e+07
3.703126675869923221e-06	2.274508536500326544e+07	6.487689336635873467e+07
3.824569722466998750e-06	2.272274084585436806e+07	6.482600112381538749e+07
3.949995461220647668e-06	2.269966354419012368e+07	6.477343988382107019e+07
4.079534503452449404e-06	2.267697508499926701e+07	6.472063850085240602e+07
4.213321743847289341e-06	2.265391600731107593e+07	6.466658910812852532e+07
4.351496500925044872e-06	2.263010071335180104e+07	6.461076718005987257e+07
4.494202662119142613e-06	2.260550440321155638e+07	6.455311458682500571e+07
4.641588833612781958e-06	2.258010146367406845e+07	6.449357129225058854e+07
4.793808495089106764e-06	2.255386544154450297e+07	6.443207529129301757e+07
4.951020159556351225e-06	2.252676901610257104e+07	6.436856254546996206e+07
5.113387538414320594e-06	2.249997917694908381e+07	6.430466642258876562e+07
5.281079711934330620e-06	2.247305072150144726e+07	6.423972700375724584e+07
5.454271305329836335e-06	2.244523915457642078e+07	6.417265791409417987e+07
5.633142670601352205e-06	2.241651551476984099e+07	6.410338931161556393e+07
5.817880074344935696e-06	2.238684989089606330e+07	6.403184906388825923e+07
6.008675891719681185e-06	2.235621139084014297e+07	6.395796267291532457e+07
6.205728806776500758e-06	2.232456810938848555e+07	6.388165319755798578e+07
6.409244019356456972e-06	2.229306658339348808e+07	6.380467666176088154e+07
6.619433458774388568e-06	2.226180115779385343e+07	6.372715077214248478e+07
6.836516004510238809e-06	2.222951039094334096e+07	6.364708244175726175e+07
7.060717714137765353e-06	2.219616065705051273e+07	6.356438829194188118e+07
7.292272058728313350e-06	2.216171722757509723e+07	6.347898220965202153e+07
7.531420165974376510e-06	2.212614423506366834e+07	6.339077525778921694e+07
7.778411071286482598e-06	2.208940463579927385e+07	6.329967558258669078e+07
8.033501977124735881e-06	2.205252572932647169e+07	6.320739599140436202e+07
8.296958520834915102e-06	2.201644849576947838e+07	6.311550187182264030e+07
8.569055051268345481e-06	2.197918811900960654e+07	6.302059410922431946e+07
8.850074914473438512e-06	2.194070579818269238e+07	6.292257387199454755e+07
9.140310748756224233e-06	2.190096145996064693e+07	6.282133908736220747e+07
9.440064789417603028e-06	2.185991371682130918e+07	6.271678433510696143e+07
9.749649183484097127e-06	2.181751982394983619e+07	6.260880073778066039e+07
1.006938631476026946e-05	2.177454746949009970e+07	6.249877049260659516e+07
1.039960913954120295e-05	2.173319106738936901e+07	6.239070147778102010e+07
1.074066153333432437e-05	2.169047839316861331e+07	6.227908836858551204e+07
1.109289864895222712e-05	2.164636496824724227e+07	6.216381493739527464e+07
1.145668728634872662e-05	2.160080485538155213e+07	6.204476114493177831e+07
1.183240627458378028e-05	2.155375061082823575e+07	6.192180301526051760e+07
1.222044686631488820e-05	2.150515323493913934e+07	6.179481250668942928e+07
1.262121314522546164e-05	2.145532966835894436e+07	6.166438799950397760e+07
1.303512244681508904e-05	2.140825274315410852e+07	6.153839412364889681e+07
1.346260579298911035e-05	2.135963194280761480e+07	6.140826831241171807e+07
1.390410834090069648e-05	2.130941663634807616e+07	6.127387506007929146e+07
1.436008984651260800e-05	2.125755453237496316e+07	6.113507441706490517e+07
1.483102514336102853e-05	2.120399162460530177e+07	6.099172184417267889e+07
1.531740463702079875e-05	2.114867213563453406e+07	6.084366806208255887e+07
1.581973481578601704e-05	2.109153845885307714e+07	6.069075889589920640e+07
1.633853877809860416e-05	2.103802033129370585e+07	6.054454996183500439e+07
1.687435677727375848e-05	2.098308516965517402e+07	6.039426765540777892e+07
1.742774678408917511e-05	2.092634842411779612e+07	6.023905688102912903e+07
1.799928506782476860e-05	2.086775101222055778e+07	6.007875601091378927e+07
1.858956679635688644e-05	2.080723191390900686e+07	5.991319811673662812e+07
1.919920665593282809e-05	2.074472810799235106e+07	5.974221079580289871e+07
1.982883949127071257e-05	2.068017450651674345e+07	5.956561599151757360e+07
2.047912096665083489e-05	2.061920856140100583e+07	5.939621998248170316e+07
2.115072824868794552e-05	2.055762845100760460e+07	5.922442292246949673e+07
2.184436071149428344e-05	2.049402883740231395e+07	5.904699182392972708e+07
2.256074066496859061e-05	2.042834349151869118e+07	5.886374192007927597e+07
2.330061410696924993e-05	2.036050401232581213e+07	5.867448238475786150e+07
