Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	5.486362743042759860e+01	7.952047369965583812e+01
1.032794731918951654e-10	5.623220173086011897e+01	8.159905795992283117e+01
1.066664958279539403e-10	5.764565805858650549e+01	8.374580883377626606e+01
1.101645949633656381e-10	5.910546830765980530e+01	8.596296182703446220e+01
1.137774133221491146e-10	6.061315264250401214e+01	8.825282575832990517e+01
1.175087130904807540e-10	6.217028108092784322e+01	9.061778516338303291e+01
1.213623798344240958e-10	6.377847512905317018e+01	9.306030277812409679e+01
1.253424265461399975e-10	6.543940946986039364e+01	9.558292210324789551e+01
1.294529978227915867e-10	6.715481370710938336e+01	9.818827005287270993e+01
1.336983741824946476e-10	6.892647416645159808e+01	1.008790596900610410e+02
1.380829765218092491e-10	7.075623575560932466e+01	1.036580930520512709e+02
1.426113707194128486e-10	7.264600388555908239e+01	1.065282640681417803e+02
1.472882723907502473e-10	7.459774645471952681e+01	1.094925615732665420e+02
1.521185517986104510e-10	7.661349589821040240e+01	1.125540724203998906e+02
1.571072389247450498e-10	7.869535130431633263e+01	1.157159846950319348e+02
1.622595287078087593e-10	8.084548060035950812e+01	1.189815910350617543e+02
1.675807864530767868e-10	8.306612281025752509e+01	1.223542920595657222e+02
1.730765534195724819e-10	8.535959038611703420e+01	1.258375999100110221e+02
1.787525525904235329e-10	8.772827161629169268e+01	1.294351419076029117e+02
1.846146946324547531e-10	9.017463311241137092e+01	1.331506643305729369e+02
1.906690840512252406e-10	9.270122237797312437e+01	1.369880363153431801e+02
1.969220255479172543e-10	9.531067046116828578e+01	1.409512538856272386e+02
2.033800305846981002e-10	9.800569469470823947e+01	1.450444441136651790e+02
2.100498241653915480e-10	1.007891015255022609e+02	1.492718694179249894e+02
2.169383518385184289e-10	1.036637894371335022e+02	1.536379320017453267e+02
2.240527869300018610e-10	1.066327519681773595e+02	1.581471784375434595e+02
2.314005380130653023e-10	1.096990808295042257e+02	1.628043044013600706e+02
2.389892566231049743e-10	1.128659691238136418e+02	1.676141595626728247e+02
2.468268452255692806e-10	1.161367146707521840e+02	1.725817526345698525e+02
2.549214654451423314e-10	1.195147234410776775e+02	1.777122565895421076e+02
2.632815465648021228e-10	1.230035131034459113e+02	1.830110140463268920e+02
2.719157943036017723e-10	1.266067166875130567e+02	1.884835428334104108e+02
2.808331998823172083e-10	1.303280863671691634e+02	1.941355417349850825e+02
2.900430493863991314e-10	1.341714973678408569e+02	1.999728964253430945e+02
2.995549334359813486e-10	1.381409520019339254e+02	2.060016855978872741e+02
3.093787571730138678e-10	1.422405838366165653e+02	2.122281872951409696e+02
3.195247505759212065e-10	1.464746619982839491e+02	2.186588854463488474e+02
3.300034791125284578e-10	1.508475956181871140e+02	2.253004766194773936e+02
3.408258547423451742e-10	1.553639384238544210e+02	2.321598769946439802e+02
3.520031472796679687e-10	1.600283934810876758e+02	2.392442295662388858e+02
3.635469961293320139e-10	1.648458180914708748e+02	2.465609115812385710e+02
3.754694224073336536e-10	1.698212288504913658e+02	2.541175422214564321e+02
3.877828414589456106e-10	1.749598068715405077e+02	2.619219905377306645e+02
4.005000757873611052e-10	1.802669031812346248e+02	2.699823836443124492e+02
4.136343684063274911e-10	1.857480442916732670e+02	2.783071151819860347e+02
4.271993966306778827e-10	1.914089379554386880e+02	2.869048540587348270e+02
4.412092863191189219e-10	1.972554791093289452e+02	2.957845534770557379e+02
4.556786265841064474e-10	2.032937560130142174e+02	3.049554602573214197e+02
4.706224849841281415e-10	2.095300565890081259e+02	3.144271244668993859e+02
4.860564232142136024e-10	2.159708749705578725e+02	3.242094093650570130e+02
5.019965133110081441e-10	2.226229182642691455e+02	3.343125016740044657e+02
5.184593543892912175e-10	2.294931135345109965e+02	3.447469221867763167e+02
5.354620899273606527e-10	2.365886150168712163e+02	3.555235367229940948e+02
5.530224256192902378e-10	2.439168115681760298e+02	3.666535674439210766e+02
5.711586478126431938e-10	2.514853343608301941e+02	3.781486045385904617e+02
5.898896425508497150e-10	2.593020648294919397e+02	3.900206182931779040e+02
6.092349152400710261e-10	2.673751428783561437e+02	4.022819715561852263e+02
6.292146109610343618e-10	2.757129753575936775e+02	4.149454326124164254e+02
6.498495354469890483e-10	2.843242448177729216e+02	4.280241884791528264e+02
6.711611767496282870e-10	2.932179185513805919e+02	4.415318586383722277e+02
6.931717276155404727e-10	3.024032579308565118e+02	4.554825092193128171e+02
7.159041085964887260e-10	3.118898280528669034e+02	4.698906676461503480e+02
7.393819919175865964e-10	3.216875076988590649e+02	4.847713377660418246e+02
7.636298261282244400e-10	3.318064996222692571e+02	5.001400154732895658e+02
7.886728615614152294e-10	3.422573411730977000e+02	5.160127048458950867e+02
8.145371766280743462e-10	3.530509152709130944e+02	5.324059348113081569e+02
8.412497049736117954e-10	3.641984617377135578e+02	5.493367763587226591e+02
8.688382635251186617e-10	3.757115890024469422e+02	5.668228603158469241e+02
8.973315814583522479e-10	3.876022861893758886e+02	5.848823957086570999e+02
9.267593301146878953e-10	3.998829356028796269e+02	6.035341887232555109e+02
9.571521538991863169e-10	4.125663256216898844e+02	6.227976622895754417e+02
9.885417021919573871e-10	4.256656640159906146e+02	6.426928763073306072e+02
1.020960662306046580e-09	4.367583817157205885e+02	6.601966166286492808e+02
1.054442793526168950e-09	4.468394351914919866e+02	6.765558299848921706e+02
1.089022962263730067e-09	4.572510941134618179e+02	6.934515393575576354e+02
1.124737178364752061e-09	4.680042005986093727e+02	7.109013389896806530e+02
1.161622632608501755e-09	4.791099523282330210e+02	7.289234001227781619e+02
1.199717735435884489e-09	4.905799142085882636e+02	7.475364899193625661e+02
1.239062156947916503e-09	5.024260304139305049e+02	7.667599910060097272e+02
1.279696868215940940e-09	5.146606368245073782e+02	7.866139216573367321e+02
1.321664183946605026e-09	5.272964738724532481e+02	8.071189566419117227e+02
1.365007806546013663e-09	5.403466998089578510e+02	8.282964487517944008e+02
1.409772871628966933e-09	5.538249044065321414e+02	8.501684510381365953e+02
1.456005995020649598e-09	5.677451231106325622e+02	8.727577397759901032e+02
1.503755321299737753e-09	5.821218516553868767e+02	8.960878381822408301e+02
1.553070573933460069e-09	5.969700611586383729e+02	9.201830409113680389e+02
1.604003107056820079e-09	6.123052137120250791e+02	9.450684393545291186e+02
