Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
2.384390470093720426e-07	2.944871519700663630e+06	7.203158608160135336e+06
2.462585916350547006e-07	2.944389010100443847e+06	7.202413324958660640e+06
2.543345761304648365e-07	2.943896192980217282e+06	7.201645943856623955e+06
2.626754103723835758e-07	2.943396142177265137e+06	7.200857189619228244e+06
2.712897800372467241e-07	2.942879692342284601e+06	7.200042568398066796e+06
2.801866556459195443e-07	2.942346305673416704e+06	7.199201231892341748e+06
2.893753019050950594e-07	2.941795426731733140e+06	7.198332303981456906e+06
2.988652873550382326e-07	2.941226481862837914e+06	7.197434879812678322e+06
3.086664943337274455e-07	2.940638878599490505e+06	7.196508024858868681e+06
3.187891292677645596e-07	2.940036777737680357e+06	7.195553023381464183e+06
3.292437333007768907e-07	2.939429482418980915e+06	7.194573561105612665e+06
3.400411932703706463e-07	2.938802271013109945e+06	7.193561977626999840e+06
3.511927530450727317e-07	2.938154490377326030e+06	7.192517219539392740e+06
3.627100252330649086e-07	2.937485465949249454e+06	7.191438198890383355e+06
3.746050032748993774e-07	2.936794501044407021e+06	7.190323792048452422e+06
3.868900739327976195e-07	2.936080876130744815e+06	7.189172838532892987e+06
3.995780301895269929e-07	2.935346748965363484e+06	7.187985657342309132e+06
4.126820845702951630e-07	2.934611394605115987e+06	7.186771495470765978e+06
4.262158829015325345e-07	2.933851924495759420e+06	7.185517515486137941e+06
4.401935185208874400e-07	2.933067547767765820e+06	7.184222411564083770e+06
4.546295469532399562e-07	2.932257447615254205e+06	7.182884835056097247e+06
4.695390010680058238e-07	2.931420780445413198e+06	7.181503393085111864e+06
4.849374067335232931e-07	2.930556675000031944e+06	7.180076647095024586e+06
5.008407989848212921e-07	2.929664231448220089e+06	7.178603111352677457e+06
5.172657387216018967e-07	2.928775942270576488e+06	7.177100645008772612e+06
5.342293299538352136e-07	2.927859265625961125e+06	7.175549337251421995e+06
5.517492376129122323e-07	2.926912526816528756e+06	7.173947154772046022e+06
5.698437059469141914e-07	2.925934739961643703e+06	7.172292429147772491e+06
5.885315775191450570e-07	2.924924886848979164e+06	7.170583437240253203e+06
6.078323128297229089e-07	2.923881915874207392e+06	7.168818399401273578e+06
6.277660105806500796e-07	2.922804740945918486e+06	7.166995477619539015e+06
6.483534286054720147e-07	2.921730177653146908e+06	7.165137200580592267e+06
6.696160054853222944e-07	2.920627562229674775e+06	7.163222609961562790e+06
6.915758828738524922e-07	2.919488786828981247e+06	7.161245230856446549e+06
7.142559285543126448e-07	2.918312665594305843e+06	7.159203004133675247e+06
7.376797602527731619e-07	2.917097973779034801e+06	7.157093803133013658e+06
7.618717702322991504e-07	2.915843446471318137e+06	7.154915431450972334e+06
7.868571506936852863e-07	2.914547777276859619e+06	7.152665620653598569e+06
8.126619200091945450e-07	2.913251367178807035e+06	7.150371828356540762e+06
8.393129498166364485e-07	2.911930013070939109e+06	7.148015353865735233e+06
8.668379930019773693e-07	2.910565325509333517e+06	7.145581599425730295e+06
