Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
1.000000000000000166e-10	1.184020692165255547e+07	2.890108103232410550e+07
1.032794731918951654e-10	1.184011440660047345e+07	2.890095259720401838e+07
1.066664958279539403e-10	1.184001885754206218e+07	2.890081995008859783e+07
1.101645949633656381e-10	1.183992017497789301e+07	2.890068295284658670e+07
1.137774133221491146e-10	1.183981825614548847e+07	2.890054146281675249e+07
1.175087130904807540e-10	1.183971299491229840e+07	2.890039533265932277e+07
1.213623798344240958e-10	1.183960428166518174e+07	2.890024441020255163e+07
1.253424265461399975e-10	1.183949200319627114e+07	2.890008853828426823e+07
1.294529978227915867e-10	1.183937604258507304e+07	2.889992755458821356e+07
1.336983741824946476e-10	1.183925627907671593e+07	2.889976129147500172e+07
1.380829765218092491e-10	1.183913258795621060e+07	2.889958957580756396e+07
1.426113707194128486e-10	1.183900484041856602e+07	2.889941222877084836e+07
1.472882723907502473e-10	1.183887290343467146e+07	2.889922906568561122e+07
1.521185517986104510e-10	1.183873663961276039e+07	2.889903989581608772e+07
1.571072389247450498e-10	1.183859590705533884e+07	2.889884452217140794e+07
1.622595287078087593e-10	1.183845055921142548e+07	2.889864274130043015e+07
1.675807864530767868e-10	1.183830044472393394e+07	2.889843434307987988e+07
1.730765534195724819e-10	1.183814540727207065e+07	2.889821911049555987e+07
1.787525525904235329e-10	1.183798528540853597e+07	2.889799681941632926e+07
1.846146946324547531e-10	1.183781991239140928e+07	2.889776723836075142e+07
1.906690840512252406e-10	1.183764911601052247e+07	2.889753012825600058e+07
1.969220255479172543e-10	1.183747271840810962e+07	2.889728524218893051e+07
2.033800305846981002e-10	1.183729053589361347e+07	2.889703232514894009e+07
2.100498241653915480e-10	1.183710237875239737e+07	2.889677111376242340e+07
2.169383518385184289e-10	1.183690805104817450e+07	2.889650133601851389e+07
2.240527869300018610e-10	1.183670735041898862e+07	2.889622271098581329e+07
2.314005380130653023e-10	1.183650006786647066e+07	2.889593494851985946e+07
2.389892566231049743e-10	1.183628598753821291e+07	2.889563774896097928e+07
2.468268452255692806e-10	1.183606488650298119e+07	2.889533080282223970e+07
2.549214654451423314e-10	1.183583653451856971e+07	2.889501379046716541e+07
2.632815465648021228e-10	1.183560069379204698e+07	2.889468638177689165e+07
2.719157943036017723e-10	1.183535711873212270e+07	2.889434823580639437e+07
2.808331998823172083e-10	1.183510555569340847e+07	2.889399900042944402e+07
2.900430493863991314e-10	1.183484574271227606e+07	2.889363831197192892e+07
2.995549334359813486e-10	1.183457740923407860e+07	2.889326579483314231e+07
3.093787571730138678e-10	1.183430027583139949e+07	2.889288106109466031e+07
3.195247505759212065e-10	1.183401405391307361e+07	2.889248371011635661e+07
3.300034791125284578e-10	1.183371844542366825e+07	2.889207332811924815e+07
3.408258547423451742e-10	1.183341314253309928e+07	2.889164948775455356e+07
3.520031472796679687e-10	1.183309782731607743e+07	2.889121174765872955e+07
3.635469961293320139e-10	1.183277217142104544e+07	2.889075965199380368e+07
3.754694224073336536e-10	1.183243583572823927e+07	2.889029272997275740e+07
3.877828414589456106e-10	1.183208846999654919e+07	2.888981049536919594e+07
4.005000757873611052e-10	1.183172971249881200e+07	2.888931244601108506e+07
4.136343684063274911e-10	1.183135918964511529e+07	2.888879806325779855e+07
4.271993966306778827e-10	1.183097651559375972e+07	2.888826681146001071e+07
4.412092863191189219e-10	1.183058129184947722e+07	2.888771813740193471e+07
4.556786265841064474e-10	1.183017310684845410e+07	2.888715146972521394e+07
4.706224849841281415e-10	1.182975153552974761e+07	2.888656621833395213e+07
4.860564232142136024e-10	1.182931613889265992e+07	2.888596177378020063e+07
5.019965133110081441e-10	1.182886646353957988e+07	2.888533750662935525e+07
5.184593543892912175e-10	1.182840204120384715e+07	2.888469276680464670e+07
5.354620899273606527e-10	1.182792238826211542e+07	2.888402688291023299e+07
5.530224256192902378e-10	1.182742700523074530e+07	2.888333916153201088e+07
5.711586478126431938e-10	1.182691537624566443e+07	2.888262888651555777e+07
5.898896425508497150e-10	1.182638696852517501e+07	2.888189531822035089e+07
6.092349152400710261e-10	1.182584123181515001e+07	2.888113769274955615e+07
6.292146109610343618e-10	1.182527759781602025e+07	2.888035522115455195e+07
6.498495354469890483e-10	1.182469547959098965e+07	2.887954708861335367e+07
6.711611767496282870e-10	1.182409427095482312e+07	2.887871245358211547e+07
6.931717276155404727e-10	1.182347334584260732e+07	2.887785044691877812e+07
7.159041085964887260e-10	1.182283205765779316e+07	2.887696017097800225e+07
7.393819919175865964e-10	1.182216973859887570e+07	2.887604069867641479e+07
7.636298261282244400e-10	1.182148569896397553e+07	2.887509107252718881e+07
7.886728615614152294e-10	1.182077922643262893e+07	2.887411030364298075e+07
8.145371766280743462e-10	1.182004958532400616e+07	2.887309737070613727e+07
8.412497049736117954e-10	1.181929601583083160e+07	2.887205121890517324e+07
8.688382635251186617e-10	1.181851773322814517e+07	2.887097075883635879e+07
8.973315814583522479e-10	1.181771392705614492e+07	2.886985486536923051e+07
9.267593301146878953e-10	1.181688376027622074e+07	2.886870237647500262e+07
9.571521538991863169e-10	1.181602636839929968e+07	2.886751209201644734e+07
9.885417021919573871e-10	1.181514085858562589e+07	2.886628277249817178e+07
1.020960662306046580e-09	1.181435423430370912e+07	2.886506406785698980e+07
1.054442793526168950e-09	1.181361403772174381e+07	2.886383415046931058e+07
1.089022962263730067e-09	1.181284956659130566e+07	2.886256389827061445e+07
1.124737178364752061e-09	1.181206002483508550e+07	2.886125198849159479e+07
1.161622632608501755e-09	1.181124459026863053e+07	2.885989705498307198e+07
1.199717735435884489e-09	1.181040241374417022e+07	2.885849768679336458e+07
1.239062156947916503e-09	1.180953261826636270e+07	2.885705242669902742e+07
1.279696868215940940e-09	1.180863429807903618e+07	2.885555976968733966e+07
1.321664183946605026e-09	1.180770651772199012e+07	2.885401816138910502e+07
1.365007806546013663e-09	1.180674831105685420e+07	2.885242599646000564e+07
1.409772871628966933e-09	1.180575868026101030e+07	2.885078161690888926e+07
1.456005995020649598e-09	1.180473659478852153e+07	2.884908331037122011e+07
1.503755321299737753e-09	1.180368099029696174e+07	2.884732930832592770e+07
1.553070573933460069e-09	1.180259076753908955e+07	2.884551778425377607e+07
1.604003107056820079e-09	1.180146479121814109e+07	2.884364685173531622e+07
1.656605958949914401e-09	1.180030188880559988e+07	2.884171456248647347e+07
1.710933907269014249e-09	1.179910084932019189e+07	2.883971890432972461e+07
1.767043526088946692e-09	1.179786042206683382e+07	2.883765779909872636e+07
1.824993244816152494e-09	1.179657931533423997e+07	2.883552910047421604e+07
1.884843409033795523e-09	1.179525619504978880e+07	2.883333059174897894e+07
1.946656343342262358e-09	1.179388968339031376e+07	2.883105998351948336e+07
2.010496416260498236e-09	1.179247835734730214e+07	2.882871491130180284e+07
2.076430107255774870e-09	1.179102074724505842e+07	2.882629293306941167e+07
2.144526075971667793e-09	1.178951533521027118e+07	2.882379152671017870e+07
2.214855233726359314e-09	1.178796055359137431e+07	2.882120808739997074e+07
2.287490817355702788e-09	1.178635478332609311e+07	2.881853992489016056e+07
2.362508465477946229e-09	1.178469635225543939e+07	2.881578426070611924e+07
2.439986297259550245e-09	1.178298353338241763e+07	2.881293822525390983e+07
2.520004993764092080e-09	1.178121454307362996e+07	2.880999885483200848e+07
2.602647881969005809e-09	1.177938753920189664e+07	2.880696308854511380e+07
2.688001021537606561e-09	1.177750061922797561e+07	2.880382776511666924e+07
2.776153294436799262e-09	1.177555181821935624e+07	2.880058961959691346e+07
2.867196497493770032e-09	1.177353910680409707e+07	2.879724527996291593e+07
2.961225437988034610e-09	1.177146038905754499e+07	2.879379126360718161e+07
3.058338032378433485e-09	1.176931350031975843e+07	2.879022397371101752e+07
3.158635408267817403e-09	1.176709620494135469e+07	2.878653969549902529e+07
3.262222009711669644e-09	1.176480619395543449e+07	2.878273459237075970e+07
3.369205705980266915e-09	1.176244108267313801e+07	2.877880470190547779e+07
3.479697903887691433e-09	1.175999840820037946e+07	2.877474593173591793e+07
3.593813663804627762e-09	1.175747562687312067e+07	2.877055405528672785e+07
3.711671819475765297e-09	1.175487011160854623e+07	2.876622470737314597e+07
3.833395101766601886e-09	1.175217914916936122e+07	2.876175337965535745e+07
3.959110266468459240e-09	1.174939993733837642e+07	2.875713541594373807e+07
4.088948226294862618e-09	1.174652958200044744e+07	2.875236600735018775e+07
4.223044187206674123e-09	1.174356509412870184e+07	2.874744018728039786e+07
4.361537789208003199e-09	1.174050338667192310e+07	2.874235282626194134e+07
4.504573251759458750e-09	1.173734127133988775e+07	2.873709862660270557e+07
4.652299523960189308e-09	1.173407545528323762e+07	2.873167211687420309e+07
4.804870439655131104e-09	1.173070253766451590e+07	2.872606764621389285e+07
4.962444877628916452e-09	1.172721900611670315e+07	2.872027937844073400e+07
5.125186927053329472e-09	1.172362123308564723e+07	2.871430128597768024e+07
5.293266058360561204e-09	1.171990547205253504e+07	2.870812714357490465e+07
