Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	1.256094203982204999e+04	2.018910126348570338e+04
1.032794731918951654e-10	1.281082777597913082e+04	2.063986350038690580e+04
1.066664958279539403e-10	1.306890844786385242e+04	2.110540836400646731e+04
1.101645949633656381e-10	1.333545280619649566e+04	2.158622064662467892e+04
1.137774133221491146e-10	1.361073841530516802e+04	2.208280103915468862e+04
1.175087130904807540e-10	1.389505194216570453e+04	2.259566665253393512e+04
1.213623798344240958e-10	1.418868945492056628e+04	2.312535155621440208e+04
1.253424265461399975e-10	1.449195673118756713e+04	2.367240733431257831e+04
1.294529978227915867e-10	1.480516957647953677e+04	2.423740365999820642e+04
1.336983741824946476e-10	1.512865415306642899e+04	2.482092888871988180e+04
1.380829765218092491e-10	1.546274731962240003e+04	2.542359067088543088e+04
1.426113707194128486e-10	1.580779698201153042e+04	2.604601658463489366e+04
1.472882723907502473e-10	1.616416245557744151e+04	2.668885478936517757e+04
1.521185517986104510e-10	1.653221483931411422e+04	2.735277470068686307e+04
1.571072389247450498e-10	1.691233740230755939e+04	2.803846768751598938e+04
1.622595287078087593e-10	1.730492598285072017e+04	2.874664779202688442e+04
1.675807864530767868e-10	1.771038940064724011e+04	2.947805247321554634e+04
1.730765534195724819e-10	1.812914988253333286e+04	3.023344337484805510e+04
1.787525525904235329e-10	1.856164350216113962e+04	3.101360711859362709e+04
1.846146946324547531e-10	1.900832063410128467e+04	3.181935612316821062e+04
1.906690840512252406e-10	1.946964642283774447e+04	3.265152945034177901e+04
1.969220255479172543e-10	1.994610126714310900e+04	3.351099367869011621e+04
2.033800305846981002e-10	2.043818132033895017e+04	3.439864380600105505e+04
2.100498241653915480e-10	2.094639900696202676e+04	3.531540418127498560e+04
2.169383518385184289e-10	2.147128355637436107e+04	3.626222946728994430e+04
2.240527869300018610e-10	2.201338155387308507e+04	3.724010563473384536e+04
2.314005380130653023e-10	2.257325750987357605e+04	3.825005098893900140e+04
2.389892566231049743e-10	2.315149444775897064e+04	3.929311723028810229e+04
2.468268452255692806e-10	2.374869451100794686e+04	4.037039054939596099e+04
2.549214654451423314e-10	2.436547959023315707e+04	4.148299275820740149e+04
2.632815465648021228e-10	2.500249197078317229e+04	4.263208245818924479e+04
2.719157943036017723e-10	2.566039500158236842e+04	4.381885624683280912e+04
2.808331998823172083e-10	2.633987378590529624e+04	4.504454996372340247e+04
2.900430493863991314e-10	2.704163589480470910e+04	4.631043997747414687e+04
2.995549334359813486e-10	2.776641210393635629e+04	4.761784451486472972e+04
3.093787571730138678e-10	2.851495715454771562e+04	4.896812503356867091e+04
3.195247505759212065e-10	2.928805053942312225e+04	5.036268763989886065e+04
3.300034791125284578e-10	3.008649731460383919e+04	5.180298455304786330e+04
3.408258547423451742e-10	3.091112893772815733e+04	5.329051561734728602e+04
3.520031472796679687e-10	3.176280413386473083e+04	5.482682986412152241e+04
3.635469961293320139e-10	3.264240978974061727e+04	5.641352712476197485e+04
3.754694224073336536e-10	3.355086187729535595e+04	5.805225969670168706e+04
3.877828414589456106e-10	3.448910640752265317e+04	5.974473406402498222e+04
4.005000757873611052e-10	3.545812041559317731e+04	6.149271267450434243e+04
4.136343684063274911e-10	3.645891297828409006e+04	6.329801577491446369e+04
4.271993966306778827e-10	3.749252626477494050e+04	6.516252330653497484e+04
4.412092863191189219e-10	3.856003662190410978e+04	6.708817686281584611e+04
4.556786265841064474e-10	3.966255569501604623e+04	6.907698171124374494e+04
4.706224849841281415e-10	4.080123158556620183e+04	7.113100888151490653e+04
4.860564232142136024e-10	4.197725004668954352e+04	7.325239732218938298e+04
5.019965133110081441e-10	4.319183571797714831e+04	7.544335612807174039e+04
5.184593543892912175e-10	4.444625340074724227e+04	7.770616684063847060e+04
5.354620899273606527e-10	4.574180937513816752e+04	8.004318582390715892e+04
5.530224256192902378e-10	4.707985276039524615e+04	8.245684671822165546e+04
5.711586478126431938e-10	4.846177691976774804e+04	8.494966297450842103e+04
5.898896425508497150e-10	4.988902091147919418e+04	8.752423047164334275e+04
6.092349152400710261e-10	5.136307098728175333e+04	9.018323021965404041e+04
6.292146109610343618e-10	5.288546214015537407e+04	9.292943115157331340e+04
