Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
1.000000000000000166e-10	1.008743065625548549e+07	2.462108540855219588e+07
1.032794731918951654e-10	1.008739209359063953e+07	2.462103374377989396e+07
1.066664958279539403e-10	1.008735226627353765e+07	2.462098038467523456e+07
1.101645949633656381e-10	1.008731113283024728e+07	2.462092527567304298e+07
1.137774133221491146e-10	1.008726865042671375e+07	2.462086835938589647e+07
1.175087130904807540e-10	1.008722477482414432e+07	2.462080957654437050e+07
1.213623798344240958e-10	1.008717946033294871e+07	2.462074886593532190e+07
1.253424265461399975e-10	1.008713265976516530e+07	2.462068616433811560e+07
1.294529978227915867e-10	1.008708432438530587e+07	2.462062140645884350e+07
1.336983741824946476e-10	1.008703440385962278e+07	2.462055452486228198e+07
1.380829765218092491e-10	1.008698284620368108e+07	2.462048544990168884e+07
1.426113707194128486e-10	1.008692959772823565e+07	2.462041410964628309e+07
1.472882723907502473e-10	1.008687460298331268e+07	2.462034042980632186e+07
1.521185517986104510e-10	1.008681780470047146e+07	2.462026433365576342e+07
1.571072389247450498e-10	1.008675914373317361e+07	2.462018574195234850e+07
1.622595287078087593e-10	1.008669855899517797e+07	2.462010457285508886e+07
1.675807864530767868e-10	1.008663598739694245e+07	2.462002074183904380e+07
1.730765534195724819e-10	1.008657136377991363e+07	2.461993416160730273e+07
1.787525525904235329e-10	1.008650462084869295e+07	2.461984474200006947e+07
1.846146946324547531e-10	1.008643568910093233e+07	2.461975238990078866e+07
1.906690840512252406e-10	1.008636449675498530e+07	2.461965700913917273e+07
1.969220255479172543e-10	1.008629096967513673e+07	2.461955850039104745e+07
2.033800305846981002e-10	1.008621503129441664e+07	2.461945676107493415e+07
2.100498241653915480e-10	1.008613660253485851e+07	2.461935168524522707e+07
2.169383518385184289e-10	1.008605560172515549e+07	2.461924316348185018e+07
2.240527869300018610e-10	1.008597194451561198e+07	2.461913108277633786e+07
2.314005380130653023e-10	1.008588554379031248e+07	2.461901532641413435e+07
2.389892566231049743e-10	1.008579630957638472e+07	2.461889577385305986e+07
2.468268452255692806e-10	1.008570414895033464e+07	2.461877230059780180e+07
2.549214654451423314e-10	1.008560896594126150e+07	2.461864477807023749e+07
2.632815465648021228e-10	1.008551066143091954e+07	2.461851307347556576e+07
2.719157943036017723e-10	1.008540913305051625e+07	2.461837704966402054e+07
2.808331998823172083e-10	1.008530427507409453e+07	2.461823656498803943e+07
2.900430493863991314e-10	1.008519597830844857e+07	2.461809147315477207e+07
2.995549334359813486e-10	1.008508412997940369e+07	2.461794162307372689e+07
3.093787571730138678e-10	1.008496861361439154e+07	2.461778685869945213e+07
3.195247505759212065e-10	1.008484930892115831e+07	2.461762701886900514e+07
3.300034791125284578e-10	1.008472609166249260e+07	2.461746193713417277e+07
3.408258547423451742e-10	1.008459883352686279e+07	2.461729144158810377e+07
3.520031472796679687e-10	1.008446740199478902e+07	2.461711535468630493e+07
3.635469961293320139e-10	1.008433166020085476e+07	2.461693349306176603e+07
3.754694224073336536e-10	1.008419146679117903e+07	2.461674566733400151e+07
3.877828414589456106e-10	1.008404667577621713e+07	2.461655168191185221e+07
