Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	5.759966748412164634e+03	9.000159335146974627e+03
1.032794731918951654e-10	5.882435756786755519e+03	9.210695302991216522e+03
1.066664958279539403e-10	6.008921103459370897e+03	9.428135741460209829e+03
1.101645949633656381e-10	6.139554503167789335e+03	9.652707080817130191e+03
1.137774133221491146e-10	6.274471990199307584e+03	9.884643177044943513e+03
1.175087130904807540e-10	6.413814060049201544e+03	1.012418555537087377e+04
1.213623798344240958e-10	6.557725815724857057e+03	1.037158366177723474e+04
1.253424265461399975e-10	6.706357118847879065e+03	1.062709512276044552e+04
1.294529978227915867e-10	6.859862745711587195e+03	1.089098601360882094e+04
1.336983741824946476e-10	7.018402548456338991e+03	1.116353113547842258e+04
1.380829765218092491e-10	7.182141621530589873e+03	1.144501430155555499e+04
1.426113707194128486e-10	7.351250473610966765e+03	1.173572863260388476e+04
1.472882723907502473e-10	7.525905205160443074e+03	1.203597686220394280e+04
1.521185517986104510e-10	7.706287691809460739e+03	1.234607165200287636e+04
1.571072389247450498e-10	7.892585773751007764e+03	1.266633591730272747e+04
1.622595287078087593e-10	8.084993451346841539e+03	1.299710316332630646e+04
1.675807864530767868e-10	8.283711087148578372e+03	1.333871783251079978e+04
1.730765534195724819e-10	8.488945614543999909e+03	1.369153566319077800e+04
1.787525525904235329e-10	8.700910753245871092e+03	1.405592406004413715e+04
1.846146946324547531e-10	8.919827231847630173e+03	1.443226247668667384e+04
1.906690840512252406e-10	9.145923017677774624e+03	1.482094281081380723e+04
1.969220255479172543e-10	9.379433554192224619e+03	1.522236981230080892e+04
2.033800305846981002e-10	9.620602006151913884e+03	1.563696150468660016e+04
2.100498241653915480e-10	9.869679512840935786e+03	1.606514962048001871e+04
2.169383518385184289e-10	1.012692544958885810e+04	1.650738005074175089e+04
2.240527869300018610e-10	1.039260769786967285e+04	1.696411330941032793e+04
2.314005380130653023e-10	1.066700292425848056e+04	1.743582501285541002e+04
2.389892566231049743e-10	1.095039686853654894e+04	1.792300637515800554e+04
2.468268452255692806e-10	1.124308464124467173e+04	1.842616471963321965e+04
2.549214654451423314e-10	1.154537103099470914e+04	1.894582400712828530e+04
2.632815465648021228e-10	1.185757082185935178e+04	1.948252538164594444e+04
2.719157943036017723e-10	1.218000912117054759e+04	2.003682773386143890e+04
2.808331998823172083e-10	1.251302169806805978e+04	2.060930828311989171e+04
2.900430493863991314e-10	1.285695533315056491e+04	2.120056317852008215e+04
2.995549334359813486e-10	1.321216817959350919e+04	2.181120811971069634e+04
3.093787571730138678e-10	1.357903013610972448e+04	2.244187899804532208e+04
3.195247505759212065e-10	1.395792323214114185e+04	2.309323255876401163e+04
3.300034791125284578e-10	1.434924202568285546e+04	2.376594708489093318e+04
3.408258547423451742e-10	1.475339401415361863e+04	2.446072310356017260e+04
3.520031472796679687e-10	1.517080005874079325e+04	2.517828411550539022e+04
3.635469961293320139e-10	1.560189482266154846e+04	2.591937734847283355e+04
3.754694224073336536e-10	1.604712722379675870e+04	2.668477453534239976e+04
3.877828414589456106e-10	1.650696090216881203e+04	2.747527271776686030e+04
4.005000757873611052e-10	1.698187470275039232e+04	2.829169507616635747e+04
4.136343684063274911e-10	1.747236317410666015e+04	2.913489178694221118e+04
4.271993966306778827e-10	1.797893708339038858e+04	3.000574090780289771e+04
4.412092863191189219e-10	1.850212394822621354e+04	3.090514929212406059e+04
4.556786265841064474e-10	1.904246858603784494e+04	3.183405353329470381e+04
4.706224849841281415e-10	1.960053368139034865e+04	3.279342094003289094e+04
4.860564232142136024e-10	2.017690037193827084e+04	3.378425054368685960e+04
5.019965133110081441e-10	2.077216885358971558e+04	3.480757413857001666e+04
5.184593543892912175e-10	2.138695900551673185e+04	3.586445735641370993e+04
5.354620899273606527e-10	2.202191103566259699e+04	3.695600077605621482e+04
5.530224256192902378e-10	2.267768614741849888e+04	3.808334106952380534e+04
5.711586478126431938e-10	2.335496722816354668e+04	3.924765218569708668e+04
5.898896425508497150e-10	2.405445956038540680e+04	4.045014657279552193e+04
6.092349152400710261e-10	2.477689155612184913e+04	4.169207644095290743e+04
6.292146109610343618e-10	2.552301551548813950e+04	4.297473506619864202e+04
6.498495354469890483e-10	2.629360841008015632e+04	4.429945813720284059e+04
6.711611767496282870e-10	2.708947269206896453e+04	4.566762514618747809e+04
6.931717276155404727e-10	2.791143712982946454e+04	4.708066082545212703e+04
7.159041085964887260e-10	2.876035767097323696e+04	4.854003663101015991e+04
7.393819919175865964e-10	2.963711833368430234e+04	5.004727227488048811e+04
7.636298261282244400e-10	3.054263212728606959e+04	5.160393730763022904e+04
7.886728615614152294e-10	3.147784200299791337e+04	5.321165275281659706e+04
8.145371766280743462e-10	3.244372183587168547e+04	5.487209279502981371e+04
8.412497049736117954e-10	3.344127743893047591e+04	5.658698652329490142e+04
8.688382635251186617e-10	3.447154761056582356e+04	5.835811973164793744e+04
8.973315814583522479e-10	3.553560521628404240e+04	6.018733677876165893e+04
9.267593301146878953e-10	3.663455830592811981e+04	6.207654250855706050e+04
9.571521538991863169e-10	3.776955126753857621e+04	6.402770423380083957e+04
9.885417021919573871e-10	3.894176601905494317e+04	6.604285378475452308e+04
1.020960662306046580e-09	3.980626611060037249e+04	6.764062667875686020e+04
1.054442793526168950e-09	4.050368222618518485e+04	6.901784231541055487e+04
1.089022962263730067e-09	4.122396991631655692e+04	7.044022336966288276e+04
1.124737178364752061e-09	4.196787924815031147e+04	7.190925102927602711e+04
1.161622632608501755e-09	4.273618488709355006e+04	7.342645505716769549e+04
1.199717735435884489e-09	4.352968690349774988e+04	7.499341538442039746e+04
1.239062156947916503e-09	4.434921160580708965e+04	7.661176375553304388e+04
1.279696868215940940e-09	4.519561240102960437e+04	7.828318542762775905e+04
1.321664183946605026e-09	4.606977068342744315e+04	8.000942092538237921e+04
1.365007806546013663e-09	4.697259675235124450e+04	8.179226785351478611e+04
1.409772871628966933e-09	4.790503076017485000e+04	8.363358276870788541e+04
1.456005995020649598e-09	4.886804369131713611e+04	8.553528311292307626e+04
1.503755321299737753e-09	4.986263837337071163e+04	8.749934921011696861e+04
1.553070573933460069e-09	5.088985052139026084e+04	8.952782632843947795e+04
1.604003107056820079e-09	5.195074981642798957e+04	9.162282681006105850e+04
1.656605958949914401e-09	5.304644101943950227e+04	9.378653227084752871e+04
1.710933907269014249e-09	5.417806512171971553e+04	9.602119587217202934e+04
1.767043526088946692e-09	5.534680053306724585e+04	9.832914466723105579e+04
1.824993244816152494e-09	5.655386430891409691e+04	1.007127820243066526e+05
1.884843409033795523e-09	5.780051341769890860e+04	1.031745901294995419e+05
1.946656343342262358e-09	5.908804604980334989e+04	1.057171325715382118e+05
2.010496416260498236e-09	6.041780296941452252e+04	1.083430570113560098e+05
2.076430107255774870e-09	6.179116891072176077e+04	1.110550979392171139e+05
2.144526075971667793e-09	6.320957401990074868e+04	1.138560795222606248e+05
2.214855233726359314e-09	6.467449534438773117e+04	1.167489185454299441e+05
2.287490817355702788e-09	6.618745837099365599e+04	1.197366274488488270e+05
2.362508465477946229e-09	6.775003861446036899e+04	1.228223174648071436e+05
2.439986297259550245e-09	6.936386325811345887e+04	1.260092018576238625e+05
2.520004993764092080e-09	7.103061284831931698e+04	1.293005992697596666e+05
2.602647881969005809e-09	7.275202304451202508e+04	1.326999371776652115e+05
2.688001021537606561e-09	7.452988642661141057e+04	1.362107554609624203e+05
2.776153294436799262e-09	7.636605436171524343e+04	1.398367100886765111e+05
2.867196497493770032e-09	7.826243893200904131e+04	1.435815769263568218e+05
2.961225437988034610e-09	8.022101492590080306e+04	1.474492556680509879e+05
3.058338032378433485e-09	8.224382189445517724e+04	1.514437738972276275e+05
3.158635408267817403e-09	8.433296627526704106e+04	1.555692912808755063e+05
3.262222009711669644e-09	8.649062358598766150e+04	1.598301039011471148e+05
3.369205705980266915e-09	8.871904068978627038e+04	1.642306487290573714e+05
3.479697903887691433e-09	9.102053813510759210e+04	1.687755082448962494e+05
3.593813663804627762e-09	9.339751257216041267e+04	1.734694152101664513e+05
3.711671819475765297e-09	9.585243924865452573e+04	1.783172575960151444e+05
3.833395101766601886e-09	9.838787458738499845e+04	1.833240836732931202e+05
3.959110266468459240e-09	1.010064588483469270e+05	1.884951072695401381e+05
4.088948226294862618e-09	1.037109188781543489e+05	1.938357131983727450e+05
4.223044187206674123e-09	1.065040709496247437e+05	1.993514628669261001e+05
4.361537789208003199e-09	1.093888236944879027e+05	2.050481000671917282e+05
4.504573251759458750e-09	1.123681811322713475e+05	2.109315569572796812e+05
4.652299523960189308e-09	1.154452457985175861e+05	2.170079602388346684e+05
4.804870439655131104e-09	1.186232219755907136e+05	2.232836375370398164e+05
4.962444877628916452e-09	1.219054190294356958e+05	2.297651239898493222e+05
5.125186927053329472e-09	1.252952548557667033e+05	2.364591690533150104e+05
5.293266058360561204e-09	1.287962594392715546e+05	2.433727435300906072e+05
5.466857299720180771e-09	1.324120785295394016e+05	2.505130468284336384e+05
5.646141419303669251e-09	1.361464774375400739e+05	2.578875144592658908e+05
5.831305113526221869e-09	1.400033449566070049e+05	2.655038257790962234e+05
6.022541201461928965e-09	1.439866974120087107e+05	2.733699119868717971e+05
6.220048825634711276e-09	1.481006828433239134e+05	2.814939643830825225e+05
6.424033659394191079e-09	1.523495853239776334e+05	2.898844428997226059e+05
6.634708121092347870e-09	1.567378294224341807e+05	2.985500849099876941e+05
6.852291595284060743e-09	1.612699848096944625e+05	3.074999143268849002e+05
7.077010661181889919e-09	1.659507710178950801e+05	3.167432510002297349e+05
7.309099328602911004e-09	1.707850623549634765e+05	3.262897204218133702e+05
7.548799281653435948e-09	1.757778929804492218e+05	3.361492637488504988e+05
7.796360130405233414e-09	1.809344621478144254e+05	3.463321481561409892e+05
8.052039670825474778e-09	1.862601396186448692e+05	3.568489775277301087e+05
8.316104153230961616e-09	1.917604712544181093e+05	3.677107034991980763e+05
8.588828559546249041e-09	1.974411847916517581e+05	3.789286368620772846e+05
8.870496889654407999e-09	2.033081958064474748e+05	3.905144593422770267e+05
9.161402457138517586e-09	2.093676138746388315e+05	4.024802357647751924e+05
9.461848194721997291e-09	2.156257489339613530e+05	4.148384266172513599e+05
9.772146969725725887e-09	2.220891178548671014e+05	4.276019010257378686e+05
1.009262190987047331e-08	2.282546547999226023e+05	4.399948847245241050e+05
1.042360673976401127e-08	2.333271440146342502e+05	4.507895065976596670e+05
1.076544612842315905e-08	2.385659841533043946e+05	4.619381352012915886e+05
1.111849604819270880e-08	2.439766306498882186e+05	4.734523800912431325e+05
1.148312414543511117e-08	2.495647178478357964e+05	4.853442315556097892e+05
1.185971012337669343e-08	2.553360648673797259e+05	4.976260731007704162e+05
1.224864613750930795e-08	2.612966816652408743e+05	5.103106943468755926e+05
1.265033720395903769e-08	2.673717041103147785e+05	5.232752680556142586e+05
1.306520162124721228e-08	2.731790656647713622e+05	5.358815773420125479e+05
1.349367140588306343e-08	2.791768780845628353e+05	5.489013071619456168e+05
1.393619274224142065e-08	2.853713871547615272e+05	5.623480155309807742e+05
1.439322644719406651e-08	2.917690434892868507e+05	5.762357050961705390e+05
1.486524844997857277e-08	2.983765092482127366e+05	5.905788377176248468e+05
1.535275028780422776e-08	3.052006650753660360e+05	6.053923495282772928e+05
1.585623961771137302e-08	3.122392977207483491e+05	6.206755590384638635e+05
1.637624074521687477e-08	3.188552274406959186e+05	6.353304423294432927e+05
1.691329517029648562e-08	3.256881248022040236e+05	6.504659285892543849e+05
1.746796215127245689e-08	3.327451052009122795e+05	6.660977790634185076e+05
1.804081928719382751e-08	3.400335173799534678e+05	6.822422718832799001e+05
1.863246311931559514e-08	3.475609510825211182e+05	6.989162190171359107e+05
1.924350975230330612e-08	3.553352449554022169e+05	7.161369837772778701e+05
1.987459549580983990e-08	3.633644947117037955e+05	7.339224989011684665e+05
2.052637752709252173e-08	3.709568333215382881e+05	7.510426113515908364e+05
2.119953457536071000e-08	3.786998103023824515e+05	7.685487912019365467e+05
2.189476762856620985e-08	3.866967161375680007e+05	7.866290815273992484e+05
2.261280066337277307e-08	3.949558783557995339e+05	8.053023101271023043e+05
2.335438139906479724e-08	4.034858975848534610e+05	8.245879222527947277e+05
2.412028207618007283e-08	4.122956565077872947e+05	8.445060008580413414e+05
2.491130026067788373e-08	4.213943291128693963e+05	8.650772875114874914e+05
2.572825967447932303e-08	4.300828109860006371e+05	8.850174794679293409e+05
2.657201105324503850e-08	4.388069676740824943e+05	9.051522813101520296e+05
2.744343303228365032e-08	4.478172307419691933e+05	9.259473985810324084e+05
2.834343306151309448e-08	4.571229829716862296e+05	9.474244861480338732e+05
2.927294835042816131e-08	4.667339148510809755e+05	9.696059090441949666e+05
3.023294684405776334e-08	4.766600346649518469e+05	9.925147657578164944e+05
3.122442823092858392e-08	4.869116789171143319e+05	1.016174912285931758e+06
3.224842498408442807e-08	4.968097594119684072e+05	1.039295733857030980e+06
3.330600343624588813e-08	5.065788719494424295e+05	1.062309916142323520e+06
3.439826489022924478e-08	5.166683599136689445e+05	1.086078842365995748e+06
3.552634676578139226e-08	5.270887299308817601e+05	1.110627264153174823e+06
3.669142378402493899e-08	5.378508331893056165e+05	1.135980744851898635e+06
3.789470919074667737e-08	5.489658767389734276e+05	1.162165686153348768e+06
3.913745601980383687e-08	5.604454351621199166e+05	1.189209355585093377e+06
4.042095839796305955e-08	5.716669009841114748e+05	1.215886449114678660e+06
4.174655289253134782e-08	5.825333194145697635e+05	1.242010147022590041e+06
4.311561990318228626e-08	5.937560991243745666e+05	1.268990564600123791e+06
4.452958509942655287e-08	6.053469268861473538e+05	1.296855797739173053e+06
4.598992090522439315e-08	6.173178727370863780e+05	1.325634863728876924e+06
4.749814803228499868e-08	6.296814025480230339e+05	1.355357731472590473e+06
4.905583706365045989e-08	6.424503910046814708e+05	1.386055352695821784e+06
5.066461008921269181e-08	6.551057817091472680e+05	1.416669481253501726e+06
5.232614239486661694e-08	6.671056739240780007e+05	1.446095243106894894e+06
5.404216420705915059e-08	6.794990993872538675e+05	1.476486014931780985e+06
5.581446249454960394e-08	6.922989639160520164e+05	1.507873443971474422e+06
5.764488282925879445e-08	7.055185965706714196e+05	1.540290215332150692e+06
5.953533130814369715e-08	7.191717635342655703e+05	1.573770086019277340e+06
6.148777653810024108e-08	7.332726824482755037e+05	1.608347920090269297e+06
6.350425168595962148e-08	7.474647237677891972e+05	1.643271048328373348e+06
6.558685659571428548e-08	7.606127386217805324e+05	1.676133370099895634e+06
6.773775997517751128e-08	7.741919390981753822e+05	1.710073402904150076e+06
6.995920165435375620e-08	7.882164658138670493e+05	1.745126489985539578e+06
7.225349491787214948e-08	8.027009231234899489e+05	1.781329133660695050e+06
7.462302891391107044e-08	8.176603943275732454e+05	1.818719033329934347e+06
7.707027114212294845e-08	8.331104573794438038e+05	1.857335124735302990e+06
7.959777002314985573e-08	8.489284043690781109e+05	1.896911875804457581e+06
8.220815755240541849e-08	8.632118952966894722e+05	1.933263695756947156e+06
8.490415204088747078e-08	8.779638094801387051e+05	1.970807663899544161e+06
8.768856094587425811e-08	8.931995087345252978e+05	2.009582876412551850e+06
9.056428379445295063e-08	9.089348586615580134e+05	2.049629711625025375e+06
9.353431520292386860e-08	9.251862451710980386e+05	2.090989872062492417e+06
9.660174799522647250e-08	9.419705915445296559e+05	2.133706427873631474e+06
9.976977642363202159e-08	9.593053760577128269e+05	2.177823861681097653e+06
1.030416994950587396e-07	9.748564513581694337e+05	2.218017499145927839e+06
1.064209244064724761e-07	9.907336454922541743e+05	2.259109447996337432e+06
1.099109700929497372e-07	1.007131527951590833e+06	2.301548996293321252e+06
1.135154708920999096e-07	1.024067174570219824e+06	2.345380338199466001e+06
1.172381803286598596e-07	1.041558221179580898e+06	2.390649117213071790e+06
1.210829750232039531e-07	1.059622881973477779e+06	2.437402473698725924e+06
1.250538587290391570e-07	1.078279968475318048e+06	2.485689093976640143e+06
1.291549665014884007e-07	1.095248780858871294e+06	2.530122100179539062e+06
1.333905690039058854e-07	1.112163387914086692e+06	2.574568687605490442e+06
1.377650769549053468e-07	1.129632704973192187e+06	2.620472888950787019e+06
1.422830457214352017e-07	1.147674923602058552e+06	2.667882506273157895e+06
1.469491800624817218e-07	1.166308831954082008e+06	2.716846909285996109e+06
1.517683390283405561e-07	1.185553834335111780e+06	2.767417086769210640e+06
1.567455410205594968e-07	1.205429971410007216e+06	2.819645699666081462e+06
1.618859690178197646e-07	1.223793556989758275e+06	2.868299542059899773e+06
1.671949759731990056e-07	1.241611776207418879e+06	2.915745397147530224e+06
1.726780903884356132e-07	1.260014339147595223e+06	2.964747226333423052e+06
1.783410220710008120e-07	1.279020409206016455e+06	3.015356057371005416e+06
1.841896680799711039e-07	1.298649778236836195e+06	3.067624591455196962e+06
1.902301188668944219e-07	1.318922887162759900e+06	3.121607258102476131e+06
1.964686646180446931e-07	1.339860847261073766e+06	3.177360271830725018e+06
2.029118018046678038e-07	1.359554146110630594e+06	3.230077156666325405e+06
2.095662399480432992e-07	1.378091876455212478e+06	3.279985559234815650e+06
2.164389086064020114e-07	1.397237546696830541e+06	3.331530694486041553e+06
2.235369645909794139e-07	1.417011094061431242e+06	3.384766238629558589e+06
2.308677994187169850e-07	1.437433109610941494e+06	3.439747628171823453e+06
2.384390470093720426e-07	1.458524859685641713e+06	3.496532117644655984e+06
2.462585916350547006e-07	1.480308308049743297e+06	3.555178839226904791e+06
2.543345761304648365e-07	1.501216203590606339e+06	3.611632448067442514e+06
2.626754103723835758e-07	1.520236438524161698e+06	3.663274968045640737e+06
2.712897800372467241e-07	1.539880436963398941e+06	3.716611090622145217e+06
2.801866556459195443e-07	1.560168655065266881e+06	3.771696357040140312e+06
2.893753019050950594e-07	1.581122219840898644e+06	3.828588130002998281e+06
2.988652873550382326e-07	1.602762951156093739e+06	3.887345653408566024e+06
3.086664943337274455e-07	1.625113384453301085e+06	3.948030114042443689e+06
3.187891292677645596e-07	1.647063012800590368e+06	4.007698271357743070e+06
3.292437333007768907e-07	1.666275730947662378e+06	4.060157029579486698e+06
3.400411932703706463e-07	1.686118525035802042e+06	4.114336158713913988e+06
3.511927530450727317e-07	1.706612058236584999e+06	4.170292077863906045e+06
3.627100252330649086e-07	1.727777671364760492e+06	4.228083056381703354e+06
3.746050032748993774e-07	1.749637405101374257e+06	4.287769274547323585e+06
3.868900739327976195e-07	1.772214022945699748e+06	4.349412886236941442e+06
3.995780301895269929e-07	1.794967966477746377e+06	4.411555215379112400e+06
4.126820845702951630e-07	1.814033211832293775e+06	4.463740886609125882e+06
4.262158829015325345e-07	1.833723696797213051e+06	4.517637972937138751e+06
4.401935185208874400e-07	1.854059925937910564e+06	4.573302599762490019e+06
4.546295469532399562e-07	1.875063076261519687e+06	4.630792733101948164e+06
4.695390010680058238e-07	1.896755019269444747e+06	4.690168239952257834e+06
4.849374067335232931e-07	1.919158343733116053e+06	4.751490950632275082e+06
5.008407989848212921e-07	1.942296379216667730e+06	4.814824723169590347e+06
5.172657387216018967e-07	1.960944268460925203e+06	4.865822536708227359e+06
5.342293299538352136e-07	1.980086904884818010e+06	4.918172076821020804e+06
5.517492376129122323e-07	1.999857318938453915e+06	4.972238406067894772e+06
5.698437059469141914e-07	2.020276098420906346e+06	5.028077826088262722e+06
5.885315775191450570e-07	2.041364506302597467e+06	5.085748484918707050e+06
6.078323128297229089e-07	2.063144502867365722e+06	5.145310437545084395e+06
6.277660105806500796e-07	2.085638768580671865e+06	5.206825708440413699e+06
6.483534286054720147e-07	2.104102924205099232e+06	5.257132358806483448e+06
6.696160054853222944e-07	2.122269263139994815e+06	5.306582905873443000e+06
6.915758828738524922e-07	2.141031362290208228e+06	5.357655170374708250e+06
7.142559285543126448e-07	2.160408759452290367e+06	5.410402336098785512e+06
7.376797602527731619e-07	2.180421633159589488e+06	5.464879330982268788e+06
7.618717702322991504e-07	2.201090823695047759e+06	5.521142884308706038e+06
7.868571506936852863e-07	2.222437854793098290e+06	5.579251585783292539e+06
8.126619200091945450e-07	2.240339970471262466e+06	5.627709861170307733e+06
8.393129498166364485e-07	2.257084681490317918e+06	5.672893703999587335e+06
8.668379930019773693e-07	2.274378530818304047e+06	5.719559338841523044e+06
8.952657125996391396e-07	2.292239527298848145e+06	5.767755360667926259e+06
9.246257116405743783e-07	2.310686270370777696e+06	5.817531958109688014e+06
9.549485639791965964e-07	2.329737969436528161e+06	5.868940965720388107e+06
9.862658461312820294e-07	2.349414463865740690e+06	5.922035917953900993e+06
1.018610170155975315e-06	2.366333871712324210e+06	5.967389177419344895e+06
1.052015217616159169e-06	2.381214879206605256e+06	6.007001953551052138e+06
1.086515774652537176e-06	2.396583905352343805e+06	6.047913820056561381e+06
1.122147768207980340e-06	2.412456954590388108e+06	6.090167380256425589e+06
1.158948303439811928e-06	2.428850556222930551e+06	6.133806634635665454e+06
1.196955702359042833e-06	2.445781781626197509e+06	6.178877026663412340e+06
1.236209543736769070e-06	2.463268262027624995e+06	6.225425490115195513e+06
1.276750704319264407e-06	2.478752392725035083e+06	6.266361699397248216e+06
1.318621401394748678e-06	2.491354154034778941e+06	6.299244644589256495e+06
1.361865236756082925e-06	2.504369186728382483e+06	6.333205977153542452e+06
1.406527242105236574e-06	2.517811043930087704e+06	6.368281062514882535e+06
1.452653925946781372e-06	2.531693723235216923e+06	6.404506425897684880e+06
1.500293322019216825e-06	2.546031681286473759e+06	6.441919790361288004e+06
1.549495039314631713e-06	2.560839848828287795e+06	6.480560116082665510e+06
1.600310313738701654e-06	2.574418952079104725e+06	6.515767430657299235e+06
1.652792061464893799e-06	2.584377279813308269e+06	6.540983629715700634e+06
1.706994934038407828e-06	2.594662188235916663e+06	6.567026787262237631e+06
1.762975375287203917e-06	2.605284387473054230e+06	6.593924023178836331e+06
1.820791680099462520e-06	2.616254938886564691e+06	6.621703346736680716e+06
1.880504055128583443e-06	2.627585266592684202e+06	6.650393685763494112e+06
1.942174681489024486e-06	2.639287169358479325e+06	6.680024916767355055e+06
2.005867779508234000e-06	2.650493242013609502e+06	6.708256301087790169e+06
2.071649675602067297e-06	2.657519467198134400e+06	6.725152750077122822e+06
2.139588871343421664e-06	2.664776115553988609e+06	6.742603313581444323e+06
2.209756114795903333e-06	2.672270743747303262e+06	6.760626163637724705e+06
2.282224474186896537e-06	2.680011156263049226e+06	6.779240068230014294e+06
2.357069413996727979e-06	2.688005413532191422e+06	6.798464410833374597e+06
2.434368873543112862e-06	2.696261840325366706e+06	6.818319210598729551e+06
2.514203348142796913e-06	2.704651206370947417e+06	6.838461806695890613e+06
2.596655972934872394e-06	2.708553133369412739e+06	6.846710097742990591e+06
2.681812609453013329e-06	2.712583023017759435e+06	6.855228889283768833e+06
2.769761935036891063e-06	2.716745071816787124e+06	6.864027052309401333e+06
2.860595535175745131e-06	2.721043613890412264e+06	6.873113748732838780e+06
