Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	6.471670547903818260e+03	1.169703388865045963e+04
1.032794731918951654e-10	6.609271876027337385e+03	1.197065641675803818e+04
1.066664958279539403e-10	6.751385802818359480e+03	1.225325232232189046e+04
1.101645949633656381e-10	6.898160317740441315e+03	1.254511588485009997e+04
1.137774133221491146e-10	7.049748263531928387e+03	1.284655103466833498e+04
1.175087130904807540e-10	7.206307495367791489e+03	1.315787166941580836e+04
1.213623798344240958e-10	7.368001045241149768e+03	1.347940198092066566e+04
1.253424265461399975e-10	7.534997291735626277e+03	1.381147679279513795e+04
1.294529978227915867e-10	7.707470135365362694e+03	1.415444190910207180e+04
1.336983741824946476e-10	7.885599179665233351e+03	1.450865447445584141e+04
1.380829765218092491e-10	8.069569918219898682e+03	1.487448334593271284e+04
1.426113707194128486e-10	8.259573927826393628e+03	1.525230947717787967e+04
1.472882723907502473e-10	8.455809067991462143e+03	1.564252631510920946e+04
1.521185517986104510e-10	8.658479686971320916e+03	1.604554020963075891e+04
1.571072389247450498e-10	8.867796834568474878e+03	1.646177083678275085e+04
1.622595287078087593e-10	9.083978481907113746e+03	1.689165163576865234e+04
1.675807864530767868e-10	9.307249748416023067e+03	1.733563026031440313e+04
1.730765534195724819e-10	9.537843136255292848e+03	1.779416904482986865e+04
1.787525525904235329e-10	9.775998772431037651e+03	1.826774548585797311e+04
1.846146946324547531e-10	1.002196465885015277e+04	1.875685273931271877e+04
1.906690840512252406e-10	1.027599693057558761e+04	1.926200013402412515e+04
1.969220255479172543e-10	1.053836012255102469e+04	1.978371370212465263e+04
2.033800305846981002e-10	1.080932744507269126e+04	2.032253672682950855e+04
2.100498241653915480e-10	1.108918106829526005e+04	2.087903030818133630e+04
2.169383518385184289e-10	1.137821241606795229e+04	2.145377394734819609e+04
2.240527869300018610e-10	1.167672246940702826e+04	2.204736615008366789e+04
2.314005380130653023e-10	1.198502207992046897e+04	2.266042504997702417e+04
2.389892566231049743e-10	1.230343229351141599e+04	2.329358905214291735e+04
2.468268452255692806e-10	1.263228468469733525e+04	2.394751749802056293e+04
2.549214654451423314e-10	1.297192170189309945e+04	2.462289135197494397e+04
2.632815465648021228e-10	1.332269702401755603e+04	2.532041391041483075e+04
2.719157943036017723e-10	1.368497592879486365e+04	2.604081153416616871e+04
2.808331998823172083e-10	1.405913567313423664e+04	2.678483440486348991e+04
2.900430493863991314e-10	1.444556588598408234e+04	2.755325730614689382e+04
