#Parameters = {C_1=26.243897880769; C_2=601.08408413811; Conductivity=10000000; Conductivity_Mo=17900000; Conductivity_MoGr=1000000; Ip=601.65672802697; Pipe_lenght=40; Pipe_r=30; beta=1; cells_wave=30; conductivity_copper=59500000; d=-901.08408413811; half_gap_x=3.7561021192308; half_gap_y=30; half_gap_z=150; mu_copper=0.999994; offset=1.5024408476923; offset_x=1; offset_y=5; sigma_z=5; teta=2.5; thcoll=26.243897880769; translate_z=-751.08408413811; wakelength=20000}
#"Frequency / GHz"	"X [Re / Ohm]"	"X [Im / Ohm]"
#-----------------------------------------------
0.0000000000000	1.3891054785983e-11	-103.85202532880
0.0020002000200020	-35.521755062131	-94.866896358243
0.0040004000400040	-61.862329207494	-70.614972235428
0.0060006000600060	-72.862475465290	-38.243683619928
0.0080008000800080	-67.271692324775	-6.8367453850910
0.010001000100010	-48.830744479059	15.657235441778
0.012001200120012	-24.608573517763	24.893376132956
0.014001400140014	-2.3278086168915	21.125220832978
0.016001600160016	12.245205020412	8.4862799177371
0.018001800180018	16.886689722890	-6.9958925078836
0.020002000200020	13.013661174532	-19.759797399335
0.022002200220022	4.4644330555806	-26.508910449914
0.024002400240024	-4.3732817527667	-26.857027287278
0.026002600260026	-10.259820369097	-22.770265992332
0.028002800280028	-12.000769674633	-17.244967095205
0.030003000300030	-10.349347865807	-12.894608489190
0.032003200320032	-7.1634579237426	-11.032688703466
0.034003400340034	-4.3293028781498	-11.517488462274
0.036003600360036	-2.9579778142449	-13.246680885652
0.038003800380038	-3.1352908806573	-14.932125521405
0.040004000400040	-4.1984776148612	-15.742684680272
0.042004200420042	-5.2809402194276	-15.555897296102
0.044004400440044	-5.8015705590881	-14.800348236691
0.046004600460046	-5.6768196435014	-14.069169812412
0.048004800480048	-5.2203381641772	-13.754414928916
0.050005000500050	-4.8589255833663	-13.883774273768
0.052005200520052	-4.8578646650141	-14.196436209764
0.054005400540054	-5.2007306927508	-14.361987737531
0.056005600560056	-5.6551923954998	-14.191040345333
0.058005800580058	-5.9491610085340	-13.722428586175
0.060006000600060	-5.9364003578045	-13.162741136148
0.062006200620062	-5.6600475397983	-12.740543687760
0.064006400640064	-5.2967850017668	-12.573684545366
0.066006600660066	-5.0347860697783	-12.622813326409
0.068006800680068	-4.9666766656435	-12.742431890117
0.070007000700070	-5.0561110854958	-12.783267089274
0.072007200720072	-5.1844057075757	-12.678231460229
0.074007400740074	-5.2364608973909	-12.465056251978
0.076007600760076	-5.1691371237222	-12.243156106407
0.078007800780078	-5.0246994252479	-12.101107639618
0.080008000800080	-4.8901905374377	-12.062675673850
0.082008200820082	-4.8355291673882	-12.080963140784
0.084008400840084	-4.8709651023262	-12.077138961559
0.086008600860086	-4.9470907866870	-11.993941390084
0.088008800880088	-4.9917589549421	-11.829350085258
0.090009000900090	-4.9566985508000	-11.632404651592
0.092009200920092	-4.8442560302885	-11.468380055590
0.094009400940094	-4.7004431743002	-11.378177057613
0.096009600960096	-4.5825849078072	-11.357212314370
0.098009800980098	-4.5242267631638	-11.364183662341
0.10001000100010	-4.5188581733388	-11.350713012158
0.10201020102010	-4.5299623290897	-11.291287778516
0.10401040104010	-4.5179651996931	-11.195231478768
0.10601060106011	-4.4654597296313	-11.095610028092
0.10801080108011	-4.3853424588349	-11.024742453561
0.11001100110011	-4.3088176673396	-10.993130231758
0.11201120112011	-4.2630427659954	-10.984612898754
0.11401140114011	-4.2535738109124	-10.969074493366
0.11601160116012	-4.2621940662657	-10.922938228343
0.11801180118012	-4.2600346193561	-10.843802289048
0.12001200120012	-4.2263498955574	-10.750558156540
0.12201220122012	-4.1606956885048	-10.670218338426
0.12401240124012	-4.0815173317705	-10.620851032695
0.12601260126013	-4.0132668730741	-10.601566781095
0.12801280128013	-3.9711032726395	-10.595093726210
0.13001300130013	-3.9528800868164	-10.580129987597
0.13201320132013	-3.9426700371851	-10.544843569015
0.13401340134013	-3.9224770816517	-10.492994947867
0.13601360136014	-3.8839818530867	-10.439579634684
0.13801380138014	-3.8329072474576	-10.399758597192
0.14001400140014	-3.7839201932307	-10.378731869487
0.14201420142014	-3.7501577550621	-10.368936982743
0.14401440144014	-3.7345287257448	-10.355763322505
0.14601460146015	-3.7282294264306	-10.327463923660
0.14801480148015	-3.7168982442567	-10.282616921376
0.15001500150015	-3.6899483553707	-10.230552201476
0.15201520152015	-3.6469359201582	-10.184963081531
0.15401540154015	-3.5971535386538	-10.155219611064
0.15601560156016	-3.5532023594069	-10.141014569733
0.15801580158016	-3.5230371861616	-10.133445151898
0.16001600160016	-3.5055960698662	-10.121337190432
0.16201620162016	-3.4924655371215	-10.098404150255
0.16401640164016	-3.4740244954598	-10.066652091699
0.16601660166017	-3.4457928464091	-10.034181992201
0.16801680168017	-3.4109117745199	-10.009248190585
0.17001700170017	-3.3774600352123	-9.9946815096217
0.17201720172017	-3.3527122846326	-9.9862526263484
0.17401740174017	-3.3382614173937	-9.9757723542634
0.17601760176018	-3.3291098889417	-9.9566283198323
0.17801780178018	-3.3170859315485	-9.9280395993088
0.18001800180018	-3.2961433874449	-9.8953647992004
0.18201820182018	-3.2660473814507	-9.8664892404992
0.18401840184018	-3.2321934671896	-9.8468197568067
0.18601860186019	-3.2019120642120	-9.8361458753132
0.18801880188019	-3.1798241697421	-9.8292314445641
0.19001900190019	-3.1652506197648	-9.8195068405695
0.19201920192019	-3.1531706274904	-9.8033005020782
0.19401940194019	-3.1378616841586	-9.7818770905217
0.19601960196020	-3.1166970110939	-9.7601358805875
