Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
1.000000000000000166e-10	8.339745445523669012e+06	2.354416128485684469e+07
1.032794731918951654e-10	8.339744272229546681e+06	2.354415959596962482e+07
1.066664958279539403e-10	8.339743060457559302e+06	2.354415785169580206e+07
1.101645949633656381e-10	8.339741808945832774e+06	2.354415605021898821e+07
1.137774133221491146e-10	8.339740516391115263e+06	2.354415418966322020e+07
1.175087130904807540e-10	8.339739181447411887e+06	2.354415226809102297e+07
1.213623798344240958e-10	8.339737802724587731e+06	2.354415028350138664e+07
1.253424265461399975e-10	8.339736378786917776e+06	2.354414823382766172e+07
1.294529978227915867e-10	8.339734908151594922e+06	2.354414611693543568e+07
1.336983741824946476e-10	8.339733389287180267e+06	2.354414393062030151e+07
1.380829765218092491e-10	8.339731820612015203e+06	2.354414167260554433e+07
1.426113707194128486e-10	8.339730200492567383e+06	2.354413934053980187e+07
1.472882723907502473e-10	8.339728527241737582e+06	2.354413693199458346e+07
1.521185517986104510e-10	8.339726799117093906e+06	2.354413444446177408e+07
1.571072389247450498e-10	8.339725014319066890e+06	2.354413187535099313e+07
1.622595287078087593e-10	8.339723170989067294e+06	2.354412922198691219e+07
1.675807864530767868e-10	8.339721267207553610e+06	2.354412648160646856e+07
1.730765534195724819e-10	8.339719300992036238e+06	2.354412365135598555e+07
1.787525525904235329e-10	8.339717270295009017e+06	2.354412072828818858e+07
1.846146946324547531e-10	8.339715173001813702e+06	2.354411770935916901e+07
1.906690840512252406e-10	8.339713006928453222e+06	2.354411459142518789e+07
1.969220255479172543e-10	8.339710769819297828e+06	2.354411137123939395e+07
2.033800305846981002e-10	8.339708459344745614e+06	2.354410804544847086e+07
2.100498241653915480e-10	8.339706073098802008e+06	2.354410461058912426e+07
2.169383518385184289e-10	8.339703608596561477e+06	2.354410106308448687e+07
2.240527869300018610e-10	8.339701063271629624e+06	2.354409739924038202e+07
2.314005380130653023e-10	8.339698434473450296e+06	2.354409361524149776e+07
2.389892566231049743e-10	8.339695719464538619e+06	2.354408970714738593e+07
2.468268452255692806e-10	8.339692915417637676e+06	2.354408567088837177e+07
2.549214654451423314e-10	8.339690019412769936e+06	2.354408150226132199e+07
2.632815465648021228e-10	8.339687028434199281e+06	2.354407719692526758e+07
2.719157943036017723e-10	8.339683939367288724e+06	2.354407275039687753e+07
2.808331998823172083e-10	8.339680748995256610e+06	2.354406815804577619e+07
2.900430493863991314e-10	8.339677453995829448e+06	2.354406341508975253e+07
2.995549334359813486e-10	8.339674050937779248e+06	2.354405851658976078e+07
3.093787571730138678e-10	8.339670536277351901e+06	2.354405345744476467e+07
3.195247505759212065e-10	8.339666906354577281e+06	2.354404823238647357e+07
3.300034791125284578e-10	8.339663157389460132e+06	2.354404283597379550e+07
3.408258547423451742e-10	8.339659285478037782e+06	2.354403726258720830e+07
3.520031472796679687e-10	8.339655286588315852e+06	2.354403150642290339e+07
3.635469961293320139e-10	8.339651156556078233e+06	2.354402556148673221e+07
3.754694224073336536e-10	8.339646891080541536e+06	2.354401942158797383e+07
3.877828414589456106e-10	8.339642485719876364e+06	2.354401308033288270e+07
4.005000757873611052e-10	8.339637935886590742e+06	2.354400653111802787e+07
4.136343684063274911e-10	8.339633236842742190e+06	2.354399976712342724e+07
4.271993966306778827e-10	8.339628383695010096e+06	2.354399278130543977e+07
4.412092863191189219e-10	8.339623371389597654e+06	2.354398556638942659e+07
4.556786265841064474e-10	8.339618194706974551e+06	2.354397811486217007e+07
4.706224849841281415e-10	8.339612848256433383e+06	2.354397041896408051e+07
4.860564232142136024e-10	8.339607326470478438e+06	2.354396247068107501e+07
5.019965133110081441e-10	8.339601623599033803e+06	2.354395426173625514e+07
5.184593543892912175e-10	8.339595733703448437e+06	2.354394578358129784e+07
5.354620899273606527e-10	8.339589650650316849e+06	2.354393702738751844e+07
5.530224256192902378e-10	8.339583368105089292e+06	2.354392798403670639e+07
5.711586478126431938e-10	8.339576879525474273e+06	2.354391864411163703e+07
5.898896425508497150e-10	8.339570178154631518e+06	2.354390899788622186e+07
6.092349152400710261e-10	8.339563257014127448e+06	2.354389903531543165e+07
6.292146109610343618e-10	8.339556108896675520e+06	2.354388874602480233e+07
6.498495354469890483e-10	8.339548726358627900e+06	2.354387811929964647e+07
