Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	2.357618431217510420e+02	3.980708638795749152e+02
1.032794731918951654e-10	2.415616494985893326e+02	4.083741013894364755e+02
1.066664958279539403e-10	2.475516589707378898e+02	4.190152308113312642e+02
1.101645949633656381e-10	2.537381091977174492e+02	4.300053332199319129e+02
1.137774133221491146e-10	2.601274424014208080e+02	4.413558530907845352e+02
1.175087130904807540e-10	2.667263120746804930e+02	4.530786102179425257e+02
1.213623798344240958e-10	2.735415899098428554e+02	4.651858120224366644e+02
1.253424265461399975e-10	2.805803729545624492e+02	4.776900662643976716e+02
1.294529978227915867e-10	2.878499910022692916e+02	4.906043941720703856e+02
1.336983741824946476e-10	2.953580142250039557e+02	5.039422440013884739e+02
1.380829765218092491e-10	3.031122610565693094e+02	5.177175050402344141e+02
1.426113707194128486e-10	3.111208063342093055e+02	5.319445220719627514e+02
1.472882723907502473e-10	3.193919897072903495e+02	5.466381103132531507e+02
1.521185517986104510e-10	3.279344243217440749e+02	5.618135708418441254e+02
1.571072389247450498e-10	3.367570057893139506e+02	5.774867065302167930e+02
1.622595287078087593e-10	3.458689214509458338e+02	5.936738385018189774e+02
1.675807864530767868e-10	3.552796599439691363e+02	6.103918231269666421e+02
1.730765534195724819e-10	3.649990210830304136e+02	6.276580695761209654e+02
1.787525525904235329e-10	3.750371260650707086e+02	6.454905579488222429e+02
1.846146946324547531e-10	3.854044280089713084e+02	6.639078579971536556e+02
1.906690840512252406e-10	3.961117228408449478e+02	6.829291484632412903e+02
1.969220255479172543e-10	4.071701605363070939e+02	7.025742370509167358e+02
2.033800305846981002e-10	4.185912567314342141e+02	7.228635810523487635e+02
2.100498241653915480e-10	4.303869047145013269e+02	7.438183086511197644e+02
2.169383518385184289e-10	4.425693878109832440e+02	7.654602409239263352e+02
2.240527869300018610e-10	4.551513921747215363e+02	7.878119145638280543e+02
2.314005380130653023e-10	4.681460199985717168e+02	8.108966053486904002e+02
2.389892566231049743e-10	4.815668031582916342e+02	8.347383523792743745e+02
2.468268452255692806e-10	4.954277173038768751e+02	8.593619831122053938e+02
2.549214654451423314e-10	5.097431964130181541e+02	8.847931392138941646e+02
2.632815465648021228e-10	5.245281478218352049e+02	9.110583032623272857e+02
2.719157943036017723e-10	5.397979677485391221e+02	9.381848263245353792e+02
2.808331998823172083e-10	5.555685573261898753e+02	9.662009564384622990e+02
2.900430493863991314e-10	5.718563391612434543e+02	9.951358680288816458e+02
2.995549334359813486e-10	5.886782744351319252e+02	1.025019692288007491e+03
3.093787571730138678e-10	6.060518805666858952e+02	1.055883548552424827e+03
3.195247505759212065e-10	6.239952494537892562e+02	1.087759576709018120e+03
3.300034791125284578e-10	6.425270663132681648e+02	1.120680970663648168e+03
3.408258547423451742e-10	6.616666291386247849e+02	1.154682012907418539e+03
