# Frequency (Hz)	Real Part (Ohm)
1000.0	0.0017676449830294149
1018.6101701559753	0.0017899881594718443
1037.566678745186	0.0018127312989261917
1056.875971184804	0.0018358816979915028
1076.5446128423157	0.0018594306281890611
1096.5792912678098	0.0018834014993329901
1116.9868184678226	0.001907802012762351
1137.7741332214914	0.0019326233825392428
1158.9483034398106	0.001957889899546394
1180.5165285688054	0.0019836096926051892
1202.4861420374123	0.002009773928562822
1224.8646137509306	0.0020364078156460685
1247.6595526308697	0.00206351993418663
1270.8787092020582	0.002090127972354809
1294.529978227916	0.0021162788869827725
1318.6214013947485	0.002142898539755972
1343.1611700460153	0.0021699773706019237
1368.1576279674719	0.002197541858606635
1393.619274224142	0.0022256008725781763
1419.5547660501015	0.002254144803970294
1445.9729217920194	0.0022832011298700556
1472.882723907502	0.002312779211777825
1500.2933220192183	0.002342869404952297
1528.2140360258693	0.002373500225845585
1556.654359271062	0.0024046815563537167
1585.6239617711371	0.002436347768361642
1615.132693503091	0.002466380681740882
1645.1905877536624	0.0024969524144524387
1675.807864530767	0.0025280525080765407
1706.9949340384078	0.0025597108925401566
1738.7624002162504	0.0025919377679747384
1771.1210643450886	0.0026247226390238854
1804.0819287193826	0.0026580965657404636
1837.6562003881704	0.002692070315337673
1871.8552949655793	0.0027266333701549262
1906.690840512252	0.0027618179675090444
1942.1746814890264	0.002797635473591785
1978.3188827841643	0.002834075364357153
2015.1357338155585	0.0028697467408801388
2052.6377527092523	0.0029048224928129914
2090.8376905557498	0.002940505558027837
2129.748535745521	0.0029768297478577504
2169.3835183851843	0.003013806781236053
2209.756114795903	0.003051425208810103
2250.880052095462	0.0030897201213961403
2292.7693128656488	0.003128703889905049
2335.438139906479	0.00316836506002209
2378.9010410788933	0.003208740055738224
2423.1727942376006	0.0032498419366252442
2468.2684522556924	0.003291659262257342
2514.2033481427966	0.003334074447292203
2560.9931002584594	0.0033742738262438417
2608.6536176225477	0.0034151704408649174
2657.2011053245064	0.0034568024659405463
2706.652070033241	0.003499183349708774
2757.0233256095826	0.0035423006148241694
2808.3319988231724	0.0035861938842339535
2860.5955351757416	0.003630877354846772
2913.831704832789	0.0036763385656034616
2968.0586086656026	0.0037226186487320408
3023.2946844057765	0.003769732591947638
3079.5587129142264	0.0038176679727090802
3136.8698245668766	0.0038664674965400506
3195.2475057592133	0.0039140716523854025
3254.711605531848	0.0039608756956838595
3315.282342319423	0.004008522032177011
3376.9803108250912	0.00405702607090848
3439.8264890229243	0.004106374220084988
3503.8422452906757	0.004156611191138153
3569.0493456752292	0.0042077532514459715
3635.4699612933177	0.004259786850892878
3703.126675869927	0.00431275840865118
3772.0424934169973	0.004366685098753845
3842.240846055061	0.004421553438864828
3913.745601980384	0.004477411628712413
3986.581073580439	0.0045339514820865075
4060.7720257003657	0.004587417940725566
4136.343684063274	0.0046418472722816635
4213.321743847289	0.004697257098233655
4291.732378422157	0.004753632608545744
4371.602248248501	0.004811024217493488
4452.958509942655	0.004869450528646345
4535.828825510186	0.004928896803254525
4620.241371751313	0.004989415386360908
4706.224849841281	0.005051025918926166
4793.808495089106	0.005113713763982697
4883.02208687788	0.005177533280062224
4973.895958790063	0.005242505203946774
5066.461008921268	0.0053055740610835084
5160.7487103859075	0.005367625767515587
5256.791122018419	0.00543079598288473
