# Frequency (Hz)	Imaginary Part (Ohm)
1000.0	0.0030275228855688734
1018.6101701559753	0.003062316118046109
1037.566678745186	0.003097740478568867
1056.875971184804	0.0031338075608234096
1076.5446128423157	0.003170512493569736
1096.5792912678098	0.003207883677922566
1116.9868184678226	0.003245933357023151
1137.7741332214914	0.00328465685923081
1158.9483034398106	0.0033240837127929148
1180.5165285688054	0.003364226846965558
1202.4861420374123	0.0034050818141403445
1224.8646137509306	0.003446679320394822
1247.6595526308697	0.0034890330198368725
1270.8787092020582	0.0035304372166323097
1294.529978227916	0.003570960192891606
1318.6214013947485	0.003612218867991706
1343.1611700460153	0.0036542081567914036
1368.1576279674719	0.003696960095614454
1393.619274224142	0.003740488703584111
1419.5547660501015	0.0037847891375111533
1445.9729217920194	0.0038298947117192074
1472.882723907502	0.0038758202312610657
1500.2933220192183	0.0039225611232412035
1528.2140360258693	0.003970152037723546
1556.654359271062	0.004018608610070291
1585.6239617711371	0.004067831330726373
1615.132693503091	0.004114201016325709
1645.1905877536624	0.00416141307731307
1675.807864530767	0.004209462242674588
1706.9949340384078	0.004258384662110386
1738.7624002162504	0.004308196392993096
1771.1210643450886	0.004358892456473285
1804.0819287193826	0.004410510451890716
1837.6562003881704	0.0044630673371366504
1871.8552949655793	0.004516558458405168
1906.690840512252	0.004571022930454519
1942.1746814890264	0.004626478662553787
1978.3188827841643	0.004682921361140792
2015.1357338155585	0.004738016298994586
2052.6377527092523	0.004792050709924669
2090.8376905557498	0.004847044384602501
2129.748535745521	0.0049030381267745
2169.3835183851843	0.004960050331371057
2209.756114795903	0.00501807593014191
2250.880052095462	0.005077157371664748
2292.7693128656488	0.005137314082842469
2335.438139906479	0.00519854138507483
2378.9010410788933	0.0052608834467200195
2423.1727942376006	0.0053243607849467155
2468.2684522556924	0.005388969151617944
2514.2033481427966	0.005454500086297307
2560.9931002584594	0.005516345998855039
2608.6536176225477	0.005579291180532417
2657.2011053245064	0.005643381699747123
2706.652070033241	0.005708638629839834
2757.0233256095826	0.0057750568712043
2808.3319988231724	0.005842684358945836
2860.5955351757416	0.005911543349040789
2913.831704832789	0.0059816292075354745
2968.0586086656026	0.006052991821627215
3023.2946844057765	0.006125654696743063
3079.5587129142264	0.006199613711888892
3136.8698245668766	0.006274920796035763
3195.2475057592133	0.006348275123456226
3254.711605531848	0.006420326326269577
3315.282342319423	0.006493689305139517
3376.9803108250912	0.006568388202827728
3439.8264890229243	0.006644417963436714
3503.8422452906757	0.006721832731368525
3569.0493456752292	0.0068006580047253575
3635.4699612933177	0.006880889282598429
3703.126675869927	0.006962582925611354
3772.0424934169973	0.007045765863791819
3842.240846055061	0.007130434206038177
3913.745601980384	0.0072166466314091005
3986.581073580439	0.00730392254330524
4060.7720257003657	0.007386421900297549
4136.343684063274	0.007470424094628334
4213.321743847289	0.007555956793430074
4291.732378422157	0.007643015086684025
4371.602248248501	0.007731660154513939
4452.958509942655	0.007821921217753118
4535.828825510186	0.007913794026664206
4620.241371751313	0.00800734227832785
4706.224849841281	0.00810259683508613
4793.808495089106	0.008199554171009793
4883.02208687788	0.008298280616667214
4973.895958790063	0.008398808768695665
5066.461008921268	0.008496536477721984
5160.7487103859075	0.008592787369297805
5256.791122018419	0.00869079290382968
5354.620899273607	0.008790548459807111
5454.271305329836	0.008892123205585264
5555.7762223988775	0.00899555065131928
5659.170163246242	0.009100826960536275
5764.488282925873	0.009208024161825066
5871.766390733255	0.009317177648405749
5981.040962380945	0.009428284442507552
6092.349152400711	0.00954141956589025
6205.7288067765	0.009656620401296397
6321.218475812449	0.009772993915212304
6438.8574272404185	0.009883399374834428
6558.685659571435	0.00999581863764392
6680.743915695614	0.010110247567246792
6805.073696735206	0.010226764422454624
6931.717276155407	0.010345407674460579
7060.717714137772	0.010466174120542827
7192.118872221193	0.010589145272702114
7325.96542821523	0.010714361764675346
7462.302891391108	0.010841821412932993
7601.17761795533	0.01097160913446564
7742.636826811269	0.011103767847831686
7886.728615614156	0.011238296479989435
8033.501977124735	0.011369031537057149
8183.00681586739	0.01149816202268573
8335.293965098195	0.01162960356948294
8490.415204088747	0.01176344480286866
8648.423275731726	0.011899729951069797
8809.37190447399	0.012038456737842543
8973.31581458352	0.012179717492785857
9140.310748756232	0.012323558931107644
9310.413487069076	0.0124699799874924
9483.681866285926	0.012619076869271835
9660.174799522645	0.012770898919281065
9839.952296278227	0.012925446389244014
10023.075482838643	0.013081373491212278
10209.606623060476	0.013229935236537042
10399.609139541202	0.013381158931957512
10593.1476351837	0.013535145048286954
10790.287915161836	0.013691944514146489
10991.097009294961	0.013851556361923681
11195.643194838794	0.014014085285445944
11403.99601970033	0.014179585078056
11616.22632608502	0.014348056212856782
11832.40627458378	0.014519607805396685
12052.609368708414	0.014694296675776703
12276.910479883603	0.01487212486136585
12505.385872903913	0.015053206108275275
12738.113231864783	0.015229177872006784
12975.171686575868	0.015403476063946266
13216.641839466038	0.015580960047641217
13462.60579298911	0.01576168857468501
13713.147177539455	0.015945662483049648
13968.351179887397	0.01613300062985248
14228.30457214352	0.016323765072604832
14493.09574126215	0.016517958366279093
14762.81471909391	0.016715704417339217
15037.553212997384	0.01691706877623951
15317.404637020798	0.017122055859100954
15602.46414366368	0.01733079486126792
15892.828656229764	0.017541117082404384
16188.596901781993	0.017742426000082624
16489.86944471065	0.017947416625358807
16796.74872092653	0.018156156876307294
17109.339072690134	0.01836865004282416
17427.746784089173	0.01858503124784263
17752.08011717636	0.01880537223252694
18082.44934877952	0.019029678337192848
18418.96680799711	0.01925809046044983
