Freq	y_dipolar
1.2474110904895289e-11	7989.211665421144
1.24913581619513e-11	7991.5215828730925
1.2508629265827194e-11	7993.834694119
1.252592424949464e-11	7996.151003574751
1.2543243145970891e-11	7998.470515662328
1.2560585988318855e-11	8000.793234809832
1.2577952809647152e-11	8003.119165451489
1.259534364311018e-11	8005.448312027648
1.2612758521908176e-11	8007.780678984806
1.2630197479287285e-11	8010.116270775603
1.2647660548539616e-11	8012.455091858836
1.2665147763003312e-11	8014.797146699467
1.2682659156062609e-11	8017.142439768632
1.2700194761147902e-11	8019.490975543651
1.2717754611735808e-11	8021.842758508031
1.2735338741349229e-11	8024.1977931514775
1.2752947183557421e-11	8026.556083969909
1.2770579971976052e-11	8028.917635465456
1.2788237140267267e-11	8031.282452146474
1.2805918722139757e-11	8033.650538527552
1.2823624751348818e-11	8036.021899129525
1.2841355261696416e-11	8038.322894066117
1.2859110287031257e-11	8040.599057301281
1.2876889861248847e-11	8042.878367660333
1.2894694018291607e-11	8045.160829494635
1.2912522792148734e-11	8047.446447161539
1.2930376216856574e-11	8049.735225024448
1.2948254326498484e-11	8052.027167452787
1.2966157155204943e-11	8054.322278822024
1.2984084737153626e-11	8056.620563513678
1.3002037106569456e-11	8058.922025915322
1.3020014297724682e-11	8061.226670420602
1.303801634493894e-11	8063.534501429233
1.3056043282579311e-11	8065.845523347017
1.3074095145060404e-11	8068.159740585844
1.3092171966844401e-11	8070.477157563707
1.3110273782441138e-11	8072.797778704707
1.3128400626408168e-11	8075.121608439061
1.3146552533350817e-11	8077.448651203112
1.3164729537922268e-11	8079.778911439337
1.3182931674823609e-11	8082.112393596355
1.320115897880391e-11	8084.449102128936
1.3219411484660288e-11	8086.78904149801
1.3237689227237969e-11	8089.132216170675
1.325599224143036e-11	8091.478630620203
1.3274320562179113e-11	8093.828289326054
1.3292674224474191e-11	8096.1811967738795
1.3311053263353937e-11	8098.477292217841
1.3329457713905135e-11	8100.728110421105
1.334788761126309e-11	8102.982040705096
1.3366342990611678e-11	8105.239087372716
1.3384823887183427e-11	8107.499254732811
1.3403330336259577e-11	8109.762547100193
1.342186237317015e-11	8112.028968795632
1.3440420033294017e-11	8114.298524145877
1.3459003352058965e-11	8116.571217483656
1.3477612364941765e-11	8118.847053147692
1.3496247107468297e-11	8121.126035482707
1.351490761521339e-11	8123.408168839417
1.3533593923801231e-11	8125.693457574569
1.3552306068905206e-11	8127.98190605093
1.3571044086248024e-11	8130.273518637297
1.3589808011601784e-11	8132.568299708507
1.3608597880788047e-11	8134.86625364545
1.3627413729677906e-11	8137.167384835068
1.3646255594192045e-11	8139.471697670374
1.3665123510300815e-11	8141.7791965504475
1.3684017514024303e-11	8144.0898858804585
1.3702937641432399e-11	8146.4037700716635
1.3721883928644863e-11	8148.720853541417
1.3740856411831398e-11	8151.041140713184
1.3759855127211714e-11	8153.364636016545
1.3778880111055601e-11	8155.657164695833
1.3797931399682999e-11	8157.871591394837
1.3817009029464065e-11	8160.089079858068
1.383611303681924e-11	8162.309634318853
1.3855243458219326e-11	8164.533259016378
1.3874400330185548e-11	8166.759958195687
1.3893583689289627e-11	8168.9897361076955
1.391279357215385e-11	8171.222597009194
1.3932030015451144e-11	8173.458545162863
1.3951293055905134e-11	8175.6975848372695
1.3970582730290225e-11	8177.939720306888
1.3989899075431666e-11	8180.184955852105
1.4009242128205627e-11	8182.433295759219
1.4028611925539259e-11	8184.684744320457
1.4048008504410771e-11	8186.939305833985
1.4067431901849503e-11	8189.196984603905
1.4086882154935992e-11	8191.457784940276
1.4106359300802041e-11	8193.721711159113
1.4125863376630854e-11	8195.988767582405
1.4145394419656874e-11	8198.258958538097
1.4164952467166195e-11	8200.532288360142
1.4184537556496412e-11	8202.808761388473
1.4204149725036739e-11	8205.088381969026
1.422378901022809e-11	8207.371154453747
1.4243455449563145e-11	8209.657083200596
1.4263149080586423e-11	8211.837170613055
1.4282869940894354e-11	8214.006859738198
1.4302618068135352e-11	8216.179548771417
1.4322393500009882e-11	8218.355241860521
1.4342196274270536e-11	8220.53394315905
1.4362026428722108e-11	8222.715656826284
1.438188400122166e-11	8224.90038702726
1.4401769029678594e-11	8227.088137932773
1.4421681552054733e-11	8229.278913719378
1.4441621606364386e-11	8231.472718569412
1.4461589230674415e-11	8233.669556670991
1.4481584463104328e-11	8235.869432218024
1.4501607341826328e-11	8238.072349410215
1.4521657905065403e-11	8240.27831245308
1.4541736191099386e-11	8242.487325557944
1.4561842238259042e-11	8244.699392941959
1.4581976084928126e-11	8246.914518828105
1.4602137769543475e-11	8249.132707445206
1.4622327330595058e-11	8251.353963027923
1.464254480662607e-11	8253.578289816784
1.4662790236232995e-11	8255.80569205817
1.4683063658065684e-11	8258.03617400434
1.4703365110827425e-11	8260.26973991343
1.4723694633275016e-11	8262.47005643402
1.474405226421885e-11	8264.580381436082
1.4764438042522976e-11	8266.693624266765
1.4784852007105174e-11	8268.809788960383
1.48052941969371e-11	8270.928879556843
1.4825764651044113e-11	8273.05090010161
1.4846263408505708e-11	8275.175854645771
1.4866790508455354e-11	8277.303747246
1.4887345990080627e-11	8279.434581964586
1.4907929892623288e-11	8281.56836286943
1.492854225537935e-11	8283.70509403406
1.4949183117699165e-11	8285.844779537636
1.496985251898749e-11	8287.987423464956
1.4990550498703562e-11	8290.133029906468
1.501127709636118e-11	8292.281602958277
1.5032032351528773e-11	8294.433146722147
1.505281630382948e-11	8296.587665305518
1.507362899294123e-11	8298.745162821504
1.5094470458596804e-11	8300.905643388913
1.5115340740583927e-11	8303.06911113224
1.513623987874533e-11	8305.235570181687
1.515716791297883e-11	8307.405024673168
1.5178124883237424e-11	8309.577478748311
1.519911082952933e-11	8311.696064809148
1.5220125791918098e-11	8313.738154927947
1.5241169810522665e-11	8315.783068530798
1.526224292551744e-11	8317.830809521576
1.5283345177132372e-11	8319.88138180955
1.5304476605653047e-11	8321.9347893094
1.5325637251420738e-11	8323.991035941215
1.5346827154832508e-11	8326.0501256305
1.5368046356341266e-11	8328.112062308197
1.538929489645586e-11	8330.176849910677
1.5410572815741133e-11	8332.244492379752
1.5431880154818033e-11	8334.31499366269
1.5453216954363662e-11	8336.38835771221
1.547458325511137e-11	8338.464588486504
1.549597909785088e-11	8340.543689949234
1.551740452342813e-11	8342.62566606953
1.5538859572745723e-11	8344.71052082203
1.5560344286762755e-11	8346.798258186853
1.5581858706494948e-11	8348.888882149628
1.5603402873014735e-11	8350.982396701495
1.5624976827451343e-11	8353.078805839106
1.5646580610990858e-11	8355.178113564649
1.566821426487632e-11	8357.243957191773
1.5689877830407786e-11	8359.205802874532
1.5711571348942424e-11	8361.17036109184
1.5733294861894574e-11	8363.137635594167
1.5755048410735848e-11	8365.107630137169
1.5776832036995194e-11	8367.080348481693
1.579864578225898e-11	8369.05579439379
1.5820489688171067e-11	8371.033971644714
1.5842363796432905e-11	8373.014884010934
1.5864268148803597e-11	8374.99853527414
1.5886202787099987e-11	8376.984929221258
1.590816775319673e-11	8378.974069644437
1.5930163089026384e-11	8380.96596034108
1.5952188836579488e-11	8382.960605113836
1.597424503790463e-11	8384.958007770612
1.5996331735108542e-11	8386.958172124583
1.6018448970356176e-11	8388.96110199419
1.604059678587078e-11	8390.966801203156
1.6062775223933983e-11	8392.975273580496
1.6084984326885873e-11	8394.986522960513
1.610722413712508e-11	8397.000553182814
1.612949469710886e-11	8399.017368092314
1.6151796049353166e-11	8400.9244867039
1.617412823643274e-11	8402.796573042984
1.6196491300981185e-11	8404.671247811384
1.6218885285691126e-11	8406.548514587977
1.6241310233314005e-11	8408.42837695658
1.6263766186660585e-11	8410.31083850598
1.6286253188600748e-11	8412.195902829915
1.6308771282063653e-11	8414.083573527101
1.6331320510037814e-11	8415.97385420122
1.635390091557118e-11	8417.866748460947
1.6376512541771227e-11	8419.762259919935
1.6399155431805023e-11	8421.660392196842
1.6421829628899328e-11	8423.561148915327
1.6444535176340668e-11	8425.46453370406
1.646727211747542e-11	8427.370550196727
1.649004049570989e-11	8429.279202032034
1.6512840354510402e-11	8431.190492853728
1.653567173740338e-11	8433.104426310585
1.6558534687975424e-11	8435.02100605643
1.6581429249873405e-11	8436.940235750137
1.6604355466804534e-11	8438.862119055642
1.6627313382536468e-11	8440.650797408305
1.6650303040897363e-11	8442.420738297193
1.6673324485775985e-11	8444.193126384578
1.6696377761121772e-11	8445.967965054067
1.6719462910944942e-11	8447.745257693945
1.6742579979316554e-11	8449.525007697177
1.67657290103686e-11	8451.307218461423
1.67889100482941e-11	8453.09189338904
1.6812123137347165e-11	8454.87903588709
1.6835368321843108e-11	8456.668649367344
1.6858645646158504e-11	8458.46073724629
1.6881955154731286e-11	8460.255302945145
1.6905296892060836e-11	8462.052349889847
1.692867090270805e-11	8463.85188151108
1.695207723129545e-11	8465.653901244268
1.6975515922507312e-11	8467.458412529588
1.6998987021089496e-11	8469.265418811958
1.7022490571849932e-11	8471.074923541079
1.7046026619658437e-11	8472.886930171413
1.706959520944687e-11	8474.7014421622
1.7093196386209202e-11	8476.42558748895
1.711683019500163e-11	8478.081022976707
1.714049668094264e-11	8479.738747342735
1.7164195889213097e-11	8481.398763751738
1.7187927865056347e-11	8483.061075372798
1.721169265377828e-11	8484.725685379371
1.7235490300747436e-11	8486.392596949312
1.7259320851395077e-11	8488.061813264863
1.728318435121528e-11	8489.733337512664
1.7307080845765032e-11	8491.407172883768
1.7331010380664306e-11	8493.083322573635
1.7354973001596144e-11	8494.761789782144
1.7378968754306758e-11	8496.442577713597
1.7402997684605614e-11	8498.125689576733
1.742705983836551e-11	8499.811128584717
1.7451155261522666e-11	8501.498897955165
1.747528400007683e-11	8503.18900091014
1.7499446100091337e-11	8504.881440676158
1.7523641607693216e-11	8506.576220484198
1.7547870569073276e-11	8508.273343569703
1.757213303048619e-11	8509.832451501068
1.7596429038250582e-11	8511.363285537429
1.7620758638749122e-11	8512.896236172586
1.7645121878428606e-11	8514.431306333043
1.7669518803800054e-11	8515.96849894935
1.7693949461438793e-11	8517.507816956107
1.771841389798455e-11	8519.049263291976
1.7742912160141526e-11	8520.592840899673
1.7767444294678513e-11	8522.138552725994
1.7792010348429032e-11	8523.686401721805
1.781661036829114e-11	8525.236390842045
1.7841244401227957e-11	8526.788523045745
1.7865912494267465e-11	8528.342801296032
1.789061469450267e-11	8529.899228560123
1.791535104909168e-11	8531.457807809336
1.794012160525782e-11	8533.018542019106
1.79649264102897e-11	8534.581434168973
1.7989765511541316e-11	8536.146487242602
1.801463895643214e-11	8537.71370422778
1.80395467924472e-11	8539.176352677669
1.806448906713719e-11	8540.570307101929
1.808946582811854e-11	8541.966188869186
1.811447712307352e-11	8543.364000644267
1.8139522999750334e-11	8544.76374509569
1.8164603505963193e-11	8546.165424895655
1.8189718689592426e-11	8547.56904272006
1.8214868598584562e-11	8548.974601248507
1.8240053280952423e-11	8550.382103164296
1.8265272784775214e-11	8551.791551154442
1.8290527158198618e-11	8553.202947909671
1.831581644943489e-11	8554.616296124434
1.834114070676293e-11	8556.031598496904
1.8366499978528413e-11	8557.448857728987
1.8391894313143844e-11	8558.868076526323
1.841732375908867e-11	8560.289257598295
1.8442788364909364e-11	8561.712403658026
1.8468288179219526e-11	8563.137517422401
1.849382325069997e-11	8564.564601612052
1.8519393628098818e-11	8565.832103750625
1.8544999360231594e-11	8567.07902513117
1.8570640495981313e-11	8568.327670560326
1.8596317084298583e-11	8569.57804242184
1.8622029174201766e-11	8570.830143102754
1.864777681477677e-11	8572.083974993406
1.8673560055177605e-11	8573.339540487445
1.8699378944626162e-11	8574.59684198183
1.8725233532412388e-11	8575.855881876829
1.8751123867894383e-11	8577.11666257603
1.877705000049849e-11	8578.379186486352
1.88030119797194e-11	8579.643456018033
1.882900985512022e-11	8580.909473584643
1.8855043676332597e-11	8582.177241603096
1.8881113493056804e-11	8583.446762493644
1.890721935506182e-11	8584.718038679883
1.8933361312185448e-11	8585.991072588764
1.895953941433439e-11	8587.26586665059
1.898575371148436e-11	8588.423142761729
1.9012004253680165e-11	8589.511239873189
1.9038291091035804e-11	8590.600841435804
1.9064614273734574e-11	8591.691949529699
1.909097385202915e-11	8592.784566237866
1.911736987624169e-11	8593.878693646186
1.9143802396763933e-11	8594.974333843416
1.917027146405729e-11	8596.071488921209
1.919677712865294e-11	8597.170160974103
1.9223319441151938e-11	8598.270352099533
1.9249898452225283e-11	8599.372064397841
1.9276514212614053e-11	8600.475299972264
1.9303166773129477e-11	8601.58006092895
1.932985618465303e-11	8602.686349376967
1.9356582498136552e-11	8603.794167428283
1.938334576460232e-11	8604.9035171978
1.941014603514316e-11	8606.014400803339
1.9436983360922543e-11	8607.126820365647
1.946385779317468e-11	8608.078976877436
1.9490769383204618e-11	8608.998300740817
1.9517718182388425e-11	8609.918895702005
1.9544704242172963e-11	8610.84076351847
1.957172761407646e-11	8611.763905950123
1.9598788349688307e-11	8612.688324759303
1.9625886500669213e-11	8613.614021710786
1.9653022118751326e-11	8614.540998571785
1.9680195255738312e-11	8615.469257111963
1.9707405963505468e-11	8616.398799103425
1.9734654293999817e-11	8617.329626320725
1.9761940299240203e-11	8618.261740540878
1.9789264031317396e-11	8619.195143543348
1.9816625542394185e-11	8620.129837110062
1.984402488470549e-11	8621.065823025412
1.9871462110558443e-11	8622.003103076258
1.9898937272332506e-11	8622.941679051926
1.992645042247956e-11	8623.790616983524
1.9954001613524005e-11	8624.530077864387
1.9981590898062868e-11	8625.270561156545
2.0009218328765902e-11	8626.01206827363
2.0036883958375674e-11	8626.754600631228
2.006458783970769e-11	8627.49815964688
2.009233002565046e-11	8628.242746740092
2.0120110569165637e-11	8628.988363332326
2.0147929523288097e-11	8629.735010847016
2.0175786941126043e-11	8630.48269070956
2.0203682875861107e-11	8631.231404347325
2.0231617380748458e-11	8631.981153189658
2.0259590509116883e-11	8632.731938667876
2.0287602314368923e-11	8633.483762215279
2.0315652849980943e-11	8634.236625267147
2.034374216950325e-11	8634.990529260745
2.0371870326560195e-11	8635.745475635325
2.0400037374850353e-11	8636.40130263475
2.042824336814629e-11	8636.951200932235
2.0456488360295184e-11	8637.501859543409
2.0484772405218565e-11	8638.053279519516
2.051309555691253e-11	8638.605461913254
2.0541457869447828e-11	8639.158407778774
2.0569859396969966e-11	8639.712118171687
2.059830019369932e-11	8640.26659414906
2.062678031393123e-11	8640.821836769424
2.0655299812036115e-11	8641.37784709278
2.0683858742459554e-11	8641.934626180579
2.0712457159722416e-11	8642.492175095755
2.0741095118420953e-11	8643.050494902702
2.0769772673226898e-11	8643.609586667291
2.0798489878887584e-11	8644.169451456863
2.082724679022603e-11	8644.73009034024
2.0856043462141065e-11	8645.291504387711
2.0884879949607413e-11	8645.661556590505
2.0913756307675825e-11	8646.012058233506
2.094267259147315e-11	8646.363044495569
2.097162885620247e-11	8646.71451604675
2.1000625157143182e-11	8647.066473558032
2.1029661549651128e-11	8647.418917701325
2.1058738089158678e-11	8647.771849149469
2.1087854831174848e-11	8648.125268576228
2.1117011831285406e-11	8648.47917665631
2.1146209145152967e-11	8648.833574065344
2.117544682851712e-11	8649.188461479898
2.1204724937194508e-11	8649.54383957748
2.123404352707896e-11	8649.899709036523
2.1263402654141584e-11	8650.256070536409
2.129280237443087e-11	8650.612924757455
2.1322242744072806e-11	8650.970272380919
2.135172381927099e-11	8651.176504661093
2.1381245656306808e-11	8651.317455709459
2.14108083115392e-11	8651.458601642973
2.14404118414053e-11	8651.59994273109
2.147005630242018e-11	8651.741479243647
2.1499741751177057e-11	8651.883211450839
2.1529468244347394e-11	8652.025139623247
2.1559235838681013e-11	8652.167264031817
2.15890445910062e-11	8652.309584947876
2.1618894558229806e-11	8652.452102643125
2.1648785797337378e-11	8652.594817389638
2.1678718365393245e-11	8652.737729459866
2.1708692319540636e-11	8652.88083912664
2.173870771700179e-11	8653.024146663161
2.176876461507807e-11	8653.16765234302
2.1798863071150055e-11	8653.311356440172
2.1829003142677667e-11	8653.26760438568
2.1859184887200276e-11	8653.189600343696
2.1889408362336805e-11	8653.111488449877
2.191967362578585e-11	8653.0332685551
2.194998073532577e-11	8652.95494051004
2.1980329748814827e-11	8652.876504165164
2.201072072419127e-11	8652.79795937073
2.2041153719473463e-11	8652.71930597679
2.2071628792759977e-11	8652.640543833195
2.2102146002229728e-11	8652.561672789578
2.213270540614206e-11	8652.482692695368
2.2163307062836882e-11	8652.40360339979
2.219395103073475e-11	8652.324404751858
2.2224637368337006e-11	8652.245096600374
2.2255366134225877e-11	8652.165678793934
2.228613738706459e-11	8652.010781278601
2.2316951185597472e-11	8651.704922649453
2.2347807588650084e-11	8651.398641126645
2.2378706655129414e-11	8651.091936125466
2.2409648444023613e-11	8650.784807060398
2.244063301440267e-11	8650.47725334511
2.247166042541816e-11	8650.169274392463
2.2502730736303444e-11	8649.860869614504
2.2533844006373773e-11	8649.55203842247
2.2565000295026414e-11	8649.242780226778
2.2596199661740766e-11	8648.933094437036
2.262744216607845e-11	8648.622980462036
2.2658727867683464e-11	8648.312437709747
2.2690056826282254e-11	8648.001465587324
2.2721429101683847e-11	8647.690063501099
2.275284475377997e-11	8647.34457050036
2.2784303842545163e-11	8646.802371023763
2.2815806428036884e-11	8646.259421878207
2.2847352570395623e-11	8645.715722027164
2.2878942329845035e-11	8645.171270432678
2.2910575766692036e-11	8644.626066055354
2.2942252941326928e-11	8644.080107854363
2.2973973914223505e-11	8643.533394787431
2.3005738745939184e-11	8642.985925810852
2.3037547497115106e-11	8642.437699879469
2.3069400228476255e-11	8641.888715946681
2.310129700083158e-11	8641.338972964446
2.3133237875074108e-11	8640.788469883266
2.3165222912181056e-11	8640.237205652196
2.319725217321395e-11	8639.685179218837
2.322932571931875e-11	8639.069093532173
2.3261443611725953e-11	8638.282351415884
2.329360591175071e-11	8637.494521515177
2.332581268079296e-11	8636.705602326027
2.3358063980337533e-11	8635.915592342337
2.339035987195427e-11	8635.124490055929
2.3422700417298136e-11	8634.332293956535
2.345508567810945e-11	8633.5390025318
2.3487515716213598e-11	8632.74461426728
2.3519990593521742e-11	8631.949127646438
2.3552510372030546e-11	8631.152541150635
2.358507511382239e-11	8630.354853259138
2.3617684881065506e-11	8629.556062449105
2.3650339736014067e-11	8628.756167195594
2.3683039741008328e-11	8627.95516597155
2.3715784958474735e-11	8626.988908022999
2.3748575450926057e-11	8625.949707039834
2.3781411280961483e-11	8624.90906921146
2.381429251126676e-11	8623.866992551235
2.3847219204614315e-11	8622.82347506976
2.3880191423863356e-11	8621.778514774893
2.3913209231960003e-11	8620.73210967174
2.3946272691937415e-11	8619.684257762645
2.3979381866915896e-11	8618.634957047187
2.4012536820103035e-11	8617.584205522184
2.4045737614793798e-11	8616.532001181682
2.407898431437068e-11	8615.478342016955
2.4112276982303803e-11	8614.423226016497
2.4145615682151046e-11	8613.366651166025
2.417900047755817e-11	8612.211389479835
2.4212431432258933e-11	8610.91387787185
2.424590861007522e-11	8609.614572266968
2.427943207491714e-11	8608.31347018473
2.4313001890783197e-11	8607.010569141248
2.434661812176035e-11	8605.705866649201
2.4380280832024195e-11	8604.399360217825
2.4413990085839042e-11	8603.091047352913
2.4447745947558065e-11	8601.780925556808
2.448154848162341e-11	8600.468992328406
2.4515397752566422e-11	8599.155245163134
2.454929382500738e-11	8597.839681552972
2.45832367636562e-11	8596.52229898642
2.4617226633312175e-11	8595.203094948503
2.465126349886419e-11	8593.786783074736
2.4685347425290844e-11	8592.224266829751
2.4719478477660584e-11	8590.659590180747
2.4753656721131824e-11	8589.092750140653
2.4787882220953065e-11	8587.523743718271
2.4822155042463024e-11	8585.952567918264
2.485647525109076e-11	8584.379219741155
2.4890842912355797e-11	8582.803696183319
2.4925258091868247e-11	8581.225994236976
2.4959720855328942e-11	8579.646110890195
2.499423126852955e-11	8578.064043126873
2.5028789397352707e-11	8576.479787926737
2.506339530777214e-11	8574.893342265343
2.5098049065852802e-11	8573.30470311406
2.513275073775098e-11	8571.55664406398
2.5167500389714436e-11	8569.72260867047
2.5202298088082527e-11	8567.88603745857
2.5237143899286338e-11	8566.046926922138
2.52720378898488e-11	8564.205273550197
2.5306980126384828e-11	8562.361073826907
2.5341970675601432e-11	8560.514324231572
2.5377009604297862e-11	8558.665021238627
2.541209697936573e-11	8556.813161317628
2.5447232867789117e-11	8554.958740933256
2.5482417336644746e-11	8553.101756545302
2.5517650453102065e-11	8551.24220460866
2.5552932284423395e-11	8549.380081573321
2.5588262897964064e-11	8547.475667692914
2.5623642361172524e-11	8545.366702687572
2.5659070741590485e-11	8543.254821734003
2.569454810685304e-11	8541.140020800489
2.5730074524688904e-11	8539.02229584973
2.5765650062920128e-11	8536.901642838862
2.5801274789462847e-11	8534.778057719417
2.583694877232699e-11	8532.651536437326
2.5872672079616523e-11	8530.522074932927
2.5908444779529582e-11	8528.389669140935
2.594426694035859e-11	8526.254314990452
2.598013863049039e-11	8524.11600840494
2.6016059918406392e-11	8521.97474530224
2.6052030872682683e-11	8519.830521594533
2.6088051561990162e-11	8517.460031819845
2.612412205509469e-11	8515.067516238689
2.6160242420857192e-11	8512.671692659753
2.619641272823381e-11	8510.272556509244
2.623263304627603e-11	8507.87010320706
2.6268903444130803e-11	8505.46432816676
2.6305223991040697e-11	8503.05522679556
2.634159475634401e-11	8500.64279449433
2.637801580947491e-11	8498.227026657578
2.6414487219963576e-11	8495.807918673445
2.6451009057436308e-11	8493.385465923695
2.6487581391615688e-11	8490.959663783708
