Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	2.194545101409964047e+02	3.180818949691763464e+02
1.032794731918951654e-10	2.249288073411987057e+02	3.263962320034081586e+02
1.066664958279539403e-10	2.305826326505263069e+02	3.349832354917614907e+02
1.101645949633656381e-10	2.364218736451898337e+02	3.438518474575024015e+02
1.137774133221491146e-10	2.424526109828835558e+02	3.530113031751530457e+02
1.175087130904807540e-10	2.486811247348405516e+02	3.624711407875875580e+02
1.213623798344240958e-10	2.551139009255464885e+02	3.722412112385187015e+02
1.253424265461399975e-10	2.617576382869212352e+02	3.823316885307173152e+02
1.294529978227915867e-10	2.686192552340022530e+02	3.927530803206479391e+02
1.336983741824946476e-10	2.757058970693932451e+02	4.035162388605516526e+02
1.380829765218092491e-10	2.830249434239814832e+02	4.146323722993726619e+02
1.426113707194128486e-10	2.905840159416708275e+02	4.261130563542951109e+02
1.472882723907502473e-10	2.983909862161337969e+02	4.379702463650449999e+02
1.521185517986104510e-10	3.064539839878469820e+02	4.502162897435094919e+02
1.571072389247450498e-10	3.147814056099466029e+02	4.628639388316385066e+02
1.622595287078087593e-10	3.233819227917189778e+02	4.759263641810177319e+02
1.675807864530767868e-10	3.322644916288319905e+02	4.894171682679411788e+02
1.730765534195724819e-10	3.414383619297097425e+02	5.033503996582662694e+02
1.787525525904235329e-10	3.509130868477641343e+02	5.177405676368019840e+02
1.846146946324547531e-10	3.606985328295117483e+02	5.326026573164623414e+02
1.906690840512252406e-10	3.708048898889381917e+02	5.479521452429224837e+02
1.969220255479172543e-10	3.812426822188058395e+02	5.638050155110242940e+02
2.033800305846981002e-10	3.920227791499569321e+02	5.801777764097140562e+02
2.100498241653915480e-10	4.031564064700257859e+02	5.970874776128499661e+02
2.169383518385184289e-10	4.146551581133415425e+02	6.145517279337718719e+02
2.240527869300018610e-10	4.265310082342025453e+02	6.325887136621340687e+02
2.314005380130653023e-10	4.387963236760868995e+02	6.512172175020838267e+02
2.389892566231049743e-10	4.514638768497891306e+02	6.704566381315160015e+02
2.468268452255692806e-10	4.645468590338921331e+02	6.903270104027662910e+02
2.549214654451423314e-10	4.780588941114230010e+02	7.108490262057817972e+02
2.632815465648021228e-10	4.920140527570011386e+02	7.320440560154939931e+02
2.719157943036017723e-10	5.064268670892473097e+02	7.539341711458296231e+02
2.808331998823172083e-10	5.213123458037172213e+02	7.765421667335397160e+02
2.900430493863991314e-10	5.366859898021133404e+02	7.998915854757734678e+02
2.995549334359813486e-10	5.525638083340543290e+02	8.240067421461221784e+02
3.093787571730138678e-10	5.689623356682081976e+02	8.489127489146590051e+02
3.195247505759212065e-10	5.858986483101509748e+02	8.746355414983408991e+02
3.300034791125284578e-10	6.033903827848820356e+02	9.012019061690117496e+02
3.408258547423451742e-10	6.214557540025093658e+02	9.286395076471183074e+02
3.520031472796679687e-10	6.401135742262350732e+02	9.569769179101986083e+02
3.635469961293320139e-10	6.593832726623900271e+02	9.862436459461335971e+02
3.754694224073336536e-10	6.792849156929175933e+02	1.016470168482152303e+03
3.877828414589456106e-10	6.998392277713776366e+02	1.047687961721581587e+03
4.005000757873611052e-10	7.210676130042295426e+02	1.079929534121399001e+03
4.136343684063274911e-10	7.429921774398651451e+02	1.113228460244714370e+03
4.271993966306778827e-10	7.656357520886073189e+02	1.147619415723432894e+03
4.412092863191189219e-10	7.890219166976415863e+02	1.183138213367512435e+03
4.556786265841064474e-10	8.131750243056417276e+02	1.219821840458413135e+03
