#Parameters = {C_1=13.5; C_2=309.20083490382; Conductivity_W=18000000; Ip=309.49540595172; Pipe_lenght=40; Pipe_r=30; beta=1; cells_wave=30; conductivity_copper=59500000; d=-409.20083490382; half_gap_x=16.5; half_gap_y=30; half_gap_z=50; mu_copper=0.999994; offset=6.6; offset_x=1; offset_y=5; sigma_z=5; teta=2.5; thcoll=13.5; translate_z=-359.20083490382; wakelength=20000}
#"Frequency / GHz"	"Z [Re / Ohm]"	"Z [Im / Ohm]"
#-----------------------------------------------
0.0000000000000	-0.043835925880253	-5.7265624460704e-14
0.0020478289222872	-0.038609921025261	0.020291586459005
0.0040956578445743	-0.025113134396571	0.034447193150244
0.0061434867668615	-0.0088037079981527	0.039160734589500
0.0081913156891487	0.0042527931626563	0.035315867217475
0.010239144611436	0.010209086879583	0.027220357923229
0.012286973533723	0.0089547990979412	0.020218545282987
0.014334802456010	0.0036354923200293	0.018027597056254
0.016382631378297	-0.0014047999223239	0.021205382235433
0.018430460300585	-0.0030176453039817	0.027439737261101
0.020478289222872	-0.00066788354656832	0.033298365791591
0.022526118145159	0.0037729591276412	0.036311893702333
0.024573947067446	0.0075331770652483	0.036196620486087
0.026621775989733	0.0087253914233479	0.034642034599768
0.028669604912020	0.0073450733480890	0.033976817741038
0.030717433834308	0.0050002736654757	0.035643644171067
0.032765262756595	0.0036957275311312	0.039418577738595
0.034813091678882	0.0045249837580963	0.043757909904651
0.036860920601169	0.0070857158615313	0.046927771735594
0.038908749523456	0.0099016538561126	0.048127413732276
0.040956578445743	0.011480284409148	0.047902105094513
0.043004407368031	0.011273812753755	0.047656133830903
0.045052236290318	0.0099413840662562	0.048662309436632
0.047100065212605	0.0088092612531716	0.051248090729282
0.049147894134892	0.0089470878332224	0.054666031310394
0.051195723057179	0.010489594037881	0.057674020332728
0.053243551979466	0.012623634566969	0.059390913290587
0.055291380901754	0.014196644622896	0.059848851551516
0.057339209824041	0.014501993741679	0.059904505942073
0.059387038746328	0.013713830075884	0.060614253824383
0.061434867668615	0.012710545593486	0.062521542996019
0.063482696590902	0.012444845187224	0.065331654354028
0.065530525513189	0.013306080932244	0.068162872113312
0.067578354435477	0.014897005233008	0.070171043792044
0.069626183357764	0.016347096090349	0.071110544787120
0.071674012280051	0.016922140976015	0.071463173315715
0.073721841202338	0.016507481975889	0.072074596799085
0.075769670124625	0.015650370579793	0.073568440056802
0.077817499046912	0.015157608736861	0.075940979279902
0.079865327969200	0.015541071064005	0.078597292304620
0.081913156891487	0.016689727462731	0.080781514471101
0.083960985813774	0.017976049944815	0.082093092066144
0.086008814736061	0.018703819548522	0.082738885252417
0.088056643658348	0.018580381182282	0.083364935302812
0.090104472580635	0.017895172859292	0.084600837690448
0.092152301502923	0.017298240456858	0.086636216262065
0.094200130425210	0.017345864010827	0.089112643948409
0.096247959347497	0.018129446642874	0.091389723156936
0.098295788269784	0.019233995675776	0.092989836788361
0.10034361719207	0.020040142457603	0.093914191630099
0.10239144611436	0.020151662703907	0.094622357311818
0.10443927503665	0.019654820557018	0.095702864621720
0.10648710395893	0.019041122762599	0.097469704798877
0.10853493288122	0.018858904096102	0.099760314017385
0.11058276180351	0.019339774513709	0.10206387539753
0.11263059072579	0.020253597611359	0.10388065197655
0.11467841964808	0.021081682876042	0.10506055172313
0.11672624857037	0.021379307122271	0.10589239784922
0.11877407749266	0.021075162707922	0.10689234250048
0.12082190641494	0.020506965837720	0.10844543121918
0.12286973533723	0.020178196078628	0.11054847281972
0.12491756425952	0.020410484530517	0.11282522415725
0.12696539318180	0.021131073790174	0.11479448453894
0.12901322210409	0.021935225604347	0.11620075087385
0.13106105102638	0.022372293923280	0.11718080993187
0.13310887994867	0.022253955949864	0.11815828880847
0.13515670887095	0.021774387713045	0.11954636635989
0.13720453779324	0.021366468993720	0.12146671429391
0.13925236671553	0.021399848037863	0.12367535223116
0.14130019563781	0.021931042052610	0.12573967360586
0.14334802456010	0.022674127721411	0.12733874672104
0.14539585348239	0.023205565644840	0.12847885457393
0.14744368240468	0.023256960905749	0.12947991405224
0.14949151132696	0.022893843865992	0.13074849774227
0.15153934024925	0.022461825710570	0.13249806445739
0.15358716917154	0.022343218799447	0.13460853233115
0.15563499809382	0.022695181784650	0.13671715351219
0.15768282701611	0.023348445850439	0.13847253677688
0.15973065593840	0.023931460988573	0.13977425047905
0.16177848486069	0.024129394680149	0.14083491668087
0.16382631378297	0.023897779153753	0.14202698847758
0.16587414270526	0.023486137383760	0.14362425609766
0.16792197162755	0.023260222595932	0.14561718863423
0.16996980054984	0.023449235417805	0.14772637116230
0.17201762947212	0.023992492504352	0.14960001555586
0.17406545839441	0.024587882323523	0.15105618055565
0.17611328731670	0.024904184976493	0.15220314528467
0.17816111623898	0.024808303265171	0.15335855481955
0.18020894516127	0.024451753264695	0.15482729123023
0.18225677408356	0.024160535134016	0.15669317007717
0.18430460300585	0.024208160098241	0.15876656427950
0.18635243192813	0.024629673449384	0.16072025751753
0.18840026085042	0.025202954272491	0.16231641988118
0.19044808977271	0.025606397485518	0.16356743929761
0.19249591869499	0.025641257750275	0.16472201966761
0.19454374761728	0.025365124572813	0.16608982534584
0.19659157653957	0.025047081947692	0.16782811882141
0.19863940546186	0.024979006649479	0.16983722714371
0.20068723438414	0.025275182705663	0.17183412089792
0.20273506330643	0.025797663136380	0.17355004986536
0.20478289222872	0.026255912624214	0.17491437232096
0.20683072115100	0.026408965472004	0.17609896963410
0.20887855007329	0.026229586345306	0.17739562188826
0.21092637899558	0.025918740990974	0.17901365571369
0.21297420791787	0.025763405797346	0.18093805584228
0.21502203684015	0.025938186921596	0.18294407793578
0.21706986576244	0.026387768193401	0.18475533265531
0.21911769468473	0.026869203652264	0.18623426564725
0.22116552360701	0.027122044969529	0.18747386899910
0.22321335252930	0.027047293344159	0.18872961033001
0.22526118145159	0.026772334754061	0.19024121030613
0.22730901037388	0.026559435638569	0.19206848471177
0.22935683929616	0.026623392373518	0.19405355393642
0.23140466821845	0.026985021343530	0.19593305239866
0.23345249714074	0.027460326747543	0.19752069837650
0.23550032606302	0.027790368938219	0.19883375487978
0.23754815498531	0.027820276558362	0.20007762268730
0.23959598390760	0.027603741555987	0.20150160763606
0.24164381282989	0.027362593309691	0.20322704257323
