Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	2.347085506084174824e+02	3.983542910248899034e+02
1.032794731918951654e-10	2.404741235671679078e+02	4.086543910718029338e+02
1.066664958279539403e-10	2.464287769454597026e+02	4.192922801384928562e+02
1.101645949633656381e-10	2.525787115849627753e+02	4.302790359253083921e+02
1.137774133221491146e-10	2.589303316822874876e+02	4.416260994228116488e+02
1.175087130904807540e-10	2.654902514579549688e+02	4.533452868257828072e+02
1.213623798344240958e-10	2.722653020440753266e+02	4.654488018379423693e+02
1.253424265461399975e-10	2.792625385979047792e+02	4.779492483802026186e+02
1.294529978227915867e-10	2.864892476486905935e+02	4.908596437156836032e+02
1.336983741824946476e-10	2.939529546854531645e+02	5.041934320051592522e+02
1.380829765218092491e-10	3.016614319936079482e+02	5.179644983070522812e+02
1.426113707194128486e-10	3.096227067485870634e+02	5.321871830365540745e+02
1.472882723907502473e-10	3.178450693748887943e+02	5.468762968989277624e+02
1.521185517986104510e-10	3.263370821792605057e+02	5.620471363125449216e+02
1.571072389247450498e-10	3.351075882670039050e+02	5.777154993377170058e+02
1.622595287078087593e-10	3.441657207506883651e+02	5.938977021279084738e+02
1.675807864530767868e-10	3.535209122608616212e+02	6.106105959204624014e+02
1.730765534195724819e-10	3.631829047686613308e+02	6.278715845845329113e+02
1.787525525904235329e-10	3.731617597305574350e+02	6.456986427444978744e+02
1.846146946324547531e-10	3.834678685657869437e+02	6.641103344977223060e+02
1.906690840512252406e-10	3.941119634773953635e+02	6.831258327461681574e+02
1.969220255479172543e-10	4.051051286281498278e+02	7.027649391619771677e+02
2.033800305846981002e-10	4.164588116829639830e+02	7.230481048078200956e+02
2.100498241653915480e-10	4.281848357298537735e+02	7.439964514334865271e+02
2.169383518385184289e-10	4.402954115918361708e+02	7.656317934708866915e+02
2.240527869300018610e-10	4.528031505425965975e+02	7.879766607503783007e+02
2.314005380130653023e-10	4.657210774391593873e+02	8.110543219620655009e+02
2.389892566231049743e-10	4.790626442852436071e+02	8.348888088865063537e+02
2.468268452255692806e-10	4.928417442394239742e+02	8.595049414200599358e+02
2.549214654451423314e-10	5.070727260826859037e+02	8.849283534209326945e+02
2.632815465648021228e-10	5.217704091604413179e+02	9.111855194028394180e+02
2.719157943036017723e-10	5.369500988145612155e+02	9.383037821040737754e+02
2.808331998823172083e-10	5.526276023215010582e+02	9.663113809607031044e+02
2.900430493863991314e-10	5.688192453531094088e+02	9.952374815135291328e+02
2.995549334359813486e-10	5.855418889772665807e+02	1.025112205779445503e+03
3.093787571730138678e-10	6.028129472160544537e+02	1.055966663618815573e+03
3.195247505759212065e-10	6.206504051797395505e+02	1.087832985131532041e+03
3.300034791125284578e-10	6.390728377954594635e+02	1.120744354115501210e+03
3.408258547423451742e-10	6.580994291501068574e+02	1.154735042622385436e+03
3.520031472796679687e-10	6.777499924675614693e+02	1.189840446646593819e+03
3.635469961293320139e-10	6.980449907410683181e+02	1.226097122984682301e+03
3.754694224073336536e-10	7.190055580422505273e+02	1.263542827303550894e+03
3.877828414589456106e-10	7.406535215289437701e+02	1.302216553457072223e+03
4.005000757873611052e-10	7.630114241747744472e+02	1.342158574092105709e+03
4.136343684063274911e-10	7.861025482441453960e+02	1.383410482586166609e+03
4.271993966306778827e-10	8.099509395370786251e+02	1.426015236360435210e+03
