Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
1.000000000000000166e-10	7.964988301304088905e+06	2.258679623943833634e+07
1.032794731918951654e-10	7.964987128528377041e+06	2.258679454291598126e+07
1.066664958279539403e-10	7.964985917291798629e+06	2.258679279075662792e+07
1.101645949633656381e-10	7.964984666333043016e+06	2.258679098113568127e+07
1.137774133221491146e-10	7.964983374349430203e+06	2.258678911216869950e+07
1.175087130904807540e-10	7.964982039995561354e+06	2.258678718190944195e+07
1.213623798344240958e-10	7.964980661881914362e+06	2.258678518834785745e+07
1.253424265461399975e-10	7.964979238573399372e+06	2.258678312940795347e+07
1.294529978227915867e-10	7.964977768587864004e+06	2.258678100294566154e+07
1.336983741824946476e-10	7.964976250394546427e+06	2.258677880674661323e+07
1.380829765218092491e-10	7.964974682412486523e+06	2.258677653852380812e+07
1.426113707194128486e-10	7.964973063008875586e+06	2.258677419591523707e+07
1.472882723907502473e-10	7.964971390497356653e+06	2.258677177648145333e+07
1.521185517986104510e-10	7.964969663136270829e+06	2.258676927770298347e+07
1.571072389247450498e-10	7.964967879126842134e+06	2.258676669697774574e+07
1.622595287078087593e-10	7.964966036611301824e+06	2.258676403161831200e+07
1.675807864530767868e-10	7.964964133670957759e+06	2.258676127884913236e+07
1.730765534195724819e-10	7.964962168324195780e+06	2.258675843580362573e+07
1.787525525904235329e-10	7.964960138524414040e+06	2.258675549952120334e+07
1.846146946324547531e-10	7.964958042157892138e+06	2.258675246694418788e+07
1.906690840512252406e-10	7.964955877041592263e+06	2.258674933491462097e+07
1.969220255479172543e-10	7.964953640920883976e+06	2.258674610017098486e+07
2.033800305846981002e-10	7.964951331467197277e+06	2.258674275934479758e+07
2.100498241653915480e-10	7.964948946275594644e+06	2.258673930895710737e+07
2.169383518385184289e-10	7.964946482862273231e+06	2.258673574541488290e+07
2.240527869300018610e-10	7.964943938661972992e+06	2.258673206500724703e+07
2.314005380130653023e-10	7.964941311025304720e+06	2.258672826390162483e+07
2.389892566231049743e-10	7.964938597215997055e+06	2.258672433813976496e+07
2.468268452255692806e-10	7.964935794408040121e+06	2.258672028363359720e+07
2.549214654451423314e-10	7.964932899682749063e+06	2.258671609616098553e+07
2.632815465648021228e-10	7.964929910025716759e+06	2.258671177136133611e+07
2.719157943036017723e-10	7.964926822323683649e+06	2.258670730473103747e+07
2.808331998823172083e-10	7.964923633361291140e+06	2.258670269161879644e+07
2.900430493863991314e-10	7.964920339817730710e+06	2.258669792722078040e+07
2.995549334359813486e-10	7.964916938263292424e+06	2.258669300657560304e+07
3.093787571730138678e-10	7.964913425155787729e+06	2.258668792455919087e+07
3.195247505759212065e-10	7.964909796836866066e+06	2.258668267587940767e+07
3.300034791125284578e-10	7.964906049528196454e+06	2.258667725507058203e+07
3.408258547423451742e-10	7.964902179327543825e+06	2.258667165648778155e+07
3.520031472796679687e-10	7.964898182204698212e+06	2.258666587430096045e+07
3.635469961293320139e-10	7.964894053997281007e+06	2.258665990248887613e+07
3.754694224073336536e-10	7.964889790406407788e+06	2.258665373483280838e+07
3.877828414589456106e-10	7.964885386992215179e+06	2.258664736491011828e+07
4.005000757873611052e-10	7.964880839169234969e+06	2.258664078608752042e+07
4.136343684063274911e-10	7.964876142201618291e+06	2.258663399151419848e+07
4.271993966306778827e-10	7.964871291198207997e+06	2.258662697411466390e+07
4.412092863191189219e-10	7.964866281107441522e+06	2.258661972658139467e+07
4.556786265841064474e-10	7.964861106712091714e+06	2.258661224136721343e+07
4.706224849841281415e-10	7.964855762623833492e+06	2.258660451067744195e+07
4.860564232142136024e-10	7.964850243277633563e+06	2.258659652646177262e+07
5.019965133110081441e-10	7.964844542925953865e+06	2.258658828040589020e+07
5.184593543892912175e-10	7.964838655632770620e+06	2.258657976392281428e+07
5.354620899273606527e-10	7.964832575267383829e+06	2.258657096814395860e+07
5.530224256192902378e-10	7.964826295498046093e+06	2.258656188390989229e+07
5.711586478126431938e-10	7.964819809785354882e+06	2.258655250176081061e+07
5.898896425508497150e-10	7.964813111375454813e+06	2.258654281192666292e+07
6.092349152400710261e-10	7.964806193292998709e+06	2.258653280431699753e+07
6.292146109610343618e-10	7.964799048333882354e+06	2.258652246851046011e+07
6.498495354469890483e-10	7.964791669057747349e+06	2.258651179374391586e+07
6.711611767496282870e-10	7.964784047780229710e+06	2.258650076890126616e+07
6.931717276155404727e-10	7.964776176564959809e+06	2.258648938250185549e+07
7.159041085964887260e-10	7.964768047215294093e+06	2.258647762268853188e+07
7.393819919175865964e-10	7.964759651265785098e+06	2.258646547721528262e+07
7.636298261282244400e-10	7.964750979973364621e+06	2.258645293343449011e+07
7.886728615614152294e-10	7.964742024308231659e+06	2.258643997828377038e+07
8.145371766280743462e-10	7.964732774944462813e+06	2.258642659827235714e+07
8.412497049736117954e-10	7.964723222250288352e+06	2.258641277946705744e+07
8.688382635251186617e-10	7.964713356278069317e+06	2.258639850747774169e+07
8.973315814583522479e-10	7.964703166753936559e+06	2.258638376744236052e+07
9.267593301146878953e-10	7.964692643067091703e+06	2.258636854401147366e+07
9.571521538991863169e-10	7.964681774258757010e+06	2.258635282133224979e+07
9.885417021919573871e-10	7.964670549010766670e+06	2.258633658303197846e+07
1.020960662306046580e-09	7.964659258646226488e+06	2.258631983787016198e+07
1.054442793526168950e-09	7.964647769093404524e+06	2.258630255804766715e+07
1.089022962263730067e-09	7.964635902743778192e+06	2.258628471153802797e+07
1.124737178364752061e-09	7.964623647240396589e+06	2.258626627975688875e+07
1.161622632608501755e-09	7.964610989821068011e+06	2.258624724351042882e+07
1.199717735435884489e-09	7.964597917305064388e+06	2.258622758297536522e+07
1.239062156947916503e-09	7.964584416079403833e+06	2.258620727767833322e+07
