#Parameters = {C_1=23.329215416694; C_2=534.32688033279; Conductivity_MoGr=1000000; Ip=534.83592562405; Pipe_lenght=40; Pipe_r=30; beta=1; cells_wave=30; d=-784.32688033279; half_gap_x=6.6707845833065; half_gap_y=30; half_gap_z=125; offset=2.6683138333226; offset_x=1; offset_y=5; sigma_z=5; teta=2.5; thcoll=23.329215416694; translate_z=-659.32688033279; wakelength=20000}
#"Frequency / GHz"	"X [Re / Ohm]"	"X [Im / Ohm]"
#-----------------------------------------------
0.0000000000000	-6.8488546402164e-12	31.178959894507
0.0020002000200020	17.550836686246	26.634246929940
0.0040004000400040	30.444510689624	14.371965290870
0.0060006000600060	35.557268676492	-1.9808816202096
0.0080008000800080	32.256317514561	-17.814490098635
0.010001000100010	22.441995571937	-29.094742394526
0.012001200120012	9.7042321632095	-33.616074263865
0.014001400140014	-2.0343526446146	-31.506714902677
0.016001600160016	-9.8429525321361	-24.864765326286
0.018001800180018	-12.588042190572	-16.751023625800
0.020002000200020	-10.984054886321	-9.9915756375857
0.022002200220022	-6.9754319181691	-6.2646395366219
0.024002400240024	-2.7873322701548	-5.7723257646748
0.026002600260026	-0.064357081629060	-7.5228147959709
0.028002800280028	0.58518012264733	-10.000400958970
0.030003000300030	-0.45947923776831	-11.882114856788
0.032003200320032	-2.2584426332711	-12.503185950909
0.034003400340034	-3.8567859314368	-11.936308327382
0.036003600360036	-4.6920749788142	-10.741305465036
0.038003800380038	-4.7215489370956	-9.5724968381819
0.040004000400040	-4.2821446320887	-8.8527287178053
0.042004200420042	-3.8144829952604	-8.6455565837356
0.044004400440044	-3.6147640544359	-8.7349196609402
0.046004600460046	-3.7270888230546	-8.8209391868352
0.048004800480048	-3.9941377672523	-8.7052737417133
0.050005000500050	-4.2010302413168	-8.3740054605884
0.052005200520052	-4.2145272199638	-7.9593325833431
0.054005400540054	-4.0440127821739	-7.6287161157441
0.056005600560056	-3.8082278553969	-7.4781500291257
0.058005800580058	-3.6460478512182	-7.4879336100844
0.060006000600060	-3.6325527371491	-7.5532691803387
0.062006200620062	-3.7467990064146	-7.5581157286155
0.064006400640064	-3.9000683333160	-7.4424486475841
0.066006600660066	-3.9976971545784	-7.2258556007670
0.068006800680068	-3.9933256840485	-6.9817111056337
0.070007000700070	-3.9058641411472	-6.7853283618908
0.072007200720072	-3.7958946550994	-6.6704053192619
0.074007400740074	-3.7221544475354	-6.6175445254709
0.076007600760076	-3.7068948357417	-6.5760952532854
0.078007800780078	-3.7290644132162	-6.5008919290387
0.080008000800080	-3.7448885172939	-6.3796030746821
0.082008200820082	-3.7192327482258	-6.2357010899220
0.084008400840084	-3.6471633482356	-6.1088441419477
0.086008600860086	-3.5539462116494	-6.0277678442161
0.088008800880088	-3.4763438866647	-5.9932223873596
0.090009000900090	-3.4389951725159	-5.9800899471879
0.092009200920092	-3.4408633130189	-5.9550316899071
0.094009400940094	-3.4587578755227	-5.8970693422016
0.096009600960096	-3.4637304144671	-5.8082875934100
0.098009800980098	-3.4388623894021	-5.7093969064797
0.10001000100010	-3.3875205977951	-5.6247135713763
0.10201020102010	-3.3282713300121	-5.5669844369963
0.10401040104010	-3.2812279863913	-5.5313155356986
0.10601060106011	-3.2552688939082	-5.5007883168179
0.10801080108011	-3.2439114567588	-5.4588662795615
0.11001100110011	-3.2313879249170	-5.4000723389889
0.11201120112011	-3.2039720474534	-5.3324457912538
0.11401140114011	-3.1588756483420	-5.2711057497505
0.11601160116012	-3.1053514909321	-5.2278665243129
0.11801180118012	-3.0580469360750	-5.2038200150185
0.12001200120012	-3.0274906067274	-5.1892735770055
0.12201220122012	-3.0139205384784	-5.1704230544420
0.12401240124012	-3.0079979101284	-5.1380000012592
0.12601260126013	-2.9973339286735	-5.0923470031247
0.12801280128013	-2.9742428518759	-5.0421147513384
0.13001300130013	-2.9398037311630	-4.9980043834720
0.13201320132013	-2.9020769239728	-4.9659270828046
0.13401340134013	-2.8701716013895	-4.9439005264609
0.13601360136014	-2.8482953621255	-4.9242548879799
0.13801380138014	-2.8335421439360	-4.8992399119715
0.14001400140014	-2.8184746979657	-4.8661546365885
0.14201420142014	-2.7964306397493	-4.8287663848635
0.14401440144014	-2.7659290081205	-4.7944153983762
0.14601460146015	-2.7314217846242	-4.7689930393408
0.14801480148015	-2.7001753411484	-4.7531617018907
0.15001500150015	-2.6775419135985	-4.7421391197952
0.15201520152015	-2.6637334437412	-4.7289355009493
0.15401540154015	-2.6540281843854	-4.7087548702082
0.15601560156016	-2.6420280853907	-4.6817074426609
0.15801580158016	-2.6236895404653	-4.6522609718102
0.16001600160016	-2.5995375548355	-4.6260359155636
0.16201620162016	-2.5738215724779	-4.6061780134731
0.16401640164016	-2.5514021842309	-4.5916333813793
0.16601660166017	-2.5345345422578	-4.5782625575987
0.16801680168017	-2.5216122512661	-4.5618513216850
0.17001700170017	-2.5085279817901	-4.5409362513882
0.17201720172017	-2.4915833094598	-4.5176333044248
0.17401740174017	-2.4699602781441	-4.4960660296543
0.17601760176018	-2.4461814141552	-4.4795594377728
0.17801780178018	-2.4243781067951	-4.4684838908509
0.18001800180018	-2.4076046668820	-4.4600990984492
0.18201820182018	-2.3959705634549	-4.4503849916708
0.18401840184018	-2.3867320542772	-4.4365780306456
0.18601860186019	-2.3761647308540	-4.4187616428524
0.18801880188019	-2.3619166190954	-4.3995664055325
0.19001900190019	-2.3443206122888	-4.3822993604144
0.19201920192019	-2.3259085944313	-4.3688003681752
0.19401940194019	-2.3095673185962	-4.3584100273281
