# Frequency (Hz)	Imaginary Part (Ohm/m)
0.1	7290144567.250652
0.10026058077928199	7290133084.596436
0.1005218405819893	7290121572.020628
0.10078378117752645	7290110029.445259
0.10104640433990873	7290098456.792159
0.10130971184777408	7290086853.982949
0.10157370548439536	7290075220.939049
0.10183838703769221	7290063557.581672
0.10210375830024324	7290051863.831826
0.1023698210692982	7290040139.610317
0.10263657714679018	7290028384.83774
0.10290402833934764	7290016599.434485
0.1031721764583069	7290004783.320735
0.10344102331972414	7289992936.416462
0.10371057074438794	7289981058.641435
0.10398082055783149	7289969149.915209
0.10425177459034489	7289957210.157131
0.1045234346769877	7289945239.286339
0.10479580265760133	7289933237.221758
0.10506888037682131	7289921203.882105
0.10534266968409012	7289909139.185881
0.10561717243366937	7289897043.051377
0.10589239048465263	7289884915.39667
0.10616832570097788	7289872756.139628
0.10644497995144013	7289860565.197899
0.10672235510970415	7289848342.488919
0.10700045305431713	7289836087.929908
0.10727927566872132	7289823801.437873
0.10755882484126697	7289811482.9296
0.10783910246522489	7289799132.321663
0.10812011043879947	7289786749.530415
0.10840185066514148	7289774334.4719925
0.1086843250523608	7289761887.062315
0.1089675355135396	7289749407.21708
0.1092514839667452	7289736894.851767
0.10953617233504287	7289724349.881635
0.1098216025465092	7289711772.221722
0.11010777653424487	7289699161.786845
0.11039469623638787	7289686518.491599
0.11068236359612667	7289673842.250355
0.11097078056171317	7289661132.9772625
0.11125994908647618	7289648390.586248
0.1115498711288345	7289635614.991012
0.11184054865231007	7289622806.105029
0.11213198362554153	7289609963.841552
0.11242417802229732	7289597088.113605
0.11271713382148918	7289584178.833984
0.11301085300718557	7289571235.915263
0.11330533756862492	7289558259.269783
0.11360058950022935	7289545248.80966
0.11389661080161798	7289532204.446777
0.11419340347762061	7289519126.092793
0.11449096953829124	7289506013.659133
0.11478931099892162	7289492867.05699
0.11508842988005503	7289479686.197329
0.11538832820749992	7289466470.990881
0.11568900801234347	7289453221.348145
0.11599047133096564	7289439937.179386
0.11629272020505274	7289426618.394637
0.11659575668161129	7289413264.903695
0.11689958281298199	7289399876.616123
0.11720420065685346	7289386453.441246
0.1175096122762763	7289372995.288156
0.1178158197396771	7289359502.065705
0.1181228251208722	7289345973.68251
0.1184306304990821	7289332410.046949
0.11873923795894518	7289318811.067161
0.11904864959053209	7289305176.651046
0.11935886748935981	7289291506.706262
0.11966989375640574	7289277801.140229
0.11998173049812211	7289264059.8601265
0.12029437982645015	7289250282.772887
0.12060784385883436	7289236450.292283
0.1209221247182369	7289222555.355966
0.12123722453315205	7289208624.212113
0.12155314543762039	7289194656.766379
0.12186988957124353	7289180652.924167
0.12218745907919838	7289166612.5906315
0.12250585611225182	7289152535.670687
0.12282508282677522	7289138422.0689945
0.12314514138475897	7289124271.689967
0.12346603395382731	7289110084.437775
0.12378776270725277	7289095860.216328
0.12411032982397105	7289081598.929296
0.12443373748859583	7289067300.480088
0.12475798789143332	7289052964.771872
0.12508308322849734	7289038591.707555
0.12540902570152412	7289024181.1897955
0.1257358175179871	7289009733.120996
0.12606346089111206	7288995247.403307
0.12639195803989198	7288980723.938621
0.1267213111891021	7288966162.628577
0.12705152256931504	7288951563.374559
0.1273825944169158	7288936926.077691
0.127714528974117	7288922250.638841
0.1280473284889741	7288907536.958618
0.12838099521540045	7288892784.937371
0.12871553141318273	7288877994.475195
0.12905093934799616	7288863165.471915
0.12938722129141988	7288848297.827104
0.12972437952095242	7288833391.440066
0.13006241632002682	7288818446.209851
0.13040133397802653	7288803462.035237
0.1307411347903006	7288788438.814746
0.13108182105817928	7288773376.446629
0.13142339508898976	7288758274.828875
0.13176585919607148	7288743133.859208
0.13210921569879222	7288727953.435084
0.1324534669225635	7288712733.453693
0.1327986151988563	7288697473.811956
0.1331446628652172	7288682174.406527
0.13349161226528375	7288666835.133786
0.1338394657488007	7288651455.889849
0.13418822567163582	7288636036.570559
0.13453789439579564	7288620577.0714855
0.13488847428944178	7288605077.28793
0.13523996772690683	7288589537.114918
0.1355923770887103	7288573956.447201
0.13594570476157503	7288558335.179258
0.13629995313844318	7288542673.205296
0.1366551246184923	7288526970.419237
0.13701122160715196	7288511226.714738
0.13736824651611967	7288495441.98517
0.13772620176337738	7288479616.123631
0.1380850897732079	7288463749.022938
0.13844491297621114	7288447840.575631
0.13880567380932088	7288431890.673968
0.1391673747158208	7288415899.209928
0.13953001814536156	7288399866.075204
0.1398936065539771	7288383791.161214
0.14025814240410112	7288367674.359088
0.14062362816458415	7288351515.559674
0.14099006631071007	7288335314.653533
0.1413574593242127	7288319071.530946
0.14172580969329296	7288302786.0819025
0.1420951199126355	7288286458.19611
0.14246539248342552	7288270087.762984
0.142836629913366	7288253674.671657
0.14320883471669438	7288237218.810968
0.14358200941419982	7288220720.06947
0.14395615653324006	7288204178.3354225
0.1443312786077588	7288187593.496795
0.14470737817830256	7288170965.441266
0.14508445779203813	7288154294.05622
0.14546252000276966	7288137579.228748
0.14584156737095613	7288120820.845651
0.14622160246372845	7288104018.7934265
0.14660262785490702	7288087172.958284
0.14698464612501924	7288070283.226133
0.1473676598613167	7288053349.482587
0.14775167165779293	7288036371.61296
0.148136684115201	7288019331.3487215
0.14852269984107092	7288001945.224834
0.14890972144972744	7287984513.796052
0.1492977515623078	7287967036.944316
0.14968679280677938	7287949514.551264
0.1500768478179575	7287931946.498222
0.15046791923752337	7287914332.666212
0.15086000971404193	7287896672.935941
0.15125312190297965	7287878967.187808
0.15164725846672278	7287861215.301896
0.15204242207459517	7287843417.157983
0.15243861540287634	7287825572.635529
0.15283584113481985	7287807681.613678
0.15323410196067117	7287789743.971262
0.15363340057768604	7287771759.5868
0.1540337396901488	7287753728.338487
0.1544351220093906	7287735650.104207
0.15483755025380777	7287717524.761523
0.1552410271488803	7287699352.18768
0.15564555542719022	7287681132.259603
0.1560511378284402	7287662864.853895
0.15645777709947198	7287644549.846839
0.15686547599428505	7287626187.114395
0.1572742372740554	7287607776.532199
0.15768406370715393	7287589317.975565
0.15809495806916551	7287570811.31948
0.15850692314290774	7287552256.438606
0.1589199617184494	7287533653.207279
0.15933407659312998	7287515001.499508
0.15974927057157817	7287496301.1889715
0.16016554646573086	7287477552.149018
0.1605829070948525	7287458754.252672
0.161001355285554	7287439907.372621
0.16142089387181166	7287421011.381223
0.1618415256949868	7287402066.150502
0.16226325360384466	7287383071.552153
0.16268608045457392	7287364027.457531
0.16311000911080575	7287344933.737658
0.16353504244363362	7287325790.263223
0.1639611833316324	7287306596.904571
0.16438843466087794	7287287353.531716
0.1648167993249667	7287268060.01433
0.16524628022503537	7287248716.221746
0.16567688026978028	7287229322.022958
0.16610860237547734	7287209877.2866125
0.16654144946600183	7287190381.881025
0.16697542447284786	7287170835.674156
0.16741053033514863	7287151238.533628
0.16784676999969608	7287131590.32672
0.16828414642096096	7287111890.920361
0.16872266256111274	7287092140.181135
0.1691623213900398	7287072337.975279
0.16960312588536952	7287052484.168681
0.17004507903248822	7287032578.626879
0.17048818382456174	7287012621.21506
0.17093244326255555	7286992611.798063
0.17137786035525485	7286972550.240371
0.17182443811928536	7286952436.406116
0.17227217957913354	7286932270.159074
0.1727210877671669	7286912051.362668
0.1731711657236549	7286891779.879966
0.17362241649678936	7286871455.573676
0.1740748431427049	7286851078.3061495
0.1745284487255001	7286830647.939383
0.17498323631725776	7286810164.335004
0.17543920899806617	7286789627.354292
0.1758963698560395	7286769036.858153
0.17635472198733906	7286748392.70714
0.1768142684961943	7286727694.761437
0.17727501249492345	7286706942.880867
0.17773695710395496	7286686136.924885
0.17820010545184856	7286665276.752581
0.1786644606753163	7286644362.222674
0.179130025919244	7286623393.193526
0.17959680433671243	7286602369.523117
0.1800647990890186	7286581291.069063
0.1805340133456973	7286560157.68861
0.18100445028454262	7286538969.23863
0.1814761130916292	7286517725.575621
0.18194900496133398	7286496426.55571
0.18242312909635808	7286475072.034646
0.182898488707748	7286453661.8678055
0.18337508701491764	7286432195.910184
0.18385292724567012	7286410674.016405
0.18433201263621968	7286389096.040707
0.1848123464312133	7286367461.83695
0.1852939318837531	7286345771.258618
0.18577677225541805	7286324024.158808
0.18626087081628614	7286302220.390234
0.18674623084495665	7286280359.805232
0.1872328556285722	7286258442.255746
0.18772074846284106	7286236467.593339
0.1882099126520595	7286214435.669187
0.18870035150913422	7286192346.334074
0.18919206835560462	7286170199.438398
0.18968506652166534	7286147994.832171
0.19017934934618907	7286125732.365007
0.19067492017674884	7286103411.886133
0.19117178236964072	7286081033.24438
0.1916699392899068	7286058596.288189
0.1921693943113578	7286036100.8656025
0.1926701508165958	7286013546.824268
0.19317221219703745	7285990934.011438
0.19367558185293682	7285968262.273964
0.19418026319340811	7285945531.458299
0.1946862596364493	7285922741.410498
0.19519357460896497	7285899891.9762125
0.19570221154678943	7285876983.000693
0.19621217389471007	7285854014.328787
0.19672346510649108	7285830985.804936
0.19723608864489617	7285807897.273178
0.19775004798171233	7285784748.577147
0.1982653465977736	7285761539.56006
0.19878198798298424	7285738270.064735
0.19929997563634252	7285714939.93358
0.1998193130659645	7285691549.008587
0.20034000378910777	7285668097.13134
0.20086205133219498	7285644584.143006
0.2013854592308382	7285621009.884347
0.20191023102986258	7285597374.1957
0.20243637028333025	7285573676.916989
