# Time (s)	Wake dip x [V/C/m]
21346.630333242454	0.0
21743.8947560008	0.0
22148.552337263594	0.0
22560.74066496859	0.0
22980.599887588487	0.0
23408.272761782944	0.0
23843.904700937204	0.0
24287.643824604504	0.0
24739.641008868115	0.0
25200.049937640895	0.0
25669.02715491952	0.0
26146.73211801092	0.0
26633.327251749808	0.0
27128.978003724646	0.0
27633.85290053167	0.0
28148.123605075813	0.0
28671.9649749377	0.0
29205.555121827452	0.0
29749.075472144435	0.0
30302.71082866393	0.0
30866.649433372746	0.0
31441.083031472648	0.0
32026.206936576502	0.0
32622.220097116733	0.0
33229.325163989684	0.0
33847.72855945983	0.0
34477.64054734464	0.0
35119.275304507275	0.0
35772.850993678774	0.0
36438.58983763541	0.0
37116.71819475767	0.0
37807.46663599349	0.0
38511.07002325569	0.0
39227.76758927724	0.0
39957.803018952654	0.0
40701.42453219439	0.0
41458.88496832911	0.0
42230.44187206672	0.0
43016.357581068	0.0
43816.89931514195	0.0
44632.33926710398	0.0
45462.95469532399	0.0
46309.02801799737	0.0
47170.84690917022	0.0
48048.70439655134	0.0
48942.898961145314	0.0
49853.73463873893	0.0
50781.5211232767	0.0
51726.57387216025	0.0
52689.21421350677	0.0
53669.76945540476	0.0
54668.57299720181	0.0
55685.96444286409	0.0
56722.28971644549	0.0
57777.90117970507	0.0
58853.15775191451	0.0
59948.42503189409	0.0
61064.07542232036	0.0
62200.48825634718	0.0
63358.04992658254	0.0
64537.15401646702	0.0
65738.20143409586	0.0
66961.60054853215	0.0
68207.76732865692	0.0
69477.1254846024	0.0
70770.10661181889	0.0
72087.15033782135	0.0
73428.70447166757	0.0
74795.2251562183	0.0
76187.17702322999	0.0
77605.0333513357	0.0
79049.2762269642	0.0
80520.3967082547	0.0
82018.89499202212	0.0
83545.28058382872	0.0
85100.07247122246	0.0
86683.79930019774	0.0
88296.99955494083	0.0
89940.22174092053	0.0
91614.0245713852	0.0
93318.97715733238	0.0
95055.6592010119	0.0
96824.66119303113	0.0
98626.5846131283	0.0
100462.04213468131	0.0
102331.6578330245	0.0
104236.06739764012	0.0
106175.9183482999	0.0
108151.87025522892	0.0
110164.59496336569	0.0
112214.77682079803	0.0
114303.11291144787	0.0
116430.31329208757	0.0
118597.10123376705	0.0
120804.21346773289	0.0
123052.40043592616	0.0
125342.42654613995	0.0
127675.07043192645	0.0
130051.12521734099	0.0
132471.39878661174	0.0
134936.71405883064	0.0
137447.90926775365	0.0
140005.8382468096	0.0
142611.37071941298	0.0
145265.39259467812	0.0
147968.80626863963	0.0
150722.53093107554	0.0
153527.5028780421	0.0
156384.6758302248	0.0
159295.0212572123	0.0
162259.5287078087	0.0
165279.2061464897	0.0
168355.08029612005	0.0
171488.19698705408	0.0
174679.62151272458	0.0
177930.43899185772	0.0
181241.75473742394	0.0
184614.69463245457	0.0
188050.40551285836	0.0
191550.05555735278	0.0
195114.83468466165	0.0
198745.9549580986	0.0
202444.65099768018	0.0
206212.18039991445	0.0
210049.82416539153	0.0
213958.88713434216	0.0
217940.6984302958	0.0
221996.61191199525	0.0
226128.00663372796	0.0
230336.28731421314	0.0
234622.88481422624	0.0
238989.25662310526	0.0
243436.8873543108	0.0
247967.289250216	0.0
252582.00269627848	0.0
257282.5967447932	0.0
262070.66964838552	0.0
266947.8494034318	0.0
271915.7943036019	0.0
276976.1935036891	0.0
282130.76759394706	0.0
287381.2691851069	0.0
292729.4835042813	0.0
298177.22900196735	0.0
303726.35797033116	0.0
309378.7571730137	0.0
315136.34848664823	0.0
321001.08955431683	0.0
326974.9744511768	0.0
333060.03436245886	0.0
339258.33827409917	0.0
345571.9936762143	0.0
352003.14727966755	0.0
358553.9857459817	0.0
365226.7364308176	0.0
372023.6681413066	0.0
378947.09190746717	0.0
385999.3617679763	0.0
393182.87557057705	0.0
400500.07578736113	0.0
407953.4503452449	0.0
415545.53347188793	0.0
423278.90655735444	0.0
431156.19903182285	0.0
439180.0892596086	0.0
447353.3054498463	0.0
455678.6265841069	0.0
464158.8833612772	0.0
472796.9591600391	0.0
481595.7910192351	0.0
490558.37063650455	0.0
499687.7453854889	0.0
508987.01935196744	0.0
518459.3543892913	0.0
528107.971193433	0.0
537936.1503980698	0.0
547947.2336900292	0.0
558144.6249454955	0.0
568531.7913873753	0.0
579112.2647641759	0.0
589889.6425508494	0.0
600867.5891719693	0.0
612049.837247669	0.0
623440.1888627864	0.0
635042.5168595962	0.0
646860.7661546321	0.0
658898.9550799957	0.0
671161.1767496273	0.0
683651.6004510239	0.0
696374.4730628222	0.0
709334.1204987989	0.0
722534.9491787221	0.0
735981.4475265756	0.0
749678.1874966876	0.0
763629.8261282241	0.0
777841.1071286482	0.0
792316.8624866261	0.0
807062.014114949	0.0
822081.5755240541	0.0
837380.653526649	0.0
852964.4499741016	0.0
868838.2635251193	0.0
885007.4914473438	0.0
901477.6314524917	0.0
918254.2835656282	0.0
935343.1520292377	0.0
952750.04724273	0.0
970480.8877380306	0.0
988541.7021919574	0.0
1006938.6314760271	0.0
1025677.9307444209	0.0
1044765.9715608052	0.0
1064209.2440647245	0.0
1084014.359178331	0.0
1104188.0508541602	0.0
1124737.1783647507	0.0
1145668.7286348727	0.0
1166989.8186171474	0.0
1188707.6977119034	0.0
1210829.7502320395	0.0
1233363.4979137748	0.0
1256316.6024741214	0.0
1279696.8682159416	0.0
1303512.244681509	0.0
1327770.8293554292	0.0
1352480.870417874	0.0
1377650.769549055	0.0
1403289.084785873	0.0
1429404.533431761	0.0
1456005.9950206485	0.0
1483102.5143361029	0.0
1510703.3044866556	0.0
1538817.7500383463	0.0
1567455.410205595	0.0
1596626.022101425	0.0
1626339.5040481905	0.0
1656605.9589499151	0.0
1687435.6777273756	0.0
1718839.1428171457	0.0
1750827.0317357269	0.0
1783410.2207100063	0.0
1816599.7883753285	0.0
1850407.019542302	0.0
1884843.4090337954	0.0
1919920.6655932867	0.0
1955650.715865947	0.0
1992045.7084538713	0.0
2029118.018046678	0.0
2066880.2496290822	0.0
2105345.242766708	0.0
2144526.0759716653	0.0
2184436.0711494284	0.0
2225088.7981283693	0.0
2266498.079273693	0.0
2308677.994187172	0.0
2351642.884494346	0.0
2395407.3587208795	0.0
2439986.29725955	0.0
2485394.8574297987	0.0
2531648.478631358	0.0
2578762.8875937983	0.0
2626754.1037238385	0.0
2675638.4445520453	0.0
2725432.531281028	0.0
2776153.294436804	0.0
2827817.979625338	0.0
2880444.1533962977	0.0
2934049.7092157872	0.0
2988652.8735503824	0.0
3044272.212064306	0.0
3100926.6359319235	0.0
3158635.408267819	0.0
3217418.1506763715	0.0
3277294.849923382	0.0
3338285.8647317644	0.0
3400411.9327037027	0.0
3463694.1773717343	0.0
3528154.115380883	0.0
3593813.6638046256	0.0
3660695.147596906	0.0
3728821.30718283	0.0
3798215.306190736	0.0
3868900.7393279755	0.0
3940901.6404034477	0.0
4014242.490499326	0.0
4088948.226294856	0.0
4165044.248545185	0.0
4242556.430717777	0.0
4321511.127789762	0.0
4401935.185208879	0.0
4483855.948021182	0.0
4567301.270168747	0.0
4652299.523960189	0.0
4738879.609717651	0.0
4827070.965603188	0.0
4916903.577628021	0.0
5008407.989848212	0.0
5101615.314749834	0.0
5196557.243827658	0.0
5293266.058360566	0.0
5391774.640387494	0.0
5492116.483887789	0.0
5594325.706169377	0.0
5698437.059469136	0.0
5804485.942768984	0.0
5912508.413831869	0.0
6022541.201461928	0.0
6134621.717992506	0.0
6248788.072006888	0.0
6365079.081295578	0.0
6483534.286054714	0.0
6604193.962330305	0.0
6727099.135712337	0.0
6852291.595284058	0.0
6979813.907830667	0.0
7109709.432312424	0.0
7242022.334607315	0.0
7376797.602527731	0.0
7514081.061116962	0.0
7653919.388230155	0.0
7796360.130405221	0.0
7941451.71902934	0.0
8089243.486805938	0.0
8239785.684528511	0.0
8393129.498166373	0.0
8549327.066268368	0.0
8708431.497690724	0.0
8870496.889654404	0.0
9035578.34613892	0.0
9203731.99661823	0.0
9375015.015145289	0.0
9549485.639791965	0.0
9727203.192450536	0.0
9908228.099003788	0.0
10092621.909870485	0.0
10280447.320933098	0.0
10471768.194855202	0.0
10666649.582795387	0.0
10865157.746525373	0.0
11067360.180959744	0.0
11273325.63710487	0.0
11483124.145435112	0.0
11696827.039703846	0.0
11914506.981197748	0.0
12136237.983442418	0.0
12362095.43736769	0.0
12592156.13694151	0.0
12826498.3052806	0.0
13065201.621247198	0.0
13308347.24654076	0.0
13556017.853293689	0.0
13808297.652180923	0.0
14065272.421052365	0.0
14327029.534098294	0.0
14593657.991557576	0.0
14865248.449978571	0.0
15141893.25304352	0.0
15423686.462966274	0.0
15710723.89247449	0.0
16003103.137387017	0.0
16300923.60979741	0.0
16604286.571875297	0.0
16913295.17029647	0.0
17228054.471313924	0.0
17548671.49648152	0.0
17875255.259042356	0.0
18207916.800994623	0.0
18546769.230846975	0.0
18891927.762076642	0.0
19243509.75230332	0.0
19601634.743191857	0.0
19966424.501097932	0.0
20338003.0584698	0.0
20716496.75602067	0.0
21102034.285685964	0.0
21494746.734379806	0.0
21894767.628566206	0.0
22302232.979659364	0.0
22717281.330269028	0.0
23140053.801306542	0.0
23570694.139967278	0.0
24009348.768606517	0.0
24456166.83452444	0.0
24911300.26067791	0.0
25374903.797335718	0.0
25847135.07469564	0.0
26328154.6564802	0.0
26818126.094530128	0.0
27317215.98441379	0.0
27825594.022071257	0.0
28343433.061513092	0.0
28870909.173592348	0.0
29408201.705870606	0.0
29955493.34359816	0.0
30512970.17182871	0.0
31080821.738690637	0.0
31659241.119835205	0.0
32248424.98408439	0.0
32848573.66030047	0.0
33459891.20549975	0.0
34082585.47423452	0.0
34716868.189265594	0.0
35362955.01355039	0.0
36021065.62357074	0.0
36691423.78402494	0.0
37374257.42391064	0.0
38069798.71402284	0.0
38778284.145894535	0.0
39499954.61220647	0.0
40235055.48869293	0.0
40983836.717572615	0.0
41746552.89253135	0.0
42523463.34528678	0.0
43314832.23376403	0.0
44120928.631911896	0.0
44942026.62119142	0.0
45778405.38376617	0.0
46630349.29742727	0.0
47498148.03228505	0.0
48382096.649259575	0.0
49282495.700405136	0.0
50199651.33110079	0.0
51133875.38414321	0.0
52085485.50577665	0.0
53054805.25369574	0.0
54042164.20705915	0.0
55047898.078549676	0.0
56072348.82852027	0.0
57115864.78126435	0.0
58178800.74344935	0.0
59261518.124755524	0.0
60364385.060758635	0.0
61487776.53810017	0.0
62632074.521986924	0.0
63797668.086062826	0.0
64984953.54469889	0.0
66194334.58774388	0.0
67426222.41778335	0.0
68681035.88995308	0.0
69959201.65435374	0.0
71261154.30111745	0.0
72587336.50817245	0.0
73938199.19175874	0.0
75314201.65974376	0.0
76715811.76779303	0.0
78143506.07844542	0.0
79597770.02314977	0.0
81079098.06731695	0.0
82587993.87844272	0.0
84124970.49736118	0.0
85690550.51268348	0.0
87285266.23848371	0.0
88909659.89529167	0.0
90564283.79445294	0.0
92249700.52592175	0.0
93966483.1495469	0.0
95715215.38991855	0.0
97496491.83484097	0.0
99310918.137498	0.0
101159111.22238298	0.0
103041699.49505854	0.0
104959323.05582266	0.0
106912633.91734771	0.0
108902296.22637327	0.0
110928986.48952228	0.0
112993393.80332194	0.0
115096220.0885031	0.0
117238180.32865998	0.0
119420002.8133535	0.0
121642429.3857368	0.0
123906215.69479132	0.0
126212131.45225461	0.0
128560960.69432965	0.0
130953502.04826704	0.0
133390569.00390586	0.0
135872990.19027063	0.0
138401609.65731302	0.0
140977287.16289678	0.0
143600898.46512637	0.0
146273335.620113	0.0
148995507.28528506	0.0
151768339.02834037	0.0
154592773.64194787	0.0
157469771.464309	0.0
160400310.70568198	0.0
163385387.7809857	0.0
166426017.64859018	0.0
169523234.15541214	0.0
172678090.38843596	0.0
175891659.03277326	0.0
179165032.73638958	0.0
182499324.48161504	0.0
185895667.96356884	0.0
189355217.9756299	0.0
192879150.80207777	0.0
196468664.61804405	0.0
200124979.89690349	0.0
203849339.82524642	0.0
207643010.7255779	0.0
211507282.48687947	0.0
215443469.00318778	0.0
219452908.62033114	0.0
223536964.59097967	0.0
227697025.53816846	0.0
231934505.92744276	0.0
236250846.54779404	0.0
240647515.00154218	0.0
245126006.20333397	0.0
249687842.8884332	0.0
254334576.13046482	0.0
259067785.8688001	0.0
263889081.44575077	0.0
268800102.15376073	0.0
273802517.7927863	0.0
278898029.23804396	0.0
284088369.01832956	0.0
289375301.90509474	0.0
294760625.51248586	0.0
300246170.90855557	0.0
305833803.23784316	0.0
311525422.35554785	0.0
317322963.47349733	0.0
323228397.81813806	0.0
329243733.30077755	0.0
335371015.2002929	0.0
341612326.8585518	0.0
347969790.3887688	0.0
354445567.3970436	0.0
361041859.71733445	0.0
367760910.1601031	0.0
374605003.2748982	0.0
381576466.1271244	0.0
388677669.0892668	0.0
395911026.64684665	0.0
403278998.21937054	0.0
410784088.99656343	0.0
418428850.7901576	0.0
426215882.9015325	0.0
434147833.00551015	0.0
442227398.0505897	0.0
450457325.17594445	0.0
458840412.6454752	0.0
467379510.7992464	0.0
476077523.0226378	0.0
484937406.7335233	0.0
493962174.38783056	0.0
503154894.5038046	0.0
512518692.7053333	0.0
522056752.7846986	0.0
531772317.78509665	0.0
541668691.1033136	0.0
551749237.6129117	0.0
562017384.8083189	0.0
572476623.970219	0.0
583130511.3526219	0.0
593982669.3920338	0.0
605036787.9391212	0.0
616296625.5132942	0.0
627766010.5806513	0.0
639448842.8556937	0.0
651349094.6272783	0.0
663470812.1092337	0.0
675818116.816111	0.0
688395206.964551	0.0
701206358.9007177	0.0
714255928.5543104	0.0
727548352.9196218	0.0
741088151.564157	0.0
754879928.1653447	0.0
768928372.0758306	0.0
783238259.9179205	0.0
797814457.2076613	0.0
812661920.0091945	0.0
827785696.619849	0.0
843190929.2866251	0.0
858882855.9546258	0.0
874866812.0479896	0.0
891148232.2840202	0.0
907732652.5210242	0.0
924625711.6405734	0.0
941833153.4647961	0.0
959360828.7093127	0.0
977214696.9725724	0.0
995400828.7621539	0.0
1013925407.5588143	0.0
1032794731.9189525	0.0
1052015217.6161569	0.0
1071593399.8226712	0.0
1091535935.3313932	0.0
1111849604.81927	0.0
1132541315.1528127	0.0
1153618101.7364762	0.0
1175087130.9048076	0.0
1196955702.3590453	0.0
1219231251.6491094	0.0
1241921352.7017846	0.0
1265033720.3959012	0.0
1288576213.185518	0.0
1312556835.7718453	0.0
1336983741.8249452	0.0
1361865236.7560828	0.0
1387209780.541618	0.0
1413025990.5995336	0.0
1439322644.7194095	0.0
1466108684.046983	0.0
1493393216.1242533	0.0
1521185517.9861016	0.0
1549495039.3146317	0.0
1578331405.6521196	0.0
1607704421.673822	0.0
1637624074.521689	0.0
1668100537.2000558	0.0
1699144172.034626	0.0
1730765534.1957276	0.0
1762975375.287204	0.0
1795784647.002097	0.0
1829204504.84629	0.0
1863246311.9315598	0.0
1897921642.8391035	0.0
1933242287.5550432	0.0
1969220255.4791734	0.0
2005867779.50823	0.0
2043197320.1952705	0.0
2081221569.9863415	0.0
2119953457.536069	0.0
2159406152.1035676	0.0
2199593068.0300703	0.0
2240527869.3000183	0.0
2282224474.186901	0.0
2324697059.9856453	0.0
2367960067.833079	0.0
2412028207.618002	0.0
2456916462.98279	0.0
2502640096.417922	0.0
2549214654.4514203	0.0
2596655972.9348726	0.0
2644980182.4277143	0.0
2694203713.6818824	0.0
2744343303.2283683	0.0
2795415999.067865	0.0
2847439166.467248	0.0
2900430493.8639855	0.0
2954407998.8803797	0.0
3009390034.449724	0.0
3065395295.056536	0.0
3122442823.092858	0.0
3180552015.3329134	0.0
3239742629.5281954	0.0
3300034791.1252885	0.0
3361449000.1087756	0.0
3424006137.9714255	0.0
3487727474.8141704	0.0
3552634676.5781393	0.0
3618749812.411284	0.0
3686095362.172169	0.0
3754694224.0733366	0.0
3824569722.4669914	0.0
3895745615.7755013	0.0
3968246104.569486	0.0
4042095839.7963185	0.0
4117319931.1616793	0.0
4193943955.6671777	0.0
4271993966.3067765	0.0
4351496500.925055	0.0
4432478591.24041	0.0
4514967772.036102	0.0
4598992090.5224285	0.0
4684580115.873045	0.0
4771760948.93875	0.0
4860564232.142149	0.0
4951020159.556352	0.0
5043159487.171349	0.0
5137013543.351338	0.0
5232614239.486668	0.0
5329994080.844104	0.0
5429186177.618943	0.0
5530224256.192889	0.0
5633142670.601352	0.0
5737976414.21414	0.0
5844761131.63365	0.0
5953533130.81437	0.0
6064329395.40805	0.0
6177187597.338489	0.0
6292146109.610351	0.0
6409244019.35647	0.0
6528521141.127848	0.0
6650018030.431105	0.0
6773775997.517745	0.0
6899837121.430025	0.0
7028244264.308367	0.0
7159041085.964889	0.0
7292272058.728298	0.0
7427982482.564911	0.0
7566218500.481063	0.0
7707027114.212319	0.0
7850456200.20451	0.0
7996554525.89233	0.0
8145371766.280737	0.0
8296958520.834915	0.0
8451366330.684739	0.0
8608647696.149244	0.0
8768856094.587408	0.0
8932045998.58096	0.0
9098272894.455568	0.0
9267593301.146902	0.0
9440064789.417603	0.0
9615746001.432076	0.0
9794696670.695385	0.0
9976977642.36321	0.0
10162650893.929974	0.0
10351779556.301762	0.0
10544427935.261663	0.0
10740661533.334324	0.0
10940547072.057436	0.0
11144152514.667904	0.0
11351547089.20999	0.0
11562801312.07373	0.0
11777987011.97118	0.0
11997177354.358856	0.0
12220446866.31491	0.0
12447871461.87906	0.0
12679528467.864313	0.0
12915496650.148827	0.0
13155856240.457052	0.0
13400688963.639534	0.0
13650078065.460138	0.0
13904108340.90067	0.0
14162866162.991974	0.0
14426439512.18159	0.0
14694918006.248203	0.0
14968392930.772556	0.0
15246957270.1757	0.0
15530705739.334585	0.0
15819734815.786015	0.0
16114142772.530231	0.0
16414029711.444664	0.0
16719497597.319849	0.0
17030650292.528427	0.0
17347593592.339325	0.0
17670435260.889503	0.0
17999285067.824764	0.0
18334254825.622852	0.0
18675458427.61074	0.0
19023011886.689457	0.0
19377033374.77993	0.0
19737643263.002556	0.0
20104964162.60493	0.0
20479120966.650833	0.0
20860240892.48505	0.0
21248453524.988873	0.0
21643890860.6402	0.0
22046687352.39403	0.0
22456979955.397717	0.0
22874908173.55704	0.0
23300614106.969296	0.0
23734242500.238663	0.0
24175940791.691235	0.0
24625859163.50544	0.0
25084150592.775414	0.0
25550970903.525124	0.0
26026478819.690044	0.0
26510836019.085308	0.0
27004207188.3777	0.0
27506760079.080673	0.0
28018665564.59201	0.0
28540097698.292374	0.0
29071233772.725693	0.0
29612254379.880314	0.0
30163343472.591972	0.0
30724688427.0901	0.0
31296480106.707504	0.0
31878912926.77636	0.0
32472184920.731255	0.0
33076497807.442425	0.0
33692057059.802742	0.0
34319071974.590427	0.0
34957755743.632645	0.0
35608325526.29274	0.0
36271002523.30648	0.0
36946012051.9931	0.0
37633583622.865326	0.0
38333951017.66589	0.0
39047352368.85556	0.0
39774030240.58037	0.0
40514231711.14655	0.0
41268208457.02952	0.0
42036216838.44701	0.0
42818517986.52407	0.0
43615377892.080055	0.0
44427067496.06892	0.0
45253862781.70167	0.0
46096044868.284195	0.0
46953900106.80053	0.0
47827720177.27486	0.0
48717802187.94641	0.0
49624448776.28913	0.0
50547968211.91225	0.0
51488674501.37487	0.0
52446887494.95119	0.0
53422932995.38363	0.0
54417142868.658875	0.0
55429855156.84652	0.0
56461414193.03661	0.0
57512170718.41614	0.0
58582482001.52548	0.0
59672711959.7331	0.0
60783231282.972115	0.0
61914417559.77835	0.0
63066655405.67406	0.0
64240336593.94204	0.0
65435860188.83229	0.0
66653632681.24893	0.0
67894068126.96098	0.0
69157588287.38525	0.0
70444622772.99051	0.0
71755609189.36922	0.0
73090993286.02888	0.0
74451229107.95128	0.0
75836779149.97191	0.0
77248114514.03416	0.0
78685715069.36844	0.0
80150069615.65381	0.0
81641676049.21455	0.0
83161041532.30962	0.0
84708682665.5742	0.0
86285125663.66887	0.0
87890906534.19963	0.0
89526571259.96382	0.0
91192675984.59299	0.0
92889787201.64517	0.0
94618481947.21992	0.0
96379347996.15796	0.0
98172984061.88821	0.0
100000000000.0	0.0
