    Name            Type       Plane      s [m]  Material      Length [m]    nsigma    Half-gap x [mm]    Half-gap y [mm]       alfx      alfy    betx [m]    bety [m]        dx [m]
17  tct.h.3.b1      Tertiary   H        44623.9  MoGr                0.25      10.5            2.42906                 30   0.823576  -14.6677     72.3212      2424.5   0.000807785
18  tct.v.3.b1      Tertiary   V        44873.1  MoGr                0.25        65                 30            7.30374   -1.32125   88.2174     9.00825     6645.23      -0.21312
19  tcr.h.wl.3.b1   SR         H          45244  Inermet180           0.1      11.5            20.4038                 30    7.42721   -54.635     4253.95     5717.45    0.00619423
20  tcr.v.c0.3.b1   SR         V        45255.6  Inermet180           0.1      81.5                 30            7.13443    28.3737  -9.64158      6449.8      4033.2    0.00762203
21  tcr.h.c0.3.b1   SR         H        45256.6  Inermet180           0.1      11.5            25.0134                 30    28.2487  -9.66488     6393.17     4052.51    0.00758814
22  tcr.h2.c0.3.b1  SR         H        45290.1  Inermet180           0.1      11.5            21.3156                 30     24.067  -10.4444     4642.69     4725.36     0.0064542
23  tcr.v.c2.3.b1   SR         V        45318.8  Inermet180           0.1      81.5                 30            8.21248    20.4796  -11.1131     3363.98     5344.17     0.0054814
24  tcr.h.c2.3.b1   SR         H        45319.8  Inermet180           0.1      11.5            18.0339                 30    20.3547  -11.1364     3323.15     5366.42    0.00544751
25  tct.h.4.b1      Tertiary   H        67288.6  MoGr                0.25      10.5            2.42906                 30   0.823576  -14.6677     72.3212      2424.5   0.000807788
26  tct.v.4.b1      Tertiary   V        67537.8  MoGr                0.25        65                 30            7.30374   -1.32125   88.2174     9.00825     6645.23      -0.21312
27  tcr.h.wl.4.b1   SR         H        67908.6  Inermet180           0.1      11.5            20.4038                 30    7.42721   -54.635     4253.95     5717.45    0.00619425
28  tcr.v.c0.4.b1   SR         V        67920.2  Inermet180           0.1      81.5                 30            7.13443    28.3737  -9.64158      6449.8      4033.2    0.00762206
29  tcr.h.c0.4.b1   SR         H        67921.2  Inermet180           0.1      11.5            25.0134                 30    28.2487  -9.66488     6393.17     4052.51    0.00758817
30  tcr.h2.c0.4.b1  SR         H        67954.7  Inermet180           0.1      11.5            21.3156                 30     24.067  -10.4444     4642.69     4725.36    0.00645422
31  tcr.v.c2.4.b1   SR         V        67983.4  Inermet180           0.1      81.5                 30            8.21248    20.4796  -11.1131     3363.98     5344.17    0.00548142
32  tcr.h.c2.4.b1   SR         H        67984.4  Inermet180           0.1      11.5            18.0339                 30    20.3547  -11.1364     3323.15     5366.42    0.00544753
33  tct.h.1.b1      Tertiary   H        89953.2  MoGr                0.25      10.5            2.42906                 30   0.823576  -14.6677     72.3212      2424.5   0.000807784
34  tct.v.1.b1      Tertiary   V        90202.4  MoGr                0.25        65                 30            7.30374   -1.32125   88.2174     9.00825     6645.23      -0.21312
35  tcr.h.wl.1.b1   SR         H        90573.2  Inermet180           0.1      11.5            20.4038                 30    7.42721   -54.635     4253.95     5717.45    0.00619422
36  tcr.v.c0.1.b1   SR         V        90584.8  Inermet180           0.1      81.5                 30            7.13443    28.3737  -9.64158      6449.8      4033.2    0.00762203
37  tcr.h.c0.1.b1   SR         H        90585.8  Inermet180           0.1      11.5            25.0134                 30    28.2487  -9.66488     6393.17     4052.51    0.00758814
38  tcr.h2.c0.1.b1  SR         H        90619.3  Inermet180           0.1      11.5            21.3156                 30     24.067  -10.4444     4642.69     4725.36    0.00645419
39  tcr.v.c2.1.b1   SR         V          90648  Inermet180           0.1      81.5                 30            8.21248    20.4796  -11.1131     3363.98     5344.17     0.0054814
40  tcr.h.c2.1.b1   SR         H          90649  Inermet180           0.1      11.5            18.0339                 30    20.3547  -11.1364     3323.15     5366.42    0.00544751
