    Name            Type       Plane      s [m]  Material      Length [m]    nsigma    Half-gap x [mm]    Half-gap y [mm]       alfx      alfy    betx [m]    bety [m]        dx [m]
0   tcp.h.b1        Primary    H        10488.1  MoGr                0.25       8.0            5.70777                 30    2.13418  -0.64757   727.19911    74.24828      0.000138
1   tcp.v.b1        Primary    V        10644.4  MoGr                0.25      50.0                 30            1.90714   -0.96004   1.94611   252.19614   727.45310      0.000104
2   tcs.h1.b1       Secondary  H        10704.6  Mo                  0.30       9.5            4.99749                 30   -1.41856   1.55010   395.32790   517.06908      0.000138
3   tcs.v1.b1       Secondary  V        10958.0  Mo                  0.30      65.0                 30            2.47403   -0.58724   4.58052   169.49419   724.37269      0.000082
4   tcp.hh.b1       Primary    H        11037.4  MoGr                0.25       8.0            3.74437                 30   -1.21783   2.16884   312.95237   187.96734      0.000086
5   tcs.hh1.b1      Secondary  H        11158.8  Mo                  0.30       9.5            2.45253                 30    2.76734  -2.64776    95.21021   185.67959      0.000025
6   tcs.h2.b1       Secondary  H        11591.5  Mo                  0.30       9.5            5.02605                 30    1.47400  -1.18917   399.85988    79.55566     -0.000032
7   tcp.vv.b1       Primary    V        11706.1  MoGr                0.25      50.0                 30            1.91266   -0.94908   1.96422   170.58430   731.66626     -0.000059
8   tcs.vv1.b1      Secondary  V        12019.6  Mo                  0.30      65.0                 30            2.47169   -0.96215   3.58065   252.11197   723.00252     -0.000112
9   tcs.hh2.b1      Secondary  H        12117.3  Mo                  0.30       9.5            5.69208                 30   -1.70805   1.71395   512.85723   205.98454     -0.000156
10  tcp.hp.b1       Primary    H        33659.1  MoGr                0.25      15.0            8.60133                 30   -2.12465   2.34503   469.73204   741.47234     -0.662701
11  tcs.hp1.b1      Secondary  H        34158.2  Mo                  0.30      18.0            8.53943                 30    1.66564  -2.79567   321.52455   976.54666     -0.531775
12  tcs.hp2.b1      Secondary  H        34702.4  Mo                  0.30      18.0            7.72776                 30    4.27208  -0.95956   263.30776    79.68019     -0.097431
