    Name            Type       Plane      s [m]  Material      Length [m]    nsigma    Half-gap x [mm]    Half-gap y [mm]        alfx      alfy    betx [m]    bety [m]        dx [m]
16  tcr.h.c2.2.b1   SR         H        22655.6  Inermet180           0.1      14.9            16.9645                 30     16.7309  -13.2845     1851.88     5017.33  -3.32403e-05
17  tct.h.4.b1      Tertiary   H        44623.4  MoGr                0.25        14            2.94785                 30     1.09034  -17.6976     63.3369     2337.69  -6.25743e-06
18  tct.v.4.b1      Tertiary   V        44873.1  MoGr                0.25        65                 30            7.51217    -1.15228   76.8087     9.98939     5936.37     -0.213253
19  tcr.h.wl.3.b1   SR         H        45244.4  Inermet180           0.1      14.9            21.7216                 30     5.84996    -48.58     3036.07     4953.05   -4.2961e-05
20  tcr.v.c0.3.b1   SR         V          45256  Inermet180           0.1      76.1                 30            6.71009     26.4832  -11.0104     4630.05     3455.45  -5.29935e-05
21  tcr.h.c0.3.b1   SR         H          45257  Inermet180           0.1      14.9            26.6708                 30     26.3315  -11.0458     4577.23     3477.51  -5.26863e-05
22  tcr.h2.c0.3.b1  SR         H        45290.4  Inermet180           0.1      14.9             21.538                 30     21.2558  -12.2294     2984.96      4256.3  -4.24048e-05
23  tcr.v.c2.3.b1   SR         V        45319.3  Inermet180           0.1      76.1                 30             8.0642     16.8826  -13.2491     1885.49      4990.8  -3.35466e-05
24  tcr.h.c2.3.b1   SR         H        45320.3  Inermet180           0.1      14.9            16.9645                 30     16.7309  -13.2845     1851.88     5017.33  -3.32393e-05
25  tct.h.1.b1      Tertiary   H          67288  MoGr                0.25        14            2.94785                 30     1.09034  -17.6976     63.3369     2337.69  -6.25621e-06
26  tct.v.1.b1      Tertiary   V        67537.8  MoGr                0.25        65                 30            7.51217    -1.15228   76.8087     9.98939     5936.37     -0.213253
27  tcr.h.wl.4.b1   SR         H          67909  Inermet180           0.1      14.9            21.7216                 30     5.84996    -48.58     3036.07     4953.05  -4.29518e-05
28  tcr.v.c0.4.b1   SR         V        67920.6  Inermet180           0.1      76.1                 30            6.71009     26.4832  -11.0104     4630.05     3455.46  -5.29821e-05
29  tcr.h.c0.4.b1   SR         H        67921.6  Inermet180           0.1      14.9            26.6708                 30     26.3315  -11.0458     4577.23     3477.51  -5.26749e-05
30  tcr.h2.c0.4.b1  SR         H        67955.1  Inermet180           0.1      14.9             21.538                 30     21.2558  -12.2294     2984.96      4256.3  -4.23955e-05
31  tcr.v.c2.4.b1   SR         V        67983.9  Inermet180           0.1      76.1                 30             8.0642     16.8826  -13.2491     1885.49      4990.8  -3.35389e-05
32  tcr.h.c2.4.b1   SR         H        67984.9  Inermet180           0.1      14.9            16.9645                 30     16.7309  -13.2845     1851.88     5017.34  -3.32317e-05
33  tct.h.2.b1      Tertiary   H        89952.6  MoGr                0.25        14            2.94785                 30     1.09034  -17.6976     63.3369     2337.69  -6.25868e-06
34  tct.v.2.b1      Tertiary   V        90202.4  MoGr                0.25        65                 30            7.51217    -1.15228   76.8087     9.98939     5936.37     -0.213253
35  tcr.h.wl.1.b1   SR         H        90573.6  Inermet180           0.1      14.9            21.7216                 30     5.84996    -48.58     3036.07     4953.05  -4.29686e-05
36  tcr.v.c0.1.b1   SR         V        90585.2  Inermet180           0.1      76.1                 30            6.71009     26.4832  -11.0104     4630.05     3455.45  -5.30028e-05
37  tcr.h.c0.1.b1   SR         H        90586.2  Inermet180           0.1      14.9            26.6708                 30     26.3315  -11.0458     4577.23     3477.51  -5.26955e-05
38  tcr.h2.c0.1.b1  SR         H        90619.7  Inermet180           0.1      14.9             21.538                 30     21.2558  -12.2294     2984.96      4256.3  -4.24123e-05
39  tcr.v.c2.1.b1   SR         V        90648.5  Inermet180           0.1      76.1                 30             8.0642     16.8826  -13.2491     1885.49      4990.8  -3.35525e-05
40  tcr.h.c2.1.b1   SR         H        90649.5  Inermet180           0.1      14.9            16.9645                 30     16.7309  -13.2845     1851.88     5017.33  -3.32452e-05
