    Name            Type       Plane      s [m]  Material      Length [m]    nsigma    Half-gap x [mm]    Half-gap y [mm]        alfx      alfy    betx [m]    bety [m]        dx [m]
 0  tcp.h.b1        Primary    H        10345.4  MoGr                0.25        13            10.3859                 30      24.135   -4.7218     911.815     34.3197     0.0335447
 1  tcp.v.b1        Primary    V        10473.9  MoGr                0.25        50                 30            1.73074   -0.231371   15.4117      188.47     532.529   2.39842e-05
 2  tcs.h1.b1       Secondary  H        10516.4  Mo                   0.3        14            5.04208                 30     7.64181  -4.90374     185.295       35.39   7.80292e-06
 3  tcs.h2.b1       Secondary  H        10574.8  Mo                   0.3        14            5.02052                 30    -5.29992   2.64268     183.715     102.119  -4.73801e-05
 4  tcs.v1.b1       Secondary  V        10628.6  Mo                   0.3        65                 30            1.62763    0.711984  -2.44556      50.781     278.678  -4.84522e-06
 5  tcs.v2.b1       Secondary  V        10735.6  Mo                   0.3        65                 30            1.57855    0.459241  -4.77253     24.6756     262.123   2.73205e-05
 6  tcp.hp.b1       Primary    H        12135.9  MoGr                0.25        22            18.3604                 30     -3.9558  -2.84605     994.993     218.022       -1.4933
 7  tcs.hp1.b1      Secondary  H        12215.8  Mo                   0.3        24            5.48551                 30     1.30168   2.18781       74.63     285.373     -0.363569
 8  tcs.hp2.b1      Secondary  H        12291.7  Mo                   0.3        24            2.92538                 30  -0.0441159  -5.74379     21.2248     298.163      0.205906
 9  tct.h.3.b1      Tertiary   H        21958.8  MoGr                0.25        14            2.94785                 30     1.09034  -17.6976     63.3369     2337.69  -6.25771e-06
10  tct.v.3.b1      Tertiary   V        22208.5  MoGr                0.25        65                 30            7.51217    -1.15228   76.8087     9.98939     5936.37     -0.213253
11  tcr.h.wl.2.b1   SR         H        22579.7  Inermet180           0.1      14.9            21.7216                 30     5.84996    -48.58     3036.07     4953.05  -4.29628e-05
12  tcr.v.c0.2.b1   SR         V        22591.3  Inermet180           0.1      76.1                 30            6.71009     26.4832  -11.0104     4630.05     3455.45  -5.29956e-05
13  tcr.h.c0.2.b1   SR         H        22592.3  Inermet180           0.1      14.9            26.6708                 30     26.3315  -11.0458     4577.23     3477.51  -5.26883e-05
14  tcr.h2.c0.2.b1  SR         H        22625.8  Inermet180           0.1      14.9             21.538                 30     21.2558  -12.2294     2984.96      4256.3  -4.24063e-05
15  tcr.v.c2.2.b1   SR         V        22654.6  Inermet180           0.1      76.1                 30             8.0642     16.8826  -13.2491     1885.49      4990.8  -3.35476e-05
