    Name           Type       Plane      s [m]  Material      Length [m]    nsigma    Half-gap x [mm]    Half-gap y [mm]       alfx      alfy    betx [m]    bety [m]        dx [m]
 0  tct.h.1.b1     Tertiary   H          22062  MoGr                0.25        14            3.03973                 30    1.12879   20.3016     63.7064     1781.97      0.244143
 1  tct.v.1.b1     Tertiary   V        22284.7  MoGr                0.25       105                 30            11.9981    5.30735  -72.8256     456.376     6872.13         0.361
 2  tcr.h3.1.b1    SR         H        22531.3  Inermet180           0.1        15            8.82553                 30   -7.41599  -5.85833     467.808     373.883     0.0459236
 3  tcr.h2.1.b1    SR         H        22593.9  Inermet180           0.1        15            22.1076                 30   -28.2941   -4.2802      2935.4     820.542    0.00938117
 4  tcr.h1.1.b1    SR         H          22639  Inermet180           0.1        15            15.2168                 30    1.81244  -6.61118     1390.69     3191.72  -2.51703e-07
 5  tcr.v.c2.1.b1  SR         V          22654  Inermet180           0.1       120                 30            9.63526    1.76622  -6.82129     1337.01     3393.21  -2.68257e-07
 6  tcr.h.c2.1.b1  SR         H          22655  Inermet180           0.1        15            14.9005                 30    1.76314   -6.8353     1333.48     3406.87  -2.69361e-07
 7  tcp.h.b1       Primary    H        33590.7  MoGr                0.25        13            7.38648                 30    6.32783  -1.14544     436.271     51.0774  -9.47638e-09
 8  tcp.v.b1       Primary    V        33658.3  MoGr                0.25        90                 30            2.46905  -0.203747   2.35223     11.0788     396.115  -1.61434e-08
 9  tcs.h1.b1      Secondary  H        33725.9  Mo                   0.3        14            8.03742                 30    2.47855   -1.9143     445.396     161.342  -3.88907e-08
10  tcs.v1.b1      Secondary  V        33793.4  Mo                   0.3       105                 30            3.36008  -0.429425   1.45427     188.179     538.972  -1.00182e-08
11  tcs.h2.b1      Secondary  H        33922.1  Mo                   0.3        14            7.64505                 30   -1.23948  0.710459      402.97     260.367   3.20561e-08
12  tcp.hp.b1      Primary    H        34276.6  MoGr                0.25        20            13.2854                 30     2.3413  -1.94256     596.288     360.488       1.16445
13  tcs.hp1.b1     Secondary  H        34501.6  Mo                   0.3        28            9.85973                 30  -0.775702   4.10663     167.565     934.792     -0.264554
14  tcs.v2.b1      Secondary  V        34569.5  Mo                   0.3       105                 30            3.12183   -1.42469   2.80912      316.96     465.248     -0.676513
15  tcs.hp2.b1     Secondary  H        34803.2  Mo                   0.3        28            7.60127                 30    1.87051  -2.37438      99.592     319.133     -0.615099
16  tct.h.2.b1     Tertiary   H        44726.7  MoGr                0.25        14            3.03973                 30    1.12879   20.3015     63.7064     1781.96      0.244143
17  tct.v.2.b1     Tertiary   V        44949.3  MoGr                0.25       105                 30            11.9981    5.30735  -72.8255     456.376     6872.12         0.361
18  tcr.h3.2.b1    SR         H          45196  Inermet180           0.1        15            8.82553                 30   -7.41599  -5.85833     467.808     373.883     0.0459236
19  tcr.h2.2.b1    SR         H        45258.6  Inermet180           0.1        15            22.1076                 30   -28.2941   -4.2802      2935.4     820.542    0.00938118
20  tcr.h1.2.b1    SR         H        45303.6  Inermet180           0.1        15            15.2168                 30    1.81244  -6.61118     1390.69     3191.72  -2.44596e-07
21  tcr.v.c2.2.b1  SR         V        45318.6  Inermet180           0.1       120                 30            9.63526    1.76622  -6.82129     1337.01     3393.21  -2.61466e-07
22  tcr.h.c2.2.b1  SR         H        45319.6  Inermet180           0.1        15            14.9005                 30    1.76314   -6.8353     1333.48     3406.87   -2.6259e-07
23  tct.h.3.b1     Tertiary   H        67391.3  MoGr                0.25        14            3.03973                 30    1.12879   20.3016     63.7064     1781.96      0.244143
24  tct.v.3.b1     Tertiary   V          67614  MoGr                0.25       105                 30            11.9981    5.30735  -72.8256     456.376     6872.12         0.361
25  tcr.h3.3.b1    SR         H        67860.6  Inermet180           0.1        15            8.82553                 30   -7.41599  -5.85833     467.808     373.883     0.0459236
26  tcr.h2.3.b1    SR         H        67923.2  Inermet180           0.1        15            22.1076                 30   -28.2941   -4.2802      2935.4     820.542    0.00938119
27  tcr.h1.3.b1    SR         H        67968.3  Inermet180           0.1        15            15.2168                 30    1.81244  -6.61118     1390.69     3191.72  -2.37893e-07
28  tcr.v.c2.3.b1  SR         V        67983.3  Inermet180           0.1       120                 30            9.63526    1.76622  -6.82129     1337.01     3393.21  -2.54494e-07
29  tcr.h.c2.3.b1  SR         H        67984.3  Inermet180           0.1        15            14.9005                 30    1.76314   -6.8353     1333.48     3406.87  -2.55601e-07
30  tct.h.4.b1     Tertiary   H          90056  MoGr                0.25        14            3.03973                 30    1.12879   20.3016     63.7064     1781.96      0.244143
31  tct.v.4.b1     Tertiary   V        90278.6  MoGr                0.25       105                 30            11.9981    5.30735  -72.8256     456.376     6872.12         0.361
32  tcr.h3.4.b1    SR         H        90525.3  Inermet180           0.1        15            8.82553                 30   -7.41599  -5.85833     467.808     373.883     0.0459236
33  tcr.h2.4.b1    SR         H        90587.9  Inermet180           0.1        15            22.1076                 30   -28.2941   -4.2802      2935.4     820.542    0.00938115
34  tcr.h1.4.b1    SR         H        90632.9  Inermet180           0.1        15            15.2168                 30    1.81244  -6.61118     1390.69     3191.72  -2.64951e-07
35  tcr.v.c2.4.b1  SR         V        90647.9  Inermet180           0.1       120                 30            9.63526    1.76622  -6.82129     1337.01     3393.21  -2.81477e-07
36  tcr.h.c2.4.b1  SR         H        90648.9  Inermet180           0.1        15            14.9005                 30    1.76314   -6.8353     1333.48     3406.87  -2.82579e-07
