# time [s]	wake_longitudinal [V/C]
2.8238725026889903e-100	-11530367126851.432
2.884337023344061e-100	-11530367126851.432
2.9460962052327983e-100	-11530367126851.432
3.0091777695327085e-100	-11530367126851.432
3.0736100309847214e-100	-11530367126851.432
3.13942191060292e-100	-11530367126851.432
3.2066429486554083e-100	-11530367126851.432
3.275303317924129e-100	-11530367126851.432
3.345433837247985e-100	-11530367126851.432
3.4170659853565964e-100	-11530367126851.432
3.490231914999168e-100	-11530367126851.432
3.5649644673768584e-100	-11530367126851.432
3.6412971868842174e-100	-11530367126851.432
3.7192643361651987e-100	-11530367126851.432
3.798900911492728e-100	-11530367126851.432
3.880242658476855e-100	-11530367126851.432
3.9633260881100093e-100	-11530367126851.432
4.048188493154541e-100	-11530367126851.432
4.1348679648824194e-100	-11530367126851.432
4.2234034101725883e-100	-11530367126851.432
4.3138345689752285e-100	-11530367126851.432
4.4062020321485786e-100	-11530367126851.432
4.500547259678913e-100	-11530367126851.432
4.596912599290687e-100	-11530367126851.432
4.695341305453835e-100	-11530367126851.432
4.795877558799509e-100	-11530367126851.432
4.898566485950661e-100	-11530367126851.432
5.003454179778183e-100	-11530367126851.432
5.110587720089163e-100	-11530367126851.432
5.22001519475955e-100	-11530367126851.432
5.331785721319361e-100	-11530367126851.432
5.445949468998529e-100	-11530367126851.432
5.562557681246488e-100	-11530367126851.432
5.681662698732921e-100	-11530367126851.432
5.803317982842083e-100	-11530367126851.432
5.927578139668344e-100	-11530367126851.432
6.054498944527358e-100	-11530367126851.432
6.184137366990947e-100	-11530367126851.432
6.316551596459224e-100	-11530367126851.432
6.451801068278241e-100	-11530367126851.432
6.589946490418666e-100	-11530367126851.432
6.731049870725781e-100	-11530367126851.432
6.875174544750994e-100	-11530367126851.432
7.022385204181427e-100	-11530367126851.432
7.172747925876937e-100	-11530367126851.432
7.326330201530254e-100	-11530367126851.432
7.483200967959855e-100	-11530367126851.432
7.643430638053812e-100	-11530367126851.432
7.807091132374785e-100	-11530367126851.432
7.974255911443242e-100	-11530367126851.432
8.145000008709373e-100	-11530367126851.432
8.319400064233279e-100	-11530367126851.432
8.497534359086403e-100	-11530367126851.432
8.679482850487094e-100	-11530367126851.432
8.865327207691208e-100	-11530367126851.432
9.055150848649551e-100	-11530367126851.432
9.249038977451963e-100	-11530367126851.432
9.44707862257021e-100	-11530367126851.432
9.649358675922352e-100	-11530367126851.432
9.855969932773687e-100	-11530367126851.432
1.0067005132489141e-99	-11530367126851.432
1.028255900016145e-99	-11530367126851.432
1.0502728289128727e-99	-11530367126851.432
1.0727611824404456e-99	-11530367126851.432
1.0957310547033975e-99	-11530367126851.432
1.1191927559404144e-99	-11530367126851.432
1.1431568171521087e-99	-11530367126851.432
1.167633994828105e-99	-11530367126851.432
1.1926352757749672e-99	-11530367126851.432
1.218171882047836e-99	-11530367126851.432
1.244255275987672e-99	-11530367126851.432
1.2708971653659984e-99	-11530367126851.432
1.2981095086401971e-99	-11530367126851.432
1.3259045203210913e-99	-11530367126851.432
1.3542946764557135e-99	-11530367126851.432
1.3832927202270358e-99	-11530367126851.432
1.412911667674037e-99	-11530367126851.432
1.4431648135339805e-99	-11530367126851.432
1.4740657372100688e-99	-11530367126851.432
1.5056283088664022e-99	-11530367126851.432
1.5378666956538655e-99	-11530367126851.432
1.570795368069339e-99	-11530367126851.432
1.604429106450614e-99	-11530367126851.432
1.6387830076108834e-99	-11530367126851.432
1.6738724916149797e-99	-11530367126851.432
1.709713308701032e-99	-11530367126851.432
1.7463215463497799e-99	-11530367126851.432
1.7837136365057446e-99	-11530367126851.432
1.8219063629530377e-99	-11530367126851.432
1.8609168688485696e-99	-11530367126851.432
1.900762664417144e-99	-11530367126851.432
1.941461634810963e-99	-11530367126851.432
1.983032048137794e-99	-11530367126851.432
2.025492563660403e-99	-11530367126851.432
2.068862240172185e-99	-11530367126851.432
2.1131605445517467e-99	-11530367126851.432
2.1584073605010723e-99	-11530367126851.432
2.204622997470093e-99	-11530367126851.432
2.2518281997729703e-99	-11530367126851.432
2.3000441558995987e-99	-11530367126851.432
2.3492925080258146e-99	-11530367126851.432
2.3995953617279794e-99	-11530367126851.432
2.4509752959051163e-99	-11530367126851.432
2.5034553729139773e-99	-11530367126851.432
2.5570591489203177e-99	-11530367126851.432
2.611810684472615e-99	-11530367126851.432
2.6677345553016994e-99	-11530367126851.432
2.724855863352147e-99	-11530367126851.432
2.7832002480489982e-99	-11530367126851.432
2.8427938978065025e-99	-11530367126851.432
2.9036635617833117e-99	-11530367126851.432
2.9658365618885364e-99	-11530367126851.432
3.0293408050458007e-99	-11530367126851.432
3.09420479571933e-99	-11530367126851.432
3.1604576487088463e-99	-11530367126851.432
3.228129102217411e-99	-11530367126851.432
3.297249531199984e-99	-11530367126851.432
3.367849960997831e-99	-11530367126851.432
3.4399620812638928e-99	-11530367126851.432
3.513618260187403e-99	-11530367126851.432
3.5888515590224256e-99	-11530367126851.432
3.665695746928169e-99	-11530367126851.432
3.744185316125888e-99	-11530367126851.432
3.824355497381497e-99	-11530367126851.432
3.906242275818981e-99	-11530367126851.432
3.989882407073158e-99	-11530367126851.432
4.075313433787025e-99	-11530367126851.432
4.162573702463488e-99	-11530367126851.432
4.251702380677959e-99	-11530367126851.432
4.342739474658271e-99	-11530367126851.432
4.435725847242383e-99	-11530367126851.432
4.5307032362197555e-99	-11530367126851.432
4.627714273066336e-99	-11530367126851.432
4.726802502079203e-99	-11530367126851.432
4.828012399922415e-99	-11530367126851.432
4.93138939559046e-99	-11530367126851.432
5.036979890800122e-99	-11530367126851.432
5.144831280817358e-99	-11530367126851.432
5.254991975731569e-99	-11530367126851.432
5.367511422185433e-99	-11530367126851.432
5.482440125568471e-99	-11530367126851.432
5.5998296726875305e-99	-11530367126851.432
5.719732754921642e-99	-11530367126851.432
5.842203191873779e-99	-11530367126851.432
5.967295955527166e-99	-11530367126851.432
6.095067194920501e-99	-11530367126851.432
6.225574261351575e-99	-11530367126851.432
6.35887573411875e-99	-11530367126851.432
6.495031446815598e-99	-11530367126851.432
6.634102514187351e-99	-11530367126851.432
6.776151359563682e-99	-11530367126851.432
6.9212417428766955e-99	-11530367126851.432
7.069438789281023e-99	-11530367126851.432
7.220809018385397e-99	-11530367126851.432
7.375420374111527e-99	-11530367126851.432
7.533342255189958e-99	-11530367126851.432
7.694645546310996e-99	-11530367126851.432
7.859402649942743e-99	-11530367126851.432
8.0276875188281e-99	-11530367126851.432
8.199575689180137e-99	-11530367126851.432
8.375144314586692e-99	-11530367126851.432
8.554472200642566e-99	-11530367126851.432
8.737639840320506e-99	-11530367126851.432
8.924729450102304e-99	-11530367126851.432
9.115825006881844e-99	-11530367126851.432
9.311012285660104e-99	-11530367126851.432
9.510378898044275e-99	-11530367126851.432
9.714014331573897e-99	-11530367126851.432
9.922009989889137e-99	-11530367126851.432
1.0134459233756273e-98	-11530367126851.432
1.0351457422974775e-98	-11530367126851.432
1.0573101959179779e-98	-11530367126851.432
1.0799492329563086e-98	-11530367126851.432
1.1030730151526844e-98	-11530367126851.432
1.126691921829645e-98	-11530367126851.432
1.1508165545510229e-98	-11530367126851.432
1.1754577418803333e-98	-11530367126851.432
1.2006265442414198e-98	-11530367126851.432
1.2263342588829522e-98	-11530367126851.432
1.2525924249494589e-98	-11530367126851.432
1.2794128286605408e-98	-11530367126851.432
1.3068075086013823e-98	-11530367126851.432
1.3347887611262981e-98	-11530367126851.432
1.3633691458782389e-98	-11530367126851.432
1.3925614914260436e-98	-11530367126851.432
1.4223789010227858e-98	-11530367126851.432
1.4528347584874318e-98	-11530367126851.432
1.4839427342120152e-98	-11530367126851.432
1.5157167912979018e-98	-11530367126851.432
1.548171191823158e-98	-11530367126851.432
1.5813205032444205e-98	-11530367126851.432
1.61517960493533e-98	-11530367126851.432
1.6497636948654756e-98	-11530367126851.432
1.685088296422039e-98	-11530367126851.432
1.721169265377828e-98	-11530367126851.432
1.7580227970079608e-98	-11530367126851.432
1.7956654333594203e-98	-11530367126851.432
1.8341140706762856e-98	-11530367126851.432
1.873385966983417e-98	-11530367126851.432
1.9134987498331125e-98	-11530367126851.432
1.9544704242172722e-98	-11530367126851.432
1.996319380649363e-98	-11530367126851.432
2.039064403418787e-98	-11530367126851.432
2.082724679022569e-98	-11530367126851.432
2.1273198047775985e-98	-11530367126851.432
2.1728697976166637e-98	-11530367126851.432
2.219395103073502e-98	-11530367126851.432
2.2669166044598276e-98	-11530367126851.432
2.3154556322392916e-98	-11530367126851.432
2.3650339736014163e-98	-11530367126851.432
2.4156738822412707e-98	-11530367126851.432
2.4673980883480897e-98	-11530367126851.432
2.5202298088082527e-98	-11530367126851.432
2.5741927576259158e-98	-11530367126851.432
2.6293111565674934e-98	-11530367126851.432
2.6856097460340846e-98	-11530367126851.432
2.7431137961659195e-98	-11530367126851.432
2.801849118185432e-98	-11530367126851.432
2.8618420759826874e-98	-11530367126851.432
2.9231195979494304e-98	-11530367126851.432
2.9857091890655846e-98	-11530367126851.432
3.0496389432454865e-98	-11530367126851.432
3.1149375559479015e-98	-11530367126851.432
3.181634337056652e-98	-11530367126851.432
3.249759224036024e-98	-11530367126851.432
3.319342795368766e-98	-11530367126851.432
3.390416284281852e-98	-11530367126851.432
3.463011592765164e-98	-11530367126851.432
3.5371613058914154e-98	-11530367126851.432
3.612898706442042e-98	-11530367126851.432
3.69025778984695e-98	-11530367126851.432
3.769273279442979e-98	-11530367126851.432
3.8499806420601334e-98	-11530367126851.432
3.9324161039415745e-98	-11530367126851.432
4.016616667003361e-98	-11530367126851.432
4.102620125443593e-98	-11530367126851.432
4.190465082706427e-98	-11530367126851.432
4.280190968810132e-98	-11530367126851.432
4.3718380580448014e-98	-11530367126851.432
4.465447487050381e-98	-11530367126851.432
4.5610612732809445e-98	-11530367126851.432
4.658722333865206e-98	-11530367126851.432
4.7584745048693855e-98	-11530367126851.432
4.8603625609738583e-98	-11530367126851.432
4.9644322355711694e-98	-11530367126851.432
5.070730241292943e-98	-11530367126851.432
5.179304290977904e-98	-11530367126851.432
5.290203119087897e-98	-11530367126851.432
5.4034765035834854e-98	-11530367126851.432
5.5191752882662214e-98	-11530367126851.432
5.637351405601036e-98	-11530367126851.432
5.758057900026243e-98	-11530367126851.432
5.881348951763778e-98	-11530367126851.432
6.007279901137368e-98	-11530367126851.432
6.135907273413088e-98	-11530367126851.432
6.26728880417186e-98	-11530367126851.432
6.401483465223411e-98	-11530367126851.432
6.538551491077101e-98	-11530367126851.432
6.678554405978318e-98	-11530367126851.432
6.821555051525086e-98	-11530367126851.432
6.967617614873778e-98	-11530367126851.432
7.116807657550756e-98	-11530367126851.432
7.269192144880968e-98	-11530367126851.432
7.424839476044574e-98	-11530367126851.432
7.583819514779463e-98	-11530367126851.432
7.746203620739752e-98	-11530367126851.432
7.912064681527236e-98	-11530367126851.432
8.08147714540615e-98	-11530367126851.432
8.254517054720963e-98	-11530367126851.432
8.431262080028148e-98	-11530367126851.432
8.61179155496044e-98	-11530367126851.432
8.796186511834814e-98	-11530367126851.432
8.984529718025395e-98	-11530367126851.432
9.176905713115239e-98	-11530367126851.432
9.373400846840972e-98	-11530367126851.432
9.574103317852814e-98	-11530367126851.432
9.779103213302749e-98	-11530367126851.432
9.988492549282248e-98	-11530367126851.432
1.0202365312122638e-97	-11530367126851.432
1.0420817500582988e-97	-11530367126851.432
1.0643947168939384e-97	-11530367126851.432
1.0871854470998871e-97	-11530367126851.432
1.1104641705052346e-97	-11530367126851.432
1.1342413359793092e-97	-11530367126851.432
1.1585276161218619e-97	-11530367126851.432
1.183333912053341e-97	-11530367126851.432
1.2086713583081075e-97	-11530367126851.432
1.2345513278321947e-97	-11530367126851.432
1.2609854370883224e-97	-11530367126851.432
1.2879855512698115e-97	-11530367126851.432
1.3155637896265033e-97	-11530367126851.432
1.3437325309047266e-97	-11530367126851.432
1.3725044189033568e-97	-11530367126851.432
1.4018923681492716e-97	-11530367126851.432
1.431909569694065e-97	-11530367126851.432
1.4625694970351599e-97	-11530367126851.432
1.493885912163233e-97	-11530367126851.432
1.525872871739595e-97	-11530367126851.432
1.5585447334055565e-97	-11530367126851.432
1.5919161622271895e-97	-11530367126851.432
1.626002137277575e-97	-11530367126851.432
1.660817958360445e-97	-11530367126851.432
1.696379252877805e-97	-11530367126851.432
1.7327019828441162e-97	-11530367126851.432
1.769802452051206e-97	-11530367126851.432
1.8076973133862623e-97	-11530367126851.432
1.846403576306872e-97	-11530367126851.432
1.8859386144755194e-97	-11530367126851.432
1.9263201735581498e-97	-11530367126851.432
1.967566379189351e-97	-11530367126851.432
2.009695745108468e-97	-11530367126851.432
2.0527271814692839e-97	-11530367126851.432
2.0966800033282003e-97	-11530367126851.432
2.1415739393141886e-97	-11530367126851.432
2.1874291404837598e-97	-11530367126851.432
2.2342661893662214e-97	-11530367126851.432
2.2821061092021946e-97	-11530367126851.432
2.3309703733803838e-97	-11530367126851.432
2.380880915075665e-97	-11530367126851.432
2.431860137094205e-97	-11530367126851.432
2.4839309219294116e-97	-11530367126851.432
2.537116642032481e-97	-11530367126851.432
2.591441170303647e-97	-11530367126851.432
2.6469288908075916e-97	-11530367126851.432
2.703604709718799e-97	-11530367126851.432
2.7614940665004086e-97	-11530367126851.432
2.820622945323292e-97	-11530367126851.432
2.881017886729109e-97	-11530367126851.432
2.942705999543651e-97	-11530367126851.432
3.0057149730443235e-97	-11530367126851.432
3.070073089389007e-97	-11530367126851.432
3.1358092363110707e-97	-11530367126851.432
3.2029529200853e-97	-11530367126851.432
3.271534278772459e-97	-11530367126851.432
3.3415840957468223e-97	-11530367126851.432
3.413133813514017e-97	-11530367126851.432
3.48621554782363e-97	-11530367126851.432
3.560862102085088e-97	-11530367126851.432
3.6371069820915414e-97	-11530367126851.432
3.714984411059728e-97	-11530367126851.432
3.794529344990665e-97	-11530367126851.432
3.875777488360321e-97	-11530367126851.432
3.958765310146279e-97	-11530367126851.432
4.0435300601964264e-97	-11530367126851.432
4.13010978594939e-97	-11530367126851.432
4.218543349512214e-97	-11530367126851.432
4.308870445104527e-97	-11530367126851.432
4.401131616874838e-97	-11530367126851.432
4.495368277099546e-97	-11530367126851.432
4.591622724771673e-97	-11530367126851.432
4.689938164586282e-97	-11530367126851.432
4.790358726333883e-97	-11530367126851.432
4.89292948470819e-97	-11530367126851.432
4.997696479538951e-97	-11530367126851.432
5.104706736456395e-97	-11530367126851.432
5.214008287999759e-97	-11530367126851.432
5.325650195176792e-97	-11530367126851.432
5.439682569485943e-97	-11530367126851.432
5.556156595408329e-97	-11530367126851.432
5.675124553382865e-97	-11530367126851.432
5.796639843273384e-97	-11530367126851.432
5.920757008336559e-97	-11530367126851.432
6.047531759704875e-97	-11530367126851.432
6.177021001392701e-97	-11530367126851.432
6.309282855838985e-97	-11530367126851.432
6.444376689994846e-97	-11530367126851.432
6.58236314197177e-97	-11530367126851.432
6.723304148259171e-97	-11530367126851.432
6.867262971526028e-97	-11530367126851.432
7.014304229015608e-97	-11530367126851.432
7.164493921550148e-97	-11530367126851.432
7.317899463156646e-97	-11530367126851.432
7.474589711324871e-97	-11530367126851.432
7.634634997915616e-97	-11530367126851.432
7.798107160729305e-97	-11530367126851.432
7.965079575752075e-97	-11530367126851.432
8.135627190089742e-97	-11530367126851.432
8.309826555609237e-97	-11530367126851.432
8.487755863300445e-97	-11530367126851.432
8.669494978371339e-97	-11530367126851.432
8.855125476097284e-97	-11530367126851.432
9.044730678436287e-97	-11530367126851.432
9.238395691430004e-97	-11530367126851.432
9.436207443402613e-97	-11530367126851.432
9.63825472398056e-97	-11530367126851.432
9.844628223945985e-97	-11530367126851.432
1.0055420575945395e-96	-11530367126851.432
1.0270726396066778e-96	-11530367126851.432
1.0490642326309818e-96	-11530367126851.432
1.0715267077965605e-96	-11530367126851.432
1.0944701475922065e-96	-11530367126851.432
1.1179048503921495e-96	-11530367126851.432
1.1418413350785047e-96	-11530367126851.432
1.1662903457629193e-96	-11530367126851.432
1.191262856608944e-96	-11530367126851.432
1.2167700767580342e-96	-11530367126851.432
1.242823455360799e-96	-11530367126851.432
1.2694346867162204e-96	-11530367126851.432
1.296615715520505e-96	-11530367126851.432
1.3243787422286875e-96	-11530367126851.432
1.3527362285310508e-96	-11530367126851.432
1.381700902946412e-96	-11530367126851.432
1.4112857665356074e-96	-11530367126851.432
1.441504098737047e-96	-11530367126851.432
1.4723694633275017e-96	-11530367126851.432
1.503895714510049e-96	-11530367126851.432
1.5360970031327947e-96	-11530367126851.432
1.5689877830407658e-96	-11530367126851.432
1.6025828175633533e-96	-11530367126851.432
1.6368971861411663e-96	-11530367126851.432
1.6719462910944737e-96	-11530367126851.432
1.7077458645368958e-96	-11530367126851.432
1.7443119754365832e-96	-11530367126851.432
1.781661036829136e-96	-11530367126851.432
1.8198098131846337e-96	-11530367126851.432
1.8587754279327587e-96	-11530367126851.432
1.8985753711484516e-96	-11530367126851.432
1.9392275074026637e-96	-11530367126851.432
1.9807500837812276e-96	-11530367126851.432
2.023161738074854e-96	-11530367126851.432
2.066481507145125e-96	-11530367126851.432
2.1107288354692344e-96	-11530367126851.432
2.1559235838680925e-96	-11530367126851.432
2.202086038420632e-96	-11530367126851.432
2.249236919569671e-96	-11530367126851.432
2.2973973914223318e-96	-11530367126851.432
2.3465890712500456e-96	-11530367126851.432
2.3968340391912162e-96	-11530367126851.432
2.4481548481623106e-96	-11530367126851.432
2.5005745339811874e-96	-11530367126851.432
2.5541166257064604e-96	-11530367126851.432
2.6088051561990483e-96	-11530367126851.432
2.6646646729093818e-96	-11530367126851.432
2.7217202488960968e-96	-11530367126851.432
2.7799974940797927e-96	-11530367126851.432
2.839522566738529e-96	-11530367126851.432
2.9003221852494965e-96	-11530367126851.432
2.9624236400812526e-96	-11530367126851.432
3.0258548060436667e-96	-11530367126851.432
3.090644154799593e-96	-11530367126851.432
3.1568207676450405e-96	-11530367126851.432
3.2244143485619805e-96	-11530367126851.432
3.2934552375516504e-96	-11530367126851.432
3.3639744242527345e-96	-11530367126851.432
3.436003561851785e-96	-11530367126851.432
3.509574981290393e-96	-11530367126851.432
3.584721705777548e-96	-11530367126851.432
3.6614774656127643e-96	-11530367126851.432
3.7398767133255433e-96	-11530367126851.432
3.819954639140169e-96	-11530367126851.432
3.901747186770922e-96	-11530367126851.432
3.9852910695562555e-96	-11530367126851.432
4.070623786937155e-96	-11530367126851.432
4.157783641289614e-96	-11530367126851.432
4.246809755116739e-96	-11530367126851.432
4.337742088609804e-96	-11530367126851.432
4.430621457583923e-96	-11530367126851.432
4.5254895517990005e-96	-11530367126851.432
4.6223889536730216e-96	-11530367126851.432
4.721363157394681e-96	-11530367126851.432
4.8224565884467355e-96	-11530367126851.432
4.925714623546481e-96	-11530367126851.432
5.031183611014153e-96	-11530367126851.432
5.138910891575843e-96	-11530367126851.432
5.248944819613278e-96	-11530367126851.432
5.361334784868657e-96	-11530367126851.432
5.476131234612671e-96	-11530367126851.432
5.593385696288905e-96	-11530367126851.432
5.713150800642045e-96	-11530367126851.432
5.835480305342421e-96	-11530367126851.432
5.96042911911452e-96	-11530367126851.432
6.088053326384007e-96	-11530367126851.432
6.218410212451355e-96	-11530367126851.432
6.351558289205682e-96	-11530367126851.432
6.48755732138715e-96	-11530367126851.432
6.6264683534135e-96	-11530367126851.432
6.768353736781061e-96	-11530367126851.432
6.913277158050515e-96	-11530367126851.432
7.0613036674340424e-96	-11530367126851.432
7.21249970799326e-96	-11530367126851.432
7.366933145463749e-96	-11530367126851.432
7.524673298715802e-96	-11530367126851.432
7.685790970869773e-96	-11530367126851.432
7.850358481076224e-96	-11530367126851.432
8.018449696978059e-96	-11530367126851.432
8.190140067865165e-96	-11530367126851.432
8.365506658541276e-96	-11530367126851.432
8.544628183916039e-96	-11530367126851.432
8.727585044335311e-96	-11530367126851.432
8.914459361670671e-96	-11530367126851.432
9.10533501618001e-96	-11530367126851.432
9.300297684159143e-96	-11530367126851.432
9.499434876396635e-96	-11530367126851.432
9.702835977454685e-96	-11530367126851.432
9.910592285791168e-96	-11530367126851.432
1.0122797054737922e-95	-11530367126851.432
1.0339545534359596e-95	-11530367126851.432
1.0560935014206877e-95	-11530367126851.432
1.0787064866987167e-95	-11530367126851.432
1.1018036593166893e-95	-11530367126851.432
1.1253953866532276e-95	-11530367126851.432
1.149492258072356e-95	-11530367126851.432
1.1741050896767844e-95	-11530367126851.432
1.1992449291625916e-95	-11530367126851.432
1.2249230607781937e-95	-11530367126851.432
1.2511510103895054e-95	-11530367126851.432
1.2779405506531938e-95	-11530367126851.432
1.3053037063011004e-95	-11530367126851.432
1.3332527595375712e-95	-11530367126851.432
1.3618002555526092e-95	-11530367126851.432
1.3909590081526413e-95	-11530367126851.432
1.4207421055122832e-95	-11530367126851.432
1.4511629160489987e-95	-11530367126851.432
1.4822350944238243e-95	-11530367126851.432
1.513972587670109e-95	-11530367126851.432
1.5463896414539035e-95	-11530367126851.432
1.579500806468415e-95	-11530367126851.432
1.613320944964919e-95	-11530367126851.432
1.6478652374240155e-95	-11530367126851.432
1.6831491893694253e-95	-11530367126851.432
1.719188638328004e-95	-11530367126851.432
1.7559997609382358e-95	-11530367126851.432
1.793599080211425e-95	-11530367126851.432
1.8320034729483815e-95	-11530367126851.432
1.8712301773143782e-95	-11530367126851.432
1.911296800576894e-95	-11530367126851.432
1.952221327008674e-95	-11530367126851.432
1.9940221259603914e-95	-11530367126851.432
2.0367179601055207e-95	-11530367126851.432
2.0803279938623873e-95	-11530367126851.432
2.124871801996161e-95	-11530367126851.432
2.1703693784054472e-95	-11530367126851.432
2.2168411450963186e-95	-11530367126851.432
2.2643079613491205e-95	-11530367126851.432
2.312791133081578e-95	-11530367126851.432
2.3623124224117136e-95	-11530367126851.432
2.4128940574262656e-95	-11530367126851.432
2.4645587421578157e-95	-11530367126851.432
2.5173296667760256e-95	-11530367126851.432
2.5712305179962783e-95	-11530367126851.432
2.626285489711996e-95	-11530367126851.432
2.6825192938541248e-95	-11530367126851.432
2.739957171483663e-95	-11530367126851.432
2.7986249041208223e-95	-11530367126851.432
2.8585488253175513e-95	-11530367126851.432
2.9197558324778804e-95	-11530367126851.432
2.9822733989305138e-95	-11530367126851.432
3.046129586260853e-95	-11530367126851.432
3.111353056906507e-95	-11530367126851.432
3.177973087023094e-95	-11530367126851.432
3.246019579624509e-95	-11530367126851.432
3.3155230780054626e-95	-11530367126851.432
3.386514779451448e-95	-11530367126851.432
3.459026549241289e-95	-11530367126851.432
3.533090934950587e-95	-11530367126851.432
3.608741181060781e-95	-11530367126851.432
3.686011243881703e-95	-11530367126851.432
3.764935806792487e-95	-11530367126851.432
3.845550295809979e-95	-11530367126851.432
3.9278908954897945e-95	-11530367126851.432
4.011994565168597e-95	-11530367126851.432
4.097899055552873e-95	-11530367126851.432
4.185642925664057e-95	-11530367126851.432
4.275265560146517e-95	-11530367126851.432
4.366807186944907e-95	-11530367126851.432
4.4603088953613875e-95	-11530367126851.432
4.5558126544986524e-95	-11530367126851.432
4.653361332098742e-95	-11530367126851.432
4.752998713783739e-95	-11530367126851.432
4.854769522709936e-95	-11530367126851.432
4.958719439641924e-95	-11530367126851.432
5.0648951234574735e-95	-11530367126851.432
5.173344232089837e-95	-11530367126851.432
5.2841154439199166e-95	-11530367126851.432
5.397258479626534e-95	-11530367126851.432
5.512824124502986e-95	-11530367126851.432
5.6308642512531756e-95	-11530367126851.432
5.751431843274792e-95	-11530367126851.432
5.874581018442146e-95	-11530367126851.432
6.00036705339636e-95	-11530367126851.432
6.128846408357338e-95	-11530367126851.432
6.260076752467068e-95	-11530367126851.432
6.394116989673756e-95	-11530367126851.432
6.531027285172196e-95	-11530367126851.432
6.670869092409057e-95	-11530367126851.432
6.8137051806677e-95	-11530367126851.432
6.959599663241449e-95	-11530367126851.432
7.10861802621229e-95	-11530367126851.432
7.26082715784446e-95	-11530367126851.432
7.416295378608794e-95	-11530367126851.432
7.575092471847598e-95	-11530367126851.432
7.737289715098219e-95	-11530367126851.432
7.902959912087402e-95	-11530367126851.432
8.072177425408412e-95	-11530367126851.432
8.245018209900359e-95	-11530367126851.432
8.421559846740711e-95	-11530367126851.432
8.601881578269414e-95	-11530367126851.432
8.786064343555905e-95	-11530367126851.432
8.974190814730453e-95	-11530367126851.432
9.166345434091726e-95	-11530367126851.432
9.362614452010697e-95	-11530367126851.432
9.563085965643128e-95	-11530367126851.432
9.767849958473661e-95	-11530367126851.432
9.976998340706699e-95	-11530367126851.432
1.0190624990519262e-94	-11530367126851.432
1.0408825796200324e-94	-11530367126851.432
1.0631698699190492e-94	-11530367126851.432
1.0859343738045312e-94	-11530367126851.432
1.1091863093336429e-94	-11530367126851.432
1.1329361133517274e-94	-11530367126851.432
1.1571944461770942e-94	-11530367126851.432
1.1819721963857814e-94	-11530367126851.432
1.2072804856991387e-94	-11530367126851.432
1.2331306739758384e-94	-11530367126851.432
1.2595343643110126e-94	-11530367126851.432
1.2865034082441701e-94	-11530367126851.432
1.3140499110790277e-94	-11530367126851.432
1.3421862373170042e-94	-11530367126851.432
1.3709250162073143e-94	-11530367126851.432
1.4002791474154645e-94	-11530367126851.432
1.4302618068135118e-94	-11530367126851.432
1.460886452394318e-94	-11530367126851.432
1.4921668303120168e-94	-11530367126851.432
1.5241169810522852e-94	-11530367126851.432
1.556751245734449e-94	-11530367126851.432
1.5900842725488272e-94	-11530367126851.432
1.624131023331407e-94	-11530367126851.432
1.6589067802798004e-94	-11530367126851.432
1.6944271528126942e-94	-11530367126851.432
1.7307080845765034e-94	-11530367126851.432
1.7677658606014923e-94	-11530367126851.432
1.805617114611622e-94	-11530367126851.432
1.844278836490929e-94	-11530367126851.432
