Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	2.346977857817743143e+02	3.965615124181532565e+02
1.032794731918951654e-10	2.404630943045114861e+02	4.068152572495523600e+02
1.066664958279539403e-10	2.464174745746818473e+02	4.174052708938625642e+02
1.101645949633656381e-10	2.525671271495558869e+02	4.283425811966558854e+02
1.137774133221491146e-10	2.589184559320176504e+02	4.396385776587438272e+02
1.175087130904807540e-10	2.654780748392293503e+02	4.513050232965633768e+02
1.213623798344240958e-10	2.722528146899936132e+02	4.633540668915222227e+02
1.253424265461399975e-10	2.792497303179842447e+02	4.757982556410573807e+02
1.294529978227915867e-10	2.864761079182543426e+02	4.886505482245825647e+02
1.336983741824946476e-10	2.939394726346704374e+02	5.019243282979281844e+02
1.380829765218092491e-10	3.016475963961748334e+02	5.156334184303303800e+02
1.426113707194128486e-10	3.096085060100357964e+02	5.297920944984774678e+02
1.472882723907502473e-10	3.178304915205143288e+02	5.444151005526067593e+02
1.521185517986104510e-10	3.263221148416506026e+02	5.595176641701303879e+02
1.571072389247450498e-10	3.350922186731601755e+02	5.751155123127796287e+02
1.622595287078087593e-10	3.441499357087254793e+02	5.912248877037795864e+02
1.675807864530767868e-10	3.535046981462699023e+02	6.078625657421091546e+02
1.730765534195724819e-10	3.631662475101189784e+02	6.250458719714594054e+02
1.787525525904235329e-10	3.731446447952772587e+02	6.427927001220826924e+02
1.846146946324547531e-10	3.834502809443831666e+02	6.611215307443171696e+02
1.906690840512252406e-10	3.940938876682531600e+02	6.800514504531957982e+02
1.969220255479172543e-10	4.050865486212832707e+02	6.996021718041744180e+02
2.033800305846981002e-10	4.164397109433438686e+02	7.197940538206802330e+02
2.100498241653915480e-10	4.281651971801890113e+02	7.406481231948569075e+02
2.169383518385184289e-10	4.402752175947905471e+02	7.621860961835785702e+02
2.240527869300018610e-10	4.527823828824221550e+02	7.844304012225430824e+02
2.314005380130653023e-10	4.656997173027276062e+02	8.074042022819839985e+02
2.389892566231049743e-10	4.790406722424544341e+02	8.311314229883284952e+02
2.468268452255692806e-10	4.928191402229724645e+02	8.556367715369193547e+02
2.549214654451423314e-10	5.070494693671652726e+02	8.809457664217414958e+02
2.632815465648021228e-10	5.217464783407606319e+02	9.070847630089499489e+02
2.719157943036017723e-10	5.369254717836550981e+02	9.340809809818657641e+02
2.808331998823172083e-10	5.526022562473091284e+02	9.619625326860293626e+02
2.900430493863991314e-10	5.687931566547996454e+02	9.907584524038152267e+02
2.995549334359813486e-10	5.855150333006804431e+02	1.020498726589105331e+03
3.093787571730138678e-10	6.027852994083447129e+02	1.051214325093498701e+03
3.195247505759212065e-10	6.206219392631785468e+02	1.082937233416573235e+03
3.300034791125284578e-10	6.390435269403866414e+02	1.115700486013792670e+03
3.408258547423451742e-10	6.580692456469903391e+02	1.149538200696730883e+03
3.520031472796679687e-10	6.777189076981425160e+02	1.184485614161446392e+03
3.635469961293320139e-10	6.980129751485601446e+02	1.220579118681997443e+03
3.754694224073336536e-10	7.189725811005595233e+02	1.257856300007315895e+03
3.877828414589456106e-10	7.406195517108810691e+02	1.296355976500891529e+03
4.005000757873611052e-10	7.629764289192257820e+02	1.336118239564040778e+03
4.136343684063274911e-10	7.860664939221632039e+02	1.377184495384836964e+03
4.271993966306778827e-10	8.099137914168632051e+02	1.419597508056191373e+03
4.412092863191189219e-10	8.345431546398932596e+02	1.463401444107977795e+03
4.556786265841064474e-10	8.599802312271572191e+02	1.508641918499577969e+03
4.706224849841281415e-10	8.862515099219018566e+02	1.555366042120735528e+03
4.860564232142136024e-10	9.133843481586093276e+02	1.603622470850197942e+03
5.019965133110081441e-10	9.414070005514895456e+02	1.653461456223208870e+03
5.184593543892912175e-10	9.703486483172523549e+02	1.704934897760640524e+03
5.354620899273606527e-10	1.000239429662786051e+03	1.758096397014237482e+03
5.530224256192902378e-10	1.031110471169394714e+03	1.813001313384266268e+03
5.711586478126431938e-10	1.062993920206271241e+03	1.869706821767682186e+03
5.898896425508497150e-10	1.095922978406963466e+03	1.928271972096859827e+03
6.092349152400710261e-10	1.129931936243691325e+03	1.988757750830876603e+03
6.292146109610343618e-10	1.165056208735517430e+03	2.051227144463384320e+03
6.498495354469890483e-10	1.201332372327560961e+03	2.115745205113209522e+03
6.711611767496282870e-10	1.238798202979653979e+03	2.182379118265976558e+03
6.931717276155404727e-10	1.277492715504103217e+03	2.251198272737299249e+03
7.159041085964887260e-10	1.317456204193526219e+03	2.322274332930397577e+03
7.393819919175865964e-10	1.358730284781064938e+03	2.395681313463384413e+03
7.636298261282244400e-10	1.401357937776672998e+03	2.471495656243929716e+03
7.886728615614152294e-10	1.445383553224606203e+03	2.549796310071574680e+03
8.145371766280743462e-10	1.490852976928721318e+03	2.630664812850576254e+03
8.412497049736117954e-10	1.537813558193721974e+03	2.714185376498901405e+03
8.688382635251186617e-10	1.586314199132066733e+03	2.800444974641794033e+03
8.973315814583522479e-10	1.636405405587881432e+03	2.889533433181218697e+03
9.267593301146878953e-10	1.688139339730911615e+03	2.981543523835516226e+03
9.571521538991863169e-10	1.741569874375275504e+03	3.076571060746660351e+03
9.885417021919573871e-10	1.796752649079587172e+03	3.174715000255723680e+03
1.020960662306046580e-09	1.842871000866510713e+03	3.260255539572926409e+03
1.054442793526168950e-09	1.884362425588831229e+03	3.339668496068765307e+03
1.089022962263730067e-09	1.927214550461855197e+03	3.421685779183775594e+03
1.124737178364752061e-09	1.971471999282248134e+03	3.506392797111264827e+03
1.161622632608501755e-09	2.017180859272121779e+03	3.593877758983338026e+03
1.199717735435884489e-09	2.064388729071683883e+03	3.684231766726946262e+03
1.239062156947916503e-09	2.113144768305788602e+03	3.777548909932309925e+03
1.279696868215940940e-09	2.163499748776004708e+03	3.873926363832534207e+03
1.321664183946605026e-09	2.215506107331526437e+03	3.973464490496448889e+03
1.365007806546013663e-09	2.269218000473956636e+03	4.076266943340020134e+03
1.409772871628966933e-09	2.324691360752852688e+03	4.182440775065208982e+03
1.456005995020649598e-09	2.381983955010738555e+03	4.292096549138631417e+03
1.503755321299737753e-09	2.441155444538252141e+03	4.405348454926156592e+03
1.553070573933460069e-09	2.502267447202067160e+03	4.522314426603295942e+03
1.604003107056820079e-09	2.565383601610270944e+03	4.643116265965224557e+03
1.656605958949914401e-09	2.630569633382047869e+03	4.767879769264345668e+03
1.710933907269014249e-09	2.697893423590639486e+03	4.896734858207430079e+03
1.767043526088946692e-09	2.767425079450890735e+03	5.029815715248796550e+03
1.824993244816152494e-09	2.839237007324958995e+03	5.167260923320376605e+03
1.884843409033795523e-09	2.913403988122239753e+03	5.309213610144210179e+03
1.946656343342262358e-09	2.990003255172006902e+03	5.455821597277606088e+03
2.010496416260498236e-09	3.069114574649858241e+03	5.607237554046218065e+03
2.076430107255774870e-09	3.150820328641741071e+03	5.763619156525310245e+03
2.144526075971667793e-09	3.235205600932022662e+03	5.925129251734758327e+03
2.214855233726359314e-09	3.322358265604972075e+03	6.091936027218804156e+03
2.287490817355702788e-09	3.412369078551893836e+03	6.264213186187116662e+03
2.362508465477946229e-09	3.505331771979214864e+03	6.442140128399551031e+03
2.439986297259550245e-09	3.601343152015951546e+03	6.625902136983004311e+03
2.520004993764092080e-09	3.700503199522159321e+03	6.815690571374837418e+03
2.602647881969005809e-09	3.802915174203405059e+03	7.011703066593869153e+03
2.688001021537606561e-09	3.908685722139612608e+03	7.214143739046373412e+03
2.776153294436799262e-09	4.017924986840305792e+03	7.423223399081446587e+03
2.867196497493770032e-09	4.130746723941885648e+03	7.639159770517083416e+03
2.961225437988034610e-09	4.247268419666340378e+03	7.862177717365497301e+03
3.058338032378433485e-09	4.367611413164820988e+03	8.092509477993922701e+03
3.158635408267817403e-09	4.491901022873406873e+03	8.330394906964575057e+03
3.262222009711669644e-09	4.620266677012699802e+03	8.576081724805746489e+03
3.369205705980266915e-09	4.752842048367087955e+03	8.829825775974035423e+03
3.479697903887691433e-09	4.889765193484099655e+03	9.091891295276418532e+03
3.593813663804627762e-09	5.031178696438726547e+03	9.362551183029530876e+03
3.711671819475765297e-09	5.177229817312467276e+03	9.642087289242712359e+03
3.833395101766601886e-09	5.328070645541727572e+03	9.930790707120830120e+03
3.959110266468459240e-09	5.483858258295194901e+03	1.022896207619233792e+04
4.088948226294862618e-09	5.644754884045210019e+03	1.053691189537845639e+04
4.223044187206674123e-09	5.810928071503357387e+03	1.085496084632927341e+04
4.361537789208003199e-09	5.982550864096311670e+03	1.118344012736362311e+04
4.504573251759458750e-09	6.159801980163538246e+03	1.152269179836042895e+04
4.652299523960189308e-09	6.342865999064521930e+03	1.187306913696062657e+04
4.804870439655131104e-09	6.531933553389369081e+03	1.223493700645070021e+04
4.962444877628916452e-09	6.727201527472871931e+03	1.260867223571077557e+04
5.125186927053329472e-09	6.928873262418797822e+03	1.299466401162310285e+04
5.293266058360561204e-09	7.137158767847909075e+03	1.339331428434940244e+04
5.466857299720180771e-09	7.352274940590168626e+03	1.380503818589917319e+04
5.646141419303669251e-09	7.574445790548943478e+03	1.423026446242489692e+04
5.831305113526221869e-09	7.803902673972320372e+03	1.466943592069417173e+04
6.022541201461928965e-09	8.040884534374528812e+03	1.512300988920384953e+04
