#Parameters = {C_1=27.02612532093; C_2=100.86287282944; Conductivity_Mo=17900000; Ip=104.42092972805; Pipe_lenght=40; Pipe_r=30; beta=1; cells_wave=20; d=-400.86287282944; half_gap_x=30; half_gap_y=2.9738746790698; half_gap_z=150; mu_copper=0.999994; offset=1.1895498716279; offset_x=5; offset_y=1; sigma_z=5; teta=15; thcoll=27.02612532093; translate_z=-250.86287282944; wakelength=20000}
#"Frequency / GHz"	"Y [Re / Ohm]"	"Y [Im / Ohm]"
#-----------------------------------------------
0.0000000000000	2.1580878702040e-12	18.622144653788
0.0020478289222872	40.796481294384	4.9326835681249
0.0040956578445743	64.464084086600	-29.774736944854
0.0061434867668615	62.323542311190	-69.726633734687
0.0081913156891487	38.058698969126	-97.832174090711
0.010239144611436	5.1187891920157	-104.12141107109
0.012286973533723	-20.738645774816	-90.017717941677
0.014334802456010	-29.515811736725	-66.400789673156
0.016382631378297	-21.292932231917	-46.931185439757
0.018430460300585	-4.7780174378753	-40.623273300172
0.020478289222872	8.5876815392264	-47.776894355884
0.022526118145159	11.272789111506	-61.166741949448
0.024573947067446	3.2593267023139	-71.257882918467
0.026621775989733	-9.0927732551736	-72.040461289619
0.028669604912020	-17.722977682255	-64.055940851888
0.030717433834308	-17.948666326469	-53.170441287503
0.032765262756595	-10.887963754510	-46.307244614827
0.034813091678882	-2.0666658612153	-47.042604043559
0.036860920601169	2.5304009471633	-53.759563599881
0.038908749523456	0.26829592205611	-61.228474456076
0.040956578445743	-6.8194733730601	-64.289175610269
0.043004407368031	-13.787834902688	-61.127863434018
0.045052236290318	-16.220411129575	-54.121202294072
0.047100065212605	-13.021995632053	-47.929258590015
0.049147894134892	-6.8388005593545	-46.288833992407
0.051195723057179	-2.0333171415865	-49.668426947233
0.053243551979466	-1.7112801413635	-55.224643763160
0.055291380901754	-5.7934480628203	-58.911304526377
0.057339209824041	-11.304163888244	-58.214717721894
0.059387038746328	-14.530071033012	-53.692076921388
0.061434867668615	-13.511824454653	-48.393104318098
0.063482696590902	-9.2176981718411	-45.685245863791
0.065530525513189	-4.7159599661745	-47.011390781877
0.067578354435477	-3.0159216339648	-51.056832254223
0.069626183357764	-5.0799282464280	-54.787203753143
0.071674012280051	-9.3067096649234	-55.561670130469
0.073721841202338	-12.742081576034	-52.863540771808
0.075769670124625	-13.118828796393	-48.525102240503
0.077817499046912	-10.328925593527	-45.380313897020
0.079865327969200	-6.3817455168418	-45.323173457838
0.081913156891487	-3.9548719414761	-48.092488836065
0.083960985813774	-4.5728484841935	-51.554399008214
0.086008814736061	-7.6450143340391	-53.220275397990
0.088056643658348	-10.962200899028	-51.928393363508
0.090104472580635	-12.251862679675	-48.559509468869
0.092152301502923	-10.704022436615	-45.353073143393
0.094200130425210	-7.4492307656707	-44.344475636801
0.096247959347497	-4.7151093908352	-46.007856246366
0.098295788269784	-4.2835278966228	-49.004399621023
0.10034361719207	-6.3120252907579	-51.157916604621
0.10239144611436	-9.2947672626933	-50.952425545128
0.10443927503665	-11.142832156997	-48.525399480659
0.10648710395893	-10.613629307622	-45.509772391156
0.10853493288122	-8.1151932336280	-43.875968561044
0.11058276180351	-5.3685556451022	-44.591025222436
0.11263059072579	-4.1984284828982	-47.003862693046
0.11467841964808	-5.2985738880955	-49.343634991883
0.11672624857037	-7.8043570343271	-49.955013574458
0.11877407749266	-9.9316869143424	-48.411630248063
0.12082190641494	-10.214112041919	-45.761259660902
0.12286973533723	-8.4829638815117	-43.767333488815
0.12491756425952	-5.9378383070863	-43.692707816916
0.12696539318180	-4.2902033870278	-45.462073992372
0.12901322210409	-4.5889888374869	-47.756285619940
0.13106105102638	-6.5319524665265	-48.944744534468
0.13310887994867	-8.7128354344361	-48.198954410946
0.13515670887095	-9.6078712939348	-46.028607345025
0.13720453779324	-8.6115494329838	-43.895401334822
0.13925236671553	-6.4192918065689	-43.193925143080
0.14130019563781	-4.5175778278270	-44.308368341663
0.14334802456010	-4.1530844624538	-46.381502692205
0.14539585348239	-5.4941868487273	-47.931680551577
0.14744368240468	-7.5473761053215	-47.875517501454
0.14949151132696	-8.8638832205157	-46.251729510140
0.15153934024925	-8.5354624432656	-44.163794130784
0.15358716917154	-6.7961807600317	-43.001816141446
0.15563499809382	-4.8327620252464	-43.490928511675
0.15768282701611	-3.9533621282183	-45.216445510631
0.15973065593840	-4.6957927231676	-46.935371869370
0.16177848486069	-6.4820523418003	-47.442299364554
0.16382631378297	-8.0396129602791	-46.387546784414
0.16587414270526	-8.2838660592801	-44.493207389137
0.16792197162755	-7.0507811949715	-43.035508371750
0.16996980054984	-5.1857776454541	-42.963359684898
0.17201762947212	-3.9442230242045	-44.260944525889
0.17406545839441	-4.1276789077858	-45.981623671195
0.17611328731670	-5.5493563653257	-46.914020281500
0.17816111623898	-7.1844053009547	-46.412460826337
0.18020894516127	-7.8868084484400	-44.823228372468
0.18225677408356	-7.1721944627407	-43.226081382082
0.18430460300585	-5.5325653193871	-42.682535828592
0.18635243192813	-4.0794066189892	-43.513503166349
0.18840026085042	-3.7730621162726	-45.097165823509
0.19044808977271	-4.7719958642053	-46.313132445199
0.19249591869499	-6.3422571469717	-46.316393337647
0.19454374761728	-7.3766435847820	-45.107037958111
0.19659157653957	-7.1570025782523	-43.512205163307
0.19863940546186	-5.8354023012182	-42.605029482317
0.20068723438414	-4.3123637390707	-42.968147094231
0.20273506330643	-3.6076317337125	-44.306668134374
0.20478289222872	-4.1625955122012	-45.667090020403
0.20683072115100	-5.5510461791888	-46.100650793892
