# Frequency (Hz)	Imaginary Part (Ohm)
1000.0	0.0019196465902999997
1018.6101701559753	0.0019422071919695538
1037.566678745186	0.0019651876502750003
1056.875971184804	0.0019885957788197722
1076.5446128423157	0.002012439536619796
1096.5792912678098	0.0020367270308096356
1116.9868184678226	0.00206146651939901
1137.7741332214914	0.0020866664140806058
1158.9483034398106	0.002112335283090137
1180.5165285688054	0.00213848185411965
1202.4861420374123	0.0021651150172850146
1224.8646137509306	0.002192243828148679
1247.6595526308697	0.0022198775107986467
1270.8787092020582	0.0022467877792618153
1294.529978227916	0.0022730106417413473
1318.6214013947485	0.002299721516153598
1343.1611700460153	0.0023269294844836756
1368.1576279674719	0.0023546437977339757
1393.619274224142	0.0023828738790696185
1419.5547660501015	0.0024116293270224362
1445.9729217920194	0.002440919918754566
1472.882723907502	0.0024707556133828
1500.2933220192183	0.0025011465553647885
1528.2140360258693	0.0025321030779482602
1556.654359271062	0.00256363570668445
1585.6239617711371	0.002595684943881886
1615.132693503091	0.0026255666843786095
1645.1905877536624	0.002656004529150533
1675.807864530767	0.002687008827392842
1706.9949340384078	0.0027185901209010096
1738.7624002162504	0.002750759147655109
1771.1210643450886	0.002783526845470855
1804.0819287193826	0.002816904355718569
1837.6562003881704	0.002850903027111378
1871.8552949655793	0.002885534419563884
1906.690840512252	0.002920810308122669
1942.1746814890264	0.0029567426869699376
1978.3188827841643	0.002993343773501661
2015.1357338155585	0.0030288570758381372
2052.6377527092523	0.0030634950829085384
2090.8376905557498	0.0030987777091843827
2129.748535745521	0.003134716951138774
2169.3835183851843	0.0031713250285012097
2209.756114795903	0.0032086143884124466
2250.880052095462	0.0032465977096566368
2292.7693128656488	0.0032852879069722694
2335.438139906479	0.0033246981354433163
2378.9010410788933	0.0033648417949720946
2423.1727942376006	0.0034057325348353894
2468.2684522556924	0.00344738425832534
2514.2033481427966	0.0034896204169250905
2560.9931002584594	0.0035289854914699833
2608.6536176225477	0.0035690831567503547
2657.2011053245064	0.0036099270464044543
2706.652070033241	0.0036515310477948475
2757.0233256095826	0.0036939093067302844
2808.3319988231724	0.0037370762322754257
2860.5955351757416	0.00378104650165007
2913.831704832789	0.003825835065219584
2968.0586086656026	0.0038714571515781645
3023.2946844057765	0.00391792827272675
3079.5587129142264	0.003965264229347252
3136.8698245668766	0.004013481116174955
3195.2475057592133	0.004060089749231255
3254.711605531848	0.004105598947309163
3315.282342319423	0.004151955079306961
3376.9803108250912	0.004199173906809014
3439.8264890229243	0.004247271484725442
3503.8422452906757	0.004296264166750989
3569.0493456752292	0.004346168610925426
3635.4699612933177	0.004397001785297489
3703.126675869927	0.004448780973694186
3772.0424934169973	0.0045015237815974815
3842.240846055061	0.004555248142130365
3913.745601980384	0.004609972322154283
3986.581073580439	0.004665328950502363
4060.7720257003657	0.004716911226309532
4136.343684063274	0.004769453457046499
4213.321743847289	0.004822973507637858
4291.732378422157	0.004877489575477478
4371.602248248501	0.004933020196615826
4452.958509942655	0.00498958425206243
4535.828825510186	0.005047200974205604
4620.241371751313	0.005105889953351695
4706.224849841281	0.005165671144385974
4793.808495089106	0.005226564873557525
4883.02208687788	0.0052885918453903944
4973.895958790063	0.005351773149723331
5066.461008921268	0.005412609709156089
5160.7487103859075	0.005472083675675108
5256.791122018419	0.005532664462830895
5354.620899273607	0.0055943726687438374
5454.271305329836	0.00565722927486884
5555.7762223988775	0.0057212556531292535
5659.170163246242	0.005786473573183562
5764.488282925873	0.005852905209827302
5871.766390733255	0.0059205731505327245
5981.040962380945	0.0059895004031287795
6092.349152400711	0.006059710403624028
6205.7288067765	0.006131227024175142
6321.218475812449	0.006203384177516957
6438.8574272404185	0.0062706129345246235
6558.685659571435	0.006339092830139581
6680.743915695614	0.006408847148264192
6805.073696735206	0.006479899606118215
6931.717276155407	0.006552274362302906
7060.717714137772	0.006625996025015189
7192.118872221193	0.00670108966041473
7325.96542821523	0.006777580801146686
7462.302891391108	0.006855495455023086
7601.17761795533	0.0069348601138657755
7742.636826811269	0.007015701762513892
7886.728615614156	0.007098047887999049
8033.501977124735	0.007177015859733559
8183.00681586739	0.007254317948959241
8335.293965098195	0.007333058643218829
8490.415204088747	0.007413264715196786
8648.423275731726	0.007494963435821797
8809.37190447399	0.007578182583539161
8973.31581458352	0.007662950453755781
9140.310748756232	0.007749295868460896
9310.413487069076	0.007837248186025858
9483.681866285926	0.00792683731118632
9660.174799522645	0.008018093705210139
9839.952296278227	0.008111048396254561
10023.075482838643	0.008204581435966073
10209.606623060476	0.008291719515982546
10399.609139541202	0.008380479250495176
10593.1476351837	0.00847089081877009
10790.287915161836	0.008562984961714667
10991.097009294961	0.008656792992329812
11195.643194838794	0.008752346806356713
11403.99601970033	0.008849678893121696
11616.22632608502	0.008948822346583013
11832.40627458378	0.00904981087658309
12052.609368708414	0.009152678820310275
12276.910479883603	0.00925746115397383
12505.385872903913	0.009364193504696191
12738.113231864783	0.009466110472478282
12975.171686575868	0.009566020698447157
13216.641839466038	0.009667790270721633
13462.60579298911	0.009771453792052853
13713.147177539455	0.009877046509155002
13968.351179887397	0.009984604324689651
14228.30457214352	0.01009416380947301
14493.09574126215	0.010205762214910381
14762.81471909391	0.010319437485662095
15037.553212997384	0.010435228272545009
15317.404637020798	0.01055317394567431
15602.46414366368	0.010673314607849708
15892.828656229764	0.010793857258382144
16188.596901781993	0.010906155064509088
16489.86944471065	0.011020542751916182
16796.74872092653	0.011137059213649672
17109.339072690134	0.011255744066561994
17427.746784089173	0.01137663766478195
17752.08011717636	0.011499781113435562
