time	wake_y_dipolar
1e-15	5735.637656416175
1.0002302873239643e-15	5735.63770681731
1.000460627680176e-15	5735.637757230051
1.0006910210808561e-15	5735.6378076544015
1.000921467538216e-15	5735.637858090364
1.0011519670644738e-15	5735.637908537942
1.0013825196718465e-15	5735.637958997137
1.0016131253725665e-15	5735.6380094679525
1.001843784178856e-15	5735.63805995039
1.0020744961029407e-15	5735.638110444454
1.0023052611570611e-15	5735.638160950145
1.0025360793534483e-15	5735.638211467468
1.0027669507043403e-15	5735.638261996423
1.0029978752219737e-15	5735.638312537016
1.0032288529186005e-15	5735.638363089246
1.0034598838064629e-15	5735.638413653119
1.0036909678978062e-15	5735.638464228636
1.0039221052048904e-15	5735.638514815799
1.0041532957399667e-15	5735.6385654146125
1.0043845395152926e-15	5735.638616025077
1.0046158365431246e-15	5735.638666647198
1.0048471868357342e-15	5735.6387172809755
1.0050785904053836e-15	5735.638767926414
1.0053100472643378e-15	5735.638818583515
1.0055415574248769e-15	5735.638869252282
1.005773120899271e-15	5735.638919932718
1.006004737699798e-15	5735.638970624824
1.0062364078387343e-15	5735.639021328604
1.0064681313283709e-15	5735.63907204406
1.0066999081809899e-15	5735.6391227711965
1.0069317384088759e-15	5735.639173510014
1.0071636220243288e-15	5735.639224260516
1.007395559039639e-15	5735.639275022706
1.0076275494671038e-15	5735.639325796585
1.0078595933190191e-15	5735.639376582156
1.0080916906076963e-15	5735.639427379423
1.008323841345437e-15	5735.639478188388
1.0085560455445456e-15	5735.639529009054
1.0087883032173423e-15	5735.639579841423
1.0090206143761365e-15	5735.639630685498
1.009252979033246e-15	5735.639681541282
1.0094853972009864e-15	5735.6397324087775
1.009717868891689e-15	5735.639783287987
1.009950394117675e-15	5735.639834178913
1.010182972891269e-15	5735.639885081558
1.0104156052248103e-15	5735.639935995926
1.0106482911306292e-15	5735.6399869220195
1.0108810306210629e-15	5735.640037859839
1.0111138237084466e-15	5735.64008880939
1.011346670405132e-15	5735.640139770674
1.0115795707234596e-15	5735.640190743694
1.0118125246757743e-15	5735.640241728452
1.0120455322744354e-15	5735.640292724951
1.012278593531793e-15	5735.640343733195
1.012511708460204e-15	5735.640394753184
1.0127448770720235e-15	5735.640445784923
1.012978099379623e-15	5735.640496828413
1.0132113753953636e-15	5735.640547883659
1.0134447051316093e-15	5735.640598950662
1.01367808860074e-15	5735.640650029425
1.0139115258151251e-15	5735.640701119951
1.0141450167871415e-15	5735.640752222242
1.014378561529165e-15	5735.640803336301
1.0146121600535863e-15	5735.640854462132
1.0148458123727868e-15	5735.640905599736
