Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	6.992505439792186735e+03	1.244736000809508550e+04
1.032794731918951654e-10	7.146385964284342663e+03	1.274555570230137710e+04
1.066664958279539403e-10	7.305312959324764961e+03	1.305353064435855413e+04
1.101645949633656381e-10	7.469451922562222535e+03	1.337160554207824498e+04
1.137774133221491146e-10	7.638973779096507315e+03	1.370011162079880523e+04
1.175087130904807540e-10	7.814055059470238120e+03	1.403939096830475319e+04
1.213623798344240958e-10	7.994878083497852458e+03	1.438979689105779835e+04
1.253424265461399975e-10	8.181631150123223961e+03	1.475169428211033483e+04
1.294529978227915867e-10	8.374508733503620533e+03	1.512546000108461340e+04
1.336983741824946476e-10	8.573711685524147470e+03	1.551148326661314240e+04
1.380829765218092491e-10	8.779447444953653758e+03	1.591016606164916266e+04
1.426113707194128486e-10	8.991930253459793676e+03	1.632192355206908178e+04
1.472882723907502473e-10	9.211381378708276316e+03	1.674718451900294895e+04
1.521185517986104510e-10	9.438029344778597078e+03	1.718639180534300613e+04
1.571072389247450498e-10	9.672110170136171291e+03	1.764000277689543145e+04
1.622595287078087593e-10	9.913867613408712714e+03	1.810848979865541332e+04
1.675807864530767868e-10	1.016355342722278692e+04	1.859234072670152818e+04
1.730765534195724819e-10	1.042142762036485510e+04	1.909205941622164028e+04
1.787525525904235329e-10	1.068775872853984220e+04	1.960816624619946742e+04
1.846146946324547531e-10	1.096282409400910001e+04	2.014119866130795344e+04
1.906690840512252406e-10	1.124691015439910916e+04	2.069171173157402882e+04
1.969220255479172543e-10	1.154031274098152608e+04	2.126027873039736369e+04
2.033800305846981002e-10	1.184333738673523294e+04	2.184749173152506410e+04
2.100498241653915480e-10	1.215629964451127489e+04	2.245396222560408569e+04
2.169383518385184289e-10	1.247952541563182422e+04	2.308032175695317346e+04
2.240527869300018610e-10	1.281335128926557445e+04	2.372722258121773120e+04
2.314005380130653023e-10	1.315812489293275212e+04	2.439533834459220088e+04
2.389892566231049743e-10	1.351420525450492642e+04	2.508536478531736429e+04
2.468268452255692806e-10	1.388196317607646233e+04	2.579802045818308761e+04
2.549214654451423314e-10	1.426178162009700463e+04	2.653404748279097112e+04
2.632815465648021228e-10	1.465405610816708031e+04	2.729421231635596996e+04
2.719157943036017723e-10	1.505919513291205294e+04	2.807930655185195064e+04
2.808331998823172083e-10	1.547762058336344489e+04	2.889014774233213029e+04
2.900430493863991314e-10	1.590976818429045488e+04	2.972758025228295446e+04
2.995549334359813486e-10	1.635608794993928495e+04	3.059247613689782520e+04
3.093787571730138678e-10	1.681704465265270483e+04	3.148573605018646049e+04
3.195247505759212065e-10	1.729311830685784298e+04	3.240829018286532664e+04
3.300034791125284578e-10	1.778480466892632103e+04	3.336109923100612650e+04
3.408258547423451742e-10	1.829261575342703509e+04	3.434515539645065292e+04
3.520031472796679687e-10	1.881708036630943025e+04	3.536148342003412836e+04
3.635469961293320139e-10	1.935874465557227450e+04	3.641114164869274100e+04
3.754694224073336536e-10	1.991817267999157048e+04	3.749522313756673248e+04
3.877828414589456106e-10	2.049594699649963150e+04	3.861485678824663046e+04
