Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
1.000000000000000166e-10	5.921640060210886411e+06	1.445249944585910812e+07
1.032794731918951654e-10	5.921639536016131751e+06	1.445249879611087963e+07
1.066664958279539403e-10	5.921638994630552828e+06	1.445249812505433150e+07
1.101645949633656381e-10	5.921638435490377247e+06	1.445249743199066631e+07
1.137774133221491146e-10	5.921637858013351448e+06	1.445249671619816124e+07
1.175087130904807540e-10	5.921637261598119512e+06	1.445249597693143412e+07
1.213623798344240958e-10	5.921636645623611286e+06	1.445249521342065372e+07
1.253424265461399975e-10	5.921636009448383003e+06	1.445249442487074062e+07
1.294529978227915867e-10	5.921635352409958839e+06	1.445249361046054587e+07
1.336983741824946476e-10	5.921634673824137077e+06	1.445249276934198663e+07
1.380829765218092491e-10	5.921633972984273918e+06	1.445249190063916892e+07
1.426113707194128486e-10	5.921633249160555191e+06	1.445249100344747491e+07
1.472882723907502473e-10	5.921632501599232666e+06	1.445249007683262043e+07
1.521185517986104510e-10	5.921631729521836154e+06	1.445248911982968077e+07
1.571072389247450498e-10	5.921630932124367915e+06	1.445248813144208677e+07
1.622595287078087593e-10	5.921630108576464467e+06	1.445248711064058542e+07
1.675807864530767868e-10	5.921629258020527661e+06	1.445248605636217259e+07
1.730765534195724819e-10	5.921628379570838064e+06	1.445248496750898287e+07
1.787525525904235329e-10	5.921627472312625498e+06	1.445248384294714406e+07
1.846146946324547531e-10	5.921626535301122814e+06	1.445248268150559999e+07
1.906690840512252406e-10	5.921625567560579628e+06	1.445248148197489418e+07
1.969220255479172543e-10	5.921624568083244376e+06	1.445248024310589954e+07
2.033800305846981002e-10	5.921623535828317516e+06	1.445247896360852756e+07
2.100498241653915480e-10	5.921622469720867462e+06	1.445247764215038344e+07
2.169383518385184289e-10	5.921621368650710210e+06	1.445247627735537291e+07
2.240527869300018610e-10	5.921620231471251696e+06	1.445247486780227348e+07
2.314005380130653023e-10	5.921619056998297572e+06	1.445247341202326119e+07
2.389892566231049743e-10	5.921617844008818269e+06	1.445247190850236639e+07
2.468268452255692806e-10	5.921616591239673086e+06	1.445247035567390732e+07
2.549214654451423314e-10	5.921615297386299819e+06	1.445246875192085281e+07
2.632815465648021228e-10	5.921613961101353168e+06	1.445246709557314776e+07
2.719157943036017723e-10	5.921612580993299372e+06	1.445246538490596600e+07
2.808331998823172083e-10	5.921611155624971725e+06	1.445246361813791096e+07
2.900430493863991314e-10	5.921609683512072079e+06	1.445246179342916980e+07
2.995549334359813486e-10	5.921608163121623918e+06	1.445245990887959674e+07
3.093787571730138678e-10	5.921606592870379798e+06	1.445245796252672374e+07
3.195247505759212065e-10	5.921604971123166382e+06	1.445245595234373212e+07
3.300034791125284578e-10	5.921603296191188507e+06	1.445245387623732723e+07
3.408258547423451742e-10	5.921601566330264322e+06	1.445245173204556853e+07
3.520031472796679687e-10	5.921599779739014804e+06	1.445244951753561758e+07
3.635469961293320139e-10	5.921597934556985274e+06	1.445244723040140420e+07
3.754694224073336536e-10	5.921596028862705454e+06	1.445244486826123856e+07
3.877828414589456106e-10	5.921594060671692714e+06	1.445244242865532078e+07
4.005000757873611052e-10	5.921592027934381738e+06	1.445243990904317796e+07
4.136343684063274911e-10	5.921589928533997387e+06	1.445243730680103227e+07
4.271993966306778827e-10	5.921587760284340009e+06	1.445243461921905354e+07
4.412092863191189219e-10	5.921585520927515812e+06	1.445243184349854477e+07
4.556786265841064474e-10	5.921583208131585270e+06	1.445242897674902342e+07
4.706224849841281415e-10	5.921580819488131441e+06	1.445242601598522253e+07
4.860564232142136024e-10	5.921578352509757504e+06	1.445242295812396705e+07
5.019965133110081441e-10	5.921575804627487436e+06	1.445241979998096824e+07
5.184593543892912175e-10	5.921573173188102432e+06	1.445241653826751933e+07
