Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
1.000000000000000166e-10	1.330664058919017948e+07	3.756630732830361277e+07
1.032794731918951654e-10	1.330663941103236377e+07	3.756630563901254535e+07
1.066664958279539403e-10	1.330663819423718192e+07	3.756630389432162791e+07
1.101645949633656381e-10	1.330663693753752671e+07	3.756630209241404384e+07
1.137774133221491146e-10	1.330663563962474093e+07	3.756630023141337931e+07
1.175087130904807540e-10	1.330663429914725572e+07	3.756629830938170105e+07
1.213623798344240958e-10	1.330663291470917128e+07	3.756629632431750745e+07
1.253424265461399975e-10	1.330663148486880772e+07	3.756629427415366471e+07
1.294529978227915867e-10	1.330663000813721493e+07	3.756629215675525367e+07
1.336983741824946476e-10	1.330662848297660612e+07	3.756628996991731972e+07
1.380829765218092491e-10	1.330662690779876336e+07	3.756628771136263013e+07
1.426113707194128486e-10	1.330662528096338734e+07	3.756628537873923779e+07
1.472882723907502473e-10	1.330662360077637807e+07	3.756628296961809695e+07
1.521185517986104510e-10	1.330662186548808776e+07	3.756628048149046302e+07
1.571072389247450498e-10	1.330662007329148427e+07	3.756627791176535934e+07
1.622595287078087593e-10	1.330661822232027166e+07	3.756627525776680559e+07
1.675807864530767868e-10	1.330661631064695492e+07	3.756627251673108339e+07
1.730765534195724819e-10	1.330661433628082275e+07	3.756626968580382317e+07
1.787525525904235329e-10	1.330661229716588557e+07	3.756626676203706861e+07
1.846146946324547531e-10	1.330661019117872044e+07	3.756626374238616228e+07
1.906690840512252406e-10	1.330660801612626761e+07	3.756626062370661646e+07
1.969220255479172543e-10	1.330660576974355616e+07	3.756625740275081247e+07
2.033800305846981002e-10	1.330660344969132543e+07	3.756625407616462559e+07
2.100498241653915480e-10	1.330660105355360173e+07	3.756625064048393816e+07
2.169383518385184289e-10	1.330659857883518562e+07	3.756624709213101864e+07
2.240527869300018610e-10	1.330659602295904048e+07	3.756624342741081864e+07
2.314005380130653023e-10	1.330659338326362334e+07	3.756623964250709862e+07
2.389892566231049743e-10	1.330659065700010397e+07	3.756623573347848654e+07
2.468268452255692806e-10	1.330658784132950194e+07	3.756623169625432044e+07
