Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
1.306520162124721228e-08	1.560060100480096415e+07	4.359752910960860550e+07
1.349367140588306343e-08	1.559638988208699226e+07	4.358955547856198251e+07
1.393619274224142065e-08	1.559204065673253872e+07	4.358132035442277044e+07
1.439322644719406651e-08	1.558754879969852790e+07	4.357281516159508377e+07
1.486524844997857277e-08	1.558290963341726921e+07	4.356403104324870557e+07
1.535275028780422776e-08	1.557811832692149095e+07	4.355495885209600627e+07
1.585623961771137302e-08	1.557317259961575642e+07	4.354559097426092625e+07
1.637624074521687477e-08	1.556825463327601925e+07	4.353604444617746025e+07
1.691329517029648562e-08	1.556317538354858384e+07	4.352618484226474166e+07
1.746796215127245689e-08	1.555792956118798815e+07	4.351600189528488368e+07
1.804081928719382751e-08	1.555251170348937996e+07	4.350548500128866732e+07
1.863246311931559514e-08	1.554691616859997436e+07	4.349462320857322961e+07
1.924350975230330612e-08	1.554113712964392453e+07	4.348340520627752692e+07
1.987459549580983990e-08	1.553516856865456142e+07	4.347181931260387599e+07
2.052637752709252173e-08	1.552922719958693348e+07	4.346002080868469179e+07
2.119953457536071000e-08	1.552312229637568071e+07	4.344785888052693009e+07
2.189476762856620985e-08	1.551681718450022303e+07	4.343529810519562662e+07
2.261280066337277307e-08	1.551030529817108996e+07	4.342232540260463208e+07
2.335438139906479724e-08	1.550357985627550818e+07	4.340892726370990276e+07
2.412028207618007283e-08	1.549663385531592369e+07	4.339508973644190282e+07
2.491130026067788373e-08	1.548946006211696193e+07	4.338079841117673367e+07
2.572825967447932303e-08	1.548229798291032575e+07	4.336624392943576723e+07
2.657201105324503850e-08	1.547498790583623014e+07	4.335128443580259383e+07
2.744343303228365032e-08	1.546743809674418345e+07	4.333583434958607703e+07
2.834343306151309448e-08	1.545964069368692487e+07	4.331987758193396777e+07
2.927294835042816131e-08	1.545158757688673772e+07	4.330339751636441797e+07
3.023294684405776334e-08	1.544327036027997918e+07	4.328637699146250635e+07
3.122442823092858392e-08	1.543468038278428838e+07	4.326879828300931305e+07
3.224842498408442807e-08	1.542607184982039407e+07	4.325088562154512107e+07
3.330600343624588813e-08	1.541735404411509633e+07	4.323254500530130416e+07
3.439826489022924478e-08	1.540835034030877240e+07	4.321360291346454620e+07
3.552634676578139226e-08	1.539905136244984157e+07	4.319403962080400437e+07
3.669142378402493899e-08	1.538944742710490897e+07	4.317383475520522147e+07
3.789470919074667737e-08	1.537952853327497095e+07	4.315296727645565569e+07
3.913745601980383687e-08	1.536928435198094696e+07	4.313141545433468372e+07
4.042095839796305955e-08	1.535896916548781283e+07	4.310942694500941038e+07
4.174655289253134782e-08	1.534861759292965755e+07	4.308702509321371466e+07
4.311561990318228626e-08	1.533792654332451522e+07	4.306388857869388163e+07
4.452958509942655287e-08	1.532688488361363858e+07	4.303999330838283151e+07
4.598992090522439315e-08	1.531548111563260481e+07	4.301531439908780158e+07
4.749814803228499868e-08	1.530370336413776688e+07	4.298982615157838911e+07
4.905583706365045989e-08	1.529153936444004811e+07	4.296350202382481843e+07
5.066461008921269181e-08	1.527921970908311382e+07	4.293658846108558029e+07
5.232614239486661694e-08	1.526698521321179159e+07	4.290934298574058712e+07
5.404216420705915059e-08	1.525434949032820389e+07	4.288120400233564526e+07
5.581446249454960394e-08	1.524129938230004907e+07	4.285214220851346105e+07
5.764488282925879445e-08	1.522782129947759397e+07	4.282212734095379710e+07
5.953533130814369715e-08	1.521390120654219761e+07	4.279112814385893941e+07
6.148777653810024108e-08	1.519952460789069720e+07	4.275911233640564978e+07
6.350425168595962148e-08	1.518486227356239781e+07	4.272627699421028793e+07
6.558685659571428548e-08	1.517047415991908684e+07	4.269330150122421235e+07
6.773775997517751128e-08	1.515561419194602221e+07	4.265924458578575402e+07
6.995920165435375620e-08	1.514026689530695602e+07	4.262407078293550760e+07
7.225349491787214948e-08	1.512441628818893433e+07	4.258774346465022117e+07
7.462302891391107044e-08	1.510804586465972289e+07	4.255022480170043558e+07
