Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
3.330600343624588813e-08	1.184225903549626842e+07	2.890371892587256432e+07
3.439826489022924478e-08	1.184222497275479883e+07	2.890367567513306439e+07
3.552634676578139226e-08	1.184218979293485358e+07	2.890363100599716231e+07
3.669142378402493899e-08	1.184215345940214582e+07	2.890358487194892392e+07
3.789470919074667737e-08	1.184211593432096951e+07	2.890353722494693473e+07
3.913745601980383687e-08	1.184207717861481942e+07	2.890348801537429541e+07
4.042095839796305955e-08	1.184203724340902455e+07	2.890343719922830164e+07
4.174655289253134782e-08	1.184199610277972557e+07	2.890338472483164817e+07
4.311561990318228626e-08	1.184195361295451783e+07	2.890333052955122292e+07
4.452958509942655287e-08	1.184190972968688048e+07	2.890327455695110187e+07
4.598992090522439315e-08	1.184186440727924928e+07	2.890321674874456599e+07
4.749814803228499868e-08	1.184181759853540733e+07	2.890315704473339394e+07
4.905583706365045989e-08	1.184176925471135788e+07	2.890309538274518400e+07
5.066461008921269181e-08	1.184171941177243739e+07	2.890303170559257641e+07
5.232614239486661694e-08	1.184166810780734383e+07	2.890296595428960398e+07
5.404216420705915059e-08	1.184161512134246714e+07	2.890289804669027776e+07
5.581446249454960394e-08	1.184156039720067941e+07	2.890282791207943112e+07
5.764488282925879445e-08	1.184150387839533575e+07	2.890275547742282972e+07
5.953533130814369715e-08	1.184144550607091933e+07	2.890268066729108244e+07
6.148777653810024108e-08	1.184138521944177151e+07	2.890260340378111601e+07
6.350425168595962148e-08	1.184132303030544706e+07	2.890252361123060435e+07
6.558685659571428548e-08	1.184125910485954024e+07	2.890244122139948606e+07
6.773775997517751128e-08	1.184119308299577422e+07	2.890235612961594388e+07
6.995920165435375620e-08	1.184112489596268535e+07	2.890226824727016687e+07
7.225349491787214948e-08	1.184105447275412455e+07	2.890217748284642398e+07
7.462302891391107044e-08	1.184098174003531970e+07	2.890208374182774127e+07
7.707027114212294845e-08	1.184090662206649780e+07	2.890198692659747228e+07
7.959777002314985573e-08	1.184082907371716760e+07	2.890188694002780691e+07
8.220815755240541849e-08	1.184074947173284367e+07	2.890178372901289165e+07
8.490415204088747078e-08	1.184066725922278501e+07	2.890167713322040811e+07
