# Frequency (Hz)	Imaginary Part (Ohm)
1000.0	0.0021856101550000004
1018.6101701559753	0.0022107062633230567
1037.566678745186	0.002236269414492259
1056.875971184804	0.0022623083002544417
1076.5446128423157	0.0022888317741113326
1096.5792912678098	0.002315848854329826
1116.9868184678226	0.002343368727008304
1137.7741332214914	0.0023714007492
1158.9483034398106	0.002399954452094498
1180.5165285688054	0.0024290395442584474
1202.4861420374123	0.002458665914936569
1224.8646137509306	0.002488843637414114
1247.6595526308697	0.0025195829724418872
1270.8787092020582	0.002549411519763635
1294.529978227916	0.0025783716001672647
1318.6214013947485	0.0026078706325949347
1343.1611700460153	0.00263791864703552
1368.1576279674719	0.0026685258601376965
1393.619274224142	0.0026997026786837026
1419.5547660501015	0.0027314597031277733
1445.9729217920194	0.0027638077312003933
1472.882723907502	0.0027967577615796565
1500.2933220192183	0.0028303209976309235
1528.2140360258693	0.0028645088512160876
1556.654359271062	0.0028993329465737414
1585.6239617711371	0.0029347213005248025
1615.132693503091	0.0029674687993663726
1645.1905877536624	0.003000825734733565
1675.807864530767	0.0030348034483438226
1706.9949340384078	0.003069413492985881
1738.7624002162504	0.0031046676364478313
1771.1210643450886	0.0031405778655183136
1804.0819287193826	0.0031771563900621362
1837.6562003881704	0.003214415647171773
1871.8552949655793	0.0032523683053961084
1906.690840512252	0.003291027269047868
1942.1746814890264	0.003330405682591242
1978.3188827841643	0.0033705169351111288
2015.1357338155585	0.003409273416303605
2052.6377527092523	0.0034469263675332533
2090.8376905557498	0.0034852800465921597
2129.748535745521	0.0035243474941444647
2169.3835183851843	0.003564141993543273
2209.756114795903	0.003604677075347168
2250.880052095462	0.0036459665219207176
2292.7693128656488	0.003688024372120647
2335.438139906479	0.0037308649260691935
2378.9010410788933	0.003774502750016297
2423.1727942376006	0.0038189526812922943
2468.2684522556924	0.0038642298333527577
2514.2033481427966	0.003910124468323928
2560.9931002584594	0.003952556019706071
2608.6536176225477	0.0039957772294794145
2657.2011053245064	0.004039802793320989
2706.652070033241	0.004084647680396866
2757.0233256095826	0.00413032713845185
2808.3319988231724	0.004176856698993874
2860.5955351757416	0.004224252182574864
2913.831704832789	0.0042725297041699235
2968.0586086656026	0.004321705678656574
3023.2946844057765	0.004371796826396006
3079.5587129142264	0.00442282017891818
3136.8698245668766	0.004474793084712718
3195.2475057592133	0.004524797327159907
3254.711605531848	0.0045734275428357726
3315.282342319423	0.00462296277510009
3376.9803108250912	0.004673419866465561
3439.8264890229243	0.004724815972886919
3503.8422452906757	0.004777168569594135
3569.0493456752292	0.004830495457034176
3635.4699612933177	0.004884814766923366
3703.126675869927	0.004940144968412351
3772.0424934169973	0.004996504874365808
3842.240846055061	0.005053913647759037
3913.745601980384	0.005112390808193557
3986.581073580439	0.005171507838578438
4060.7720257003657	0.0052261434863537185
4136.343684063274	0.005281795912830677
4213.321743847289	0.005338484040433965
4291.732378422157	0.0053962271437377725
4371.602248248501	0.005455044856019397
4452.958509942655	0.005514957175934773
4535.828825510186	0.00557598447431821
4620.241371751313	0.0056381475011087236
4706.224849841281	0.005701467392405217
4793.808495089106	0.005765965677652996
4883.02208687788	0.005831664286964008
4973.895958790063	0.005898585558573305
5066.461008921268	0.005962701519258304
5160.7487103859075	0.006025140225075406
5256.791122018419	0.006088740925832086
5354.620899273607	0.006153525246451889
5454.271305329836	0.006219515214301867
5555.7762223988775	0.006286733266682117
5659.170163246242	0.006355202258454715
5764.488282925873	0.00642494546981461
5871.766390733255	0.006495986614205141
5981.040962380945	0.006568349846380856
6092.349152400711	0.006642059770620392
6205.7288067765	0.00671714144909221
6321.218475812449	0.006792834376271569
6438.8574272404185	0.006862796053539348
6558.685659571435	0.006934059729525479
6680.743915695614	0.007006649634647651
6805.073696735206	0.00708059045025575
6931.717276155407	0.007155907317023792
7060.717714137772	0.007232625843497998
7192.118872221193	0.007310772114804009
7325.96542821523	0.007390372701516075
7462.302891391108	0.0074714546686913685
7601.17761795533	0.007554045585072382
7742.636826811269	0.007638173532460577
7886.728615614156	0.007723867115264545
8033.501977124735	0.007805627705423084
8183.00681586739	0.007885380336383831
8335.293965098195	0.00796661717737715
8490.415204088747	0.008049365849804284
8648.423275731726	0.00813365448910547
8809.37190447399	0.008219511754326263
8973.31581458352	0.008306966837861945
9140.310748756232	0.008396049475383232
9310.413487069076	0.00848678995594673
9483.681866285926	0.008579219132293555
9660.174799522645	0.008673368431339564
9839.952296278227	0.00876926986486089
10023.075482838643	0.008865675210036388
10209.606623060476	0.008954825723485112
10399.609139541202	0.009045635343158599
10593.1476351837	0.009138134945306008
10790.287915161836	0.009232355980788743
10991.097009294961	0.009328330485774083
11195.643194838794	0.009426091092627846
11403.99601970033	0.009525671041009697
11616.22632608502	0.00962710418917506
11832.40627458378	0.009730425025487233
12052.609368708414	0.009835668680143836
12276.910479883603	0.009942870937121446
12505.385872903913	0.010052068246342503
12738.113231864783	0.010155826236054055
12975.171686575868	0.010257227347321183
13216.641839466038	0.010360515550522996
13462.60579298911	0.010465725964761509
13713.147177539455	0.010572894362711171
13968.351179887397	0.01068205718278202
14228.30457214352	0.010793251541509096
14493.09574126215	0.010906515246172463
14762.81471909391	0.011021886807652127
15037.553212997384	0.011139405453522076
15317.404637020798	0.01125911114138816
15602.46414366368	0.011381044572474077
15892.828656229764	0.011503258381273397
16188.596901781993	0.011616372115914066
16489.86944471065	0.011731590916403361
16796.74872092653	0.01184895395837493
17109.339072690134	0.011968501146527612
17427.746784089173	0.012090273128193484
17752.08011717636	0.012214311307158403
