Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	2.136533517308479873e+02	2.376213573730297242e+02
1.032794731918951654e-10	2.187160778898388003e+02	2.427685228474594794e+02
1.066664958279539403e-10	2.239448347959927901e+02	2.480844882337655974e+02
1.101645949633656381e-10	2.293450673831533777e+02	2.535747892798060263e+02
1.137774133221491146e-10	2.349223991503099853e+02	2.592451432768057202e+02
1.175087130904807540e-10	2.406826380175935185e+02	2.651014550130225871e+02
1.213623798344240958e-10	2.466317823743187603e+02	2.711498229226625654e+02
1.253424265461399975e-10	2.527760273253698813e+02	2.773965454364462744e+02
1.294529978227915867e-10	2.591217711424351933e+02	2.838481275404416238e+02
1.336983741824946476e-10	2.656756219268074233e+02	2.905112875499905840e+02
1.380829765218092491e-10	2.724444044906899762e+02	2.973929641057857793e+02
1.426113707194128486e-10	2.794351674641727072e+02	3.045003233993812728e+02
1.472882723907502473e-10	2.866551906352797801e+02	3.118407666356619075e+02
1.521185517986104510e-10	2.941119925307319818e+02	3.194219377400426083e+02
1.571072389247450498e-10	3.018133382453181639e+02	3.272517313184231966e+02
1.622595287078087593e-10	3.097672475280294293e+02	3.353383008781874537e+02
1.675807864530767868e-10	3.179820031333748602e+02	3.436900673188081896e+02
1.730765534195724819e-10	3.264661594465772509e+02	3.523157277008987194e+02
1.787525525904235329e-10	3.352285513916296509e+02	3.612242643028439488e+02
1.846146946324547531e-10	3.442783036314887681e+02	3.704249539744400295e+02
1.906690840512252406e-10	3.536248400699870444e+02	3.799273777972856010e+02
1.969220255479172543e-10	3.632778936653566006e+02	3.897414310619816433e+02
2.033800305846981002e-10	3.732475165655854994e+02	3.998773335725315974e+02
2.100498241653915480e-10	3.835440905761606132e+02	4.103456402886719161e+02
2.169383518385184289e-10	3.941783379710959707e+02	4.211572523172131923e+02
2.240527869300018610e-10	4.051613326585081722e+02	4.323234282638423451e+02
2.314005380130653023e-10	4.165045117123613068e+02	4.438557959572009963e+02
2.389892566231049743e-10	4.282196872823942613e+02	4.557663645574540965e+02
2.468268452255692806e-10	4.403190588946298476e+02	4.680675370619549085e+02
2.549214654451423314e-10	4.528152261552764344e+02	4.807721232210294033e+02
2.632815465648021228e-10	4.657212018712504573e+02	4.938933528773322337e+02
2.719157943036017723e-10	4.790504256009821233e+02	5.074448897426601661e+02
2.808331998823172083e-10	4.928167776496181887e+02	5.214408456265765608e+02
2.900430493863991314e-10	5.070345935231912335e+02	5.358957951316554045e+02
2.995549334359813486e-10	5.217186788568109250e+02	5.508247908306551608e+02
3.093787571730138678e-10	5.368843248324219530e+02	5.662433789414230887e+02
3.195247505759212065e-10	5.525473241021805961e+02	5.821676155158520487e+02
3.300034791125284578e-10	5.687239872340379634e+02	5.986140831597535907e+02
3.408258547423451742e-10	5.854311596966476827e+02	6.155999083010506183e+02
3.520031472796679687e-10	6.026862394012923687e+02	6.331427790242786386e+02
3.635469961293320139e-10	6.205071948190910689e+02	6.512609634899637285e+02
3.754694224073336536e-10	6.389125836923561792e+02	6.699733289580592555e+02
3.877828414589456106e-10	6.579215723595837062e+02	6.892993614352499208e+02
4.005000757873611052e-10	6.775539557142035392e+02	7.092591859665872107e+02
4.136343684063274911e-10	6.978301778178682753e+02	7.298735875925791561e+02
4.271993966306778827e-10	7.187713531897518351e+02	7.511640329935652289e+02
4.412092863191189219e-10	7.403992887940240735e+02	7.731526928439114954e+02
4.556786265841064474e-10	7.627365067483988241e+02	7.958624648993071560e+02
4.706224849841281415e-10	7.858062677774021267e+02	8.193169978411995089e+02
4.860564232142136024e-10	8.096325954347862535e+02	8.435407159032060918e+02
5.019965133110081441e-10	8.342403011203072083e+02	8.685588443051359491e+02
5.184593543892912175e-10	8.596550099169254509e+02	8.943974355211212242e+02
5.354620899273606527e-10	8.859031872753268999e+02	9.210833964091980306e+02
5.530224256192902378e-10	9.130121665735583747e+02	9.486445162305990380e+02
5.711586478126431938e-10	9.410101775804715771e+02	9.771094955879287909e+02
5.898896425508497150e-10	9.699263758526202537e+02	1.006507976312360938e+03
