Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
1.000000000000000166e-10	8.954097673613989027e+05	6.323549764759594109e+05
1.032794731918951654e-10	8.954085782679634867e+05	6.323534202512121992e+05
1.066664958279539403e-10	8.954073501785277622e+05	6.323518129904916277e+05
1.101645949633656381e-10	8.954060818142282078e+05	6.323501530200865818e+05
1.137774133221491146e-10	8.954047718542615185e+05	6.323484386113970540e+05
1.175087130904807540e-10	8.954034189345088089e+05	6.323466679791342467e+05
1.213623798344240958e-10	8.954020216461155796e+05	6.323448392794609535e+05
1.253424265461399975e-10	8.954005785340240691e+05	6.323429506080722203e+05
1.294529978227915867e-10	8.953990880954583408e+05	6.323409999982116278e+05
1.336983741824946476e-10	8.953975487783595454e+05	6.323389854186234297e+05
1.380829765218092491e-10	8.953959589797689114e+05	6.323369047714377521e+05
1.426113707194128486e-10	8.953943170441598631e+05	6.323347558899854776e+05
1.472882723907502473e-10	8.953926212617126293e+05	6.323325365365421167e+05
1.521185517986104510e-10	8.953908698665346019e+05	6.323302443999974057e+05
1.571072389247450498e-10	8.953890610348213231e+05	6.323278770934491185e+05
1.622595287078087593e-10	8.953871928829569370e+05	6.323254321517173667e+05
1.675807864530767868e-10	8.953852634655529400e+05	6.323229070287769428e+05
1.730765534195724819e-10	8.953832707734224387e+05	6.323202990951066604e+05
1.787525525904235329e-10	8.953812127314875834e+05	6.323176056349506835e+05
1.846146946324547531e-10	8.953790871966192499e+05	6.323148238434910309e+05
1.906690840512252406e-10	8.953768919554047752e+05	6.323119508239261340e+05
1.969220255479172543e-10	8.953746247218432836e+05	6.323089835844548652e+05
2.033800305846981002e-10	8.953722831349647604e+05	6.323059190351605648e+05
2.100498241653915480e-10	8.953698647563725244e+05	6.323027539847937878e+05
2.169383518385184289e-10	8.953673670677024638e+05	6.322994851374486461e+05
2.240527869300018610e-10	8.953647874680020614e+05	6.322961090891311178e+05
2.314005380130653023e-10	8.953621232710210606e+05	6.322926223242142005e+05
2.389892566231049743e-10	8.953593717024143552e+05	6.322890212117764167e+05
2.468268452255692806e-10	8.953565298968527932e+05	6.322853020018216921e+05
2.549214654451423314e-10	8.953535948950396851e+05	6.322814608213735046e+05
2.632815465648021228e-10	8.953505636406288249e+05	6.322774936704423744e+05
2.719157943036017723e-10	8.953474329770422773e+05	6.322733964178598253e+05
2.808331998823172083e-10	8.953441996441826923e+05	6.322691647969773039e+05
2.900430493863991314e-10	8.953408602750387508e+05	6.322647944012224907e+05
2.995549334359813486e-10	8.953374113921788521e+05	6.322602806795103243e+05
3.093787571730138678e-10	8.953338494041303638e+05	6.322556189315046649e+05
3.195247505759212065e-10	8.953301706016386161e+05	6.322508043027230306e+05
3.300034791125284578e-10	8.953263711538052885e+05	6.322458317794811446e+05
3.408258547423451742e-10	8.953224471040989738e+05	6.322406961836724076e+05
3.520031472796679687e-10	8.953183943662344245e+05	6.322353921673761215e+05
3.635469961293320139e-10	8.953142087199179223e+05	6.322299142072872492e+05
3.754694224073336536e-10	8.953098858064528322e+05	6.322242565989657305e+05
3.877828414589456106e-10	8.953054211241994053e+05	6.322184134508960415e+05
4.005000757873611052e-10	8.953008100238883635e+05	6.322123786783518735e+05
4.136343684063274911e-10	8.952960477037788369e+05	6.322061459970598808e+05
4.271993966306778827e-10	8.952911292046579765e+05	6.321997089166557416e+05
4.412092863191189219e-10	8.952860494046770036e+05	6.321930607339254348e+05
4.556786265841064474e-10	8.952808030140175251e+05	6.321861945258248597e+05
4.706224849841281415e-10	8.952753845693827607e+05	6.321791031422701199e+05
4.860564232142136024e-10	8.952697884283086751e+05	6.321717791986929951e+05
5.019965133110081441e-10	8.952640087632883806e+05	6.321642150683494983e+05
5.184593543892912175e-10	8.952580395557031734e+05	6.321564028743793024e+05
5.354620899273606527e-10	8.952518745895554312e+05	6.321483344816020690e+05
5.530224256192902378e-10	8.952455074449956883e+05	6.321400014880467206e+05
5.711586478126431938e-10	8.952389314916367875e+05	6.321313952162016649e+05
5.898896425508497150e-10	8.952321398816504516e+05	6.321225067039785208e+05
6.092349152400710261e-10	8.952251255426354473e+05	6.321133266953800339e+05
6.292146109610343618e-10	8.952178811702528037e+05	6.321038456308604218e+05
6.498495354469890483e-10	8.952103992206199327e+05	6.320940536373715149e+05
6.711611767496282870e-10	8.952026719024545746e+05	6.320839405180814210e+05
6.931717276155404727e-10	8.951946911689615808e+05	6.320734957417551195e+05
7.159041085964887260e-10	8.951864487094532233e+05	6.320627084317893023e+05
7.393819919175865964e-10	8.951779359406947624e+05	6.320515673548851628e+05
7.636298261282244400e-10	8.951691439979671268e+05	6.320400609093505191e+05
7.886728615614152294e-10	8.951600637258345960e+05	6.320281771130192792e+05
8.145371766280743462e-10	8.951506856686117826e+05	6.320159035907732323e+05
8.412497049736117954e-10	8.951410000605164096e+05	6.320032275616552215e+05
8.688382635251186617e-10	8.951309968155000824e+05	6.319901358255606610e+05
8.973315814583522479e-10	8.951206655167451827e+05	6.319766147494905163e+05
9.267593301146878953e-10	8.951099954058171716e+05	6.319626502533553867e+05
9.571521538991863169e-10	8.950989753714617109e+05	6.319482277953131124e+05
9.885417021919573871e-10	8.950875939380339114e+05	6.319333323566257022e+05
