Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	2.510637585203566289e+02	4.197607070597677534e+02
1.032794731918951654e-10	2.573605638732087755e+02	4.307751732427277034e+02
1.066664958279539403e-10	2.638638712695534991e+02	4.421508558913881188e+02
1.101645949633656381e-10	2.705804528885478248e+02	4.538996010029063086e+02
1.137774133221491146e-10	2.775173030011489459e+02	4.660336430607410421e+02
1.175087130904807540e-10	2.846816452535547342e+02	4.785656177749556832e+02
1.213623798344240958e-10	2.920809401895037354e+02	4.915085752403381321e+02
1.253424265461399975e-10	2.997228930192665075e+02	5.048759935260360407e+02
1.294529978227915867e-10	3.076154616434185982e+02	5.186817927108620552e+02
1.336983741824946476e-10	3.157668649397517129e+02	5.329403493788812511e+02
1.380829765218092491e-10	3.241855913219512786e+02	5.476665115903792866e+02
1.426113707194128486e-10	3.328804075789540207e+02	5.628756143437983610e+02
1.472882723907502473e-10	3.418603680041898087e+02	5.785834955447436414e+02
1.521185517986104510e-10	3.511348238242140383e+02	5.948065124986887895e+02
1.571072389247450498e-10	3.607134329365501344e+02	6.115615589445551450e+02
1.622595287078087593e-10	3.706061699668816232e+02	6.288660826469032372e+02
1.675807864530767868e-10	3.808233366560675677e+02	6.467381035650548711e+02
1.730765534195724819e-10	3.913755725877965119e+02	6.651962326180671425e+02
1.787525525904235329e-10	4.022738662680521884e+02	6.842596910650987638e+02
1.846146946324547531e-10	4.135295665679257127e+02	7.039483305213484527e+02
1.906690840512252406e-10	4.251543945416937618e+02	7.242826536304148703e+02
1.969220255479172543e-10	4.371604556324654709e+02	7.452838354145964104e+02
2.033800305846981002e-10	4.495602522781114203e+02	7.669737453253712829e+02
2.100498241653915480e-10	4.623666969306011651e+02	7.893749700170167216e+02
2.169383518385184289e-10	4.755931255023039057e+02	8.125108368670802292e+02
2.240527869300018610e-10	4.892533112532608470e+02	8.364054382682044206e+02
2.314005380130653023e-10	5.033614791338836767e+02	8.610836567165888482e+02
2.389892566231049743e-10	5.179323205980190323e+02	8.865711907232250724e+02
2.468268452255692806e-10	5.329810089018042163e+02	9.128945815748843415e+02
2.549214654451423314e-10	5.485232149042437868e+02	9.400812409727213890e+02
2.632815465648021228e-10	5.645751233859626836e+02	9.681594795772824682e+02
2.719157943036017723e-10	5.811534499031268979e+02	9.971585364896363899e+02
2.808331998823172083e-10	5.982754581940864682e+02	1.027108609699333556e+03
2.900430493863991314e-10	6.159589781568621447e+02	1.058040887530895361e+03
2.995549334359813486e-10	6.342224244162003970e+02	1.089987581121585890e+03
3.093787571730138678e-10	6.530848154995300092e+02	1.122981957964280355e+03
3.195247505759212065e-10	6.725657936417875362e+02	1.157058376550363391e+03
3.300034791125284578e-10	6.926856452397395287e+02	1.192252322148735175e+03
3.408258547423451742e-10	7.134653219770955275e+02	1.228600443758175743e+03
3.520031472796679687e-10	7.349264626424156859e+02	1.266140592271555761e+03
3.635469961293320139e-10	7.570914156625296982e+02	1.304911859891629319e+03
3.754694224073336536e-10	7.799832623749346112e+02	1.344954620839461313e+03
3.877828414589456106e-10	8.036258410634023903e+02	1.386310573397871394e+03
4.005000757873611052e-10	8.280437717818313104e+02	1.429022783333688039e+03
4.136343684063274911e-10	8.532624819921866219e+02	1.473135728744015523e+03
4.271993966306778827e-10	8.793082330432324625e+02	1.518695346373230677e+03
4.412092863191189219e-10	9.062081475176249796e+02	1.565749079448925158e+03
4.556786265841064474e-10	9.339902374758480619e+02	1.614345927086623760e+03
4.706224849841281415e-10	9.626834336263988234e+02	1.664536495314705689e+03
4.860564232142136024e-10	9.923176154526051960e+02	1.716373049772688319e+03
5.019965133110081441e-10	1.022923642327439438e+03	1.769909570137722312e+03
5.184593543892912175e-10	1.054533385648737976e+03	1.825201806336001255e+03
5.354620899273606527e-10	1.087179762028285268e+03	1.882307336597601989e+03
5.530224256192902378e-10	1.120896767569325675e+03	1.941285627415221597e+03
5.711586478126431938e-10	1.155719513268193623e+03	2.002198095469242844e+03
5.898896425508497150e-10	1.191684261576937615e+03	2.065108171583617150e+03
6.092349152400710261e-10	1.228828464165000014e+03	2.130081366779164000e+03
6.292146109610343618e-10	1.267190800919280946e+03	2.197185340493065723e+03
6.498495354469890483e-10	1.306811220223203009e+03	2.266489971035611234e+03
6.711611767496282870e-10	1.347730980556713803e+03	2.338067428357542212e+03
6.931717276155404727e-10	1.389992693460549845e+03	2.411992249203785832e+03
7.159041085964887260e-10	1.433640367909502629e+03	2.488341414731838540e+03
7.393819919175865964e-10	1.478719456140894408e+03	2.567194430675619515e+03
7.636298261282244400e-10	1.525276900985985776e+03	2.648633410138277213e+03
7.886728615614152294e-10	1.573361184753603084e+03	2.732743159100165940e+03
8.145371766280743462e-10	1.623022379716894648e+03	2.819611264731031042e+03
8.412497049736117954e-10	1.674312200255781590e+03	2.909328186598365846e+03
8.688382635251186617e-10	1.727284056709412653e+03	3.001987350866934776e+03
8.973315814583522479e-10	1.781993110994689687e+03	3.097685247587524827e+03
9.267593301146878953e-10	1.838496334048791596e+03	3.196521531176274038e+03
9.571521538991863169e-10	1.896852565155509865e+03	3.298599124189182021e+03
9.885417021919573871e-10	1.957122573217173567e+03	3.404024324499880549e+03
1.020960662306046580e-09	2.008396350311913011e+03	3.497082175284763252e+03
1.054442793526168950e-09	2.055156579082834014e+03	3.584257426572526583e+03
1.089022962263730067e-09	2.103450297020765902e+03	3.674291566856238205e+03
1.124737178364752061e-09	2.153327794491842724e+03	3.767278352634109069e+03
1.161622632608501755e-09	2.204841011121270185e+03	3.863314615123568274e+03
1.199717735435884489e-09	2.258043589880343006e+03	3.962500361095867902e+03
1.239062156947916503e-09	2.312990932947217516e+03	4.064938877017512368e+03
1.279696868215940940e-09	2.369740259399627575e+03	4.170736836606979523e+03
1.321664183946605026e-09	2.428350664799626429e+03	4.280004411918757796e+03
1.365007806546013663e-09	2.488883182732378373e+03	4.392855388070317531e+03
1.409772871628966933e-09	2.551400848363115074e+03	4.509407281731561852e+03
1.456005995020649598e-09	2.615968764078410459e+03	4.629781463500071368e+03
1.503755321299737753e-09	2.682654167280153160e+03	4.754103284289641124e+03
1.553070573933460069e-09	2.751526500402805596e+03	4.882502205863684139e+03
1.604003107056820079e-09	2.822657483226847035e+03	5.015111935649428233e+03
1.656605958949914401e-09	2.896121187563735475e+03	5.152070565973341218e+03
1.710933907269014249e-09	2.971994114390124196e+03	5.293520717862711535e+03
1.767043526088946692e-09	3.050355273511691848e+03	5.439609689563192660e+03
1.824993244816152494e-09	3.131286265839508815e+03	5.590489609926903540e+03
1.884843409033795523e-09	3.214871368364651062e+03	5.746317596830893308e+03
1.946656343342262358e-09	3.301197621919524863e+03	5.907255920790874370e+03
2.010496416260498236e-09	3.390354921817296145e+03	6.073472173940604080e+03
2.076430107255774870e-09	3.482436111463834095e+03	6.245139444552955865e+03
2.144526075971667793e-09	3.577537079039607761e+03	6.422436497284295001e+03
2.214855233726359314e-09	3.675756857352260795e+03	6.605547959329976038e+03
2.287490817355702788e-09	3.777197726963817786e+03	6.794664512684737929e+03
2.362508465477946229e-09	3.881965322699909848e+03	6.989983092708200275e+03
2.439986297259550245e-09	3.990168743651961904e+03	7.191707093202328906e+03
2.520004993764092080e-09	4.101920666786848415e+03	7.400046578214275542e+03
2.602647881969005809e-09	4.217337464282371911e+03	7.615218500785324068e+03
2.688001021537606561e-09	4.336539324710704022e+03	7.837446928873574507e+03
2.776153294436799262e-09	4.459650378196022757e+03	8.066963278685746445e+03
2.867196497493770032e-09	4.586798825676655724e+03	8.304006555661033417e+03
2.961225437988034610e-09	4.718117072406323132e+03	8.548823603357905085e+03
3.058338032378433485e-09	4.853741865833560041e+03	8.801669360503190546e+03
3.158635408267817403e-09	4.993814438002802490e+03	9.062807126470896037e+03
3.262222009711669644e-09	5.138480652625537004e+03	9.332508835467429890e+03
3.369205705980266915e-09	5.287891156974551450e+03	9.611055339708585961e+03
3.479697903887691433e-09	5.442201538759566574e+03	9.898736701883290152e+03
3.593813663804627762e-09	5.601572488147535296e+03	1.019585249720859792e+04
3.711671819475765297e-09	5.766169965096348278e+03	1.050271212539048065e+04
3.833395101766601886e-09	5.936165372176236815e+03	1.081963513281534324e+04
3.959110266468459240e-09	6.111735733058759251e+03	1.114695154530764557e+04
4.088948226294862618e-09	6.293063876859341690e+03	1.148500221180031258e+04
4.223044187206674123e-09	6.480338628525221793e+03	1.183413915927562266e+04
4.361537789208003199e-09	6.673755005467172850e+03	1.219472595934638775e+04
4.504573251759458750e-09	6.873514420639673517e+03	1.256713810685899261e+04
4.652299523960189308e-09	7.079824892281038046e+03	1.295176341091262657e+04
4.804870439655131104e-09	7.292901260531958542e+03	1.334900239870195037e+04
4.962444877628916452e-09	7.512965411157928429e+03	1.375926873260357570e+04
5.125186927053329472e-09	7.740246506608647906e+03	1.418298964094087569e+04
5.293266058360561204e-09	7.974981224654923608e+03	1.462060636287556008e+04
5.466857299720180771e-09	8.217414004851594655e+03	1.507257460788933349e+04
5.646141419303669251e-09	8.467797303083183579e+03	1.553936503033422196e+04
5.831305113526221869e-09	8.726391854457258887e+03	1.602146371954551796e+04
6.022541201461928965e-09	8.993466944819350829e+03	1.651937270602798162e+04
6.220048825634711276e-09	9.269300691172093138e+03	1.703361048424216642e+04
6.424033659394191079e-09	9.554180331290674076e+03	1.756471255253548588e+04
6.634708121092347870e-09	9.848402522836116987e+03	1.811323197078009252e+04
6.852291595284060743e-09	1.015227365227789232e+04	1.867973993629835968e+04
7.077010661181889919e-09	1.046611015394762580e+04	1.926482637867575977e+04
7.309099328602911004e-09	1.079023883955599558e+04	1.986910057408033390e+04
7.548799281653435948e-09	1.112499723851613817e+04	2.049319177972874968e+04
7.796360130405233414e-09	1.147073394942779123e+04	2.113774988915936410e+04
8.052039670825474778e-09	1.182780900308833225e+04	2.180344610899494728e+04
8.316104153230961616e-09	1.219659423740862076e+04	2.249097365789950709e+04
8.588828559546249041e-09	1.257747368462410486e+04	2.320104848845727247e+04
8.870496889654407999e-09	1.297084397120446738e+04	2.393441003272559465e+04
9.161402457138517586e-09	1.337711473087810555e+04	2.469182197223784169e+04
9.461848194721997291e-09	1.379670903120174989e+04	2.547407303325860994e+04
9.772146969725725887e-09	1.423006381411923576e+04	2.628197780811888879e+04
1.009262190987047331e-08	1.465977978129290386e+04	2.709015695616758239e+04
1.042360673976401127e-08	1.505823504816890454e+04	2.785822106280524531e+04
1.076544612842315905e-08	1.546975754870381388e+04	2.865147362591668934e+04
1.111849604819270880e-08	1.589477581932236353e+04	2.947074069417935971e+04
1.148312414543511117e-08	1.633373245018651141e+04	3.031687540631573938e+04
1.185971012337669343e-08	1.678708454608389002e+04	3.119075887950394826e+04
1.224864613750930795e-08	1.725530420243112530e+04	3.209330112692376861e+04
1.265033720395903769e-08	1.773579130759591862e+04	3.302083403822487890e+04
1.306520162124721228e-08	1.821425382997265478e+04	3.395224782102974859e+04
1.349367140588306343e-08	1.870840740250400268e+04	3.491420706914732000e+04
1.393619274224142065e-08	1.921876660897331021e+04	3.590771351292386680e+04
1.439322644719406651e-08	1.974586290880114393e+04	3.693380173418382037e+04
1.486524844997857277e-08	2.029024519047732247e+04	3.799354024358521565e+04
1.535275028780422776e-08	2.085248034314248071e+04	3.908803259330658329e+04
1.585623961771137302e-08	2.143278693978494630e+04	4.021786738288713241e+04
1.637624074521687477e-08	2.200639517067803172e+04	4.134610587115841918e+04
1.691329517029648562e-08	2.259881472972978008e+04	4.251134463819324446e+04
1.746796215127245689e-08	2.321066252940415870e+04	4.371479709821451252e+04
