Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
1.000000000000000166e-10	1.615734960285972245e+07	4.561420389051538706e+07
1.032794731918951654e-10	1.615734842327141203e+07	4.561420220162817091e+07
1.066664958279539403e-10	1.615734720499881729e+07	4.561420045735434443e+07
1.101645949633656381e-10	1.615734594677329995e+07	4.561419865587753057e+07
1.137774133221491146e-10	1.615734464728461392e+07	4.561419679532176256e+07
1.175087130904807540e-10	1.615734330517954379e+07	4.561419487374956161e+07
1.213623798344240958e-10	1.615734191906049848e+07	4.561419288915993273e+07
1.253424265461399975e-10	1.615734048748405278e+07	4.561419083948620409e+07
1.294529978227915867e-10	1.615733900895943865e+07	4.561418872259397805e+07
1.336983741824946476e-10	1.615733748194700852e+07	4.561418653627884388e+07
1.380829765218092491e-10	1.615733590485661291e+07	4.561418427826409042e+07
1.426113707194128486e-10	1.615733427604596131e+07	4.561418194619834423e+07
1.472882723907502473e-10	1.615733259381890111e+07	4.561417953765312582e+07
1.521185517986104510e-10	1.615733085642365552e+07	4.561417705012031645e+07
1.571072389247450498e-10	1.615732906205099821e+07	4.561417448100953549e+07
1.622595287078087593e-10	1.615732720883237198e+07	4.561417182764545083e+07
1.675807864530767868e-10	1.615732529483793676e+07	4.561416908726500720e+07
1.730765534195724819e-10	1.615732331807456724e+07	4.561416625701452792e+07
1.787525525904235329e-10	1.615732127648377232e+07	4.561416333394672722e+07
1.846146946324547531e-10	1.615731916793955490e+07	4.561416031501771510e+07
1.906690840512252406e-10	1.615731699024619535e+07	4.561415719708372653e+07
1.969220255479172543e-10	1.615731474113596603e+07	4.561415397689794004e+07
2.033800305846981002e-10	1.615731241826677136e+07	4.561415065110701323e+07
2.100498241653915480e-10	1.615731001921970211e+07	4.561414721624766290e+07
2.169383518385184289e-10	1.615730754149652645e+07	4.561414366874302924e+07
2.240527869300018610e-10	1.615730498251708411e+07	4.561414000489892811e+07
2.314005380130653023e-10	1.615730233961659670e+07	4.561413622090003639e+07
2.389892566231049743e-10	1.615729961004289798e+07	4.561413231280592829e+07
2.468268452255692806e-10	1.615729679095355980e+07	4.561412827654691041e+07
2.549214654451423314e-10	1.615729387941294536e+07	4.561412410791986436e+07
2.632815465648021228e-10	1.615729087238913402e+07	4.561411980258381367e+07
2.719157943036017723e-10	1.615728776675078273e+07	4.561411535605541617e+07
2.808331998823172083e-10	1.615728455926385708e+07	4.561411076370432228e+07
2.900430493863991314e-10	1.615728124658825621e+07	4.561410602074829489e+07
2.995549334359813486e-10	1.615727782527434826e+07	4.561410112224829942e+07
3.093787571730138678e-10	1.615727429175936431e+07	4.561409606310330331e+07
3.195247505759212065e-10	1.615727064236370660e+07	4.561409083804501593e+07
3.300034791125284578e-10	1.615726687328709662e+07	4.561408544163233787e+07
3.408258547423451742e-10	1.615726298060462810e+07	4.561407986824575067e+07
3.520031472796679687e-10	1.615725896026268229e+07	4.561407411208144575e+07
3.635469961293320139e-10	1.615725480807469971e+07	4.561406816714527458e+07
3.754694224073336536e-10	1.615725051971682720e+07	4.561406202724651247e+07
3.877828414589456106e-10	1.615724609072340466e+07	4.561405568599142134e+07
4.005000757873611052e-10	1.615724151648233458e+07	4.561404913677656651e+07
4.136343684063274911e-10	1.615723679223025031e+07	4.561404237278196961e+07
4.271993966306778827e-10	1.615723191304758750e+07	4.561403538696398586e+07
4.412092863191189219e-10	1.615722687385343947e+07	4.561402817204796523e+07
4.556786265841064474e-10	1.615722166940026730e+07	4.561402072052071244e+07
4.706224849841281415e-10	1.615721629426844977e+07	4.561401302462261915e+07
4.860564232142136024e-10	1.615721074286062270e+07	4.561400507633961737e+07
5.019965133110081441e-10	1.615720500939586759e+07	4.561399686739479750e+07
5.184593543892912175e-10	1.615719908790367097e+07	4.561398838923984021e+07
5.354620899273606527e-10	1.615719297221772559e+07	4.561397963304606080e+07
5.530224256192902378e-10	1.615718665596949868e+07	4.561397058969524503e+07
5.711586478126431938e-10	1.615718013258160464e+07	4.561396124977017939e+07
5.898896425508497150e-10	1.615717339526095614e+07	4.561395160354476422e+07
6.092349152400710261e-10	1.615716643699168041e+07	4.561394164097397029e+07
6.292146109610343618e-10	1.615715925052782893e+07	4.561393135168334842e+07
6.498495354469890483e-10	1.615715182838582247e+07	4.561392072495818883e+07
6.711611767496282870e-10	1.615714416283665970e+07	4.561390974973243475e+07
6.931717276155404727e-10	1.615713624589786679e+07	4.561389841457708925e+07
7.159041085964887260e-10	1.615712806932518817e+07	4.561388670768836141e+07
7.393819919175865964e-10	1.615711962460399978e+07	4.561387461687535793e+07
7.636298261282244400e-10	1.615711090294044465e+07	4.561386212954739481e+07
7.886728615614152294e-10	1.615710189525227062e+07	4.561384923270083964e+07
8.145371766280743462e-10	1.615709259215937927e+07	4.561383591290567070e+07
8.412497049736117954e-10	1.615708298397404887e+07	4.561382215629138798e+07
8.688382635251186617e-10	1.615707306069085747e+07	4.561380794853262603e+07
8.973315814583522479e-10	1.615706281197625212e+07	4.561379327483423054e+07
9.267593301146878953e-10	1.615705222715780139e+07	4.561377811991582066e+07
9.571521538991863169e-10	1.615704129521306604e+07	4.561376246799592674e+07
9.885417021919573871e-10	1.615703000475813262e+07	4.561374630277551711e+07
1.020960662306046580e-09	1.615701856346741691e+07	4.561372961981068552e+07
1.054442793526168950e-09	1.615700687085040100e+07	4.561371239672748744e+07
1.089022962263730067e-09	1.615699479477714561e+07	4.561369460881789774e+07
1.124737178364752061e-09	1.615698232267230563e+07	4.561367623755858094e+07
1.161622632608501755e-09	1.615696944154812954e+07	4.561365726381874084e+07
1.199717735435884489e-09	1.615695613799093850e+07	4.561363766784019023e+07
1.239062156947916503e-09	1.615694239814715646e+07	4.561361742921677232e+07
1.279696868215940940e-09	1.615692820770888217e+07	4.561359652687313408e+07
1.321664183946605026e-09	1.615691355189898796e+07	4.561357493904273212e+07
1.365007806546013663e-09	1.615689841545573622e+07	4.561355264324522018e+07
1.409772871628966933e-09	1.615688278261688724e+07	4.561352961626300961e+07
1.456005995020649598e-09	1.615686663710327819e+07	4.561350583411708474e+07
1.503755321299737753e-09	1.615684996210188046e+07	4.561348127204206586e+07
1.553070573933460069e-09	1.615683274024827965e+07	4.561345590446037054e+07
1.604003107056820079e-09	1.615681495360860974e+07	4.561342970495564491e+07
1.656605958949914401e-09	1.615679658366085775e+07	4.561340264624518156e+07
1.710933907269014249e-09	1.615677761127559468e+07	4.561337470015156269e+07
1.767043526088946692e-09	1.615675801669604331e+07	4.561334583757329732e+07
1.824993244816152494e-09	1.615673777951750904e+07	4.561331602845451236e+07
1.884843409033795523e-09	1.615671687866612710e+07	4.561328524175367504e+07
1.946656343342262358e-09	1.615669529237692989e+07	4.561325344541122764e+07
2.010496416260498236e-09	1.615667299817116559e+07	4.561322060631625354e+07
2.076430107255774870e-09	1.615664997283289768e+07	4.561318669027197361e+07
2.144526075971667793e-09	1.615662619238483533e+07	4.561315166196010262e+07
