#Parameters = {C_1=24.92455081603; C_2=93.019690001257; Conductivity=10000000; Conductivity_Mo=17900000; Conductivity_MoGr=1000000; Ip=96.301069367431; Pipe_lenght=40; Pipe_r=30; beta=1; cells_wave=20; conductivity_copper=59500000; d=-393.01969000126; half_gap_x=5.0754491839698; half_gap_y=30; half_gap_z=150; mu_copper=0.999994; offset=2.0301796735879; offset_x=1; offset_y=5; sigma_z=5; teta=15; thcoll=24.92455081603; translate_z=-243.01969000126; wakelength=20000}
#"Frequency / GHz"	"X [Re / Ohm]"	"X [Im / Ohm]"
#-----------------------------------------------
0.0000000000000	-2.0393335772013e-12	-282.22647406952
0.0020478289222872	-139.81243876804	-235.75469738267
0.0040956578445743	-221.42272239279	-118.00270138927
0.0061434867668615	-215.45456674986	17.355349589800
0.0081913156891487	-134.64789062541	112.29005603204
0.010239144611436	-24.882583569203	133.17629007564
0.012286973533723	60.345539176994	85.232329948500
0.014334802456010	87.405265846209	5.7172101963018
0.016382631378297	57.065230208558	-58.970348510542
0.018430460300585	-0.71304996257346	-78.576660656298
0.020478289222872	-47.045845797950	-52.630725657388
0.022526118145159	-56.728996273820	-6.0811204648152
0.024573947067446	-30.256362541897	28.676739786808
0.026621775989733	10.387689439407	31.630829644157
0.028669604912020	37.867248944434	5.1746518627075
0.030717433834308	36.723996155366	-30.425458293125
0.032765262756595	11.317021093245	-51.759441093319
0.034813091678882	-19.281217766700	-47.173714125462
0.036860920601169	-34.903664732863	-22.722128632915
0.038908749523456	-27.124710460708	3.5728901665747
0.040956578445743	-3.3924381491507	14.399445292956
0.043004407368031	19.299843023911	4.1411940210951
0.045052236290318	26.230501086324	-18.623759268790
0.047100065212605	14.245397557555	-37.944556236579
0.049147894134892	-7.1991630987513	-41.475867568969
0.051195723057179	-23.235240839403	-28.211283164052
0.053243551979466	-23.719348813724	-8.2368113586251
0.055291380901754	-9.5100018482857	4.7226797142358
0.057339209824041	8.9103557225495	2.5811906769442
0.059387038746328	19.020973610883	-12.191188190036
0.061434867668615	14.661486405043	-28.926939151659
0.063482696590902	-0.32134922398266	-36.359532909998
0.065530525513189	-15.267986882966	-30.123269853658
0.067578354435477	-20.204157697942	-15.217393161505
0.069626183357764	-12.426672937650	-2.1155654395514
0.071674012280051	2.1266864780609	0.52659338441931
0.073721841202338	13.329435912451	-8.4649391911589
0.075769670124625	13.856986593977	-22.416562816759
0.077817499046912	3.9280685749688	-31.691650317384
0.079865327969200	-9.2402216379371	-30.292888972906
0.081913156891487	-16.625338031275	-19.690771598572
0.083960985813774	-13.537560182974	-7.4631337158380
0.086008814736061	-2.5542008787764	-1.9119797346101
0.088056643658348	8.5586020816061	-6.4539510151331
0.090104472580635	12.307815075180	-17.552296407348
0.092152301502923	6.5011005424330	-27.413331074356
0.094200130425210	-4.5140689244190	-29.422859540897
0.096247959347497	-13.064688807443	-22.550305890813
0.098295788269784	-13.466825604599	-11.804805471019
0.10034361719207	-5.7764976608656	-4.6035423412353
0.10239144611436	4.4834327532005	-5.6666527969419
0.10443927503665	10.272876077016	-13.937739570597
0.10648710395893	7.8516562957591	-23.525279208494
0.10853493288122	-0.81915257820051	-27.872819948968
0.11058276180351	-9.6199394614651	-24.219476731271
0.11263059072579	-12.569088337621	-15.327356598451
0.11467841964808	-7.8683172959482	-7.4095449854598
0.11672624857037	1.0291111936555	-5.7973111582043
0.11877407749266	7.9438399311789	-11.357953461515
0.12082190641494	8.2545759301864	-20.061315488100
0.12286973533723	1.9796819749554	-25.880143741950
0.12491756425952	-6.3905726276198	-24.946813290456
0.12696539318180	-11.089309200062	-18.107654489136
0.12901322210409	-9.0304722256747	-10.195571371208
0.13106105102638	-1.8197543124704	-6.6199893404091
0.13310887994867	5.4836995383285	-9.6729065346901
0.13515670887095	7.9129028539071	-17.067195935725
0.13720453779324	3.9675804747340	-23.631045794118
0.13925236671553	-3.4692659120035	-24.912082472377
0.14130019563781	-9.2222488028881	-20.185372013205
0.14334802456010	-9.4124351145530	-12.838344245588
0.14539585348239	-4.0607367005637	-7.9469015431675
0.14744368240468	3.0365663559580	-8.7713785400789
0.14949151132696	6.9987011950095	-14.586531563233
0.15153934024925	5.2153337874245	-21.285183905184
0.15358716917154	-0.93622878368205	-24.268697762633
0.15563499809382	-7.1364849752555	-21.594521062564
0.15768282701611	-9.1462260618495	-15.230398433436
0.15973065593840	-5.6951597394336	-9.6106848855365
0.16177848486069	0.72804431314326	-8.5484736464060
0.16382631378297	5.6689318772863	-12.650120011096
0.16587414270526	5.7959335020014	-18.981897972315
0.16792197162755	1.1462239595416	-23.159791238012
0.16996980054984	-4.9820347304667	-22.377438066373
0.17201762947212	-8.3601815995875	-17.283960310997
0.17406545839441	-6.7387615154265	-11.458231342905
0.17611328731670	-1.3371241152756	-8.8955410986389
0.17816111623898	4.0703538551975	-11.268797958972
0.18020894516127	5.7917652438623	-16.839128597052
0.18225677408356	2.7384804481873	-21.721776252623
0.18430460300585	-2.8895104729859	-22.589317589422
0.18635243192813	-7.1805793730545	-18.933595736160
0.18840026085042	-7.2232364678871	-13.350999470242
0.19044808977271	-3.0749921066638	-9.6996071056945
0.19249591869499	2.3409584951766	-10.433748609818
0.19454374761728	5.2960671214433	-14.955364707521
0.19659157653957	3.8238058368755	-20.087472335464
0.19863940546186	-0.97179179643728	-22.301387868312
0.20068723438414	-5.7349293395088	-20.138306300719
0.20273506330643	-7.2004020056815	-15.165224007926
0.20478289222872	-4.4263761354983	-10.841301100944
0.20683072115100	0.60750879951467	-10.112313147308
