Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	2.463058428808431586e+02	4.062447473841297096e+02
1.032794731918951654e-10	2.524820794494474399e+02	4.169030350152499977e+02
1.066664958279539403e-10	2.588608640405871597e+02	4.279108583319479067e+02
1.101645949633656381e-10	2.654488391623619350e+02	4.392796802633280322e+02
1.137774133221491146e-10	2.722528651621440758e+02	4.510213396621822426e+02
1.175087130904807540e-10	2.792800273705586847e+02	4.631480636333054690e+02
1.213623798344240958e-10	2.865376434797492493e+02	4.756724802661168496e+02
1.253424265461399975e-10	2.940332711636113459e+02	4.886076317848424537e+02
1.294529978227915867e-10	3.017747159479300194e+02	5.019669881299557233e+02
1.336983741824946476e-10	3.097700393386157316e+02	5.157644609850167399e+02
1.380829765218092491e-10	3.180275672165042806e+02	5.300144182635183370e+02
1.426113707194128486e-10	3.265558985074615066e+02	5.447316990708250160e+02
1.472882723907502473e-10	3.353639141368216769e+02	5.599316291567832877e+02
1.521185517986104510e-10	3.444607862774847717e+02	5.756300368750974030e+02
1.571072389247450498e-10	3.538559879013017735e+02	5.918432696660880765e+02
1.622595287078087593e-10	3.635593026436962987e+02	6.085882110799987004e+02
1.675807864530767868e-10	3.735808349917929831e+02	6.258822983585772590e+02
1.730765534195724819e-10	3.839310208066624455e+02	6.437435405932394588e+02
1.787525525904235329e-10	3.946206381906420688e+02	6.621905374787271512e+02
1.846146946324547531e-10	4.056608187110453514e+02	6.812424986817840136e+02
1.906690840512252406e-10	4.170630589919521185e+02	7.009192638450253980e+02
1.969220255479172543e-10	4.288392326861467723e+02	7.212413232468275055e+02
2.033800305846981002e-10	4.410016028396732963e+02	7.422298391387524816e+02
2.100498241653915480e-10	4.535628346618841533e+02	7.639066677827303238e+02
2.169383518385184289e-10	4.665360087142759085e+02	7.862943822109398297e+02
2.240527869300018610e-10	4.799346345318538738e+02	8.094162957321009344e+02
2.314005380130653023e-10	4.937726646912017827e+02	8.332964862086415678e+02
2.389892566231049743e-10	5.080645093399116945e+02	8.579598211300340154e+02
2.468268452255692806e-10	5.228250512025034595e+02	8.834319835084006627e+02
2.549214654451423314e-10	5.380696610784572158e+02	9.097394986233617828e+02
2.632815465648021228e-10	5.538142138485021633e+02	9.369097616439720468e+02
2.719157943036017723e-10	5.700751050058241844e+02	9.649710661565103464e+02
2.808331998823172083e-10	5.868692677294139912e+02	9.939526336278336203e+02
2.900430493863991314e-10	6.042141905173272107e+02	1.023884643834969893e+03
2.995549334359813486e-10	6.221279353982248495e+02	1.054798266292644485e+03
3.093787571730138678e-10	6.406291567401563043e+02	1.086725692711462443e+03
3.195247505759212065e-10	6.597371206761691838e+02	1.119700170520547317e+03
3.300034791125284578e-10	6.794717251669808320e+02	1.153756037489548362e+03
3.408258547423451742e-10	6.998535207215951459e+02	1.188928757486065706e+03
3.520031472796679687e-10	7.209037317974501775e+02	1.225254957405729328e+03
3.635469961293320139e-10	7.426442789023749356e+02	1.262772465313392331e+03
3.754694224073336536e-10	7.650978014213771985e+02	1.301520349835154093e+03
3.877828414589456106e-10	7.882876811920258433e+02	1.341538960842233564e+03
4.005000757873611052e-10	8.122380668529858667e+02	1.382869971469059010e+03
4.136343684063274911e-10	8.369738989910526925e+02	1.425556421509330448e+03
4.271993966306778827e-10	8.625209361128797809e+02	1.469642762235244845e+03
4.412092863191189219e-10	8.889057814684405230e+02	1.515174902686552969e+03
4.556786265841064474e-10	9.161559107541598905e+02	1.562200257477657715e+03
4.706224849841281415e-10	9.442997007245608074e+02	1.610767796172529870e+03
4.860564232142136024e-10	9.733664587422248360e+02	1.660928094278864137e+03
5.019965133110081441e-10	1.003386453296831064e+03	1.712733385914570363e+03
5.184593543892912175e-10	1.034390945525064126e+03	1.766237618201452733e+03
5.354620899273606527e-10	1.066412221764204787e+03	1.821496507442712300e+03
5.530224256192902378e-10	1.099483627173311561e+03	1.878567597142778595e+03
5.711586478126431938e-10	1.133639600456992412e+03	1.937510317929880785e+03
5.898896425508497150e-10	1.168915709727942385e+03	1.998386049443769252e+03
6.092349152400710261e-10	1.205348689545576917e+03	2.061258184253026229e+03
6.292146109610343618e-10	1.242976479169339655e+03	2.126192193868524555e+03
6.498495354469890483e-10	1.281838262066516108e+03	2.193255696921786239e+03
6.711611767496282870e-10	1.321974506715697771e+03	2.262518529579225287e+03
6.931717276155404727e-10	1.363427008748383059e+03	2.334052818265612132e+03
7.159041085964887260e-10	1.406238934472600022e+03	2.407933054772482137e+03
7.393819919175865964e-10	1.450454865823876844e+03	2.484236173829703603e+03
7.636298261282244400e-10	1.496120846790365476e+03	2.563041633220986569e+03
7.886728615614152294e-10	1.543284431360466215e+03	2.644431496526756291e+03
8.145371766280743462e-10	1.591994733042880171e+03	2.728490518580559183e+03
