Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
1.000000000000000166e-10	1.409419474417730793e+07	3.978966810442718118e+07
1.032794731918951654e-10	1.409419356573339552e+07	3.978966641513611376e+07
1.066664958279539403e-10	1.409419234864272922e+07	3.978966467044519633e+07
1.101645949633656381e-10	1.409419109163790196e+07	3.978966286853761226e+07
1.137774133221491146e-10	1.409418979340993799e+07	3.978966100753694773e+07
1.175087130904807540e-10	1.409418845260693505e+07	3.978965908550526947e+07
1.213623798344240958e-10	1.409418706783265620e+07	3.978965710044107586e+07
1.253424265461399975e-10	1.409418563764507882e+07	3.978965505027723312e+07
1.294529978227915867e-10	1.409418416055488214e+07	3.978965293287882209e+07
1.336983741824946476e-10	1.409418263502390869e+07	3.978965074604088813e+07
1.380829765218092491e-10	1.409418105946355499e+07	3.978964848748619854e+07
1.426113707194128486e-10	1.409417943223312311e+07	3.978964615486280620e+07
1.472882723907502473e-10	1.409417775163810514e+07	3.978964374574165791e+07
1.521185517986104510e-10	1.409417601592842303e+07	3.978964125761403143e+07
1.571072389247450498e-10	1.409417422329660691e+07	3.978963868788892776e+07
1.622595287078087593e-10	1.409417237187591381e+07	3.978963603389037400e+07
1.675807864530767868e-10	1.409417045973837376e+07	3.978963329285465181e+07
1.730765534195724819e-10	1.409416848489279300e+07	3.978963046192739159e+07
1.787525525904235329e-10	1.409416644528268464e+07	3.978962753816063702e+07
1.846146946324547531e-10	1.409416433878410794e+07	3.978962451850973070e+07
1.906690840512252406e-10	1.409416216320347600e+07	3.978962139983018488e+07
1.969220255479172543e-10	1.409415991627525911e+07	3.978961817887438089e+07
2.033800305846981002e-10	1.409415759565963410e+07	3.978961485228819400e+07
2.100498241653915480e-10	1.409415519894004427e+07	3.978961141660750657e+07
2.169383518385184289e-10	1.409415272362067364e+07	3.978960786825458705e+07
2.240527869300018610e-10	1.409415016712387092e+07	3.978960420353438705e+07
2.314005380130653023e-10	1.409414752678743936e+07	3.978960041863066703e+07
2.389892566231049743e-10	1.409414479986188374e+07	3.978959650960205495e+07
2.468268452255692806e-10	1.409414198350753449e+07	3.978959247237788886e+07
2.549214654451423314e-10	1.409413907479160093e+07	3.978958830275403708e+07
2.632815465648021228e-10	1.409413607068510726e+07	3.978958399638849497e+07
2.719157943036017723e-10	1.409413296805974655e+07	3.978957954879684746e+07
2.808331998823172083e-10	1.409412976368461736e+07	3.978957495534761995e+07
2.900430493863991314e-10	1.409412645422286540e+07	3.978957021125745773e+07
2.995549334359813486e-10	1.409412303622820415e+07	3.978956531158613414e+07
3.093787571730138678e-10	1.409411950614132173e+07	3.978956025123140961e+07
3.195247505759212065e-10	1.409411586028618924e+07	3.978955502492369711e+07
3.300034791125284578e-10	1.409411209486621246e+07	3.978954962722062320e+07
3.408258547423451742e-10	1.409410820596029982e+07	3.978954405250132829e+07
3.520031472796679687e-10	1.409410418951875716e+07	3.978953829496061057e+07
3.635469961293320139e-10	1.409410004135909304e+07	3.978953234860288352e+07
3.754694224073336536e-10	1.409409575716164522e+07	3.978952620723595470e+07
3.877828414589456106e-10	1.409409133246508799e+07	3.978951986446453631e+07
