Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	2.479012567329280614e+02	4.152801508383820419e+02
1.032794731918951654e-10	2.540952205471386662e+02	4.261476958273945570e+02
1.066664958279539403e-10	2.604923137441519430e+02	4.373716390409389305e+02
1.101645949633656381e-10	2.670991978976218206e+02	4.489636684632448578e+02
1.137774133221491146e-10	2.739227530457243347e+02	4.609358553828520257e+02
1.175087130904807540e-10	2.809700848556431083e+02	4.733006669629713770e+02
1.213623798344240958e-10	2.882485320230121033e+02	4.860709792240891147e+02
1.253424265461399975e-10	2.957656739140210220e+02	4.992600904523313261e+02
1.294529978227915867e-10	3.035293384581424903e+02	5.128817350475530930e+02
1.336983741824946476e-10	3.115476102996969416e+02	5.269500978255703103e+02
1.380829765218092491e-10	3.198288392167485199e+02	5.414798287894312807e+02
1.426113707194128486e-10	3.283816488160942981e+02	5.564860583851063893e+02
1.472882723907502473e-10	3.372149455134044160e+02	5.719844132574860396e+02
1.521185517986104510e-10	3.463379278078634798e+02	5.879910325230903254e+02
1.571072389247450498e-10	3.557600958609706367e+02	6.045225845764385895e+02
1.622595287078087593e-10	3.654912613894746869e+02	6.215962844475806151e+02
1.675807864530767868e-10	3.755415578827449963e+02	6.392299117288614525e+02
1.730765534195724819e-10	3.859214511552179943e+02	6.574418290895904420e+02
1.787525525904235329e-10	3.966417502449092467e+02	6.762510013978949246e+02
1.846146946324547531e-10	4.077136186693377908e+02	6.956770154696673671e+02
1.906690840512252406e-10	4.191485860505874825e+02	7.157401004651776475e+02
1.969220255479172543e-10	4.309585601216070927e+02	7.364611489545826544e+02
2.033800305846981002e-10	4.431558391262555574e+02	7.578617386742771487e+02
2.100498241653915480e-10	4.557531246260023181e+02	7.799641549967368519e+02
2.169383518385184289e-10	4.687635347266195254e+02	8.027914141372523318e+02
2.240527869300018610e-10	4.822006177386421655e+02	8.263672871217256670e+02
2.314005380130653023e-10	4.960783662858169123e+02	8.507163245404799454e+02
2.389892566231049743e-10	5.104112318762348082e+02	8.758638821138670210e+02
2.468268452255692806e-10	5.252141399513208171e+02	9.018361470962895510e+02
2.549214654451423314e-10	5.405025054283501049e+02	9.286601655461382734e+02
2.632815465648021228e-10	5.562922487526776649e+02	9.563638704900395169e+02
2.719157943036017723e-10	5.725998124763954138e+02	9.849761110107370996e+02
2.808331998823172083e-10	5.894421783806837993e+02	1.014526682288911843e+03
2.900430493863991314e-10	6.068368851596841296e+02	1.045046356630205992e+03
2.995549334359813486e-10	6.248020466843106533e+02	1.076566915509776891e+03
3.093787571730138678e-10	6.433563708650181070e+02	1.109121182667738822e+03
3.195247505759212065e-10	6.625191791331687909e+02	1.142743058289963528e+03
3.300034791125284578e-10	6.823104265612879544e+02	1.177467554309831939e+03
3.408258547423451742e-10	7.027507226431540630e+02	1.213330830867692612e+03
3.520031472796679687e-10	7.238613527553688982e+02	1.250370233966003525e+03
3.635469961293320139e-10	7.456643003227538884e+02	1.288624334359361455e+03
3.754694224073336536e-10	7.681822697106545093e+02	1.328132967719920543e+03
3.877828414589456106e-10	7.914387098679899282e+02	1.368937276120022489e+03
4.005000757873611052e-10	8.154578387456745077e+02	1.411079750875244372e+03
4.136343684063274911e-10	8.402646685158297259e+02	1.454604276792465043e+03
4.271993966306778827e-10	8.658850316180562459e+02	1.499556177869040994e+03
4.412092863191189219e-10	8.923456076598862410e+02	1.545982264490669650e+03
4.556786265841064474e-10	9.196739511994295526e+02	1.593930882177101466e+03
4.706224849841281415e-10	9.478985204391404977e+02	1.643451961926443119e+03
4.860564232142136024e-10	9.770487068605962122e+02	1.694597072210502120e+03
5.019965133110081441e-10	1.007154865831130792e+03	1.747419472675291900e+03
5.184593543892912175e-10	1.038248348214213593e+03	1.801974169602640131e+03
5.354620899273606527e-10	1.070361533016475960e+03	1.858317973190640259e+03
5.530224256192902378e-10	1.103527861105392731e+03	1.916509556712603171e+03
5.711586478126431938e-10	1.137781870032721145e+03	1.976609517616107723e+03
5.898896425508497150e-10	1.173159229999970421e+03	2.038680440625782012e+03
6.092349152400710261e-10	1.209696781003346359e+03	2.102786962915520689e+03
6.292146109610343618e-10	1.247432571196852905e+03	2.168995841418007785e+03
6.498495354469890483e-10	1.286405896513505468e+03	2.237376022341638418e+03
6.711611767496282870e-10	1.326657341585907488e+03	2.307998712967229039e+03
6.931717276155404727e-10	1.368228822008809402e+03	2.380937455799280542e+03
7.159041085964887260e-10	1.411163627987654309e+03	2.456268205149015103e+03
7.393819919175865964e-10	1.455506469418567576e+03	2.534069406228927164e+03
7.636298261282244400e-10	1.501303522446732586e+03	2.614422076841228318e+03
7.886728615614152294e-10	1.548602477551633910e+03	2.697409891745230652e+03
8.145371766280743462e-10	1.597452589209247435e+03	2.783119269791550778e+03
8.412497049736117954e-10	1.647904727182882652e+03	2.871639463913838426e+03
8.688382635251186617e-10	1.700011429496101755e+03	2.963062654071781253e+03
8.973315814583522479e-10	1.753826957142862739e+03	3.057484043242128337e+03
9.267593301146878953e-10	1.809407350591876593e+03	3.155001956557732683e+03
9.571521538991863169e-10	1.866810488144001056e+03	3.255717943697817645e+03
9.885417021919573871e-10	1.926096146203453827e+03	3.359736884636114155e+03
1.020960662306046580e-09	1.976369847298543846e+03	3.451342761277460340e+03
1.054442793526168950e-09	2.022106549826109131e+03	3.537018648918800864e+03
1.089022962263730067e-09	2.069343175251921821e+03	3.625504254327256604e+03
1.124737178364752061e-09	2.118128913145330898e+03	3.716891721443770166e+03
1.161622632608501755e-09	2.168514566234421636e+03	3.811276216045119781e+03
1.199717735435884489e-09	2.220552603309131428e+03	3.908756024844227341e+03
1.239062156947916503e-09	2.274297213859294516e+03	4.009432657840413867e+03
1.279696868215940940e-09	2.329804364504537716e+03	4.113410954026209765e+03
1.321664183946605026e-09	2.387131857274777758e+03	4.220799190560811439e+03
1.365007806546013663e-09	2.446339389802002643e+03	4.331709195523812014e+03
1.409772871628966933e-09	2.507488617486041676e+03	4.446256464366706496e+03
1.456005995020649598e-09	2.570643217699028810e+03	4.564560280183349278e+03
1.503755321299737753e-09	2.635868956095448539e+03	4.686743837924687796e+03
1.553070573933460069e-09	2.703233755096796358e+03	4.812934372687059295e+03
1.604003107056820079e-09	2.772807764622165905e+03	4.943263292207670020e+03
1.656605958949914401e-09	2.844663435138447767e+03	5.077866313705247194e+03
1.710933907269014249e-09	2.918875593106166434e+03	5.216883605208317022e+03
1.767043526088946692e-09	2.995521518899564398e+03	5.360459931518331359e+03
1.824993244816152494e-09	3.074681027282036212e+03	5.508744804959586872e+03
1.884843409033795523e-09	3.156436550520746550e+03	5.661892641072984588e+03
1.946656343342262358e-09	3.240873224226965249e+03	5.820062919415692704e+03
2.010496416260498236e-09	3.328078976011506256e+03	5.983420349634191552e+03
2.076430107255774870e-09	3.418144617047613337e+03	6.152135042983677522e+03
2.144526075971667793e-09	3.511163936636606650e+03	6.326382689472345191e+03
2.214855233726359314e-09	3.607233799874804390e+03	6.506344740815117802e+03
2.287490817355702788e-09	3.706454248523390106e+03	6.692208599387264258e+03
2.362508465477946229e-09	3.808928605186283221e+03	6.884167813374702746e+03
2.439986297259550245e-09	3.914763580904504579e+03	7.082422278324235776e+03
2.520004993764092080e-09	4.024069386279052651e+03	7.287178445303518856e+03
2.602647881969005809e-09	4.136959846238044520e+03	7.498649535887645470e+03
2.688001021537606561e-09	4.253552518567598781e+03	7.717055764196082237e+03
2.776153294436799262e-09	4.373968816329912443e+03	7.942624566211322417e+03
2.867196497493770032e-09	4.498334134296017510e+03	8.175590836617938294e+03
