Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
1.000000000000000166e-10	1.574627391245301440e+07	4.384886129463939369e+07
1.032794731918951654e-10	1.574627275443817675e+07	4.384885965919850767e+07
1.066664958279539403e-10	1.574627155844655074e+07	4.384885797012377530e+07
1.101645949633656381e-10	1.574627032323270105e+07	4.384885622565629333e+07
1.137774133221491146e-10	1.574626904751034454e+07	4.384885442397946119e+07
1.175087130904807540e-10	1.574626772995101288e+07	4.384885256321711838e+07
1.213623798344240958e-10	1.574626636918267794e+07	4.384885064143158495e+07
1.253424265461399975e-10	1.574626496378831193e+07	4.384884865662159771e+07
1.294529978227915867e-10	1.574626351230441220e+07	4.384884660672029853e+07
1.336983741824946476e-10	1.574626201321948878e+07	4.384884448959305137e+07
1.380829765218092491e-10	1.574626046497247554e+07	4.384884230303516984e+07
1.426113707194128486e-10	1.574625886595111899e+07	4.384884004476971179e+07
1.472882723907502473e-10	1.574625721449028328e+07	4.384883771244504303e+07
1.521185517986104510e-10	1.574625550887023285e+07	4.384883530363241583e+07
1.571072389247450498e-10	1.574625374731483124e+07	4.384883281582342088e+07
1.622595287078087593e-10	1.574625192798969150e+07	4.384883024642739445e+07
1.675807864530767868e-10	1.574625004900027066e+07	4.384882759276872128e+07
1.730765534195724819e-10	1.574624810838989727e+07	4.384882485208401829e+07
1.787525525904235329e-10	1.574624610413772427e+07	4.384882202151929587e+07
1.846146946324547531e-10	1.574624403415664099e+07	4.384881909812696278e+07
1.906690840512252406e-10	1.574624189629108272e+07	4.384881607886276394e+07
1.969220255479172543e-10	1.574623968831479549e+07	4.384881296058260649e+07
2.033800305846981002e-10	1.574623740792852081e+07	4.384880974003928155e+07
2.100498241653915480e-10	1.574623505275758728e+07	4.384880641387910396e+07
2.169383518385184289e-10	1.574623262034945190e+07	4.384880297863839567e+07
2.240527869300018610e-10	1.574623010817114636e+07	4.384879943073988706e+07
2.314005380130653023e-10	1.574622751360662654e+07	4.384879576648899913e+07
2.389892566231049743e-10	1.574622483395406045e+07	4.384879198206998408e+07
2.468268452255692806e-10	1.574622206642300449e+07	4.384878807354196906e+07
2.549214654451423314e-10	1.574621920813151263e+07	4.384878403683481365e+07
2.632815465648021228e-10	1.574621625610311329e+07	4.384877986774493754e+07
2.719157943036017723e-10	1.574621320726373605e+07	4.384877556193087995e+07
2.808331998823172083e-10	1.574621005843848921e+07	4.384877111490879953e+07
2.900430493863991314e-10	1.574620680634836107e+07	4.384876652204781771e+07
2.995549334359813486e-10	1.574620344760681130e+07	4.384876177856519818e+07
3.093787571730138678e-10	1.574619997871623188e+07	4.384875687952133268e+07
3.195247505759212065e-10	1.574619639606431499e+07	4.384875181981463730e+07
3.300034791125284578e-10	1.574619269592029043e+07	4.384874659417622536e+07
3.408258547423451742e-10	1.574618887443103269e+07	4.384874119716439396e+07
3.520031472796679687e-10	1.574618492761706002e+07	4.384873562315901369e+07
3.635469961293320139e-10	1.574618085136838071e+07	4.384872986635561287e+07
3.754694224073336536e-10	1.574617664144022018e+07	4.384872392075939476e+07
3.877828414589456106e-10	1.574617229344859160e+07	4.384871778017893434e+07
4.005000757873611052e-10	1.574616780286574550e+07	4.384871143821979314e+07
4.136343684063274911e-10	1.574616316501543671e+07	4.384870488827779144e+07
4.271993966306778827e-10	1.574615837506807223e+07	4.384869812353220582e+07
4.412092863191189219e-10	1.574615342803566903e+07	4.384869113693860918e+07
