time	wake_longitudinal
1e-11	-2771.59446224201
1.00138264419705e-11	-2760.2446124637636
1.0027672000990756e-11	-2748.8790698815847
1.0041536703492846e-11	-2737.497812797906
1.0055420575945395e-11	-2726.1008194851665
1.0069323644853623e-11	-2714.6880681857615
1.0083245936759398e-11	-2703.2595371119965
1.0097187478241287e-11	-2691.815204446065
1.0111148295914602e-11	-2680.355048339983
1.012512841643146e-11	-2668.879046915561
1.0139127866480825e-11	-2657.387178264367
1.0153146672788562e-11	-2645.879420447668
1.016718486211749e-11	-2634.355751496401
1.0181242461267432e-11	-2622.8161494111337
1.0195319497075263e-11	-2611.2605921620034
1.0209415996414964e-11	-2599.6890576887017
1.0223531986197675e-11	-2588.101523900408
1.0237667493371788e-11	-2576.497968675729
1.0251822544922826e-11	-2564.8783698627885
1.026599716787375e-11	-2553.2427052789762
1.0280191389284843e-11	-2541.5909527110493
1.02944052362538e-11	-2529.9230899150484
1.0308638735915787e-11	-2518.239094616262
1.0322891915443486e-11	-2506.5389445091755
1.0337164802047148e-11	-2494.8226172574414
1.0351457422974647e-11	-2483.053333566598
1.0365769805511533e-11	-2471.2179317747486
1.038010197698108e-11	-2459.3661658332894
1.0394453964744339e-11	-2447.49801311643
1.0408825796200196e-11	-2435.6134509670846
1.0423217498785417e-11	-2423.712456696848
1.0437629099974703e-11	-2411.7950075859458
1.0452060627280742e-11	-2399.8610808831872
1.0466512108254266e-11	-2387.910653805926
1.0480983570484097e-11	-2375.943703540011
1.0495475041597203e-11	-2363.9499708582694
1.050998654925875e-11	-2351.9309791861747
1.0524518121172156e-11	-2339.8953695249897
1.0539069785079143e-11	-2327.8431188979484
1.0553641568759786e-11	-2315.774204296517
1.0568233500032578e-11	-2303.6886026803454
1.0582845606754468e-11	-2291.583664425563
1.0597477916820922e-11	-2279.446812790452
1.061213045816598e-11	-2267.2931802078583
1.0626803258762301e-11	-2255.122743475701
1.064149634662122e-11	-2242.9354793598213
1.0656209749792804e-11	-2230.7313645939344
1.0670943496365902e-11	-2218.510375879586
1.06856976144682e-11	-2206.272489886108
1.0700472132266276e-11	-2194.0176832505767
1.0715267077965693e-11	-2181.745932577729
1.0730082479810882e-11	-2169.4572144400636
1.0744918366085461e-11	-2157.151505377574
1.0759774765112105e-11	-2144.828781897858
1.0774651705252652e-11	-2132.489020476033
1.0789549214908154e-11	-2120.1321975546853
1.0804467322518932e-11	-2107.7582895438304
1.0819406056564629e-11	-2095.305977691185
1.0834365445564264e-11	-2082.8214649582837
1.0849345518076294e-11	-2070.319690586297
1.0864346302698651e-11	-2057.8006307085234
1.0879367828068819e-11	-2045.2642614252584
1.089441012286387e-11	-2032.710558803751
1.0909473215800532e-11	-2020.13949887816
1.092455713563523e-11	-2007.5510576495137
1.0939661911164156e-11	-1994.9452110856537
1.0954787571223317e-11	-1982.3219351211935
1.0969934144688584e-11	-1969.681205657471
1.0985101660475758e-11	-1957.0229985625112
1.100029014754062e-11	-1944.3426665538177
1.1015499634878981e-11	-1931.632410968495
1.1030730151526754e-11	-1918.904581622042
1.1045981726559986e-11	-1906.1591542162028
1.1061254389094934e-11	-1893.3961044191217
1.107654816828811e-11	-1880.6154078653008
1.1091863093336338e-11	-1867.8170401555576
1.1107199193476811e-11	-1855.000976856968
1.1122556497987152e-11	-1842.1671935028282
1.1137935036185454e-11	-1829.315665592609
1.1153334837430355e-11	-1816.4463685919027
1.1168755931121083e-11	-1803.5592779323756
1.1184198346697516e-11	-1790.6543690117337
1.1199662113640232e-11	-1777.7316171936575
1.1215147261470578e-11	-1764.7909978077714
1.1230653819750757e-11	-1751.8324861495462
1.1246181818083712e-11	-1738.8560574804128
1.1261731286113455e-11	-1725.8616870274805
1.1277302253524935e-11	-1712.8168172364426
1.129289475004415e-11	-1699.7222086368272
1.1308508805438195e-11	-1686.6094948526202
1.1324144449515323e-11	-1673.4786508507914
1.1339801712125e-11	-1660.329043486805
1.1355480623157968e-11	-1647.1511508571475
1.1371181212546291e-11	-1633.9550378907154
1.1386903510263421e-11	-1620.7406793952691
1.1402647546324256e-11	-1607.5080501437292
1.1418413350785186e-11	-1594.2571248741428
1.1434200953744168e-11	-1580.987878289628
1.1450010385340766e-11	-1567.7002850583233
1.1465841675756219e-11	-1554.3943198133445
1.1481694855213498e-11	-1541.0699571527327
1.1497569953977356e-11	-1527.7271716394116
1.1513467002354399e-11	-1514.3578106458558
1.1529386030693132e-11	-1500.9633600932464
1.1545327069384018e-11	-1487.550389781308
1.1561290148859546e-11	-1474.1188741038034
1.1577275299594277e-11	-1460.66878741909
1.1593282552104912e-11	-1447.2001040500706
1.160931193695034e-11	-1433.7127982841505
1.1625363484731708e-11	-1420.2068443731775
1.1641437226092468e-11	-1406.6822165334058
1.1657533191718446e-11	-1393.1388889454342
1.1673651412337894e-11	-1379.576835754162
1.1689791918721546e-11	-1365.9960310687484
1.170595474168269e-11	-1352.3964489625419
1.1722139912077206e-11	-1338.7780634730561
1.1738347460803648e-11	-1325.119025360686
1.1754577418803333e-11	-1311.411804758743
1.1770829817060215e-11	-1297.6856319478184
1.1787104686601236e-11	-1283.9404807237092
1.1803402058496187e-11	-1270.1763248460204
1.1819721963857814e-11	-1256.3931380380825
1.1836064433841886e-11	-1242.590893986887
1.1852429499647248e-11	-1228.769566343046
1.1868817192515879e-11	-1214.929128720744
1.1885227543732957e-11	-1201.0695546976808
1.1901660584626919e-11	-1187.1908178150184
1.1918116346569512e-11	-1173.2928915773437
1.1934594860975862e-11	-1159.3757494526067
1.1951096159304532e-11	-1145.4393648720702
1.1967620273057582e-11	-1131.4837112302646
1.1984167233780622e-11	-1117.508761884937
1.2000737073062886e-11	-1103.5144901569915
1.2017329822537278e-11	-1089.4978695268778
1.2033945513880445e-11	-1075.4527331112618
1.2050584178812828e-11	-1061.3881772692848
1.2067245849098725e-11	-1047.3041751507885
1.2083930556546357e-11	-1033.200699868492
1.2100638333007921e-11	-1019.0772673173054
1.2117369210379654e-11	-1004.9325807696484
1.2134123220601897e-11	-990.7683371532149
1.2150900395659153e-11	-976.5845094275408
1.2167700767580143e-11	-962.3810705147696
1.2184524368437878e-11	-948.1579932996071
1.2201371230349713e-11	-933.8979248860986
1.2218241385477408e-11	-919.5986591941719
1.2235134866027195e-11	-905.2796227055144
1.2252051704249831e-11	-890.9407880841487
1.2268991932440668e-11	-876.5821279563011
1.228595558293971e-11	-862.2036149103503
1.2302942688131725e-11	-847.8052214967319
1.2319953280446109e-11	-833.3869202280559
1.2336987392357246e-11	-818.9486835787984
1.2354045056384366e-11	-804.4904839854238
1.237112630509167e-11	-790.0122938462803
1.2388231171088377e-11	-775.5140855215586
1.2405359687028797e-11	-760.9958313332269
1.2422511885612384e-11	-746.457503564993
1.243968779958381e-11	-731.8990744622341
1.2456887461733019e-11	-717.3205162319581
1.2474110904895289e-11	-702.7218010427433
1.24913581619513e-11	-688.102901024688
1.2508629265827194e-11	-673.4637882693564
1.252592424949464e-11	-658.8022453185613
1.2543243145970891e-11	-644.1135248334261
1.2560585988318855e-11	-629.4044950741504
1.2577952809647152e-11	-614.6751279602331
1.259534364311018e-11	-599.9253953723493
1.2612758521908176e-11	-585.1552691522959
1.2630197479287285e-11	-570.3647211029344
1.2647660548539616e-11	-555.5537229881419
1.2665147763003312e-11	-540.7107046572962
1.2682659156062609e-11	-525.8378858335449
1.2700194761147902e-11	-510.9445031931534
1.2717754611735808e-11	-496.0305283036791
1.2735338741349229e-11	-481.0959326933702
1.2752947183557421e-11	-466.14068785110436
1.2770579971976052e-11	-451.1647652263421
1.2788237140267267e-11	-436.1681362290671
1.2805918722139757e-11	-421.1507722297333
1.2823624751348818e-11	-406.1126445592113
1.2841355261696416e-11	-391.0537245087319
1.2859110287031257e-11	-375.9755943182312
1.2876889861248847e-11	-360.8826421173691
1.2894694018291607e-11	-345.7688217336844
1.2912522792148734e-11	-330.63410431399575
1.2930376216856574e-11	-315.4784609650932
1.2948254326498484e-11	-300.3018627538619
1.2966157155204943e-11	-285.104280707184
1.2984084737153626e-11	-269.8856858118784
1.3002037106569456e-11	-254.6460490146551
1.3020014297724682e-11	-239.3853412220477
1.303801634493894e-11	-224.1010697748519
1.3056043282579311e-11	-208.7923854654847
1.3074095145060404e-11	-193.46253469259057
1.3092171966844401e-11	-178.11148819048424
1.3110273782441138e-11	-162.73921665301313
1.3128400626408168e-11	-147.3439219648767
1.3146552533350817e-11	-131.92617776998375
1.3164729537922268e-11	-116.48711632054719
1.3182931674823609e-11	-101.02670814238931
1.320115897880391e-11	-85.54492372058081
1.3219411484660288e-11	-70.04173349937983
1.3237689227237969e-11	-54.517107882185854
1.325599224143036e-11	-38.97101723146993
1.3274320562179113e-11	-23.403431868729292
1.3292674224474191e-11	-7.814322074424695
1.3311053263353937e-11	7.796341912075135
1.3329457713905135e-11	23.428589892546157
1.334788761126309e-11	39.082451709976034
1.3366342990611678e-11	54.75795724860842
1.3384823887183427e-11	70.45513643400972
1.3403330336259577e-11	86.17401923312161
1.342186237317015e-11	101.91463565431906
1.3440420033294017e-11	117.67701574747105
1.3459003352058965e-11	133.46118960398871
1.3477612364941765e-11	149.26718735689542
1.3496247107468297e-11	165.09503918092093
1.351490761521339e-11	180.94477529237525
1.3533593923801231e-11	196.816425949488
1.3552306068905206e-11	212.71146857788875
1.3571044086248024e-11	228.62905017578623
1.3589808011601784e-11	244.559775193419
1.3608597880788047e-11	260.50528863835353
1.3627413729677906e-11	276.4589877262442
1.3646255594192045e-11	292.4297390829787
1.3665123510300815e-11	308.42257230639996
1.3684017514024303e-11	324.4375179278725
1.3702937641432399e-11	340.4746065209733
1.3721883928644863e-11	356.5338687015553
1.3740856411831398e-11	372.6153351278016
1.3759855127211714e-11	388.71903650028094
1.3778880111055601e-11	404.8450035620134
1.3797931399682999e-11	420.9932670985271
1.3817009029464065e-11	437.16385793791096
1.383611303681924e-11	453.3568069508814
1.3855243458219326e-11	469.5721450508389
1.3874400330185548e-11	485.8099031939229
1.3893583689289627e-11	502.0701123790779
1.391279357215385e-11	518.352803648102
1.3932030015451144e-11	534.6580080857241
1.3951293055905134e-11	550.9857568196436
1.3970582730290225e-11	567.336081020602
1.3989899075431666e-11	583.709011902435
1.4009242128205627e-11	600.1045807221406
1.4028611925539259e-11	616.522818779933
1.4048008504410771e-11	632.9519865678367
1.4067431901849503e-11	649.3787625176876
1.4086882154935992e-11	665.8282508539806
1.4106359300802041e-11	682.300482979868
1.4125863376630854e-11	698.7954903419641
1.4145394419656874e-11	715.3133044302219
1.4164952467166195e-11	731.853956778277
1.4184537556496412e-11	748.4174789633164
1.4204149725036739e-11	765.0039026061854
1.422378901022809e-11	781.6132593714574
1.4243455449563145e-11	798.2455809674757
1.4263149080586423e-11	814.9008991464309
1.4282869940894354e-11	831.5792457044192
1.4302618068135352e-11	848.2806524814923
1.4322393500009882e-11	865.0051513617266
1.4342196274270536e-11	881.7527742732859
1.4362026428722108e-11	898.5235531884779
1.438188400122166e-11	915.3014998381349
1.4401769029678594e-11	932.087065609653
1.4421681552054733e-11	948.8958398462801
1.4441621606364386e-11	965.7278546370685
1.4461589230674415e-11	982.5831421154265
1.4481584463104328e-11	999.4617344592107
1.4501607341826328e-11	1016.3636638907506
1.4521657905065403e-11	1033.2387250835072
1.4541736191099386e-11	1050.1318863498525
1.4561842238259042e-11	1067.0464894120018
1.4581976084928126e-11	1083.9799221809833
1.4602137769543475e-11	1100.9367678625238
1.4622327330595058e-11	1117.9170588283441
1.464254480662607e-11	1134.9208274949342
1.4662790236232995e-11	1151.948106323598
1.4683063658065684e-11	1168.9989278205262
1.4703365110827425e-11	1186.0733245368526
1.4723694633275016e-11	1203.1713290687132
1.474405226421885e-11	1220.2929740573272
1.4764438042522976e-11	1237.438292189026
1.4784852007105174e-11	1254.6073161953434
1.48052941969371e-11	1271.8000788531263
1.4825764651044113e-11	1289.016612984377
1.4846263408505708e-11	1306.2569514566387
1.4866790508455354e-11	1323.5211271828407
1.4887345990080627e-11	1340.8091731214297
1.4907929892623288e-11	1358.121122276414
1.492854225537935e-11	1375.4570076974396
1.4949183117699165e-11	1392.8168624798398
1.496985251898749e-11	1410.1844881492189
1.4990550498703562e-11	1427.515043313959
1.501127709636118e-11	1444.8695604702298
1.5032032351528773e-11	1462.2480727489412
1.505281630382948e-11	1479.6506133268063
1.507362899294123e-11	1497.0722466855975
1.5094470458596804e-11	1514.5116997516232
1.5115340740583927e-11	1531.975265376226
1.513623987874533e-11	1549.4494246764461
1.515716791297883e-11	1566.9156126279536
1.5178124883237424e-11	1584.4059501028728
1.519911082952933e-11	1601.9204704914082
1.5220125791918098e-11	1619.459207229921
1.5241169810522665e-11	1637.0221938010106
1.526224292551744e-11	1654.6094637335705
1.5283345177132372e-11	1672.2210506028352
1.5304476605653047e-11	1689.856988030494
1.5325637251420738e-11	1707.5173096846909
1.5346827154832508e-11	1725.202049280143
1.5368046356341266e-11	1742.9112405781702
1.538929489645586e-11	1760.6449173867866
1.5410572815741133e-11	1778.4031135607286
1.5431880154818033e-11	1796.1656729984977
1.5453216954363662e-11	1813.8741933810309
1.547458325511137e-11	1831.6071983465085
