Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
8.850074914473438512e-06	1.167826737787993159e+06	3.308855387186893262e+06
9.140310748756224233e-06	1.182073541934645036e+06	3.353889247810958419e+06
9.440064789417603028e-06	1.196787566203989089e+06	3.400399981821468100e+06
9.749649183484097127e-06	1.211984132954695495e+06	3.448436022885206621e+06
1.006938631476026946e-05	1.226958005925313337e+06	3.495783032756548841e+06
1.039960913954120295e-05	1.239735982566400431e+06	3.536244868156058714e+06
1.074066153333432437e-05	1.252933009525898146e+06	3.578033638600440696e+06
1.109289864895222712e-05	1.266562829446660355e+06	3.621192860568772536e+06
1.145668728634872662e-05	1.280639635657827603e+06	3.665767477651385590e+06
1.183240627458378028e-05	1.295178086954964092e+06	3.711803907351610251e+06
1.222044686631488820e-05	1.310193322864908027e+06	3.759350089422363322e+06
1.262121314522546164e-05	1.325418697799046058e+06	3.807556516458609141e+06
1.303512244681508904e-05	1.337779026553478092e+06	3.846628946642784402e+06
1.346260579298911035e-05	1.350544708975841757e+06	3.886982746700272430e+06
1.390410834090069648e-05	1.363729038531008409e+06	3.928659938812553417e+06
1.436008984651260800e-05	1.377345744639468612e+06	3.971703923267294653e+06
1.483102514336102853e-05	1.391409006974374410e+06	4.016159523652948905e+06
1.531740463702079875e-05	1.405933470227460144e+06	4.062073033535550814e+06
1.581973481578601704e-05	1.420934259359197225e+06	4.109492264666210394e+06
1.633853877809860416e-05	1.432809929930834332e+06	4.146841981059181038e+06
1.687435677727375848e-05	1.444852287039665738e+06	4.184700618260173593e+06
1.742774678408917511e-05	1.457289570021552965e+06	4.223800819318986498e+06
1.799928506782476860e-05	1.470134730364631861e+06	4.264183300989503972e+06
1.858956679635688644e-05	1.483401144297618186e+06	4.305890115320627578e+06
1.919920665593282809e-05	1.497102626719061285e+06	4.348964693446930498e+06
1.982883949127071257e-05	1.511253445583409164e+06	4.393451890815411694e+06
2.047912096665083489e-05	1.522673237518065842e+06	4.429090027245920151e+06
2.115072824868794552e-05	1.533691711467146408e+06	4.463393939205810428e+06
2.184436071149428344e-05	1.545071533315543085e+06	4.498822838762196712e+06
2.256074066496859061e-05	1.556824553370742593e+06	4.535413619581715204e+06
2.330061410696924993e-05	1.568963010567891179e+06	4.573204385248918086e+06
