Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
1.000000000000000166e-10	7.939131746289080940e+06	2.241318034187557548e+07
1.032794731918951654e-10	7.939130573567158543e+06	2.241317865298835561e+07
1.066664958279539403e-10	7.939129362386133522e+06	2.241317690871452913e+07
1.101645949633656381e-10	7.939128111484752037e+06	2.241317510723771155e+07
1.137774133221491146e-10	7.939126819560395554e+06	2.241317324668194726e+07
1.175087130904807540e-10	7.939125485267726704e+06	2.241317132510975003e+07
1.213623798344240958e-10	7.939124107217285782e+06	2.241316934052011371e+07
1.253424265461399975e-10	7.939122683974050917e+06	2.241316729084639251e+07
1.294529978227915867e-10	7.939121214055935852e+06	2.241316517395416647e+07
1.336983741824946476e-10	7.939119695932250470e+06	2.241316298763903230e+07
1.380829765218092491e-10	7.939118128022104502e+06	2.241316072962427512e+07
1.426113707194128486e-10	7.939116508692766540e+06	2.241315839755852893e+07
1.472882723907502473e-10	7.939114836257956922e+06	2.241315598901331425e+07
1.521185517986104510e-10	7.939113108976096846e+06	2.241315350148050487e+07
1.571072389247450498e-10	7.939111325048490427e+06	2.241315093236972392e+07
1.622595287078087593e-10	7.939109482617456466e+06	2.241314827900564298e+07
1.675807864530767868e-10	7.939107579764390364e+06	2.241314553862519562e+07
1.730765534195724819e-10	7.939105614507768303e+06	2.241314270837470889e+07
1.787525525904235329e-10	7.939103584801083431e+06	2.241313978530691564e+07
1.846146946324547531e-10	7.939101488530710340e+06	2.241313676637789980e+07
1.906690840512252406e-10	7.939099323513712734e+06	2.241313364844391495e+07
1.969220255479172543e-10	7.939097087495563552e+06	2.241313042825812101e+07
2.033800305846981002e-10	7.939094778147798032e+06	2.241312710246719792e+07
2.100498241653915480e-10	7.939092393065591343e+06	2.241312366760785133e+07
2.169383518385184289e-10	7.939089929765254259e+06	2.241312012010321394e+07
2.240527869300018610e-10	7.939087385681642219e+06	2.241311645625911281e+07
2.314005380130653023e-10	7.939084758165489882e+06	2.241311267226022854e+07
2.389892566231049743e-10	7.939082044480650686e+06	2.241310876416611299e+07
2.468268452255692806e-10	7.939079241801243275e+06	2.241310472790709883e+07
2.549214654451423314e-10	7.939076347208717838e+06	2.241310055928004906e+07
2.632815465648021228e-10	7.939073357688805088e+06	2.241309625394399837e+07
2.719157943036017723e-10	7.939070270128388889e+06	2.241309180741560459e+07
2.808331998823172083e-10	7.939067081312255934e+06	2.241308721506450325e+07
2.900430493863991314e-10	7.939063787919753231e+06	2.241308247210847959e+07
2.995549334359813486e-10	7.939060386521326378e+06	2.241307757360848412e+07
3.093787571730138678e-10	7.939056873574948870e+06	2.241307251446349546e+07
3.195247505759212065e-10	7.939053245422438718e+06	2.241306728940520063e+07
3.300034791125284578e-10	7.939049498285638168e+06	2.241306189299252257e+07
3.408258547423451742e-10	7.939045628262490965e+06	2.241305631960593536e+07
3.520031472796679687e-10	7.939041631322972476e+06	2.241305056344163045e+07
3.635469961293320139e-10	7.939037503304893151e+06	2.241304461850545928e+07
3.754694224073336536e-10	7.939033239909568802e+06	2.241303847860670090e+07
3.877828414589456106e-10	7.939028836697337218e+06	2.241303213735160977e+07
4.005000757873611052e-10	7.939024289082940668e+06	2.241302558813675493e+07
4.136343684063274911e-10	7.939019592330749147e+06	2.241301882414215803e+07
4.271993966306778827e-10	7.939014741549829021e+06	2.241301183832416683e+07
4.412092863191189219e-10	7.939009731688848697e+06	2.241300462340815365e+07
4.556786265841064474e-10	7.939004557530820370e+06	2.241299717188089713e+07
4.706224849841281415e-10	7.938999213687666692e+06	2.241298947598280758e+07
4.860564232142136024e-10	7.938993694594609551e+06	2.241298152769980207e+07
5.019965133110081441e-10	7.938987994504375383e+06	2.241297331875498593e+07
5.184593543892912175e-10	7.938982107481210493e+06	2.241296484060002491e+07
5.354620899273606527e-10	7.938976027394697070e+06	2.241295608440624177e+07
5.530224256192902378e-10	7.938969747913379222e+06	2.241294704105543345e+07
5.711586478126431938e-10	7.938963262498152442e+06	2.241293770113036036e+07
5.898896425508497150e-10	7.938956564395473339e+06	2.241292805490494892e+07
6.092349152400710261e-10	7.938949646630312316e+06	2.241291809233415872e+07
6.292146109610343618e-10	7.938942501998896711e+06	2.241290780304353312e+07
6.498495354469890483e-10	7.938935123061209917e+06	2.241289717631837726e+07
6.711611767496282870e-10	7.938927502133239992e+06	2.241288620109261945e+07
6.931717276155404727e-10	7.938919631278979592e+06	2.241287486593727395e+07
7.159041085964887260e-10	7.938911502302164212e+06	2.241286315904854983e+07
7.393819919175865964e-10	7.938903106737732887e+06	2.241285106823555008e+07
7.636298261282244400e-10	7.938894435843017884e+06	2.241283858090757206e+07
7.886728615614152294e-10	7.938885480588633567e+06	2.241282568406102806e+07
8.145371766280743462e-10	7.938876231649083085e+06	2.241281236426585540e+07
8.412497049736117954e-10	7.938866679393040016e+06	2.241279860765157267e+07
8.688382635251186617e-10	7.938856813873320818e+06	2.241278439989281073e+07
8.973315814583522479e-10	7.938846624816526659e+06	2.241276972619441152e+07
9.267593301146878953e-10	7.938836101612347178e+06	2.241275457127600163e+07
9.571521538991863169e-10	7.938825233302506618e+06	2.241273891935611144e+07
9.885417021919573871e-10	7.938814008569358848e+06	2.241272275413570181e+07
1.020960662306046580e-09	7.938802719271225855e+06	2.241270608407674357e+07
1.054442793526168950e-09	7.938791231121657416e+06	2.241268888160913438e+07
1.089022962263730067e-09	7.938779366221304052e+06	2.241267111499121040e+07
1.124737178364752061e-09	7.938767112214723602e+06	2.241265276572181284e+07
1.161622632608501755e-09	7.938754456341282465e+06	2.241263381469304860e+07
