Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	6.519927477746275144e+03	1.156410224797898809e+04
1.032794731918951654e-10	6.660196315042137940e+03	1.183683298697185273e+04
1.066664958279539403e-10	6.805065231253703132e+03	1.211850785743604683e+04
1.101645949633656381e-10	6.954685084735813689e+03	1.240942017976541865e+04
1.137774133221491146e-10	7.109211681202625186e+03	1.270987289371750558e+04
1.175087130904807540e-10	7.268805935974912245e+03	1.302017887387797055e+04
1.213623798344240958e-10	7.433634041548262758e+03	1.334066125547064439e+04
1.253424265461399975e-10	7.603867640656599178e+03	1.367165377085239743e+04
1.294529978227915867e-10	7.779684005011292356e+03	1.401350109704327588e+04
1.336983741824946476e-10	7.961266219901960540e+03	1.436655921465379470e+04
1.380829765218092491e-10	8.148803374851217995e+03	1.473119577858315824e+04
1.426113707194128486e-10	8.342490760521879565e+03	1.510779050087443284e+04
1.472882723907502473e-10	8.542530072081692197e+03	1.549673554612534463e+04
1.521185517986104510e-10	8.749129619237364750e+03	1.589843593986646192e+04
1.571072389247450498e-10	8.962504543156581349e+03	1.631330999033205990e+04
1.622595287078087593e-10	9.182877040503955868e+03	1.674178972406280445e+04
1.675807864530767868e-10	9.410476594824147469e+03	1.718432133579395304e+04
1.730765534195724819e-10	9.645540215513139628e+03	1.764136565309748403e+04
1.787525525904235329e-10	9.888312684626531336e+03	1.811339861626206766e+04
1.846146946324547531e-10	1.013904681178179271e+04	1.860091177391054225e+04
1.906690840512252406e-10	1.039800369742004841e+04	1.910441279487105567e+04
1.969220255479172543e-10	1.066545300470137408e+04	1.962442599683489243e+04
2.033800305846981002e-10	1.094167324031690077e+04	2.016149289235144170e+04
2.100498241653915480e-10	1.122695204451003156e+04	2.071617275272901315e+04
2.169383518385184289e-10	1.152158649060882817e+04	2.128904319042849966e+04
2.240527869300018610e-10	1.182588339438152980e+04	2.188070076055663230e+04
2.314005380130653023e-10	1.214015963353721963e+04	2.249176158208493507e+04
2.389892566231049743e-10	1.246474247770452166e+04	2.312286197944144078e+04
2.468268452255692806e-10	1.279996992923177822e+04	2.377465914514319593e+04
2.549214654451423314e-10	1.314619107516374243e+04	2.444783182415966075e+04
2.632815465648021228e-10	1.350376645076122441e+04	2.514308102071964458e+04
2.719157943036017723e-10	1.387306841494223590e+04	2.586113072829767407e+04
2.808331998823172083e-10	1.425448153803571222e+04	2.660272868354020829e+04
2.900430493863991314e-10	1.464840300225140709e+04	2.736864714491656196e+04
2.995549334359813486e-10	1.505524301528317483e+04	2.815968369690552936e+04
3.093787571730138678e-10	1.547542523747622909e+04	2.897666208055507377e+04
3.195247505759212065e-10	1.590938722300320296e+04	2.982043305127997519e+04
3.300034791125284578e-10	1.635758087550855635e+04	3.069187526479079679e+04
3.408258547423451742e-10	1.682047291869559922e+04	3.159189619207656142e+04
3.520031472796679687e-10	1.729854538234637948e+04	3.252143306439411390e+04
3.635469961293320139e-10	1.779229610428041633e+04	3.348145384924810060e+04
3.754694224073336536e-10	1.830223924877506943e+04	3.447295825837799930e+04
3.877828414589456106e-10	1.882890584198732176e+04	3.549697878880175267e+04
4.005000757873611052e-10	1.937284432493464556e+04	3.655458179800026846e+04
4.136343684063274911e-10	1.993462112461063225e+04	3.764686861436212348e+04
4.271993966306778827e-10	2.051482124383027985e+04	3.877497668404517754e+04
4.412092863191189219e-10	2.111404887041907568e+04	3.994008075544909661e+04
4.556786265841064474e-10	2.173292800638028348e+04	4.114339410253238020e+04
4.706224849841281415e-10	2.237210311769556210e+04	4.238616978824774560e+04
4.860564232142136024e-10	2.303223980543570360e+04	4.366970196941155154e+04
5.019965133110081441e-10	2.371402549888014255e+04	4.499532724436597346e+04
