position_mm_centered	wake_x_dipolar
0.0	4522326820672833.0
0.0001680488094014665	4522326820672833.0
0.00033619181864552594	4522326820672833.0
0.0005044290805359397	4522326820672833.0
0.0006727606479060011	4522326820672833.0
0.0008411865736186463	4522326820672833.0
0.0010097069105666767	4522326820672833.0
0.0011783217116722589	4522326820672833.0
0.0013470310298873134	4522326820672833.0
0.0015158349181933484	4522326820672833.0
0.0016847334296019034	4522326820672833.0
0.0018537266171538835	4522326820672833.0
0.002022814533920003	4522326820672833.0
0.002191997233000842	4522326820672833.0
0.0023612747675266776	4522326820672833.0
0.0025306471906574868	4522326820672833.0
0.0027001145555831108	4522326820672833.0
0.002869676915523367	4522326820672833.0
0.003039334323727605	4522326820672833.0
0.0032090868334753164	4522326820672833.0
0.0033789344980756364	4522326820672833.0
0.0035488773708676202	4522326820672833.0
0.003718915505220355	4522326820672833.0
0.0038890489545327367	4522326820672833.0
0.004059277772233583	4522326820672833.0
0.00422960201178163	4522326820672833.0
0.004400021726665759	4522326820672833.0
0.0045705369704046594	4522326820672833.0
0.004741147796547107	4522326820672833.0
0.004911854258671855	4522326820672833.0
0.005082656410387687	4522326820672833.0
0.005253554305333419	4522326820672833.0
0.005424547997178009	4522326820672833.0
0.005595637539620446	4522326820672833.0
0.0057668229863898635	4522326820672833.0
0.0059381043912454246	4522326820672833.0
0.006109481807976547	4522326820672833.0
0.006280955290402623	4522326820672833.0
0.006452524892373412	4522326820672833.0
0.0066241906677687035	4522326820672833.0
0.006795952670498706	4522326820672833.0
0.006967810954503606	4522326820672833.0
0.007139765573753787	4522326820672833.0
0.0073118165822502745	4522326820672833.0
0.007483964034023904	4522326820672833.0
0.0076562079831360985	4522326820672833.0
0.007828548483678532	4522326820672833.0
0.008000985589772969	4522326820672833.0
0.008173519355571923	4522326820672833.0
0.008346149835257832	4522326820672833.0
0.008518877083043885	4522326820672833.0
0.008691701153173359	4522326820672833.0
0.008864622099920227	4522326820672833.0
0.009037639977588552	4522326820672833.0
0.009210754840513091	4522326820672833.0
0.009383966743058969	4522326820672833.0
0.00955727573962184	4522326820672833.0
0.009730681884627723	4522326820672833.0
0.009904185232533225	4522326820672833.0
0.010077785837825481	4522326820672833.0
