#Parameters = {cells_wave=15; C_1=23.333; C_2=132.32801869714; Ip=134.36939168319; Pipe_lenght=40; Pipe_r=30; beta=1; d=-382.32801869714; half_gap_x=30; half_gap_y=6.667; half_gap_z=125; sigma_z=5; teta=10; translate_z=-257.32801869714; wakelength=100}
#"Frequency / GHz"	"Z (5) [Re / Ohm]"	"Z (5) [Im / Ohm]"
#-------------------------------------------------------
0.0000000000000	0.50127278586399	-1.7659161209451e-12
0.020478289222872	0.50085400628854	0.10876279962372
0.040956578445743	0.49959831401016	0.21755925582256
0.061434867668615	0.49750764738897	0.32642297488200
0.081913156891487	0.49458523371690	0.43538746259326
0.10239144611436	0.49083558425777	0.54448607419930
0.12286973533723	0.48626448732911	0.65375196457979
0.14334802456010	0.48087899940722	0.76321803875118
0.16382631378297	0.47468743429478	0.87291690274987
0.18430460300585	0.46769935036022	0.98288081499344
0.20478289222872	0.45992553585831	1.0931416381781
0.22526118145159	0.45137799237777	1.2037307917977
0.24573947067446	0.44206991641551	1.3146792053588
0.26621775989733	0.43201567912600	1.4260172723582
0.28669604912020	0.42123080427255	1.5377748050988
0.30717433834308	0.40973194441091	1.6499809904185
0.32765262756595	0.39753685534309	1.7626643463979
0.34813091678882	0.38466436888871	1.8758526801046
0.36860920601169	0.37113436400635	1.9895730464636
0.38908749523456	0.35696773632209	2.1038517082958
0.40956578445743	0.34218636610243	2.2187140975936
0.43004407368031	0.32681308472654	2.3341847781044
0.45052236290318	0.31087163970861	2.4502874092667
0.47100065212605	0.29438665833383	2.5670447115562
0.49147894134892	0.27738360994907	2.6844784333117
0.51195723057179	0.25988876698666	2.8026093190735
0.53243551979466	0.24192916476152	2.9214570794896
0.55291380901754	0.22353256012541	3.0410403628482
0.57339209824041	0.20472738903130	3.1613767282598
0.59387038746328	0.18554272307309	3.2824826205524
0.61434867668615	0.16600822507966	3.4043733469025
0.63482696590902	0.14615410382354	3.5270630552458
0.65530525513189	0.12601106791724	3.6505647145034
0.67578354435477	0.10561027897466	3.7748900966487
0.69626183357764	0.084983304105057	3.9000497606399
0.71674012280051	0.064162067819745	4.0260530382594
0.73721841202338	0.043178803421845	4.1529080218641
0.75769670124625	0.022066003960099	4.2806215540679
0.77817499046912	0.00085637282139583	4.4091992193867
0.79865327969200	-0.020417225953873	4.5386453378422
0.81913156891487	-0.041721817572199	4.6689629605405
0.83960985813774	-0.063024366499699	4.8001538672354
0.86008814736061	-0.084291826530756	4.9322185658738
0.88056643658348	-0.10549119082154	5.0651562941269
0.90104472580636	-0.12658954181198	5.1989650229060
0.92152301502923	-0.14755410095737	5.3336414618501
