# Frequency (Hz)	Real Part (Ohm)
1000.0	0.0011422842005999999
1018.6101701559753	0.0011583328632939914
1037.566678745186	0.001174680194331495
1056.875971184804	0.001191331751981201
1076.5446128423157	0.0012082931979521313
1096.5792912678098	0.0012255702993186717
1116.9868184678226	0.0012431689304814447
1137.7741332214914	0.0012610950751646705
1158.9483034398106	0.001279354828450691
1180.5165285688054	0.0012979543988523707
1202.4861420374123	0.0013169001104240533
1224.8646137509306	0.0013361984049118105
1247.6595526308697	0.0013558558439437068
1270.8787092020582	0.0013752478346729779
1294.529978227916	0.0013943946696589667
1318.6214013947485	0.001413897830501992
1343.1611700460153	0.0014337639484868854
1368.1576279674719	0.0014539997783078174
1393.619274224142	0.0014746122003649635
1419.5547660501015	0.0014956082231039206
1445.9729217920194	0.001516994985398647
1472.882723907502	0.0015387797589787645
1500.2933220192183	0.0015609699509020179
1528.2140360258693	0.001583573106072756
1556.654359271062	0.0016065969098072847
1585.6239617711371	0.0016300120934490685
1615.132693503091	0.0016524028397388068
1645.1905877536624	0.0016752102816269157
1675.807864530767	0.0016984421738893845
1706.9949340384078	0.0017221064156199045
1738.7624002162504	0.00174621105291564
1771.1210643450886	0.0017707642816129992
1804.0819287193826	0.0017957744500742927
1837.6562003881704	0.001821250062026281
1871.8552949655793	0.0018471997794515247
1906.690840512252	0.0018736324255335505
1942.1746814890264	0.0019005569876568366
1978.3188827841643	0.0019279826204626107
2015.1357338155585	0.0019549529592197577
2052.6377527092523	0.001981586583234451
2090.8376905557498	0.002008715863523928
2129.748535745521	0.002036350024335803
2169.3835183851843	0.002064498461582503
2209.756114795903	0.0020931707460359905
2250.880052095462	0.0021223766265819166
2292.7693128656488	0.0021521260335343566
2335.438139906479	0.002182429082012223
2378.9010410788933	0.002213296075378506
2423.1727942376006	0.00224473750874354
2468.2684522556924	0.0022767640725334434
2514.2033481427966	0.002309279319235218
2560.9931002584594	0.0023403413651533855
2608.6536176225477	0.0023719814810314816
2657.2011053245064	0.002404210424849826
2706.652070033241	0.002437039154796574
2757.0233256095826	0.002470478832993637
2808.3319988231724	0.0025045408292919094
2860.5955351757416	0.002539236725137143
2913.831704832789	0.0025745783175077732
2968.0586086656026	0.0026105776229260014
3023.2946844057765	0.0026472468815435597
3079.5587129142264	0.002684598561303486
3136.8698245668766	0.0027226453621793543
3195.2475057592133	0.0027599494726827647
3254.711605531848	0.0027968090105715444
3315.282342319423	0.002834354510732304
3376.9803108250912	0.0028725987390396486
3439.8264890229243	0.0029115546989432746
3503.8422452906757	0.002951235635889299
3569.0493456752292	0.002991655041823834
3635.4699612933177	0.0030328266597804163
3703.126675869927	0.0030747644885527683
3772.0424934169973	0.003117482787454545
3842.240846055061	0.0031609960811676587
3913.745601980384	0.0032053191646808183
3986.581073580439	0.0032502376554335
4060.7720257003657	0.003293135919862182
4136.343684063274	0.003336832528291275
4213.321743847289	0.0033813423380384742
4291.732378422157	0.003426680482918678
4371.602248248501	0.0034728623783896566
4452.958509942655	0.0035199037267934796
4535.828825510186	0.0035678205226954613
4620.241371751313	0.003616629058322511
4706.224849841281	0.003666345929102641
4793.808495089106	0.003716988039307611
4883.02208687788	0.003768572607800558
4973.895958790063	0.003821117173890578
5066.461008921268	0.003872494580770756
5160.7487103859075	0.003923308104207659
5256.791122018419	0.003975067275961948
5354.620899273607	0.004027789694709719
5454.271305329836	0.004081493286641422
5555.7762223988775	0.004136196311556957
5659.170163246242	0.004191917369074217
5764.488282925873	0.004248675404953144
5871.766390733255	0.0043064897175375
5981.040962380945	0.0043653799643165025
6092.349152400711	0.0044253661686085854
6205.7288067765	0.004486468726369555
6321.218475812449	0.004548277893608464
6438.8574272404185	0.004607326733783581
6558.685659571435	0.004667474482921871
6680.743915695614	0.0047287415919061195
6805.073696735206	0.004791148892213529
6931.717276155407	0.0048547176029986394
7060.717714137772	0.004919469338308053
7192.118872221193	0.004985426114429472
7325.96542821523	0.005052610357377446
7462.302891391108	0.0051210449105184835
7601.17761795533	0.005190753042338027
7742.636826811269	0.005261758454351984
7886.728615614156	0.005334085289165521
8033.501977124735	0.005404627375962839
8183.00681586739	0.005474483237096136
8335.293965098195	0.005545639127691519
8490.415204088747	0.005618119241518475
8648.423275731726	0.005691948222596681
8809.37190447399	0.005767151173575191
8973.31581458352	0.0058437536642676445
9140.310748756232	0.0059217817403462575
9310.413487069076	0.006001261932197634
9483.681866285926	0.006082221263943397
9660.174799522645	0.006164687262628661
9839.952296278227	0.0062486879675815385
10023.075482838643	0.006333501725415965
10209.606623060476	0.006414593683273107
10399.609139541202	0.00649719477626424
10593.1476351837	0.0065813330896510105
10790.287915161836	0.006667037231366544
10991.097009294961	0.006754336341742475
11195.643194838794	0.00684326010341698
11403.99601970033	0.006933838751427143
11616.22632608502	0.007026103083489275
11832.40627458378	0.007120084470470412
12052.609368708414	0.0072158148670547605
12276.910479883603	0.007313326822608657
12505.385872903913	0.0074126534922476384
12738.113231864783	0.007509300578686339
12975.171686575868	0.0076051476621212056
13216.641839466038	0.007702778476087746
13462.60579298911	0.007802226216114682
13713.147177539455	0.007903524695505135
13968.351179887397	0.008006708356833587
14228.30457214352	0.008111812283656678
14493.09574126215	0.008218872212442005
14762.81471909391	0.008327924544718932
15037.553212997384	0.008439006359455423
15317.404637020798	0.008552155425665394
15602.46414366368	0.008667410215250521
15892.828656229764	0.008783561590433545
16188.596901781993	0.00889473513174639
16489.86944471065	0.009007977631579893
16796.74872092653	0.00912332759360419
17109.339072690134	0.009240824238049242
17427.746784089173	0.009360507515040174
