# Time (s)	Wake dip x [V/C/m]
73428.70447166757	-14482.452708049643
74795.2251562183	-14482.452708049643
76187.17702322999	-14482.452708049643
77605.0333513357	-14482.452708049643
79049.2762269642	-14482.452708049643
80520.3967082547	-14482.452708049643
82018.89499202212	-14482.452708049643
83545.28058382872	-14482.452708049643
85100.07247122246	-14482.452708049643
86683.79930019774	-14482.452708049643
88296.99955494083	-14482.452708049643
89940.22174092053	-14482.452708049643
91614.0245713852	-14482.452708049643
93318.97715733238	-14482.452708049643
95055.6592010119	-14482.452708049643
96824.66119303113	-14482.452708049643
98626.5846131283	-14482.452708049643
100462.04213468131	-14482.452708049643
102331.6578330245	-14482.452708049643
104236.06739764012	-14482.452708049643
106175.9183482999	-14482.452708049643
108151.87025522892	-14482.452708049643
110164.59496336569	-14482.452708049643
112214.77682079803	-14482.452708049643
114303.11291144787	-14482.452708049643
116430.31329208757	-14482.452708049643
118597.10123376705	-14482.452708049643
120804.21346773289	-14482.452708049643
123052.40043592616	-14482.452708049643
125342.42654613995	-14482.452708049643
127675.07043192645	-14482.452708049643
130051.12521734099	-14482.452708049643
132471.39878661174	-14482.452708049643
134936.71405883064	-14482.452708049643
137447.90926775365	-14482.452708049643
140005.8382468096	-14482.452708049643
142611.37071941298	-14482.452708049643
145265.39259467812	-14482.452708049643
147968.80626863963	-14482.452708049643
150722.53093107554	-14482.452708049643
153527.5028780421	-14482.452708049643
156384.6758302248	-14482.452708049643
159295.0212572123	-14482.452708049643
162259.5287078087	-14482.452708049643
165279.2061464897	-14482.452708049643
168355.08029612005	-14482.452708049643
171488.19698705408	-14482.452708049643
174679.62151272458	-14482.452708049643
177930.43899185772	-14482.452708049643
181241.75473742394	-14482.452708049643
184614.69463245457	-14482.452708049643
188050.40551285836	-14482.452708049643
191550.05555735278	-14482.452708049643
195114.83468466165	-14482.452708049643
198745.9549580986	-14482.452708049643
202444.65099768018	-14482.452708049643
206212.18039991445	-14482.452708049643
210049.82416539153	-14482.452708049643
213958.88713434216	-14482.452708049643
217940.6984302958	-14482.452708049643
221996.61191199525	-14482.452708049643
226128.00663372796	-14482.452708049643
230336.28731421314	-14482.452708049643
234622.88481422624	-14482.452708049643
238989.25662310526	-14482.452708049643
243436.8873543108	-14482.452708049643
247967.289250216	-14482.452708049643
252582.00269627848	-14482.452708049643
257282.5967447932	-14482.452708049643
262070.66964838552	-14482.452708049643
266947.8494034318	-14482.452708049643
271915.7943036019	-14482.452708049643
276976.1935036891	-14482.452708049643
282130.76759394706	-14482.452708049643
287381.2691851069	-14482.452708049643
292729.4835042813	-14482.452708049643
298177.22900196735	-14482.452708049643
303726.35797033116	-14482.452708049643
309378.7571730137	-14482.452708049643
315136.34848664823	-14482.452708049643
321001.08955431683	-14482.452708049643
326974.9744511768	-14482.452708049643
333060.03436245886	-14482.452708049643
339258.33827409917	-14482.452708049643
345571.9936762143	-14482.452708049643
352003.14727966755	-14482.452708049643
358553.9857459817	-14482.452708049643
365226.7364308176	-14482.452708049643
372023.6681413066	-14482.452708049643
378947.09190746717	-14482.452708049643
385999.3617679763	-14482.452708049643
393182.87557057705	-14482.452708049643
400500.07578736113	-14482.452708049643
407953.4503452449	-14482.452708049643
415545.53347188793	-14482.452708049643
423278.90655735444	-14482.452708049643
431156.19903182285	-14482.452708049643
439180.0892596086	-14482.452708049643
447353.3054498463	-14482.452708049643
455678.6265841069	-14482.452708049643
464158.8833612772	-14482.452708049643
472796.9591600391	-14482.452708049643
481595.7910192351	-14482.452708049643
490558.37063650455	-14482.452708049643
499687.7453854889	-14482.452708049643
508987.01935196744	-14482.452708049643
518459.3543892913	-14482.452708049643
528107.971193433	-14482.452708049643
537936.1503980698	-14482.452708049643
547947.2336900292	-14482.452708049643
558144.6249454955	-14482.452708049643
568531.7913873753	-14482.452708049643
579112.2647641759	-14482.452708049643
589889.6425508494	-14482.452708049643
600867.5891719693	-14482.452708049643
612049.837247669	-14482.452708049643
623440.1888627864	-14482.452708049643
635042.5168595962	-14482.452708049643
646860.7661546321	-14482.452708049643
658898.9550799957	-14482.452708049643
671161.1767496273	-14482.452708049643
683651.6004510239	-14482.452708049643
696374.4730628222	-14482.452708049643
709334.1204987989	-14482.452708049643
722534.9491787221	-14482.452708049643
735981.4475265756	-14482.452708049643
749678.1874966876	-14482.452708049643
763629.8261282241	-14482.452708049643
777841.1071286482	-14482.452708049643
792316.8624866261	-14482.452708049643
807062.014114949	-14482.452708049643
822081.5755240541	-14482.452708049643
837380.653526649	-14482.452708049643
852964.4499741016	-14482.452708049643
868838.2635251193	-14482.452708049643
885007.4914473438	-14482.452708049643
901477.6314524917	-14482.452708049643
918254.2835656282	-14482.452708049643
935343.1520292377	-14482.452708049643
952750.04724273	-14482.452708049643
970480.8877380306	-14482.452708049643
988541.7021919574	-14482.452708049643
1006938.6314760271	-14482.452708049643
1025677.9307444209	-14482.452708049643
1044765.9715608052	-14482.452708049643
1064209.2440647245	-14482.452708049643
1084014.359178331	-14482.452708049643
1104188.0508541602	-14482.452708049643
1124737.1783647507	-14482.452708049643
1145668.7286348727	-14482.452708049643
1166989.8186171474	-14482.452708049643
1188707.6977119034	-14482.452708049643
1210829.7502320395	-14482.452708049643
1233363.4979137748	-14482.452708049643
1256316.6024741214	-14482.452708049643
1279696.8682159416	-14482.452708049643
1303512.244681509	-14482.452708049643
1327770.8293554292	-14482.452708049643
1352480.870417874	-14482.452708049643
1377650.769549055	-14482.452708049643
1403289.084785873	-14482.452708049643
1429404.533431761	-14482.452708049643
1456005.9950206485	-14482.452708049643
1483102.5143361029	-14482.452708049643
1510703.3044866556	-14482.452708049643
1538817.7500383463	-14482.452708049643
1567455.410205595	-14482.452708049643
1596626.022101425	-14482.452708049643
1626339.5040481905	-14482.452708049643
1656605.9589499151	-14482.452708049643
1687435.6777273756	-14482.452708049643
1718839.1428171457	-14482.452708049643
1750827.0317357269	-14482.452708049643
1783410.2207100063	-14482.452708049643
1816599.7883753285	-14482.452708049643
1850407.019542302	-14482.452708049643
1884843.4090337954	-14482.452708049643
1919920.6655932867	-14482.452708049643
1955650.715865947	-14482.452708049643
1992045.7084538713	-14482.452708049643
2029118.018046678	-14482.452708049643
2066880.2496290822	-14482.452708049643
2105345.242766708	-14482.452708049643
2144526.0759716653	-14482.452708049643
2184436.0711494284	-14482.452708049643
2225088.7981283693	-14482.452708049643
2266498.079273693	-14482.452708049643
2308677.994187172	-14482.452708049643
2351642.884494346	-14482.452708049643
2395407.3587208795	-14482.452708049643
2439986.29725955	-14482.452708049643
2485394.8574297987	-14482.452708049643
2531648.478631358	-14482.452708049643
2578762.8875937983	-14482.452708049643
2626754.1037238385	-14482.452708049643
2675638.4445520453	-14482.452708049643
2725432.531281028	-14482.452708049643
2776153.294436804	-14482.452708049643
2827817.979625338	-14482.452708049643
2880444.1533962977	-14482.452708049643
2934049.7092157872	-14482.452708049643
2988652.8735503824	-14482.452708049643
3044272.212064306	-14482.452708049643
3100926.6359319235	-14482.452708049643
3158635.408267819	-14482.452708049643
3217418.1506763715	-14482.452708049643
3277294.849923382	-14482.452708049643
3338285.8647317644	-14482.452708049643
3400411.9327037027	-14482.452708049643
3463694.1773717343	-14482.452708049643
3528154.115380883	-14482.452708049643
3593813.6638046256	-14482.452708049643
3660695.147596906	-14482.452708049643
3728821.30718283	-14482.452708049643
3798215.306190736	-14482.452708049643
3868900.7393279755	-14482.452708049643
3940901.6404034477	-14482.452708049643
4014242.490499326	-14482.452708049643
4088948.226294856	-14482.452708049643
4165044.248545185	-14482.452708049643
4242556.430717777	-14482.452708049643
4321511.127789762	-14482.452708049643
4401935.185208879	-14482.452708049643
4483855.948021182	-14482.452708049643
4567301.270168747	-14482.452708049643
4652299.523960189	-14482.452708049643
4738879.609717651	-14482.452708049643
4827070.965603188	-14482.452708049643
4916903.577628021	-14482.452708049643
5008407.989848212	-14482.452708049643
5101615.314749834	-14482.452708049643
5196557.243827658	-14482.452708049643
5293266.058360566	-14482.452708049643
5391774.640387494	-14482.452708049643
5492116.483887789	-14482.452708049643
5594325.706169377	-14482.452708049643
5698437.059469136	-14482.452708049643
5804485.942768984	-14482.452708049643
5912508.413831869	-14482.452708049643
6022541.201461928	-14482.452708049643
6134621.717992506	-14482.452708049643
6248788.072006888	-14482.452708049643
6365079.081295578	-14482.452708049643
6483534.286054714	-14482.452708049643
6604193.962330305	-14482.452708049643
6727099.135712337	-14482.452708049643
6852291.595284058	-14482.452708049643
6979813.907830667	-14482.452708049643
7109709.432312424	-14482.452708049643
7242022.334607315	-14482.452708049643
7376797.602527731	-14482.452708049643
7514081.061116962	-14482.452708049643
7653919.388230155	-14482.452708049643
7796360.130405221	-14482.452708049643
7941451.71902934	-14482.452708049643
8089243.486805938	-14482.452708049643
8239785.684528511	-14482.452708049643
8393129.498166373	-14482.452708049643
8549327.066268368	-14482.452708049643
8708431.497690724	-14482.452708049643
8870496.889654404	-14482.452708049643
9035578.34613892	-14482.452708049643
9203731.99661823	-14482.452708049643
9375015.015145289	-14482.452708049643
9549485.639791965	-14482.452708049643
9727203.192450536	-14482.452708049643
9908228.099003788	-14482.452708049643
10092621.909870485	-14482.452708049643
10280447.320933098	-14482.452708049643
10471768.194855202	-14482.452708049643
10666649.582795387	-14482.452708049643
10865157.746525373	-14482.452708049643
11067360.180959744	-14482.452708049643
11273325.63710487	-14482.452708049643
11483124.145435112	-14482.452708049643
11696827.039703846	-14482.452708049643
11914506.981197748	-14482.452708049643
12136237.983442418	-14482.452708049643
12362095.43736769	-14482.452708049643
12592156.13694151	-14482.452708049643
12826498.3052806	-14482.452708049643
13065201.621247198	-14482.452708049643
13308347.24654076	-14482.452708049643
13556017.853293689	-14482.452708049643
13808297.652180923	-14482.452708049643
14065272.421052365	-14482.452708049643
14327029.534098294	-14482.452708049643
14593657.991557576	-14482.452708049643
14865248.449978571	-14482.452708049643
15141893.25304352	-14482.452708049643
15423686.462966274	-14482.452708049643
15710723.89247449	-14482.452708049643
16003103.137387017	-14482.452708049643
16300923.60979741	-14482.452708049643
16604286.571875297	-14482.452708049643
16913295.17029647	-14482.452708049643
17228054.471313924	-14482.452708049643
17548671.49648152	-14482.452708049643
17875255.259042356	-14482.452708049643
18207916.800994623	-14482.452708049643
18546769.230846975	-14482.452708049643
18891927.762076642	-14482.452708049643
19243509.75230332	-14482.452708049643
19601634.743191857	-14482.452708049643
19966424.501097932	-14482.452708049643
20338003.0584698	-14482.452708049643
20716496.75602067	-14482.452708049643
21102034.285685964	-14482.452708049643
21494746.734379806	-14482.452708049643
21894767.628566206	-14482.452708049643
22302232.979659364	-14482.452708049643
22717281.330269028	-14482.452708049643
23140053.801306542	-14482.452708049643
23570694.139967278	-14482.452708049643
24009348.768606517	-14482.452708049643
24456166.83452444	-14482.452708049643
24911300.26067791	-14482.452708049643
25374903.797335718	-14482.452708049643
25847135.07469564	-14482.452708049643
26328154.6564802	-14482.452708049643
26818126.094530128	-14482.452708049643
27317215.98441379	-14482.452708049643
27825594.022071257	-14482.452708049643
28343433.061513092	-14482.452708049643
28870909.173592348	-14482.452708049643
29408201.705870606	-14482.452708049643
29955493.34359816	-14482.452708049643
30512970.17182871	-14482.452708049643
31080821.738690637	-14482.452708049643
31659241.119835205	-14482.452708049643
32248424.98408439	-14482.452708049643
32848573.66030047	-14482.452708049643
33459891.20549975	-14482.452708049643
34082585.47423452	-14482.452708049643
34716868.189265594	-14482.452708049643
35362955.01355039	-14482.452708049643
36021065.62357074	-14482.452708049643
36691423.78402494	-14482.452708049643
37374257.42391064	-14482.452708049643
38069798.71402284	-14482.452708049643
38778284.145894535	-14482.452708049643
39499954.61220647	-14482.452708049643
40235055.48869293	-14482.452708049643
40983836.717572615	-14482.452708049643
41746552.89253135	-14482.452708049643
42523463.34528678	-14482.452708049643
43314832.23376403	-14482.452708049643
44120928.631911896	-14482.452708049643
44942026.62119142	-14482.452708049643
45778405.38376617	-14482.452708049643
46630349.29742727	-14482.452708049643
47498148.03228505	-14482.452708049643
48382096.649259575	-14482.452708049643
49282495.700405136	-14482.452708049643
50199651.33110079	-14482.452708049643
51133875.38414321	-14482.452708049643
52085485.50577665	-14482.452708049643
53054805.25369574	-14482.452708049643
54042164.20705915	-14482.452708049643
55047898.078549676	-14482.452708049643
56072348.82852027	-14482.452708049643
57115864.78126435	-14482.452708049643
58178800.74344935	-14482.452708049643
59261518.124755524	-14482.452708049643
60364385.060758635	-14482.452708049643
61487776.53810017	-14482.452708049643
62632074.521986924	-14482.452708049643
63797668.086062826	-14482.452708049643
64984953.54469889	-14482.452708049643
66194334.58774388	-14482.452708049643
67426222.41778335	-14482.452708049643
68681035.88995308	-14482.452708049643
69959201.65435374	-14482.452708049643
71261154.30111745	-14482.452708049643
72587336.50817245	-14482.452708049643
73938199.19175874	-14482.452708049643
75314201.65974376	-14482.452708049643
76715811.76779303	-14482.452708049643
78143506.07844542	-14482.452708049643
79597770.02314977	-14482.452708049643
81079098.06731695	-14482.452708049643
82587993.87844272	-14482.452708049643
84124970.49736118	-14482.452708049643
85690550.51268348	-14482.452708049643
87285266.23848371	-14482.452708049643
88909659.89529167	-14482.452708049643
90564283.79445294	-14482.452708049643
92249700.52592175	-14482.452708049643
93966483.1495469	-14482.452708049643
95715215.38991855	-14482.452708049643
97496491.83484097	-14482.452708049643
99310918.137498	-14482.452708049643
101159111.22238298	-14482.452708049643
103041699.49505854	-14482.452708049643
104959323.05582266	-14482.452708049643
106912633.91734771	-14482.452708049643
108902296.22637327	-14482.452708049643
110928986.48952228	-14482.452708049643
112993393.80332194	-14482.452708049643
115096220.0885031	-14482.452708049643
117238180.32865998	-14482.452708049643
119420002.8133535	-14482.452708049643
121642429.3857368	-14482.452708049643
123906215.69479132	-14482.452708049643
126212131.45225461	-14482.452708049643
128560960.69432965	-14482.452708049643
130953502.04826704	-14482.452708049643
133390569.00390586	-14482.452708049643
135872990.19027063	-14482.452708049643
138401609.65731302	-14482.452708049643
140977287.16289678	-14482.452708049643
143600898.46512637	-14482.452708049643
146273335.620113	-14482.452708049643
148995507.28528506	-14482.452708049643
151768339.02834037	-14482.452708049643
154592773.64194787	-14482.452708049643
157469771.464309	-14482.452708049643
160400310.70568198	-14482.452708049643
163385387.7809857	-14482.452708049643
166426017.64859018	-14482.452708049643
169523234.15541214	-14482.452708049643
172678090.38843596	-14482.452708049643
175891659.03277326	-14482.452708049643
179165032.73638958	-14482.452708049643
182499324.48161504	-14482.452708049643
185895667.96356884	-14482.452708049643
189355217.9756299	-14482.452708049643
192879150.80207777	-14482.452708049643
196468664.61804405	-14482.452708049643
200124979.89690349	-14482.452708049643
203849339.82524642	-14482.452708049643
207643010.7255779	-14482.452708049643
211507282.48687947	-14482.452708049643
215443469.00318778	-14482.452708049643
219452908.62033114	-14482.452708049643
223536964.59097967	-14482.452708049643
227697025.53816846	-14482.452708049643
231934505.92744276	-14482.452708049643
236250846.54779404	-14482.452708049643
240647515.00154218	-14482.452708049643
245126006.20333397	-14482.452708049643
249687842.8884332	-14482.452708049643
254334576.13046482	-14482.452708049643
259067785.8688001	-14482.452708049643
263889081.44575077	-14482.452708049643
268800102.15376073	-14482.452708049643
273802517.7927863	-14482.452708049643
278898029.23804396	-14482.452708049643
284088369.01832956	-14482.452708049643
289375301.90509474	-14482.452708049643
294760625.51248586	-14482.452708049643
300246170.90855557	-14482.452708049643
305833803.23784316	-14482.452708049643
311525422.35554785	-14482.452708049643
317322963.47349733	-14482.452708049643
323228397.81813806	-14482.452708049643
329243733.30077755	-14482.452708049643
335371015.2002929	-14482.452708049643
341612326.8585518	-14482.452708049643
347969790.3887688	-14482.452708049643
354445567.3970436	-14482.452708049643
361041859.71733445	-14482.452708049643
367760910.1601031	-14482.452708049643
374605003.2748982	-14482.452708049643
381576466.1271244	-14482.452708049643
388677669.0892668	-14482.452708049643
395911026.64684665	-14482.452708049643
403278998.21937054	-14482.452708049643
410784088.99656343	-14482.452708049643
418428850.7901576	-14482.452708049643
426215882.9015325	-14482.452708049643
434147833.00551015	-14482.452708049643
442227398.0505897	-14482.452708049643
450457325.17594445	-14482.452708049643
458840412.6454752	-14482.452708049643
467379510.7992464	-14482.452708049643
476077523.0226378	-14482.452708049643
484937406.7335233	-14482.452708049643
493962174.38783056	-14482.452708049643
503154894.5038046	-14482.452708049643
512518692.7053333	-14482.452708049643
522056752.7846986	-14482.452708049643
531772317.78509665	-14482.452708049643
541668691.1033136	-14482.452708049643
551749237.6129117	-14482.452708049643
562017384.8083189	-14482.452708049643
572476623.970219	-14482.452708049643
583130511.3526219	-14482.452708049643
593982669.3920338	-14482.452708049643
605036787.9391212	-14482.452708049643
616296625.5132942	-14482.452708049643
627766010.5806513	-14482.452708049643
639448842.8556937	-14482.452708049643
651349094.6272783	-14482.452708049643
663470812.1092337	-14482.452708049643
675818116.816111	-14482.452708049643
688395206.964551	-14482.452708049643
701206358.9007177	-14482.452708049643
714255928.5543104	-14482.452708049643
727548352.9196218	-14482.452708049643
741088151.564157	-14482.452708049643
754879928.1653447	-14482.452708049643
768928372.0758306	-14482.452708049643
783238259.9179205	-14482.452708049643
797814457.2076613	-14482.452708049643
812661920.0091945	-14482.452708049643
827785696.619849	-14482.452708049643
843190929.2866251	-14482.452708049643
858882855.9546258	-14482.452708049643
874866812.0479896	-14482.452708049643
891148232.2840202	-14482.452708049643
907732652.5210242	-14482.452708049643
924625711.6405734	-14482.452708049643
941833153.4647961	-14482.452708049643
959360828.7093127	-14482.452708049643
977214696.9725724	-14482.452708049643
995400828.7621539	-14482.452708049643
1013925407.5588143	-14482.452708049643
1032794731.9189525	-14482.452708049643
1052015217.6161569	-14482.452708049643
1071593399.8226712	-14482.452708049643
1091535935.3313932	-14482.452708049643
1111849604.81927	-14482.452708049643
1132541315.1528127	-14482.452708049643
1153618101.7364762	-14482.452708049643
1175087130.9048076	-14482.452708049643
1196955702.3590453	-14482.452708049643
1219231251.6491094	-14482.452708049643
1241921352.7017846	-14482.452708049643
1265033720.3959012	-14482.452708049643
1288576213.185518	-14482.452708049643
1312556835.7718453	-14482.452708049643
1336983741.8249452	-14482.452708049643
1361865236.7560828	-14482.452708049643
1387209780.541618	-14482.452708049643
1413025990.5995336	-14482.452708049643
1439322644.7194095	-14482.452708049643
1466108684.046983	-14482.452708049643
1493393216.1242533	-14482.452708049643
1521185517.9861016	-14482.452708049643
1549495039.3146317	-14482.452708049643
1578331405.6521196	-14482.452708049643
1607704421.673822	-14482.452708049643
1637624074.521689	-14482.452708049643
1668100537.2000558	-14482.452708049643
1699144172.034626	-14482.452708049643
1730765534.1957276	-14482.452708049643
1762975375.287204	-14482.452708049643
1795784647.002097	-14482.452708049643
1829204504.84629	-14482.452708049643
1863246311.9315598	-14482.452708049643
1897921642.8391035	-14482.452708049643
1933242287.5550432	-14482.452708049643
1969220255.4791734	-14482.452708049643
2005867779.50823	-14482.452708049643
2043197320.1952705	-14482.452708049643
2081221569.9863415	-14482.452708049643
2119953457.536069	-14482.452708049643
2159406152.1035676	-14482.452708049643
2199593068.0300703	-14482.452708049643
2240527869.3000183	-14482.452708049643
2282224474.186901	-14482.452708049643
2324697059.9856453	-14482.452708049643
2367960067.833079	-14482.452708049643
2412028207.618002	-14482.452708049643
2456916462.98279	-14482.452708049643
2502640096.417922	-14482.452708049643
2549214654.4514203	-14482.452708049643
2596655972.9348726	-14482.452708049643
2644980182.4277143	-14482.452708049643
2694203713.6818824	-14482.452708049643
2744343303.2283683	-14482.452708049643
2795415999.067865	-14482.452708049643
2847439166.467248	-14482.452708049643
2900430493.8639855	-14482.452708049643
2954407998.8803797	-14482.452708049643
3009390034.449724	-14482.452708049643
3065395295.056536	-14482.452708049643
3122442823.092858	-14482.452708049643
3180552015.3329134	-14482.452708049643
