#Parameters = {offset=1.6737640984764; C_1=25.815589753809; C_2=96.34509258857; Conductivity_MoGr=1000000; Ip=99.743779456351; Pipe_lenght=40; Pipe_r=30; beta=1; cells_wave=20; d=-346.34509258857; half_gap_x=4.1844102461909; half_gap_y=30; half_gap_z=125; offset_x=1; offset_y=5; sigma_z=5; teta=15; thcoll=25.815589753809; translate_z=-221.34509258857; wakelength=20000}
#"s / mm"	"X [Real Part / V/pC]"
#-------------------------------
110.99099918144	0.0067803052073873
111.23776580159	0.0083014616025285
111.48453242174	0.0098283317870109
111.73129904189	0.011360906504182
111.97806566204	0.012899029597283
112.22483228219	0.014442479781824
112.47159890234	0.015991143070165
112.71836552249	0.017544961969491
112.96513214264	0.019103674585819
113.21189876279	0.020666743463291
113.45866538294	0.022233657940085
113.70543200309	0.023804221170410
113.95219862324	0.025378376327673
114.19896524339	0.026955754974421
114.44573186354	0.028535559328723
114.69249848368	0.030116958802646
114.93926510383	0.031699475251390
115.18603172398	0.033282856802831
115.43279834413	0.034866652570976
115.67956496428	0.036450074167398
115.92633158443	0.038032273861072
116.17309820458	0.039612594147890
116.41986482473	0.041190460981344
116.66663144488	0.042765146331172
116.91339806503	0.044335771734469
117.16016468518	0.045901517829451
117.40693130533	0.047461711268940
117.65369792548	0.049015686008783
117.90046454563	0.050562644142069
118.14723116578	0.052101685951168
118.39399778593	0.053631910794651
118.64076440608	0.055152457752223
118.88753102623	0.056662526865764
119.13429764638	0.058161426733696
119.38106426653	0.059648537841147
119.62783088668	0.061123126468944
119.87459750683	0.062584219558518
120.12136412698	0.064030782369050
120.36813074713	0.065462046688610
120.61489736728	0.066877559378061
120.86166398743	0.068276848728975
121.10843060758	0.069659140654206
121.35519722773	0.071023510247771
121.60196384788	0.072369249701276
121.84873046803	0.073695936891761
122.09549708818	0.075003138003172
122.34226370833	0.076290207726422
122.58903032848	0.077556478624971
122.83579694863	0.078801529940852
123.08256356877	0.080025110600395
123.32933018892	0.081226826809243
123.57609680907	0.082406072534886
123.82286342922	0.083562325155337
124.06963004937	0.084695389675955
124.31639666952	0.085805249796307
124.56316328967	0.086891738936837
124.80992990982	0.087954465995044
125.05669652997	0.088993043690827
125.30346315012	0.090007282423146
125.55022977027	0.090997142448120
125.79699639042	0.091962594810953
126.04376301057	0.092903581871035
126.29052963072	0.093820036731335
126.53729625087	0.094711856596214
126.78406287102	0.095578889837613
127.03082949117	0.096421030659366
127.27759611132	0.097238316801279
127.52436273147	0.098030858330676
127.77112935162	0.098798666799488
128.01789597177	0.099541634284800
128.26466259192	0.10025969932045
128.51142921207	0.10095293642343
128.75819583222	0.10162141185148
129.00496245237	0.10226502815351
129.25172907252	0.10288362279343
129.49849569267	0.10347718601634
129.74526231282	0.10404584043679
129.99202893297	0.10458957253431
130.23879555312	0.10510811917005
130.48556217327	0.10560122194198
130.73232879342	0.10606890510413
130.97909541357	0.10651134804126
131.22586203372	0.10692848847633
131.47262865386	0.10731990181947
131.71939527401	0.10768513974156
131.96616189416	0.10802408095118
132.21292851431	0.10833684222554
132.45969513446	0.10862340254751
132.70646175461	0.10888344206255
132.95322837476	0.10911654565496
133.19999499491	0.10932243704958
133.44676161506	0.10950096172995
133.69352823521	0.10965194444934
133.94029485536	0.10977516672955
134.18706147551	0.10987044162598
134.43382809566	0.10993760547169
134.68059471581	0.10997643448719
134.92736133596	0.10998665862145
135.17412795611	0.10996808720966
135.42089457626	0.10992065482663
135.66766119641	0.10984430666759
135.91442781656	0.10973890325450
136.16119443671	0.10960429697820
136.40796105686	0.10944045704073
136.65472767701	0.10924744499368
136.90149429716	0.10902529925220
137.14826091731	0.10877404430776
137.39502753746	0.10849382074054
137.64179415761	0.10818489926278
137.88856077776	0.10784751007974
138.13532739791	0.10748175193268
138.38209401806	0.10708777860208
138.62886063821	0.10666603141303
138.87562725836	0.10621715576678
139.12239387851	0.10574167066964
139.36916049866	0.10523984656833
139.61592711881	0.10471198595143
139.86269373895	0.10415873058999
140.10946035910	0.10358096958113
140.35622697925	0.10297947928165
140.60299359940	0.10235479253062
140.84976021955	0.10170745548719
141.09652683970	0.10103829212089
141.34329345985	0.10034832063095
141.59006008000	0.099638470608728
141.83682670015	0.098909489676597
142.08359332030	0.098162114070881
142.33035994045	0.097397227919203
142.57712656060	0.096615824337568
142.82389318075	0.095818888627068
143.07065980090	0.095007369109380
143.31742642105	0.094182201126722
143.56419304120	0.093344287101729
143.81095966135	0.092494477326618
144.05772628150	0.091633636511678
144.30449290165	0.090762715074730
144.55125952180	0.089882680796155
144.79802614195	0.088994373473796
145.04479276210	0.088098504142345
145.29155938225	0.087195826952939
145.53832600240	0.086287225432902
145.78509262255	0.085373545990120
146.03185924270	0.084455393119689
146.27862586285	0.083533199175975
146.52539248300	0.082607505130722
146.77215910315	0.081679069795932
147.01892572330	0.080748645700290
147.26569234345	0.079816714527548
147.51245896360	0.078883516281335
147.75922558375	0.077949297097337
148.00599220390	0.077014438738681
148.25275882404	0.076079354241051
148.49952544419	0.075144355542036
148.74629206434	0.074209662528038
148.99305868449	0.073275465885906
149.23982530464	0.072341910436154
149.48659192479	0.071409055884226
149.73335854494	0.070476929366022
149.98012516509	0.069545606506092
150.22689178524	0.068615172826665
150.47365840539	0.067685603689350
150.72042502554	0.066756758102243
150.96719164569	0.065828521067016
151.21395826584	0.064900886078819
151.46072488599	0.063973846169969
151.70749150614	0.063047259415686
151.95425812629	0.062120898597222
152.20102474644	0.061194600057847
152.44779136659	0.060268263342849
152.69455798674	0.059341699508491
152.94132460689	0.058414598521012
153.18809122704	0.057486717645305
153.43485784719	0.056558019066892
153.68162446734	0.055628507884712
153.92839108749	0.054697960363789
154.17515770764	0.053765937614573
154.42192432779	0.052832096484149
154.66869094794	0.051896376610693
154.91545756809	0.050958804354841
155.16222418824	0.050019194065190
155.40899080839	0.049077163974944
155.65575742854	0.048132427118593
155.90252404869	0.047184937769491
156.14929066884	0.046234701008325
156.39605728899	0.045281529772463
156.64282390914	0.044325076870267
156.88959052928	0.043365066501096
157.13635714943	0.042401403849312
157.38312376958	0.041434058833643
157.62989038973	0.040462922900923
157.87665700988	0.039487807095062
158.12342363003	0.038508518479117
158.37019025018	0.037524891293832
158.61695687033	0.036536777971714
158.86372349048	0.035544053474454
159.11049011063	0.034546605647459
159.35725673078	0.033544283211503
159.60402335093	0.032536884641516
159.85078997108	0.031524257994313
160.09755659123	0.030506388362012
160.34432321138	0.029483292453463
160.59108983153	0.028454798741658
160.83785645168	0.027420525281337
161.08462307183	0.026380160695313
161.33138969198	0.025333719481067
161.57815631213	0.024281409174377
161.82492293228	0.023223234406489
162.07168955243	0.022158832587051
162.31845617258	0.021087758010510
162.56522279273	0.020009858981086
162.81198941288	0.018925288615393
163.05875603303	0.017834170518502
163.30552265318	0.016736347775316
163.55228927333	0.015631479525904
163.79905589348	0.014519307239110
164.04582251363	0.013399776529078
164.29258913378	0.012272943720428
164.53935575393	0.011138821956575
164.78612237408	0.0099973019142866
165.03288899423	0.0088481721012091
165.27965561437	0.0076912244528245
165.52642223452	0.0065263898189069
165.77318885467	0.0053537692068332
166.01995547482	0.0041734775458783
166.26672209497	0.0029854431176017
166.51348871512	0.0017894207951664
166.76025533527	0.00058524123066305
