Frequency [GHz]	Zx real [Ohm/m]	Zy real [Ohm/m]
1.000000000000000166e-10	1.097272547210932032e+02	1.590409470582055746e+02
1.032794731918951654e-10	1.124644033224675184e+02	1.631981155924119662e+02
1.066664958279539403e-10	1.152913159784462493e+02	1.674916173542395370e+02
1.101645949633656381e-10	1.182109364771360873e+02	1.719259233553397905e+02
1.137774133221491146e-10	1.212263051473855597e+02	1.765056512329927330e+02
1.175087130904807540e-10	1.243405620248126411e+02	1.812355700586550995e+02
1.213623798344240958e-10	1.275569501216617283e+02	1.861206053042034512e+02
1.253424265461399975e-10	1.308788188038942337e+02	1.911658439710441542e+02
1.294529978227915867e-10	1.343096272790305648e+02	1.963765398874310790e+02
1.336983741824946476e-10	1.378529481983742357e+02	2.017581191795070197e+02
1.380829765218092491e-10	1.415124713773705878e+02	2.073161859217671861e+02
1.426113707194128486e-10	1.452920076379733416e+02	2.130565279728274390e+02
1.472882723907502473e-10	1.491954927770204904e+02	2.189851230025753068e+02
1.521185517986104510e-10	1.532269916647523473e+02	2.251081447169798082e+02
1.571072389247450498e-10	1.573907024777388983e+02	2.314319692870420795e+02
1.622595287078087593e-10	1.616909610706253773e+02	2.379631819885820505e+02
1.675807864530767868e-10	1.661322454912477440e+02	2.447085840597746369e+02
1.730765534195724819e-10	1.707191806438202093e+02	2.516751997835775398e+02
1.787525525904235329e-10	1.754565431050509687e+02	2.588702838024249218e+02
1.846146946324547531e-10	1.803492660982006157e+02	2.663013286728047433e+02
1.906690840512252406e-10	1.854024446302643696e+02	2.739760726675863793e+02
1.969220255479172543e-10	1.906213407976256917e+02	2.819025078342234565e+02
2.033800305846981002e-10	1.960113892657084591e+02	2.900888883172232795e+02
2.100498241653915480e-10	2.015782029283322743e+02	2.985437389535497914e+02
2.169383518385184289e-10	2.073275787526644933e+02	3.072758641499091823e+02
2.240527869300018610e-10	2.132655038158569880e+02	3.162943570511660596e+02
2.314005380130653023e-10	2.193981615396517668e+02	3.256086090094325982e+02
2.389892566231049743e-10	2.257319381294490483e+02	3.352283193636961300e+02
2.468268452255692806e-10	2.322734292245433210e+02	3.451635055401656018e+02
2.549214654451423314e-10	2.390294467664513434e+02	3.554245134838571971e+02
2.632815465648021228e-10	2.460070260924860008e+02	3.660220284322805355e+02
2.719157943036017723e-10	2.532134332619611712e+02	3.769670860424443504e+02
2.808331998823172083e-10	2.606561726226580618e+02	3.882710838827711655e+02
2.900430493863991314e-10	2.683429946254316292e+02	3.999457933018836684e+02
2.995549334359813486e-10	2.762819038950948993e+02	4.120033716866277587e+02
