time	wake_x_dipolar
1e-11	4522326820672833.0
1.00138264419705e-11	4522326820672833.0
1.0027672000990756e-11	4522326820672833.0
1.0041536703492846e-11	4522326820672833.0
1.0055420575945395e-11	4522326820672833.0
1.0069323644853623e-11	4522326820672833.0
1.0083245936759398e-11	4522326820672833.0
1.0097187478241287e-11	4522326820672833.0
1.0111148295914602e-11	4522326820672833.0
1.012512841643146e-11	4522326820672833.0
1.0139127866480825e-11	4522326820672833.0
1.0153146672788562e-11	4522326820672833.0
1.016718486211749e-11	4522326820672833.0
1.0181242461267432e-11	4522326820672833.0
1.0195319497075263e-11	4522326820672833.0
1.0209415996414964e-11	4522326820672833.0
1.0223531986197675e-11	4522326820672833.0
1.0237667493371788e-11	4522326820672833.0
1.0251822544922826e-11	4522326820672833.0
1.026599716787375e-11	4522326820672833.0
1.0280191389284843e-11	4522326820672833.0
1.02944052362538e-11	4522326820672833.0
1.0308638735915787e-11	4522326820672833.0
1.0322891915443486e-11	4522326820672833.0
1.0337164802047148e-11	4522326820672833.0
1.0351457422974647e-11	4522326820672833.0
1.0365769805511533e-11	4522326820672833.0
1.038010197698108e-11	4522326820672833.0
1.0394453964744339e-11	4522326820672833.0
1.0408825796200196e-11	4522326820672833.0
1.0423217498785417e-11	4522326820672833.0
1.0437629099974703e-11	4522326820672833.0
1.0452060627280742e-11	4522326820672833.0
1.0466512108254266e-11	4522326820672833.0
1.0480983570484097e-11	4522326820672833.0
1.0495475041597203e-11	4522326820672833.0
1.050998654925875e-11	4522326820672833.0
1.0524518121172156e-11	4522326820672833.0
1.0539069785079143e-11	4522326820672833.0
1.0553641568759786e-11	4522326820672833.0
1.0568233500032578e-11	4522326820672833.0
1.0582845606754468e-11	4522326820672833.0
1.0597477916820922e-11	4522326820672833.0
1.061213045816598e-11	4522326820672833.0
1.0626803258762301e-11	4522326820672833.0
1.064149634662122e-11	4522326820672833.0
1.0656209749792804e-11	4522326820672833.0
1.0670943496365902e-11	4522326820672833.0
1.06856976144682e-11	4522326820672833.0
1.0700472132266276e-11	4522326820672833.0
1.0715267077965693e-11	4522326820672833.0
1.0730082479810882e-11	4522326820672833.0
1.0744918366085461e-11	4522326820672833.0
1.0759774765112105e-11	4522326820672833.0
1.0774651705252652e-11	4522326820672833.0
1.0789549214908154e-11	4522326820672833.0
1.0804467322518932e-11	4522326820672833.0
1.0819406056564629e-11	4522326820672833.0
1.0834365445564264e-11	4522326820672833.0
1.0849345518076294e-11	4522326820672833.0
1.0864346302698651e-11	4522326820672833.0
1.0879367828068819e-11	4522326820672833.0
1.089441012286387e-11	4522326820672833.0
1.0909473215800532e-11	4522326820672833.0
1.092455713563523e-11	4522326820672833.0
1.0939661911164156e-11	4522326820672833.0
1.0954787571223317e-11	4522326820672833.0
1.0969934144688584e-11	4522326820672833.0
1.0985101660475758e-11	4522326820672833.0
1.100029014754062e-11	4522326820672833.0
1.1015499634878981e-11	4522326820672833.0
1.1030730151526754e-11	4522326820672833.0
1.1045981726559986e-11	4522326820672833.0
1.1061254389094934e-11	4522326820672833.0
1.107654816828811e-11	4522326820672833.0
1.1091863093336338e-11	4522326820672833.0
1.1107199193476811e-11	4522326820672833.0
1.1122556497987152e-11	4522326820672833.0
1.1137935036185454e-11	4522326820672833.0
1.1153334837430355e-11	4522326820672833.0
1.1168755931121083e-11	4522326820672833.0
1.1184198346697516e-11	4522326820672833.0
1.1199662113640232e-11	4522326820672833.0
1.1215147261470578e-11	4522326820672833.0
1.1230653819750757e-11	4522326820672833.0
1.1246181818083712e-11	4522326820672833.0
1.1261731286113455e-11	4522326820672833.0
1.1277302253524935e-11	4522326820672833.0
1.129289475004415e-11	4522326820672833.0
1.1308508805438195e-11	4522326820672833.0
1.1324144449515323e-11	4522326820672833.0
1.1339801712125e-11	4522326820672833.0
1.1355480623157968e-11	4522326820672833.0
1.1371181212546291e-11	4522326820672833.0
1.1386903510263421e-11	4522326820672833.0
1.1402647546324256e-11	4522326820672833.0
1.1418413350785186e-11	4522326820672833.0
1.1434200953744168e-11	4522326820672833.0
1.1450010385340766e-11	4522326820672833.0
1.1465841675756219e-11	4522326820672833.0
1.1481694855213498e-11	4522326820672833.0
1.1497569953977356e-11	4522326820672833.0
1.1513467002354399e-11	4522326820672833.0
1.1529386030693132e-11	4522326820672833.0
1.1545327069384018e-11	4522326820672833.0
1.1561290148859546e-11	4522326820672833.0
1.1577275299594277e-11	4522326820672833.0
1.1593282552104912e-11	4522326820672833.0
1.160931193695034e-11	4522326820672833.0
1.1625363484731708e-11	4522326820672833.0
1.1641437226092468e-11	4522326820672833.0
1.1657533191718446e-11	4522326820672833.0
1.1673651412337894e-11	4522326820672833.0
1.1689791918721546e-11	4522326820672833.0
1.170595474168269e-11	4522326820672833.0
1.1722139912077206e-11	4522326820672833.0
1.1738347460803648e-11	4522326820672833.0
1.1754577418803333e-11	4522326820672833.0
1.1770829817060215e-11	4522326820672833.0
1.1787104686601236e-11	4522326820672833.0
1.1803402058496187e-11	4522326820672833.0
1.1819721963857814e-11	4522326820672833.0
1.1836064433841886e-11	4522326820672833.0
1.1852429499647248e-11	4522326820672833.0
1.1868817192515879e-11	4522326820672833.0
1.1885227543732957e-11	4522326820672833.0
1.1901660584626919e-11	4522326820672833.0
1.1918116346569512e-11	4522326820672833.0
1.1934594860975862e-11	4522326820672833.0
1.1951096159304532e-11	4522326820672833.0
1.1967620273057582e-11	4522326820672833.0
1.1984167233780622e-11	4522326820672833.0
1.2000737073062886e-11	4522326820672833.0
1.2017329822537278e-11	4522326820672833.0
1.2033945513880445e-11	4522326820672833.0
1.2050584178812828e-11	4522326820672833.0
1.2067245849098725e-11	4522326820672833.0
1.2083930556546357e-11	4522326820672833.0
1.2100638333007921e-11	4522326820672833.0
1.2117369210379654e-11	4522326820672833.0
1.2134123220601897e-11	4522326820672833.0
1.2150900395659153e-11	4522326820672833.0
1.2167700767580143e-11	4522326820672833.0
1.2184524368437878e-11	4522326820672833.0
1.2201371230349713e-11	4522326820672833.0
1.2218241385477408e-11	4522326820672833.0
1.2235134866027195e-11	4522326820672833.0
1.2252051704249831e-11	4522326820672833.0
1.2268991932440668e-11	4522326820672833.0
1.228595558293971e-11	4522326820672833.0
1.2302942688131725e-11	4522326820672833.0
1.2319953280446109e-11	4522326820672833.0
1.2336987392357246e-11	4522326820672833.0
1.2354045056384366e-11	4522326820672833.0
1.237112630509167e-11	4522326820672833.0
1.2388231171088377e-11	4522326820672833.0
1.2405359687028797e-11	4522326820672833.0
1.2422511885612384e-11	4522326820672833.0
1.243968779958381e-11	4522326820672833.0
1.2456887461733019e-11	4522326820672833.0
1.2474110904895289e-11	4522326820672833.0
1.24913581619513e-11	4522326820672833.0
1.2508629265827194e-11	4522326820672833.0
1.252592424949464e-11	4522326820672833.0
1.2543243145970891e-11	4522326820672833.0
1.2560585988318855e-11	4522326820672833.0
1.2577952809647152e-11	4522326820672833.0
1.259534364311018e-11	4522326820672833.0
1.2612758521908176e-11	4522326820672833.0
1.2630197479287285e-11	4522326820672833.0
1.2647660548539616e-11	4522326820672833.0
1.2665147763003312e-11	4522326820672833.0
1.2682659156062609e-11	4522326820672833.0
1.2700194761147902e-11	4522326820672833.0
1.2717754611735808e-11	4522326820672833.0
1.2735338741349229e-11	4522326820672833.0
1.2752947183557421e-11	4522326820672833.0
1.2770579971976052e-11	4522326820672833.0
1.2788237140267267e-11	4522326820672833.0
1.2805918722139757e-11	4522326820672833.0
1.2823624751348818e-11	4522326820672833.0
1.2841355261696416e-11	4522326820672833.0
1.2859110287031257e-11	4522326820672833.0
1.2876889861248847e-11	4522326820672833.0
1.2894694018291607e-11	4522326820672833.0
1.2912522792148734e-11	4522326820672833.0
1.2930376216856574e-11	4522326820672833.0
1.2948254326498484e-11	4522326820672833.0
1.2966157155204943e-11	4522326820672833.0
1.2984084737153626e-11	4522326820672833.0
1.3002037106569456e-11	4522326820672833.0
1.3020014297724682e-11	4522326820672833.0
1.303801634493894e-11	4522326820672833.0
1.3056043282579311e-11	4522326820672833.0
1.3074095145060404e-11	4522326820672833.0
1.3092171966844401e-11	4522326820672833.0
1.3110273782441138e-11	4522326820672833.0
1.3128400626408168e-11	4522326820672833.0
1.3146552533350817e-11	4522326820672833.0
1.3164729537922268e-11	4522326820672833.0
1.3182931674823609e-11	4522326820672833.0
1.320115897880391e-11	4522326820672833.0
1.3219411484660288e-11	4522326820672833.0
1.3237689227237969e-11	4522326820672833.0
1.325599224143036e-11	4522326820672833.0
1.3274320562179113e-11	4522326820672833.0
1.3292674224474191e-11	4522326820672833.0
1.3311053263353937e-11	4522326820672833.0
1.3329457713905135e-11	4522326820672833.0
1.334788761126309e-11	4522326820672833.0
1.3366342990611678e-11	4522326820672833.0
1.3384823887183427e-11	4522326820672833.0
1.3403330336259577e-11	4522326820672833.0
1.342186237317015e-11	4522326820672833.0
1.3440420033294017e-11	4522326820672833.0
1.3459003352058965e-11	4522326820672833.0
1.3477612364941765e-11	4522326820672833.0
1.3496247107468297e-11	4522326820672833.0
1.351490761521339e-11	4522326820672833.0
1.3533593923801231e-11	4522326820672833.0
1.3552306068905206e-11	4522326820672833.0
1.3571044086248024e-11	4522326820672833.0
1.3589808011601784e-11	4522326820672833.0
1.3608597880788047e-11	4522326820672833.0
1.3627413729677906e-11	4522326820672833.0
1.3646255594192045e-11	4522326820672833.0
1.3665123510300815e-11	4522326820672833.0
1.3684017514024303e-11	4522326820672833.0
1.3702937641432399e-11	4522326820672833.0
1.3721883928644863e-11	4522326820672833.0
1.3740856411831398e-11	4522326820672833.0
1.3759855127211714e-11	4522326820672833.0
1.3778880111055601e-11	4522326820672833.0
1.3797931399682999e-11	4522326820672833.0
1.3817009029464065e-11	4522326820672833.0
1.383611303681924e-11	4522326820672833.0
1.3855243458219326e-11	4522326820672833.0
1.3874400330185548e-11	4522326820672833.0
1.3893583689289627e-11	4522326820672833.0
1.391279357215385e-11	4522326820672833.0
1.3932030015451144e-11	4522326820672833.0
1.3951293055905134e-11	4522326820672833.0
1.3970582730290225e-11	4522326820672833.0
1.3989899075431666e-11	4522326820672833.0
1.4009242128205627e-11	4522326820672833.0
1.4028611925539259e-11	4522326820672833.0
1.4048008504410771e-11	4522326820672833.0
1.4067431901849503e-11	4522326820672833.0
1.4086882154935992e-11	4522326820672833.0
1.4106359300802041e-11	4522326820672833.0
1.4125863376630854e-11	4522326820672833.0
1.4145394419656874e-11	4522326820672833.0
1.4164952467166195e-11	4522326820672833.0
1.4184537556496412e-11	4522326820672833.0
1.4204149725036739e-11	4522326820672833.0
1.422378901022809e-11	4522326820672833.0
1.4243455449563145e-11	4522326820672833.0
1.4263149080586423e-11	4522326820672833.0
1.4282869940894354e-11	4522326820672833.0
1.4302618068135352e-11	4522326820672833.0
1.4322393500009882e-11	4522326820672833.0
1.4342196274270536e-11	4522326820672833.0
1.4362026428722108e-11	4522326820672833.0
1.438188400122166e-11	4522326820672833.0
1.4401769029678594e-11	4522326820672833.0
1.4421681552054733e-11	4522326820672833.0
1.4441621606364386e-11	4522326820672833.0
1.4461589230674415e-11	4522326820672833.0
1.4481584463104328e-11	4522326820672833.0
1.4501607341826328e-11	4522326820672833.0
1.4521657905065403e-11	4522326820672833.0
1.4541736191099386e-11	4522326820672833.0
1.4561842238259042e-11	4522326820672833.0
1.4581976084928126e-11	4522326820672833.0
1.4602137769543475e-11	4522326820672833.0
1.4622327330595058e-11	4522326820672833.0
1.464254480662607e-11	4522326820672833.0
1.4662790236232995e-11	4522326820672833.0
1.4683063658065684e-11	4522326820672833.0
1.4703365110827425e-11	4522326820672833.0
1.4723694633275016e-11	4522326820672833.0
1.474405226421885e-11	4522326820672833.0
1.4764438042522976e-11	4522326820672833.0
1.4784852007105174e-11	4522326820672833.0
1.48052941969371e-11	4522326820672833.0
1.4825764651044113e-11	4522326820672833.0
1.4846263408505708e-11	4522326820672833.0
1.4866790508455354e-11	4522326820672833.0
1.4887345990080627e-11	4522326820672833.0
1.4907929892623288e-11	4522326820672833.0
1.492854225537935e-11	4522326820672833.0
1.4949183117699165e-11	4522326820672833.0
1.496985251898749e-11	4522326820672833.0
1.4990550498703562e-11	4522326820672833.0
1.501127709636118e-11	4522326820672833.0
1.5032032351528773e-11	4522326820672833.0
1.505281630382948e-11	4522326820672833.0
