#Parameters = {C_1=24.92455081603; C_2=93.019690001257; Conductivity=10000000; Conductivity_Mo=17900000; Conductivity_MoGr=1000000; Ip=96.301069367431; Pipe_lenght=40; Pipe_r=30; beta=1; cells_wave=20; conductivity_copper=59500000; d=-393.01969000126; half_gap_x=5.0754491839698; half_gap_y=30; half_gap_z=150; mu_copper=0.999994; offset=2.0301796735879; offset_x=1; offset_y=5; sigma_z=5; teta=15; thcoll=24.92455081603; translate_z=-243.01969000126; wakelength=20000}
#"Frequency / GHz"	"Z [Re / Ohm]"	"Z [Im / Ohm]"
#-----------------------------------------------
0.0000000000000	-0.035008329000776	-8.0509814737936e-14
0.0020478289222872	-0.030764687863085	0.038389198882644
0.0040956578445743	-0.019671188035695	0.071985576605575
0.0061434867668615	-0.0058811363672525	0.098058404608948
0.0081913156891487	0.0058326864336174	0.11700487725912
0.010239144611436	0.012169649980359	0.13193405357182
0.012286973533723	0.012574752431604	0.14703368584552
0.014334802456010	0.0091287601113842	0.16557979673233
0.016382631378297	0.0052105921793823	0.18858234506323
0.018430460300585	0.0036953705367572	0.21467758568519
0.020478289222872	0.0056320125335319	0.24120015578018
0.022526118145159	0.010021784848489	0.26576675527699
0.024573947067446	0.014691317526401	0.28749429980934
0.026621775989733	0.017674310071168	0.30724869895162
0.028669604912020	0.018296616810686	0.32689894996667
0.030717433834308	0.017397405427693	0.34809889329394
0.032765262756595	0.016653318385421	0.37133408000895
0.034813091678882	0.017484037841086	0.39575461077735
0.036860920601169	0.020217334093439	0.41981743600345
0.038908749523456	0.023984637927115	0.44228719242489
0.040956578445743	0.027350002961637	0.46296759751025
0.043004407368031	0.029236835257797	0.48274201080542
0.045052236290318	0.029566672123400	0.50294732006056
0.047100065212605	0.029236840289116	0.52450962755153
0.049147894134892	0.029491671257509	0.54739085673835
0.051195723057179	0.031113643395852	0.57067267168608
0.053243551979466	0.033950567189589	0.59319068804659
0.055291380901754	0.037059448492150	0.61429190090075
0.057339209824041	0.039346845502630	0.63423028555388
0.059387038746328	0.040276739446048	0.65396512140018
0.061434867668615	0.040191283478951	0.67451549916522
0.063482696590902	0.040053924427659	0.69630187008499
0.065530525513189	0.040801161888422	0.71889856931940
0.067578354435477	0.042734676360145	0.74134291758678
0.069626183357764	0.045346044558399	0.76278283409739
0.071674012280051	0.047674720485899	0.78303215612638
0.073721841202338	0.048950919000251	0.80267468155710
0.075769670124625	0.049095970338634	0.82266114664284
0.077817499046912	0.048756243869780	0.84367579755625
0.079865327969200	0.048859533991402	0.86569364617116
0.081913156891487	0.049996369581758	0.88801521432555
0.083960985813774	0.052037615098325	0.90974568022936
0.086008814736061	0.054236025428800	0.93039313781682
0.088056643658348	0.055735321734440	0.95018801555448
0.090104472580635	0.056142109087275	0.96991708436072
0.092152301502923	0.055779998201393	0.99039056192064
0.094200130425210	0.055462194443699	1.0119025139370
0.096247959347497	0.055941389610671	1.0340438666957
0.098295788269784	0.057408421809784	1.0559875021471
0.10034361719207	0.059373682473099	1.0770485262810
0.10239144611436	0.061005443386414	1.0971415715010
0.10443927503665	0.061692900393568	1.1168304052368
0.10648710395893	0.061453981194012	1.1369415270558
0.10853493288122	0.060916161914021	1.1580059466879
0.11058276180351	0.060887847412445	1.1799058527132
0.11263059072579	0.061812682054773	1.2019615240336
0.11467841964808	0.063475088800002	1.2233956277232
0.11672624857037	0.065152935837532	1.2438586558706
0.11877407749266	0.066110367675776	1.2636608086645
0.12082190641494	0.066095399757043	1.2835564623852
0.12286973533723	0.065506312807451	1.3042304545880
0.12491756425952	0.065117068329421	1.3258356396753
0.12696539318180	0.065550762831320	1.3478939917459
0.12901322210409	0.066859222411189	1.3696255116781
0.13106105102638	0.068492632651035	1.3904792542629
0.13310887994867	0.069677161020391	1.4105053502395
0.13515670887095	0.069941948074719	1.4303168470353
0.13720453779324	0.069437074618828	1.4506697863441
0.13925236671553	0.068827935449729	1.4719487877772
0.14130019563781	0.068840158329777	1.4939080086269
0.14334802456010	0.069766177634031	1.5158420875616
0.14539585348239	0.071269085922736	1.5370686109553
0.14744368240468	0.072615664265234	1.5573924000081
0.14949151132696	0.073177945791051	1.5772357963018
0.15153934024925	0.072860627734310	1.5973478220143
0.15358716917154	0.072163591310195	1.6182921838422
0.15563499809382	0.071838523091657	1.6400639078774
0.15768282701611	0.072375381070935	1.6620953583548
0.15973065593840	0.073669543391567	1.6836459594388
0.16177848486069	0.075095970263227	1.7043082922690
0.16382631378297	0.075938238964800	1.7242847961355
0.16587414270526	0.075878306526871	1.7442470388505
0.16792197162755	0.075212369508856	1.7648751186593
0.16996980054984	0.074646312289999	1.7863928920823
0.17201762947212	0.074811886564198	1.8084165993836
0.17406545839441	0.075835182704500	1.8302193516683
0.17611328731670	0.077252253701543	1.8512293828455
0.17816111623898	0.078328562871973	1.8714206385936
0.18020894516127	0.078562578719590	1.8913288304351
0.18225677408356	0.078028431253522	1.9116830113584
0.18430460300585	0.077323547374461	1.9329058593043
0.18635243192813	0.077158142677393	1.9548251048013
0.18840026085042	0.077868566376572	1.9767931674206
0.19044808977271	0.079187997507643	1.9981320632588
0.19249591869499	0.080430969557037	2.0185980244547
0.19454374761728	0.080964335128493	2.0385474228523
0.19659157653957	0.080641253892042	2.0586909451063
0.19863940546186	0.079900784457269	2.0796054200139
0.20068723438414	0.079465494808110	2.1013385144128
0.20273506330643	0.079845275580014	2.1233771979060
0.20478289222872	0.080988071249637	2.1450008920233
0.20683072115100	0.082316855889367	2.1657763019043
0.20887855007329	0.083126767670981	2.1858541427367
0.21092637899558	0.083069216414997	2.2058644862590
0.21297420791787	0.082390533499961	2.2264832617947
0.21502203684015	0.081761753352425	2.2479680627517
0.21706986576244	0.081817076171398	2.2699820216937
0.21911769468473	0.082718420422423	2.2918262335646
0.22116552360701	0.084045091683504	2.3129204553455
0.22321335252930	0.085083858067332	2.3332015063693
0.22526118145159	0.085319553158541	2.3531657878219
0.22730901037388	0.084788821587149	2.3735272203970
0.22935683929616	0.084054106397919	2.3947262047634
0.23140466821845	0.083816275095006	2.4166272941940
0.23345249714074	0.084432636309711	2.4386131415138
0.23550032606302	0.085671814967979	2.4600096231665
0.23754815498531	0.086873722729839	2.4805494312662
0.23959598390760	0.087404127496469	2.5005553075291
0.24164381282989	0.087090859690386	2.5207172416942
0.24369164175217	0.086341659763767	2.5416173451412
0.24573947067446	0.085862962979925	2.5633295060360
0.24778729959675	0.086173517236883	2.5853691560337
0.24983512851903	0.087247687615828	2.6070273364190
0.25188295744132	0.088533747348321	2.6278588020785
0.25393078636361	0.089334190174982	2.6479881222358
0.25597861528590	0.089285974339443	2.6680232958534
0.25802644420818	0.088610064803923	2.6886367139488
0.26007427313047	0.087958722094703	2.7101022168518
0.26212210205276	0.087966030854700	2.7321069718592
0.26416993097504	0.088811371780398	2.7539674377234
0.26621775989733	0.090096377684434	2.7751003689396
0.26826558881962	0.091119827892973	2.7954243251156
0.27031341774191	0.091360848989211	2.8154152573879
0.27236124666419	0.090837482863368	2.8357781762164
0.27440907558648	0.090093766960159	2.8569613421236
0.27645690450877	0.089824519285338	2.8788477205765
0.27850473343106	0.090396569722662	2.9008361009730
0.28055256235334	0.091596334229985	2.9222557037238
0.28260039127563	0.092777471765991	2.9428283903529
0.28464822019792	0.093306602838196	2.9628599838835
0.28669604912020	0.092999763843040	2.9830290613113
0.28874387804249	0.092248848751256	3.0039190321297
0.29079170696478	0.091751108688759	3.0256161324713
0.29283953588707	0.092028388267436	3.0476503445823
0.29488736480935	0.093067582102334	3.0693197441921
0.29693519373164	0.094330054844052	3.0901744795654
0.29898302265393	0.095123308039251	3.1103266794305
0.30103085157621	0.095078474414001	3.1303727615856
0.30307868049850	0.094404403748136	3.1509819265076
0.30512650942079	0.093743296379554	3.1724347261685
0.30717433834308	0.093727641242384	3.1944298728922
0.30922216726536	0.094544110789383	3.2162923463059
0.31126999618765	0.095805118178936	3.2374390877043
0.31331782510994	0.096816447008176	3.2577810187196
0.31536565403222	0.097056193412923	3.2777841821159
0.31741348295451	0.096534617993519	3.2981480084906
0.31946131187680	0.095786784979853	3.3193227852373
0.32150914079909	0.095503239608720	3.3411992081955
0.32355696972137	0.096053627319764	3.3631840633782
0.32560479864366	0.097231895360343	3.3846096594625
0.32765262756595	0.098398736282683	3.4051944355178
0.32970045648823	0.098922835947254	3.4252369814207
0.33174828541052	0.098616397349627	3.4454097405830
0.33379611433281	0.097864479827547	3.4662948885348
0.33584394325510	0.097359048784178	3.4879827018222
0.33789177217738	0.097621390846485	3.5100094962534
0.33993960109967	0.098642502796784	3.5316778185567
0.34198743002196	0.099889541358332	3.5525378058985
0.34403525894424	0.10067374105453	3.5726974962987
0.34608308786653	0.10062577643930	3.5927480219367
0.34813091678882	0.099950486356670	3.6133554526913
0.35017874571111	0.099285251820424	3.6348010875560
0.35222657463339	0.099259909318162	3.6567874773571
0.35427440355568	0.10006203900702	3.6786439631475
0.35632223247797	0.10130766282175	3.6997897319945
0.35837006140025	0.10230649829022	3.7201346931228
0.36041789032254	0.10253855010118	3.7401414908726
0.36246571924483	0.10201299602481	3.7605059551686
0.36451354816712	0.10126166691502	3.7816766890969
0.36656137708940	0.10097173108596	3.8035454773099
0.36860920601169	0.10151125994646	3.8255221872181
0.37065703493398	0.10267523459027	3.8469423437536
0.37270486385627	0.10382728240729	3.8675259032677
0.37475269277855	0.10433917926443	3.8875704755745
0.37680052170084	0.10402459550588	3.9077456621260
0.37884835062313	0.10326761172230	3.9286306137651
0.38089617954541	0.10275734892947	3.9503141731888
0.38294400846770	0.10301204653950	3.9723336800458
0.38499183738999	0.10402126529522	3.9939946091682
0.38703966631228	0.10525325257711	4.0148502321777
0.38908749523456	0.10602229707987	4.0350100387630
0.39113532415685	0.10596230915134	4.0550639741838
0.39318315307914	0.10527955869498	4.0756748996862
0.39523098200142	0.10461007942916	4.0971207939177
0.39727881092371	0.10458030264612	4.1191028678500
0.39932663984600	0.10537442190230	4.1409520592865
0.40137446876829	0.10660728520435	4.1620912110603
0.40342229769057	0.10759054225965	4.1824336729364
0.40547012661286	0.10780814786649	4.2024430342068
0.40751795553515	0.10727275429217	4.2228127951469
0.40956578445743	0.10651685182152	4.2439873026733
0.41161361337972	0.10622484458171	4.2658548807758
0.41366144230201	0.10676026659709	4.2878250911614
0.41570927122430	0.10791473428729	4.3092366872525
0.41775710014658	0.10905201226169	4.3298144013471
0.41980492906887	0.10954760574732	4.3498590151790
0.42185275799116	0.10922015941674	4.3700394585671
0.42390058691344	0.10845664757968	4.3909306235743
0.42594841583573	0.10794492057786	4.4126162269954
0.42799624475802	0.10819843853738	4.4346310708269
0.43004407368031	0.10920156638370	4.4562825378612
0.43209190260259	0.11042046780954	4.4771291525331
0.43413973152488	0.11117201776443	4.4972855526546
0.43618756044717	0.11109580032700	4.5173431920027
0.43823538936945	0.11040306780508	4.5379616152519
0.44028321829174	0.10973067896062	4.5594127493148
0.44233104721403	0.10970098869644	4.5813930846789
0.44437887613632	0.11049182261408	4.6032334860899
0.44642670505860	0.11171366800226	4.6243616109609
0.44847453398089	0.11267890242478	4.6446973840067
0.45052236290318	0.11287697973871	4.6647082669562
0.45257019182546	0.11232719591780	4.6850861705324
0.45461802074775	0.11156528251438	4.7062693083269
0.45666584967004	0.11127313123940	4.7281394194521
0.45871367859233	0.11180755988457	4.7501035711992
0.46076150751461	0.11295377363443	4.7715039733116
0.46280933643690	0.11407387116442	4.7920725672017
0.46485716535919	0.11454772971440	4.8121162353114
0.46690499428147	0.11420155683951	4.8323046631786
0.46895282320376	0.11342794503759	4.8532074971631
0.47100065212605	0.11291448975291	4.8749006887859
0.47304848104834	0.11316856101135	4.8969140757582
0.47509630997062	0.11416668506729	4.9185563947724
0.47714413889291	0.11537084571353	4.9393930658444
0.47919196781520	0.11610040504453	4.9595465192282
0.48123979673749	0.11600255883194	4.9796115095015
0.48328762565977	0.11529615679909	5.0002439811138
0.48533545458206	0.11462038329017	5.0217076771515
0.48738328350435	0.11459291736912	5.0436918721597
0.48943111242663	0.11538299035851	5.0655261927647
0.49147894134892	0.11659444479036	5.0866440155298
0.49352677027121	0.11753960744892	5.1069741201524
0.49557459919350	0.11771464742002	5.1269898828797
0.49762242811578	0.11714782692087	5.1473820246429
0.49967025703807	0.11637992777775	5.1685811417728
0.50171808596036	0.11609040195175	5.1904600743714
0.50376591488264	0.11662768694382	5.2124218416398
0.50581374380493	0.11776836358513	5.2338123398545
0.50786157272722	0.11887163101707	5.2543725043191
0.50990940164951	0.11932229613113	5.2744173668875
0.51195723057179	0.11895603479555	5.2946182433205
0.51400505949408	0.11817294850102	5.3155386400469
0.51605288841637	0.11766092999200	5.3372447168225
0.51810071733865	0.11792009393630	5.3592595899595
0.52014854626094	0.11891704787425	5.3808930512593
0.52219637518323	0.12010800691372	5.4017187451276
0.52424420410552	0.12081475673418	5.4218689119066
0.52629203302780	0.12069353383901	5.4419429382022
0.52833986195009	0.11997266186348	5.4625929524219
0.53038769087238	0.11929466208909	5.4840729769202
0.53243551979466	0.11927201047977	5.5060633363850
0.53448334871695	0.12006368611197	5.5278917120492
0.53653117763924	0.12126527475687	5.5489979982794
0.53857900656153	0.12218859975336	5.5693215606389
0.54062683548381	0.12233753644521	5.5893431506649
0.54267466440610	0.12175102901474	5.6097525052312
0.54472249332839	0.12097614937406	5.6309714610576
0.54677032225067	0.12068983247637	5.6528623102300
0.54881815117296	0.12123083239333	5.6748230408308
0.55086598009525	0.12236551625121	5.6962036045296
0.55291380901754	0.12344942856399	5.7167553868613
0.55496163793982	0.12387290841660	5.7368031007026
0.55700946686211	0.12348263729754	5.7570202532424
0.55905729578440	0.12268763988301	5.7779634451344
0.56110512470668	0.12217644750610	5.7996875160045
0.56315295362897	0.12244099975847	5.8217076473366
0.56520078255126	0.12343649351158	5.8433346236921
0.56724861147355	0.12461238459590	5.8641514240083
0.56929644039583	0.12529310307079	5.8843015871337
0.57134426931812	0.12514522047550	5.9043899498963
0.57339209824041	0.12440802459205	5.9250643963170
0.57543992716269	0.12372805764301	5.9465678376886
0.57748775608498	0.12371203298327	5.9685702320509
0.57953558500727	0.12450729071017	5.9903968058041
0.58158341392956	0.12569991344780	6.0114946625136
0.58363124285184	0.12660095994032	6.0318151124180
0.58567907177413	0.12672288256777	6.0518473322906
0.58772690069642	0.12611667420040	6.0722800761470
0.58977472961871	0.12533659484569	6.0935253722747
0.59182255854099	0.12505686777495	6.1154335877970
0.59387038746328	0.12560541386095	6.1373969085240
0.59591821638557	0.12673706993199	6.1587696768078
0.59796604530785	0.12780312667059	6.1793149037525
0.60001387423014	0.12819994557755	6.1993681649652
0.60206170315243	0.12778641012462	6.2196055303621
0.60410953207472	0.12698151234142	6.2405760149246
0.60615736099700	0.12647457996824	6.2623218933197
0.60820518991929	0.12674853858405	6.2843494648026
0.61025301884158	0.12774591149145	6.3059704951611
0.61230084776386	0.12890855362245	6.3267782056035
0.61434867668615	0.12956364961412	6.3469286188429
0.61639650560844	0.12938902849812	6.3670326771681
0.61844433453073	0.12863598266124	6.3877337330908
0.62049216345301	0.12795548014965	6.4092626152143
0.62253999237530	0.12794795281478	6.4312779915037
0.62458782129759	0.12874802720076	6.4531024461463
0.62663565021987	0.12993140925647	6.4741910055379
0.62868347914216	0.13080833417493	6.4945080745717
0.63073130806445	0.13090063424667	6.5145520783377
0.63277913698674	0.13027247261714	6.5350107539051
0.63482696590902	0.12948598808876	6.5562854937452
0.63687479483131	0.12921251504793	6.5782137221340
0.63892262375360	0.12976826517775	6.6001813305862
0.64097045267588	0.13089561563853	6.6215474211153
0.64301828159817	0.13194128720266	6.6420875926653
0.64506611052046	0.13230818929138	6.6621491671550
0.64711393944275	0.13186841734178	6.6824109788171
0.64916176836503	0.13105174311368	6.7034138568388
0.65120959728732	0.13054837783285	6.7251865443935
0.65325742620961	0.13083158371236	6.7472258015215
0.65530525513189	0.13183032681054	6.7688444696348
0.65735308405418	0.13297839903596	6.7896467625611
0.65940091297647	0.13360604884044	6.8098020358413
0.66144874189876	0.13340324746629	6.8299276605081
0.66349657082104	0.13263415350512	6.8506619991593
0.66554439974333	0.13195441804549	6.8722228430685
0.66759222866562	0.13195768199006	6.8942567416972
0.66964005758790	0.13276494437010	6.9160834598262
0.67168788651019	0.13394084371189	6.9371664884361
0.67373571543248	0.13479477955939	6.9574841605249
0.67578354435477	0.13485860274631	6.9775446575665
0.67783137327705	0.13421045361087	6.9980345064167
0.67987920219934	0.13342073081706	7.0193436907551
0.68192703112163	0.13315754352701	7.0412958660174
0.68397486004391	0.13372454921874	7.0632703106570
0.68602268896620	0.13485086869096	7.0846312800094
0.68807051788849	0.13587841904775	7.1051677806517
0.69011834681078	0.13621710412063	7.1252395549222
0.69216617573306	0.13575300395569	7.1455282725274
0.69421400465535	0.13492719654123	7.1665660164272
0.69626183357764	0.13443066620274	7.1883672184694
0.69830966249993	0.13472632254651	7.2104186603829
0.70035749142221	0.13572876509766	7.2320344789308
0.70240532034450	0.13686332868913	7.2528306197277
0.70445314926679	0.13746358730861	7.2729905380096
0.70650097818907	0.13723235764183	7.2931383311385
0.70854880711136	0.13644729830953	7.3139070419482
0.71059663603365	0.13576886128336	7.3355007502491
0.71264446495594	0.13578342573157	7.3575533869961
0.71469229387822	0.13659764901613	7.3793819593614
0.71674012280051	0.13776466012294	7.4004590346477
0.71878795172280	0.13859317606840	7.4207776382053
0.72083578064508	0.13862572286058	7.4408561241841
0.72288360956737	0.13795514148147	7.4613796242591
0.72493143848966	0.13716040883860	7.4827260935797
0.72697926741195	0.13690614512750	7.5047048274859
0.72902709633423	0.13748284515424	7.5266883596105
0.73107492525652	0.13860590000826	7.5480465224161
0.73312275417881	0.13961246683353	7.5685824056034
0.73517058310109	0.13992001960422	7.5886686112815
0.73721841202338	0.13942936840963	7.6089895197656
0.73926624094567	0.13859332697808	7.6300678407589
0.74131406986796	0.13810349662315	7.6519029746415
0.74336189879024	0.13841182637825	7.6739713826423
0.74540972771253	0.13941793276908	7.6955887386435
0.74745755663482	0.14053851311250	7.7163833450653
0.74950538555710	0.14111086068376	7.7365532986308
0.75155321447939	0.14085134370544	7.7567294731312
0.75360104340168	0.14005166070409	7.7775390807290
0.75564887232397	0.13937707389944	7.7991717322952
0.75769670124625	0.13940617809956	7.8212482141690
0.75974453016854	0.14023059125506	7.8430827925824
0.76179235909083	0.14139152396852	7.8641576048532
0.76384018801311	0.14219714070246	7.8844809489969
0.76588801693540	0.14220117876432	7.9045815794432
0.76793584585769	0.14151170531324	7.9251429245392
0.76998367477998	0.14071638306134	7.9465302635038
0.77203150370226	0.14047591737415	7.9685379797237
0.77407933262455	0.14106693384146	7.9905317746917
0.77612716154684	0.14219054779624	8.0118874844883
0.77817499046912	0.14317909315015	8.0324229231554
0.78022281939141	0.14345801686083	8.0525239741501
0.78227064831370	0.14294339107402	8.0728776639912
0.78431847723599	0.14210000987352	8.0939968619445
0.78636630615827	0.14161984472808	8.1158654351948
0.78841413508056	0.14194329379185	8.1379493793022
0.79046196400285	0.14295444869992	8.1595662562830
0.79250979292513	0.14406123441375	8.1803573656543
0.79455762184742	0.14460501050008	8.2005359701862
0.79660545076971	0.14431626728742	8.2207398112991
0.79865327969200	0.14350113052485	8.2415899196216
0.80070110861428	0.14282960851812	8.2632609475423
0.80274893753657	0.14287205440977	8.2853603083020
0.80479676645886	0.14370453915202	8.3071997736956
0.80684459538115	0.14485618315623	8.3282716497988
0.80889242430343	0.14563492067570	8.3486000841254
0.81094025322572	0.14560633638111	8.3687244215167
0.81298808214801	0.14489427963817	8.3893260885169
0.81503591107029	0.14409524146973	8.4107571319946
0.81708373999258	0.14386569870090	8.4327966103896
0.81913156891487	0.14446791324146	8.4548034159494
0.82117939783716	0.14558844940102	8.4761598282584
0.82322722675944	0.14655500727285	8.4966989271740
0.82527505568173	0.14680158185738	8.5168201290839
